id,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,geometry,index_right,population
204779.0,1773000.0,,,197.0,Phnom Penh,Chamkarmon,BKK 1,Land/Development,False,commercial,11.5498064,104.9246978,POINT (104.9246978 11.5498064),53893.0,18149.0
240499.0,320000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Apartment,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
240499.0,320000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Apartment,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
240499.0,320000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Apartment,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
240499.0,320000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Apartment,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
243776.0,310000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
243776.0,310000.0,5.0,6.0,196.35,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
241833.0,470000.0,14.0,14.0,196.0,Phnom Penh,Dangkao,Dangkao,House,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
241833.0,470000.0,14.0,14.0,196.0,Phnom Penh,Dangkao,Dangkao,House,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
235652.0,790000.0,7.0,6.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 2,Flat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241257.0,175000.0,4.0,5.0,195.0,Phnom Penh,Sen Sok,Krang Thnong,Villa,False,residential,11.57113078,104.8472785,POINT (104.8472785 11.57113078),53590.0,2987.0
241257.0,175000.0,4.0,5.0,195.0,Phnom Penh,Sen Sok,Krang Thnong,Villa,False,residential,11.57113078,104.8472785,POINT (104.8472785 11.57113078),53590.0,2987.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245761.0,220000.0,5.0,6.0,195.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0
245562.0,750000.0,4.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Penthouse,False,residential,11.55342695,104.9296779,POINT (104.9296779 11.55342695),53894.0,7658.0
245562.0,750000.0,4.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Penthouse,False,residential,11.55342695,104.9296779,POINT (104.9296779 11.55342695),53894.0,7658.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
238669.0,1350000.0,2.0,2.0,195.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
243662.0,275000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54517877,104.9241808,POINT (104.9241808 11.54517877),53910.0,13796.0
243662.0,275000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54517877,104.9241808,POINT (104.9241808 11.54517877),53910.0,13796.0
243662.0,275000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54517877,104.9241808,POINT (104.9241808 11.54517877),53910.0,13796.0
243662.0,275000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54517877,104.9241808,POINT (104.9241808 11.54517877),53910.0,13796.0
245560.0,280000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54434252,104.9246984,POINT (104.9246984 11.54434252),53910.0,13796.0
245560.0,280000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54434252,104.9246984,POINT (104.9246984 11.54434252),53910.0,13796.0
245560.0,280000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54434252,104.9246984,POINT (104.9246984 11.54434252),53910.0,13796.0
245560.0,280000.0,3.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54434252,104.9246984,POINT (104.9246984 11.54434252),53910.0,13796.0
223624.0,490000.0,5.0,6.0,195.0,Phnom Penh,Meanchey,Stueng Mean chey,Terrace,False,residential,11.530293,104.898903,POINT (104.898903 11.530293),53905.0,16637.0
223624.0,490000.0,5.0,6.0,195.0,Phnom Penh,Meanchey,Stueng Mean chey,Terrace,False,residential,11.530293,104.898903,POINT (104.898903 11.530293),53905.0,16637.0
250769.0,600000.0,2.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
250769.0,600000.0,2.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
250769.0,600000.0,2.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
250769.0,600000.0,2.0,3.0,195.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
245297.0,368000.0,4.0,6.0,194.7,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
245297.0,368000.0,4.0,6.0,194.7,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
252305.0,245000.0,3.0,3.0,194.08,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252305.0,245000.0,3.0,3.0,194.08,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252305.0,245000.0,3.0,3.0,194.08,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252305.0,245000.0,3.0,3.0,194.08,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
249092.0,388000.0,3.0,3.0,194.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55374448,104.9313816,POINT (104.9313816 11.55374448),53894.0,7658.0
249092.0,388000.0,3.0,3.0,194.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55374448,104.9313816,POINT (104.9313816 11.55374448),53894.0,7658.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
234128.0,900000.0,,6.0,193.75,Phnom Penh,Toul Kork,Boeung Kak 2,Villa,False,residential,11.56477097,104.9044699,POINT (104.9044699 11.56477097),53937.0,20882.0
142368.0,350000.0,4.0,4.0,193.21,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
142368.0,350000.0,4.0,4.0,193.21,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
142368.0,350000.0,4.0,4.0,193.21,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
142368.0,350000.0,4.0,4.0,193.21,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
142368.0,350000.0,4.0,4.0,193.21,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
222014.0,540000.0,4.0,5.0,193.0,Phnom Penh,Meanchey,Chak Angrae Kraom,Twin Villa,False,residential,11.49875785,104.9346796,POINT (104.9346796 11.49875785),54726.0,2439.0
214287.0,325000.0,5.0,6.0,192.5,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.55,104.96,POINT (104.96 11.55),53987.0,22.0
214287.0,325000.0,5.0,6.0,192.5,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.55,104.96,POINT (104.96 11.55),53987.0,22.0
207784.0,315000.0,4.0,5.0,192.5,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0
207784.0,315000.0,4.0,5.0,192.5,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0
247140.0,330000.0,5.0,6.0,192.5,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.522551,104.962474,POINT (104.962474 11.522551),53953.0,3342.0
247140.0,330000.0,5.0,6.0,192.5,Phnom Penh,Chbar Ampov,Veal Sbov,Twin Villa,False,residential,11.522551,104.962474,POINT (104.962474 11.522551),53953.0,3342.0
221701.0,4500000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,False,residential,11.55956167,104.9378069,POINT (104.9378069 11.55956167),53892.0,7576.0
221701.0,4500000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,False,residential,11.55956167,104.9378069,POINT (104.9378069 11.55956167),53892.0,7576.0
221701.0,4500000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,False,residential,11.55956167,104.9378069,POINT (104.9378069 11.55956167),53892.0,7576.0
195812.0,72500.0,,,192.0,Phnom Penh,Sen Sok,Krang Thnong,Villa,False,residential,11.5892498,104.8367063,POINT (104.8367063 11.5892498),53754.0,851.0
195812.0,72500.0,,,192.0,Phnom Penh,Sen Sok,Krang Thnong,Villa,False,residential,11.5892498,104.8367063,POINT (104.8367063 11.5892498),53754.0,851.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
228931.0,700000.0,8.0,10.0,192.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
222059.0,4500000.0,16.0,18.0,192.0,Phnom Penh,Daun Penh,Chakto Mukh,Apartment,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0
234438.0,360000.0,4.0,5.0,192.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Villa,False,residential,11.52709327,104.949351,POINT (104.949351 11.52709327),53952.0,3952.0
212883.0,335000.0,5.0,6.0,192.0,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0
212883.0,335000.0,5.0,6.0,192.0,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0
250810.0,395000.0,5.0,6.0,192.0,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
250810.0,395000.0,5.0,6.0,192.0,Phnom Penh,Chbar Ampov,Nirouth,Twin Villa,False,residential,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
228789.0,270000.0,6.0,6.0,192.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
241772.0,450000.0,8.0,6.0,192.0,Phnom Penh,Meanchey,Chak Angrae Leu,Retreat,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0
235896.0,125510.0,4.0,5.0,190.0,Phnom Penh,Dangkao,Spean Thma,Villa,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
235896.0,125510.0,4.0,5.0,190.0,Phnom Penh,Dangkao,Spean Thma,Villa,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
201857.0,900000.0,4.0,4.0,190.0,Phnom Penh,Toul Kork,Boeung Kak 1,Villa,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
201857.0,900000.0,4.0,4.0,190.0,Phnom Penh,Toul Kork,Boeung Kak 1,Villa,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
245869.0,179000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Twin Villa,False,residential,11.6501596,104.913169,POINT (104.913169 11.6501596),54000.0,2956.0
249121.0,229888.0,5.0,5.0,189.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Villa,False,residential,11.658559,104.91317,POINT (104.91317 11.658559),54030.0,1785.0
237566.0,205000.0,6.0,6.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
237566.0,205000.0,6.0,6.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
237566.0,205000.0,6.0,6.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227947.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227947.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227947.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227946.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227946.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227946.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227966.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227966.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
227966.0,280000.0,4.0,5.0,189.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
229593.0,83000.0,,,189.0,Phnom Penh,Por Sen Chey,Kakab 1,Warehouse,False,commercial,11.568271,104.9224426,POINT (104.9224426 11.568271),53895.0,28799.0
223860.0,279900.0,4.0,5.0,188.1,Phnom Penh,Por Sen Chey,Trapeang Krasang,Terrace,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
223860.0,279900.0,4.0,5.0,188.1,Phnom Penh,Por Sen Chey,Trapeang Krasang,Terrace,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
223860.0,279900.0,4.0,5.0,188.1,Phnom Penh,Por Sen Chey,Trapeang Krasang,Terrace,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
223860.0,279900.0,4.0,5.0,188.1,Phnom Penh,Por Sen Chey,Trapeang Krasang,Terrace,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
223860.0,279900.0,4.0,5.0,188.1,Phnom Penh,Por Sen Chey,Trapeang Krasang,Terrace,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
