address_subdivision,address_locality,address_line_2,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,h_id_price_mean,h_id_price_max,h_id_price_median,h_id_price_min,geometry,index_right,population,h_id
Phnom Penh,Dangkao,Spean Thma,252.0,56,14112.0,104.8730317357317,11.47406528048974,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,1,0,10,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,2,8,19,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,26,0,0,1,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.00888888888886,301.47,254.92,246.25,POINT (104.8730317357317 11.47406528048974),54799,263.0,8865846037fffff
Phnom Penh,Pur SenChey,Trapeang Krasang,392.89,138,54218.82,104.79150492507917,11.557735106715208,16,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,2,3,15,0,0,0,5,10,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,433.928,493.55,436.39,366.39,POINT (104.7915049250792 11.55773510671521),53842,4976.0,8865846c47fffff
Phnom Penh,Dangkao,Dangkao,1611.71,236,380363.56,104.8795138189556,11.51017027542512,8,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,32,0,2,3,5,22,64,0,3,9,11,41,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,14,0,0,1,0,13,18,0,0,2,3,13,33,0,0,2,6,25,11,0,0,0,2,9,11,0,1,1,2,7,1,0,0,0,0,1,14,0,1,0,2,11,36,1,1,8,13,13,4,0,0,0,0,4,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1269.9813333333334,1653.88,1427.29,834.99,POINT (104.8795138189556 11.51017027542512),54634,4364.0,88658461e3fffff
Phnom Penh,Pur SenChey,Ovlaok,95.63,48,4590.24,104.74288813795036,11.549408383497887,21,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,493.0216666666667,927.59,472.97,92.8,POINT (104.7428881379504 11.54940838349789),53624,125.0,8865846ea7fffff
Phnom Penh,Dangkao,Krang Pongro,253.7,42,10655.4,104.80669195467834,11.42793859823626,20,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,232.5922222222222,296.47,217.95,170.54,POINT (104.8066919546783 11.42793859823626),54204,1122.0,8865846725fffff
Phnom Penh,Pur SenChey,Chaom Chau,1793.74,238,426910.12,104.8371024754001,11.543516762969558,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,34,0,0,5,13,16,59,0,1,4,23,31,2,0,0,0,0,2,10,1,1,2,3,3,1,0,0,0,0,1,6,0,0,0,0,6,10,0,0,0,2,8,32,1,0,3,8,20,11,0,0,0,1,10,10,0,0,0,5,5,0,0,0,0,0,0,9,0,0,0,0,9,24,0,0,1,4,19,4,0,0,0,0,4,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1904.2442857142853,2084.42,1877.16,1793.74,POINT (104.8371024754001 11.54351676296956),53555,2329.0,8865846f55fffff
Phnom Penh,Saensokh,Krang Thnong,1232.44,74,91200.56,104.83116557422522,11.584339781247598,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,1,0,10,0,0,0,0,0,10,0,0,0,0,0,25,0,0,1,6,18,49,0,1,6,8,34,0,0,0,0,0,0,10,0,0,0,1,9,1,0,0,0,0,1,9,0,0,0,1,8,10,0,0,0,3,7,18,0,0,1,6,11,6,0,0,0,0,6,6,0,0,1,2,3,0,0,0,0,0,0,3,0,0,1,1,1,14,0,1,6,4,3,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1125.5166666666669,1327.27,1144.42,891.81,POINT (104.8311655742252 11.5843397812476),53569,1887.0,8865846f35fffff
Phnom Penh,Dangkao,Preaek Kampues,282.92,212,59979.04,104.90081653032944,11.4559133598882,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,1,0,11,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,7,0,0,1,2,4,11,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,6,3,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,257.29272727272723,285.05,278.72,212.11,POINT (104.9008165303294 11.4559133598882),54821,878.0,8865846005fffff
Phnom Penh,Pur SenChey,Ovlaok,91.67,108,9900.36,104.74500472256456,11.536128597451142,21,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.8285714285715,1233.67,103.065,91.67,POINT (104.7450047225646 11.53612859745114),53627,262.0,8865846ea1fffff
Phnom Penh,Pur SenChey,Samraong Kraom,503.93,144,72565.92,104.82000642893168,11.576067628236077,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,14,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,1,0,11,0,0,0,0,0,11,0,0,0,0,0,20,0,0,2,1,17,38,0,0,5,8,25,0,0,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,1,2,0,0,0,0,2,6,0,0,0,0,6,15,0,0,0,3,12,4,0,0,0,0,4,7,0,0,2,1,4,0,0,0,0,0,0,2,0,0,0,1,1,12,0,1,2,5,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,683.7473333333332,993.29,567.22,430.59,POINT (104.8200064289317 11.57606762823608),53570,531.0,8865846f33fffff
Phnom Penh,Praek Pnov,Ponhea Pon,138.73,234,32462.82,104.78739140286224,11.673768550131433,21,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,25,0,0,0,0,0,20,0,0,0,0,0,23,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157.51999999999998,194.79,140.35,134.61,POINT (104.7873914028622 11.67376855013143),71475,523.0,886580d281fffff
Phnom Penh,Pur SenChey,Chaom Chau,2062.74,172,354791.28,104.88201219259564,11.5171368461235,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,57,0,2,3,10,42,77,2,4,10,12,49,8,0,0,0,1,7,7,0,0,0,0,7,19,0,0,0,0,19,28,0,0,1,2,25,25,0,0,2,4,19,44,0,0,6,5,33,21,0,0,1,3,17,15,0,0,2,3,10,6,0,0,0,0,6,23,0,0,1,3,19,33,0,3,6,14,10,8,0,0,0,0,8,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1737.1606666666669,2604.79,1639.93,881.97,POINT (104.8820121925956 11.5171368461235),54659,7477.0,88658461a9fffff
Phnom Penh,Pur SenChey,Ovlaok,94.05,98,9216.9,104.74703743337794,11.5606713078296,21,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,1,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.67666666666666,94.05,92.46,76.52,POINT (104.7470374333779 11.5606713078296),53865,194.0,8865846c13fffff
Phnom Penh,Chbar Ampov,Veal Sbov,864.92,106,91681.52,104.96960443542106,11.507819169940408,5,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,15,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,23,0,0,2,0,21,28,0,0,0,2,26,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,1,3,8,0,0,1,2,5,5,0,0,0,0,5,1,0,0,0,0,1,5,0,0,1,0,4,1,0,0,0,0,1,3,0,0,0,0,3,16,0,1,2,5,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,774.6488888888889,957.52,802.75,631.28,POINT (104.9696044354211 11.50781916994041),52971,52.0,88658478b3fffff
Phnom Penh,Dangkao,Roluos,284.08,180,51134.4,104.87923336556358,11.447916032934105,13,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,1,12,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,3,0,1,1,0,1,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,216.59714285714284,287.57,192.545,82.58,POINT (104.8792333655636 11.4479160329341),54814,109.0,8865846015fffff
Phnom Penh,Dangkao,Tien,203.54,154,31345.16,104.87090371449,11.42710645117078,15,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,1,15,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189.296,259.79,194.32,159.47,POINT (104.87090371449 11.42710645117078),54584,206.0,88658462a5fffff
Phnom Penh,Praek Pnov,Ponsang,196.61,48,9437.28,104.75435426402233,11.654851276315489,23,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171.4788888888889,261.01,159.4,118.97,POINT (104.7543542640223 11.65485127631549),53720,845.0,8865846da7fffff
Phnom Penh,Pur SenChey,Chaom Chau,1501.52,238,357361.76,104.8153275003494,11.503549238184746,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,14,0,0,0,0,0,7,0,0,1,3,3,19,1,0,2,6,10,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,1,6,1,0,0,0,1,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,2,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,779.052,1514.69,459.47,402.35,POINT (104.8153275003494 11.50354923818475),53659,1165.0,8865846e47fffff
Phnom Penh,Praek Pnov,Samraong,215.21,64,13773.44,104.83255525757836,11.681472253657272,18,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,0,23,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,3,0,0,1,1,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.07,289.96,253.555,215.21,POINT (104.8325552575784 11.68147225365727),71498,472.0,886580d23bfffff
