address_subdivision,address_locality,address_line_2,h_id,category_name,type,price_per_m2,land_area,price,longitude,latitude,population
Phnom Penh,Chbar Ampov,Chbar Ampov I,8865846125fffff,Flat,residential,2343.75,64.0,150000.0,104.941454,11.52928,11754.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Shophouse,residential,3906.25,64.0,250000.0,104.9,11.59,8037.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Shophouse,residential,3904.7619047619046,105.0,410000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,3232.3232323232323,99.0,320000.0,104.96247,11.522551,3342.0
Phnom Penh,Meanchey,Chak Angrae Leu,8865846ae9fffff,House,residential,3913.0434782608695,115.0,450000.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Krang Thnong,8865846f23fffff,Villa,residential,2400.0,50.0,120000.0,104.8380033,11.5820252,1460.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Land/Development,residential,2392.8571428571427,140.0,335000.0,104.9199067,11.57561,16252.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ae9fffff,House,residential,3235.294117647059,170.0,550000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Flat,residential,2379.7619047619046,84.0,199900.0,104.91,11.53,24762.0
Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,House,residential,3750.0,64.0,240000.0,104.9,11.59,8037.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ac7fffff,Retreat,residential,3906.25,64.0,250000.0,104.913586,11.5445,23239.0
Phnom Penh,Chamkarmon,BKK 1,8865846ae9fffff,Flat,residential,2380.9523809523807,147.0,350000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Retreat,residential,2421.0526315789475,95.0,230000.0,104.941454,11.52928,11754.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468c9fffff,Villa,residential,3472.222222222222,72.0,250000.0,104.9,11.59,8037.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9dfffff,Villa,residential,3500.0,140.0,490000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Chbar Ampov II,8865846a51fffff,Condo,residential,3448.905109489051,274.0,945000.0,104.96247,11.522551,3342.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a93fffff,Twin Villa,residential,3476.5625,128.0,445000.0,104.8711028,11.5516133,11748.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,Flat,residential,3787.878787878788,66.0,250000.0,104.913586,11.5445,23239.0
Phnom Penh,Chamkarmon,BKK 2,8865846ae9fffff,Flat,residential,3462.3376623376626,115.5,399900.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9dfffff,House,residential,2500.0,125.0,312500.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,2411.7140396210166,116.1,280000.0,104.96247,11.522551,3342.0
Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846ae9fffff,House,residential,2500.0,100.0,250000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,Boeung Trabek,8865846ae9fffff,House,residential,2403.846153846154,104.0,250000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Twin Villa,residential,3500.0,60.0,210000.0,104.941454,11.52928,11754.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,Shophouse,residential,3710.594315245478,96.75,359000.0,104.9,11.48,1551.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ac5fffff,House,residential,3437.5,80.0,275000.0,104.9287337,11.5451243,13796.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,Retreat,residential,3703.703703703704,135.0,500000.0,104.9177064,11.54836916,23239.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Unit,residential,2500.0,90.0,225000.0,104.8754482,11.58988265,4621.0
Phnom Penh,Sen Sok,Kouk Khleang,8865846a9dfffff,Shophouse,residential,4062.5,64.0,260000.0,104.89,11.55,23197.0
Phnom Penh,Chroy Changvar,Chroy Changvar,8865846819fffff,Shophouse,residential,3422.619047619048,67.2,230000.0,104.925654,11.589674,11327.0
Phnom Penh,Meanchey,Chak Angrae Kraom,886584613dfffff,Shophouse,residential,3434.343434343434,99.0,340000.0,104.9274104,11.51166572,2806.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Shophouse,residential,3437.5,112.0,385000.0,104.941454,11.52928,11754.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Shophouse,residential,3437.5,64.0,220000.0,104.9,11.59,8037.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Twin Villa,residential,2554.3478260869565,184.0,470000.0,104.91,11.53,24762.0
Phnom Penh,Dangkao,Cheung Aek,886584611bfffff,Twin Villa,residential,2554.3478260869565,184.0,470000.0,104.9,11.48,1551.0
Phnom Penh,Dangkao,Cheung Aek,88658461e1fffff,Twin Villa,residential,2554.3478260869565,184.0,470000.0,104.89187,11.504923,3259.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Flat,residential,2550.0,90.0,229500.0,104.92025,11.57561,16252.0
Phnom Penh,Chamkarmon,BKK 3,8865846ae9fffff,Unit,residential,3975.9036144578313,83.0,330000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Villa,residential,3419.91341991342,115.5,395000.0,104.91,11.53,24762.0
Phnom Penh,Sen Sok,Kouk Khleang,8865846a9dfffff,House,residential,3456.7901234567903,81.0,280000.0,104.89,11.55,23197.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,House,residential,3750.0,68.0,255000.0,104.89,11.55,23197.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,House,residential,3794.642857142857,67.2,255000.0,104.89,11.55,23197.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae9fffff,Penthouse,residential,3846.153846153846,195.0,750000.0,104.9296779,11.55342695,7658.0
Phnom Penh,Meanchey,Stueng Mean chey 1,88658461a5fffff,House,residential,2416.6666666666665,60.0,145000.0,104.8804893,11.5344226,16670.0
Phnom Penh,Toul Kork,Boeung Kak 1,8865846ac7fffff,Penthouse,residential,3800.0,287.85,1093830.0,104.913586,11.5445,23239.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Flat,residential,3866.809881847476,116.375,450000.0,104.9,11.59,8037.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Land/Development,residential,3800.0,1002.0,3807600.0,104.91,11.53,24762.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Apartment,residential,3826.5306122448974,58.8,225000.0,104.95,11.52,8223.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,Shophouse,residential,3095.2380952380954,96.6,299000.0,104.89,11.55,23197.0
Phnom Penh,Dangkao,Dangkao,8865846183fffff,Flat,residential,2406.1032863849764,85.2,205000.0,104.856173,11.500658,2310.0
Phnom Penh,Russey Keo,Chrang Chamres I,886584681bfffff,Terrace,residential,3541.6666666666665,72.0,255000.0,104.909641,11.59015,29575.0
Phnom Penh,Chroy Changvar,Chroy Changvar,88658469b9fffff,Twin Villa,residential,2967.171717171717,79.2,235000.0,104.9039992,11.67587638,5.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,Shophouse,residential,3545.454545454545,110.0,390000.0,104.89,11.55,23197.0
Phnom Penh,Toul Kork,Tuek L'ak 3,8865846a87fffff,Retreat,residential,3015.873015873016,126.0,380000.0,104.898461,11.562248,20882.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,House,residential,3000.0,60.0,180000.0,104.89,11.55,23197.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Shophouse,residential,3111.111111111112,90.0,280000.0,104.8687815,11.58752507,4621.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae9fffff,Condo,residential,4081.851393188855,323.0,1318438.0,104.93,11.55,7658.0
Phnom Penh,Por Sen Chey,Kakap,8865846ae9fffff,Shophouse,residential,3125.0,64.0,200000.0,104.93,11.55,7658.0
Phnom Penh,Chroy Changvar,Chroy Changvar,8865846983fffff,Shophouse,residential,2727.2727272727275,99.0,270000.0,104.9100873,11.6654159,673.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ae7fffff,Apartment,residential,2678.5714285714284,67.2,180000.0,104.9248,11.569135,28799.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,House,residential,2976.190476190476,84.0,250000.0,104.9,11.48,1551.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,House,residential,3750.0,64.0,240000.0,104.89,11.55,23197.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Villa,residential,3419.91341991342,115.5,395000.0,104.9,11.59,8037.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ae9fffff,House,residential,3886.010362694301,77.2,300000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Chak Angrae Leu,886584613dfffff,Twin Villa,residential,2373.1847826086955,184.0,436666.0,104.9208197,11.5159172,2806.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Shophouse,residential,3719.806763285024,103.5,385000.0,104.91,11.53,24762.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,Shophouse,residential,2727.2727272727275,110.0,300000.0,104.9,11.48,1551.0
Phnom Penh,Chamkarmon,Toul Svay Prey 1,8865846ac7fffff,House,residential,3472.222222222222,216.0,750000.0,104.9157661,11.54182203,23239.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,3927.6485788113696,96.75,380000.0,104.96247,11.522551,3342.0
Phnom Penh,Chamkarmon,Toul Svay Prey 1,8865846ac7fffff,House,residential,3750.0,80.0,300000.0,104.9189174,11.54244371,23239.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Shophouse,residential,2717.391304347826,92.0,250000.0,104.9201,11.575837,16252.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,Retreat,residential,2529.7619047619046,67.2,170000.0,104.9576372,11.5350504,4083.0
Phnom Penh,Chroy Changvar,Chroy Changvar,8865846819fffff,Condo,residential,4010.6214689265535,354.0,1419760.0,104.9264032,11.59216044,11327.0
Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,Villa,residential,2416.6666666666665,120.0,290000.0,104.9,11.59,8037.0
Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,Shophouse,residential,3000.0,80.0,240000.0,104.96,11.55,22.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9bfffff,Twin Villa,residential,2500.0,160.0,400000.0,104.8764012,11.54618017,18748.0
Phnom Penh,Sen Sok,Kouk Khleang,8865846a9dfffff,Shophouse,residential,3984.375,64.0,255000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,2788.6710239651416,114.75,320000.0,104.96247,11.522551,3342.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,House,residential,2708.333333333333,96.0,260000.0,104.89,11.55,23197.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Unit,residential,2500.0,90.0,225000.0,104.9201,11.575837,16252.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,4031.0077519379847,96.75,390000.0,104.962474,11.522551,3342.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab1fffff,Villa,residential,3417.96875,512.0,1750000.0,104.89,11.57,5039.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,House,residential,3888.8888888888887,126.0,490000.0,104.8703923,11.58828685,4621.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Shophouse,residential,3826.5306122448974,58.8,225000.0,104.95,11.52,8223.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846ad1fffff,Terrace,residential,3887.5,72.0,279900.0,104.898903,11.530293,16637.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ae9fffff,House,residential,3750.0,80.0,300000.0,104.93,11.55,7658.0
Phnom Penh,Daun Penh,Phsar Kandal I,8865846ae7fffff,Apartment,residential,1217.391304347826,230.0,280000.0,104.9260695,11.57010909,28799.0
Phnom Penh,Chroy Changvar,Bak Kaeng,8865846819fffff,Shophouse,residential,1292.9292929292928,99.0,128000.0,104.925654,11.589674,11327.0
Phnom Penh,Por Sen Chey,Snaor,8865846c07fffff,Retreat,residential,1395.0,100.0,139500.0,104.773168,11.579236,499.0
Phnom Penh,Russey Keo,Chrang Chamres I,886584681bfffff,Flat,residential,1390.4761904761904,105.0,146000.0,104.909641,11.59015,29575.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846f6bfffff,Flat,residential,1406.25,64.0,90000.0,104.8581195,11.55557399,6959.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a97fffff,House,residential,1403.061224489796,784.0,1100000.0,104.878121,11.559712,16032.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Villa,residential,1704.7619047619048,105.0,179000.0,104.89,11.55,23197.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584698bfffff,Villa,residential,1339.2857142857142,168.0,225000.0,104.91317,11.658559,1785.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Flat,residential,1334.614563314115,93.66,125000.0,104.9,11.59,8037.0
Phnom Penh,Por Sen Chey,Boeung Thum,8865846ae9fffff,Shophouse,residential,1339.2857142857142,100.8,135000.0,104.93,11.55,7658.0
Phnom Penh,Chroy Changvar,Preaek Ta Sek,886584698bfffff,Twin Villa,residential,1339.2857142857142,168.0,225000.0,104.91317,11.658559,1785.0
Phnom Penh,Chbar Ampov,Preaek Aeng,886584612dfffff,Villa,residential,1299.3762993762994,96.2,125000.0,104.95,11.52,8223.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846ae9fffff,House,residential,1750.0,80.0,140000.0,104.93,11.55,7658.0
Phnom Penh,Por Sen Chey,Kamboul,8865846ae9fffff,Shophouse,residential,1339.2857142857142,100.8,135000.0,104.93,11.55,7658.0
Phnom Penh,Chroy Changvar,Chroy Changvar,8865846819fffff,Twin Villa,residential,1766.6666666666667,150.0,265000.0,104.925654,11.589674,11327.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,Flat,residential,1771.8715393133998,90.3,160000.0,104.9,11.48,1551.0
Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,Flat,residential,2426.829268292683,82.0,199000.0,104.9,11.59,8037.0
Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,Flat,residential,1335.4037267080746,96.6,129000.0,104.9,11.59,8037.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468c9fffff,Twin Villa,residential,1717.557251908397,262.0,450000.0,104.9,11.59,8037.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846ae9fffff,Shophouse,residential,1714.2857142857142,105.0,180000.0,104.93,11.55,7658.0
Phnom Penh,Chroy Changvar,Bak Kaeng,8865846819fffff,Shophouse,residential,1378.4461152882209,79.8,110000.0,104.925654,11.589674,11327.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Shophouse,residential,1714.2857142857142,105.0,180000.0,104.89,11.55,23197.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,House,residential,1385.8695652173913,184.0,255000.0,104.89,11.55,23197.0
Phnom Penh,Chroy Changvar,Preaek Lieb,88658469d5fffff,Twin Villa,residential,1711.9244391971663,169.4,290000.0,104.9147121,11.64294261,2956.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584685bfffff,Villa,residential,1706.3492063492065,126.0,215000.0,104.93,11.58,5351.0
Phnom Penh,Meanchey,Boeung Tumpun 1,8865846ac7fffff,Flat,residential,1363.6363636363635,132.0,180000.0,104.913586,11.5445,23239.0
Phnom Penh,Toul Kork,Phsar Daeum Kor,8865846a85fffff,House,residential,3152.088258471237,63.45,200000.0,104.9097558,11.55735171,25191.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,Twin Villa,residential,1732.9545454545455,176.0,305000.0,104.9553784,11.523924,3952.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584698bfffff,Shophouse,residential,1700.6802721088436,73.5,125000.0,104.91317,11.658559,1785.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,Twin Villa,residential,1729.2490118577075,202.4,350000.0,104.9,11.48,1551.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Flat,residential,1296.2962962962963,108.0,140000.0,104.95,11.52,8223.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Flat,residential,1344.0860215053765,111.6,150000.0,104.96247,11.522551,3342.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ac7fffff,Condo,residential,1773.3990147783252,203.0,360000.0,104.913586,11.5445,23239.0
Phnom Penh,Por Sen Chey,Kakap,8865846ae9fffff,House,residential,1354.1666666666667,192.0,260000.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Tuek Thla,8865846f69fffff,Villa,residential,1764.7058823529412,221.0,390000.0,104.8658743,11.5603274,12095.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Flat,residential,1361.111111111111,72.0,98000.0,104.9,11.59,8037.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468c9fffff,Flat,residential,1718.75,96.0,165000.0,104.9,11.59,8037.0
Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d7fffff,Shophouse,residential,1723.076923076923,162.5,280000.0,104.901996,11.64700391,1716.0
Phnom Penh,Chbar Ampov,Preaek Aeng,8865846125fffff,Villa,residential,1216.931216931217,94.5,115000.0,104.941454,11.52928,11754.0
Phnom Penh,Daun Penh,Phsar Chas,8865846aadfffff,House,residential,1217.391304347826,230.0,280000.0,104.92025,11.57561,16252.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,House,residential,1315.5701754385964,456.0,599900.0,104.93,11.55,7658.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846f09fffff,Villa,residential,1229.1666666666667,96.0,118000.0,104.8415212,11.55474275,3331.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,House,residential,1746.031746031746,63.0,110000.0,104.89,11.55,23197.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584698bfffff,Unit,residential,1774.042950513539,107.1,190000.0,104.913169,11.658559,1785.0
Phnom Penh,Dangkao,Dangkao,88658461c5fffff,Retreat,residential,1322.7513227513227,94.5,125000.0,104.8874064,11.49432453,1386.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Shophouse,residential,1722.2222222222222,90.0,155000.0,104.870698,11.58621649,4621.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,Villa,residential,1742.4242424242425,660.0,1150000.0,104.89,11.55,23197.0
Phnom Penh,Russey Keo,Chrang Chamres 2,88658469dbfffff,Villa,residential,1736.024844720497,322.0,559000.0,104.9034945,11.62843481,2574.0
Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d5fffff,Twin Villa,residential,1333.3333333333333,210.0,280000.0,104.9162592,11.64426797,2956.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Villa,residential,1711.9244391971663,169.4,290000.0,104.941454,11.52928,11754.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,House,residential,1300.0,100.0,130000.0,104.9,11.59,8037.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,Shophouse,residential,2439.0243902439024,82.0,200000.0,104.9,11.48,1551.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584685bfffff,House,residential,2437.5,80.0,195000.0,104.93,11.58,5351.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Shophouse,residential,2558.139534883721,86.0,220000.0,104.941454,11.52928,11754.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a97fffff,Villa,residential,2437.5,160.0,390000.0,104.878121,11.559712,16032.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,Shophouse,residential,3625.0,80.0,290000.0,104.89,11.55,23197.0
Phnom Penh,Toul Kork,Boeung Salang,8865846ab1fffff,Retreat,residential,3671.875,64.0,235000.0,104.89,11.57,5039.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ae7fffff,Terrace,residential,3648.233486943164,78.12,285000.0,104.9248,11.569135,28799.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a9dfffff,House,residential,3671.875,64.0,235000.0,104.89,11.55,23197.0
Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d5fffff,Shophouse,residential,2433.862433862434,94.5,230000.0,104.9145443,11.64896897,2956.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846aa3fffff,Villa,residential,3300.0,412.0,1359600.0,104.9015522,11.5741946,7618.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab1fffff,Retreat,residential,2429.1497975708503,247.0,600000.0,104.89,11.57,5039.0
Phnom Penh,Chbar Ampov,Preaek Aeng,8865846125fffff,Shophouse,residential,1964.9122807017543,85.5,168000.0,104.941454,11.52928,11754.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Twin Villa,residential,2443.181818181818,176.0,430000.0,104.96247,11.522551,3342.0
Phnom Penh,Toul Kork,Boeung Salang,8865846ab1fffff,House,residential,2500.0,80.0,200000.0,104.89,11.57,5039.0
Phnom Penh,Daun Penh,Phsar Thmei II,8865846aadfffff,Condo,residential,3547.671840354767,563.75,2000000.0,104.9201,11.575837,16252.0
Phnom Penh,Toul Kork,Boeung Salang,8865846ab1fffff,House,residential,2500.0,76.0,190000.0,104.89,11.57,5039.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab5fffff,Villa,residential,2500.0,600.0,1500000.0,104.8941513,11.58136862,13220.0
Phnom Penh,Chbar Ampov,Preaek Aeng,886584612dfffff,Unit,residential,2480.0,100.0,248000.0,104.95,11.52,8223.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Villa,residential,2473.684210526316,95.0,235000.0,104.91,11.53,24762.0
Phnom Penh,Meanchey,Chak Angrae Leu,8865846137fffff,Villa,residential,2471.590909090909,176.0,435000.0,104.9136062,11.52450488,24682.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,2459.8930481283423,187.0,460000.0,104.96247,11.522551,3342.0
Phnom Penh,Sen Sok,Khmuonh,8865846a97fffff,Retreat,residential,2448.9795918367345,245.0,600000.0,104.878121,11.559712,16032.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ac1fffff,Unit,residential,3600.0,100.0,360000.0,104.920232,11.537783,18375.0
Phnom Penh,Meanchey,Boeung Tumpun 1,8865846a8dfffff,Villa,residential,3625.0,160.0,580000.0,104.9116975,11.55240574,23250.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab1fffff,Villa,residential,3112.84046692607,514.0,1600000.0,104.89,11.57,5039.0
Phnom Penh,Meanchey,Chak Angrae Kraom,8865846107fffff,Unit,residential,3083.00395256917,126.5,390000.0,104.925208,11.50772016,2745.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846ae9fffff,House,residential,1746.031746031746,63.0,110000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Chbar Ampov II,886584612dfffff,House,residential,3125.0,80.0,250000.0,104.95,11.52,8223.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468c9fffff,Twin Villa,residential,1746.031746031746,157.5,275000.0,104.9,11.59,8037.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Villa,residential,3135.135135135135,185.0,580000.0,104.95,11.52,8223.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Flat,residential,1315.7894736842106,114.0,150000.0,104.9,11.59,8037.0
Phnom Penh,Dangkao,Cheung Aek,88658461e1fffff,Villa,residential,3150.0,60.0,189000.0,104.891869,11.504923,3259.0
Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846ae9fffff,Twin Villa,residential,1746.031746031746,157.5,275000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Twin Villa,residential,1759.1499409681228,169.4,298000.0,104.95,11.52,8223.0
Phnom Penh,Dangkao,Krang Pongro,886584611bfffff,House,residential,1329.787234042553,112.8,150000.0,104.9,11.48,1551.0
Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,Unit,residential,1230.1587301587304,75.6,93000.0,104.9896739,11.53094687,2286.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Villa,residential,1739.92673992674,114.66,199500.0,104.91,11.53,24762.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846f45fffff,Retreat,residential,1309.154761904762,84.0,109969.0,104.8621806,11.55138764,6234.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Unit,residential,1755.8528428093646,119.6,210000.0,104.96247,11.522551,3342.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Twin Villa,residential,1754.5454545454545,165.0,289500.0,104.91,11.53,24762.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Twin Villa,residential,1750.915750915751,136.5,239000.0,104.92025,11.57561,16252.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Shophouse,residential,1750.7002801120448,71.4,125000.0,104.941454,11.52928,11754.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584698bfffff,Unit,residential,1750.0,100.0,175000.0,104.91317,11.658559,1785.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,House,residential,1309.5238095238096,84.0,110000.0,104.9,11.48,1551.0
Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,Flat,residential,1334.614563314115,93.66,125000.0,104.9,11.59,8037.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584685bfffff,Twin Villa,residential,1309.5238095238096,210.0,275000.0,104.93,11.58,5351.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584685bfffff,Shophouse,residential,1309.5238095238096,84.0,110000.0,104.93,11.58,5351.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ae7fffff,Unit,residential,2666.6666666666665,90.0,240000.0,104.9248,11.569135,28799.0
Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,Shophouse,residential,4444.444444444444,63.0,280000.0,104.96,11.55,22.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Shophouse,residential,1343.75,96.0,129000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,Villa,residential,2178.5714285714284,140.0,305000.0,104.962474,11.522551,3342.0
Phnom Penh,Por Sen Chey,Kamboul,8865846e6bfffff,Shophouse,residential,2195.9042684431283,81.06,178000.0,104.8190413,11.50848211,2493.0
Phnom Penh,Toul Kork,Boeung Kak 1,8865846ae9fffff,Villa,residential,4736.8421052631575,190.0,900000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846addfffff,Flat,residential,5775.862068965517,116.0,670000.0,104.91,11.53,24762.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Shophouse,residential,2173.913043478261,92.0,200000.0,104.8703039,11.58868509,4621.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,Twin Villa,residential,2272.7272727272725,176.0,400000.0,104.9561527,11.53222802,4083.0
