id,price,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,price_per_m2,information,price_display,geometry,index_right,population,h_id,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km
220003.0,650000.0,3.0,4.0,128.0,Phnom Penh,Por Sen Chey,Chaom Chau 2,Shophouse,False,residential,11.52944457,104.8361781,5078.125,Business house on Veng Sreng road (800m from Chom Chao roundabout),"$650,000",POINT (104.8361781 11.52944457),53553.0,11342.0,8865846f59fffff,0,0,3,6,15,0,0,5,7,36,0,0,0,0,1,0,0,3,2,5,0,0,0,0,0,0,0,0,0,4,0,0,2,0,5,0,0,3,7,17,0,0,1,0,6,0,0,1,1,5,0,0,0,0,0,0,0,0,0,4,1,0,3,4,16,0,0,0,0,0,0,0,0,0,1
235368.0,2300000.0,8.0,9.0,456.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Villa,False,residential,11.5445,104.913586,5043.859649122807,"Single Villa For Sale -  Land Size: 18m x 27m = 456,3 sqm -  Property Size: 189,44 sqm -  Bedrooms: 08 -  Bathrooms: 09 -  Kitchen: 01 -  Storage Room: 01 -  Study Room: 01 -  Kitchen: 01 -  Total Floors: 03 -  Some Furnishing: Air Conditioners 11, Wall Cabinet and Other Furniture","$2,300,000",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
230508.0,2300000.0,8.0,7.0,456.3,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Villa,False,residential,11.5445,104.913586,5040.543502081963,"VILLA FOR SALE LOCATION: TTP Price: $2,300,000 (Negotiate) Land Size: 456,3 sqm Building Size: 189,44 sqm 8 Bedrooms, 7 Bathrooms. Living room, Kitchen, Balcony, Mezzanine top roof and Parking. If you are interested in this property, then book a viewing today!","$2,300,000",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
215867.0,930000.0,0.0,10.0,185.0,Phnom Penh,Chamkarmon,BKK 1,Shophouse,False,residential,11.55266609,104.9244283,5027.027027027027,Shophouse sell $93000 (Negotiable) 10 Rooms 3Floors Size 185sqm Fully furnished Hart tittle Located bkk1,"$930,000",POINT (104.9244283 11.55266609),53893.0,18149.0,8865846aebfffff,9,16,49,35,72,1,7,18,38,81,6,15,49,30,12,1,10,40,32,7,5,13,35,25,27,7,14,19,12,41,2,4,25,12,33,0,6,16,17,35,1,4,16,12,58,2,1,12,7,14,10,12,39,54,5,11,5,36,19,24,0,1,2,0,16,3,3,9,8,3,8,14,69,60,29
224194.0,1380000.0,,,275.5,Phnom Penh,Toul Kork,Tuek L'ak 1,Land,False,commercial,11.562248,104.898461,5009.074410163339,"- Address: Commune Tuk Laak 1, District  Tuol Kork, Phnom Penh - Land area :  14.5m x 19m - Price : $1,380,000","$1,380,000",POINT (104.898461 11.562248),53937.0,20882.0,8865846a87fffff,1,14,25,66,85,4,6,39,47,74,1,6,32,50,25,0,0,3,23,72,5,9,17,31,47,2,5,18,29,48,5,2,13,23,41,6,3,20,20,39,4,24,27,36,23,0,3,6,8,20,0,0,0,28,91,0,3,12,44,48,0,0,4,6,16,0,0,7,14,8,1,4,25,71,86
232288.0,1000000.0,5.0,6.0,200.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.5445,104.913586,5000.0,"- Address: Commune Tonle Bassak, District Chamkarmon, Phnom Penh - Land : 10m x 20m - Building : 8.2m x 15.5m - Floor : 2 - Sale Price : $1,000,000 - Rent Price : $3,000","$1,000,000",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
212337.0,450000.0,8.0,6.0,90.0,Phnom Penh,Meanchey,Stueng Mean chey 3,Shophouse,False,residential,11.54259705,104.8786951,5000.0,"I have a flat, I want to sell meat, house 5x18, 2 and a half floors, 7 meters left, 7 meters in front, 7 meters left, dry clothes, big water, easy to do business, located in Sangkat Stung Meanchey 3, Trea 4 village, on Loupram Road, if you Interested,","$450,000",POINT (104.8786951 11.54259705),53928.0,18748.0,8865846a9bfffff,0,1,13,14,89,0,1,23,24,96,0,0,2,9,54,0,0,3,1,15,0,0,3,8,42,0,0,6,8,48,0,0,7,7,36,2,3,13,14,53,1,2,7,18,64,0,1,3,2,21,0,0,0,0,12,0,2,5,5,39,1,4,4,5,21,0,0,1,0,14,0,0,3,6,46
248378.0,1030000.0,5.0,6.0,206.0,Phnom Penh,Daun Penh,Srah Chak,Villa,False,residential,11.575837,104.920096,5000.0,"?????????? ???? ?????????????????? ???? ?????? ???????? ???????????? ?????????? $ 1,030,000 ?????????????????? ???????????????? ?????????????? Total Size:  206 sqm, ( 1 sqm / 5000$ ) 4bedrooms, 6bathrooms ,1bedroom for housekeeping at grown floor. Sale including all Sale including furniture And Hard title, This is a villa designed for luxurious living,  Over 3 levels. Each villa is enveloped in light, and each living space, garden, kitchen, and Parking Space is designed with functionality and ease in mind. ???????? ???????????? ?????????? ???? ???? ?????????? ???????? ???????? ????????????, It is located in Srah Chork, Daun Penh, Phnom Penh, five (5) minutes from the French Embassy, the American Intercon School (AIS) TK Campus, and TK Avenue Mall, seven (7) minutes from Paragon International University, and 10 minutes from Preah Ket Mealea Hospital, the Wat Phnom, and Norton University.  Eden Garden Residence 90 is surrounded by established municipal developments and bordered by the city's two main thoroughfare, the Russian and Monivong Boulevards.","$1,030,000",POINT (104.920096 11.575837),53920.0,16252.0,8865846aadfffff,11,11,31,45,77,0,14,21,26,82,8,11,49,23,21,7,22,36,15,9,2,12,29,39,27,2,0,12,35,44,2,2,22,22,30,1,2,13,20,28,3,3,11,40,46,1,1,8,8,17,3,42,47,19,8,1,13,28,26,30,0,0,1,4,11,1,6,8,8,5,14,37,77,27,31
185701.0,720000.0,4.0,3.0,144.0,Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,False,residential,11.57561,104.92025,5000.0,"Shop House for Sale Now In Business Area at Riverside  !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-105 ??Room Type : 4 Bedroom / 3 Bathroom ?? Price : 720,000USD ?? Land Size : 4m × 36m ?? House Size: 4m × 36m ?? Total Floor: 2 Location : Riverside Area, Phnom Penh.","$720,000",POINT (104.92025 11.57561),53920.0,16252.0,8865846aadfffff,11,10,33,44,76,0,14,20,26,82,8,13,48,22,21,7,23,35,15,9,2,14,28,38,27,2,0,12,33,46,2,2,22,20,32,1,2,13,20,28,3,3,11,40,46,1,3,6,8,17,3,47,42,19,8,1,14,28,25,29,0,0,1,4,11,2,5,8,8,5,15,41,72,27,31
233082.0,1750000.0,5.0,4.0,350.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.5417592,104.9309557,5000.0,"Deluxe Pool Villa For Sale  Located in Bassac Garden City  Sale price: $1,750.000 ( negotiable )  Land size: 16m x 22m  House size: 11m x 12m  Hard title deed  Story: 2  Total bedroom: 4  Total bathroom: 5  Large living rooms  Partly furnished  Big balcony  Nice kitchen  Spacious yard  Many facilities when needed  A lot of transportations when needed . Quiet neighbor . Good security . Close to BKK 1 . Close to Aeon Mall 1, Sofitel Hotel, and so on . Suitable for Residence","$1,750,000",POINT (104.9309557 11.5417592),53980.0,3446.0,8865846a13fffff,1,11,39,35,65,0,3,23,23,60,1,2,17,38,50,0,2,16,25,42,0,2,20,30,41,1,6,27,15,18,0,2,15,18,26,0,4,9,14,26,0,2,6,12,45,0,2,7,7,16,0,1,23,33,61,1,3,24,22,31,0,0,1,1,18,0,2,4,3,14,1,3,22,47,95
187120.0,2250000.0,8.0,10.0,450.0,Phnom Penh,Por Sen Chey,Kakab 1,Villa,False,residential,11.55,104.93,5000.0,"Villa For Sale Near Sang Kat Kakab Near Senjury Market Phnom Penh/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-175 ??Room Type: 8Bedroom ??Bathroom : 10Bathroom ?? Price :2,500,000USD ?? Land Size : 450? ?? House Size : 192? Location : Pou Senchey Area","$5,000/m²",POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,7,14,32,49,62,2,1,9,53,57,2,14,29,44,22,2,8,27,39,12,3,5,32,29,32,7,10,16,19,27,4,3,16,16,34,0,4,13,15,31,2,3,11,11,54,2,0,8,11,12,9,7,34,64,4,2,13,23,30,20,0,0,1,2,16,1,1,7,12,4,2,14,39,89,33
247321.0,650000.0,11.0,11.0,130.0,Phnom Penh,Meanchey,Boeung Tumpun,other,False,commercial,11.537783,104.920232,5000.0,"A prime 6-floor building with a hard title is available for sale or rent. This property features 11 bedrooms and 11 bathrooms , making it ideal for various uses such as residential apartments, office spaces, or a mixed-use development. With a building size of 5.2m x 25m and a land size of 5m x 16m , it offers plenty of space for your needs. The building is equipped with an elevator and has a basement for additional storage or parking. It is located in a bustling area, just 5 minutes from Russian Market, The Point Community Mall , and several international schools, supermarkets, and restaurants. Whether youre looking to invest or lease, this property is an excellent choice. Contact us today for more details! Key Features: - Property type: Building for sale & rent - 11 bedrooms, 11 bathrooms - Building size: 5.2m x 25m, Land size: 5m x 16m - 6 floors with an elevator and basement - Hard title ownership - Convenient location near Russian Market and key amenities","$650,000",POINT (104.920232 11.537783),53912.0,18375.0,8865846ac1fffff,5,12,31,33,82,3,6,24,26,70,0,1,12,45,53,1,1,8,11,65,2,2,18,23,48,4,9,21,16,19,1,6,11,16,28,1,7,8,18,28,1,1,10,10,59,2,4,5,4,19,3,2,16,14,83,1,6,17,21,38,0,0,0,6,22,1,1,2,7,12,1,5,15,39,109
211987.0,450000.0,8.0,6.0,90.0,Phnom Penh,Meanchey,Stueng Mean chey 3,Flat,False,residential,11.5396478,104.8863279,5000.0,"I have a business house, I want to sell a house size 5x18, the rest of the back is 6 meters, the front is 7 meters, the rest is on the side, the hanger is 7 shirts, the price is 45 thousand, negotiable, if you are interested","$450,000",POINT (104.8863279 11.5396478),53929.0,26319.0,8865846a99fffff,2,4,7,25,101,2,10,9,37,95,0,0,4,8,77,0,0,0,4,26,0,1,4,11,50,2,1,3,16,55,1,1,6,10,38,0,5,13,15,50,2,3,4,13,76,0,3,1,4,21,0,0,0,1,34,1,1,4,10,57,0,7,3,5,18,0,0,1,1,18,0,1,4,7,81
246440.0,500000.0,4.0,5.0,100.0,Phnom Penh,Chamkarmon,Tonle Bassac,Shophouse,False,residential,11.5532729,104.9289961,5000.0,"This shophouse in Borey Bassac Garden City offers a great opportunity for both living and business. The land size is 5m x 20m , while the house itself measures 5m x 16m , providing plenty of space with a backyard of 2.4m . It has three floors (E0, E1, E2), giving you enough room for various activities. Inside, youll find 4 bedrooms and 5 bathrooms , perfect for a family or to set up a business office. The property also includes a living room , kitchen , and comes fully furnished for rental . The house is part of a gated community , adding extra security. The location is highly convenient, with nearby attractions like the Embassy of Japan , AEON Mall Phnom Penh , and many branded restaurants and shops. This property holds a hard title , ensuring a secure ownership. This is a practical space for those seeking a new home or business location in Phnom Penh. Dont miss this opportunity. Contact us today! Key Features:  Land size: 5m x 20m  House size: 5m x 16m  Back yard: 2.4m  3 Floors (E0, E1, E2)  Fully furnished (For rental)  4 Bedrooms I 5 Bathrooms  1 Living room I 1 Kitchen  Hard title  Gated community  Close to major attractions and amenities in Tonle Bassac","$500,000",POINT (104.9289961 11.5532729),53894.0,7658.0,8865846ae9fffff,8,15,33,49,67,2,3,10,45,71,3,17,39,35,16,4,9,43,26,7,5,9,33,26,32,11,8,15,19,33,4,2,16,18,36,1,3,14,12,39,3,1,13,12,55,2,0,10,9,12,12,9,43,50,5,5,13,33,18,24,0,1,1,1,15,1,2,7,13,3,7,10,66,66,31
137760.0,2500000.0,4.0,6.0,500.0,Phnom Penh,Toul Kork,Boeung Salang,Land/Development,False,residential,11.57,104.89,5000.0,"The most potential Corner Villa for Sale in Toul Kork (TK) *Asking price: $2.5 million ($2,500,000) *Land size: 25m x 20m (500 sq.m) *Bedroom: 4 *Bathroom: 6 *Hard Title/Freehold This villa can covert into commercial office building, condominium, serviced apartment, high-end hotel...","$2,500,000",POINT (104.89 11.57),53919.0,5039.0,8865846ab1fffff,5,9,16,44,106,0,11,24,57,86,1,2,11,29,69,0,1,6,4,81,0,5,18,15,67,1,6,19,18,56,0,4,8,20,48,0,3,21,21,41,12,24,27,15,32,0,5,2,5,25,0,1,1,3,114,1,3,11,18,70,0,1,2,11,15,0,0,3,8,16,0,3,11,29,138
224837.0,400000.0,3.0,2.0,80.0,Phnom Penh,Daun Penh,Phsar Kandal II,Shophouse,False,residential,11.569135,104.9248,5000.0,"- Address: Commune Phsar Kandal II, District Daun Penh , Phnom Penh - Land area :  4m x 20m - Built up area : 4m x 15m - Floors ( s ) : 1 - Price : $400,000","$400,000",POINT (104.9248 11.569135),53895.0,28799.0,8865846ae7fffff,5,20,35,40,71,0,9,14,40,82,10,18,52,21,10,24,31,17,10,8,15,14,19,34,27,0,6,16,23,49,1,9,16,19,31,3,3,7,23,30,2,7,8,26,51,3,4,2,8,18,31,50,25,5,9,13,12,26,18,27,0,0,2,2,9,3,3,12,4,4,35,57,41,26,26
186904.0,320000.0,5.0,4.0,64.0,Phnom Penh,Chamkarmon,Toul Svay Prey 1,House,False,residential,11.55,104.93,5000.0,"Town House For Sale in Toul Svay Prey Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-169 ??Room Type: 5 Bedroom ??Bathroom : 4 ?? Price : 320,000 USD ?? Land Size : 64? ?? Floor Size : 48? Location : Toul Svay Prey Area","$320,000",POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,7,14,32,49,62,2,1,9,53,57,2,14,29,44,22,2,8,27,39,12,3,5,32,29,32,7,10,16,19,27,4,3,16,16,34,0,4,13,15,31,2,3,11,11,54,2,0,8,11,12,9,7,34,64,4,2,13,23,30,20,0,0,1,2,16,1,1,7,12,4,2,14,39,89,33
185400.0,1150000.0,6.0,5.0,230.0,Phnom Penh,Toul Kork,Boeung Kak 1,House,False,residential,11.55,104.93,5000.0,"Shop/Town House for Sale Now In Phnom Penh !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-094 ??Room Type : 6 Bedroom / 5 Bathroom ?? Price : 1,150,000USD ?? Land Size : 230? ?? House Size: 112? Location : Toul Kork, Phnom Penh.","$1,150,000",POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,7,14,32,49,62,2,1,9,53,57,2,14,29,44,22,2,8,27,39,12,3,5,32,29,32,7,10,16,19,27,4,3,16,16,34,0,4,13,15,31,2,3,11,11,54,2,0,8,11,12,9,7,34,64,4,2,13,23,30,20,0,0,1,2,16,1,1,7,12,4,2,14,39,89,33
252295.0,1800000.0,5.0,6.0,360.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.522551,104.96247,5000.0,"This Rosana Villa (Corner Unit) is now available for sale and comes with a hard title , offering secure ownership. Sitting on a spacious 15m x 24m land area , the villa features a house size of 9m x 12m spread across 3 floors , ideal for large families or those seeking generous living space. The property is fully furnished and includes 5 bedrooms , 6 bathrooms , a living room , and a kitchen . Positioned on a west-facing corner lot , it allows for more natural light and additional open space. Located in a premium area, its close to Southbridge International School, PH Euro Park, Eco Park, The Park Community Mall, and other key services . Just 2.5km from Chbar Ampov bridge and market , it's both accessible and family-friendly. Contact us today for viewing and price discussion! Key Features: - Rosana Villa (Corner Unit) for sale - Hard title ownership - Land size: 15m x 24m - House size: 9m x 12m - 3 floors - 5 bedrooms, 6 bathrooms - 1 living room, 1 kitchen - Fully furnished - West-facing - Transfer fee: negotiable - Near international school, parks, shopping, and more - 2.5km from Chbar Ampov bridge and market","$1,800,000",POINT (104.96247 11.522551),53953.0,3342.0,8865846a51fffff,0,1,8,4,36,0,0,4,10,20,0,0,2,0,6,0,0,0,0,10,0,0,0,1,5,0,0,3,1,13,0,0,1,4,8,0,0,0,3,7,0,0,0,0,6,0,0,3,1,4,0,0,0,0,9,0,0,2,0,9,0,4,5,0,7,0,0,0,0,4,0,0,0,0,11
245184.0,450000.0,3.0,4.0,90.0,Phnom Penh,7 Makara,Ou Ruessei 3,House,False,residential,11.56364304,104.9168388,5000.0,"This house offers a great opportunity for both living and business in Khan 7 Makara. The property sits on a land size of 4.5m x 20m with the same dimensions for the house, providing ample space for your needs. It features two floors and a mezzanine . Inside, you'll find 3 bedrooms and 4 bathrooms , making it perfect for a family or a small business. The living room and kitchen are designed for comfort and functionality. Located near popular attractions like Central Market , Sorya Shopping Mall , Vattanac Capital , Canadia Tower , and Cambodia Railway Station , this property is in a bustling commercial area. Dont miss out on this excellent opportunity! Contact us to learn more and schedule a viewing. Key Features:  Land size: 4.5m x 20m  House size: 4.5m x 20m  2 Floors (E0, E1)  Mezzanine  3 Bedrooms  4 Bathrooms  Living Room  Kitchen  Convenient location","$450,000",POINT (104.9168388 11.56364304),53897.0,39519.0,8865846ae3fffff,6,14,53,53,56,0,17,25,36,83,20,32,42,15,4,3,7,64,10,7,2,12,55,26,15,2,5,24,34,32,5,8,18,20,27,2,2,21,18,36,3,4,20,43,37,1,3,10,8,14,3,10,97,7,3,5,14,40,17,24,1,1,1,1,14,2,11,7,4,3,14,37,90,28,17
245956.0,319999.0,3.0,4.0,64.0,Phnom Penh,Chamkarmon,Tumnob Tuek,House,False,residential,11.5401384,104.9168014,4999.984375,"This property is located in Tumnob Tuek , an area near the heart of Phnom Penh. Youll find easy access to popular spots like the Independence Monument , Olympic National Stadium , and Russian Market . For those who enjoy shopping or dining out, AEON Mall Phnom Penh is nearby, along with well-known restaurants, branded coffee shops, and retail stores. The house is built on a 4m x 16m plot of land, with a house size of 4m x 14.6m . Its structured with two floors: a ground level with a mezzanine, and an upper floor (E1). Inside, youll find 3 bedrooms , 4 bathrooms , and a spacious kitchen. This property comes with a hard title and is south-facing, ideal for natural light. Ready to explore this property? Contact us for more details! Key Features:  Land Size: 4m x 16m  House Size: 4m x 14.6m  Total Floors: 2 (E0 + Mezzanine, E1)  Title: Hard  Orientation: South  Bedrooms: 3  Bathrooms: 4  Kitchen: 1  Located in Tumnob Tuek, convenient area","$319,999",POINT (104.9168014 11.5401384),53909.0,23239.0,8865846ac7fffff,6,14,32,34,80,0,18,18,26,71,0,5,18,48,43,1,0,8,17,60,3,3,23,23,45,6,9,21,17,26,2,7,8,26,26,1,7,9,19,37,1,2,9,13,61,3,4,4,5,19,4,2,14,16,83,4,6,20,20,36,0,0,1,5,24,0,2,5,7,11,2,7,20,42,102
196809.0,438000.0,5.0,6.0,88.0,Phnom Penh,Chamkarmon,BKK 3,House,False,residential,11.54673486,104.9170327,4977.272727272727,B.K.K 3??,"$438,000",POINT (104.9170327 11.54673486),53909.0,23239.0,8865846ac7fffff,4,14,46,40,74,1,7,32,32,74,3,5,45,40,20,1,4,9,47,29,4,11,23,33,33,3,11,31,13,32,2,3,22,21,24,3,3,15,24,34,1,4,13,19,63,1,4,8,10,12,0,6,26,48,40,2,11,27,29,27,0,0,3,2,22,0,1,10,11,4,3,6,46,67,57
235239.0,276264450.0,,,55811.0,Phnom Penh,Daun Penh,Srah Chak,Land/Development,False,residential,11.57920232,104.9086133,4950.0,"Land in front of Eden Garden for Sales Size: 55811 m2 Width: 166m Depth: 335 m Price: 4xxx/m2 Ownership Type: Hard Title Location: land located in front of Eden Garden and View Park inside the Phnom Penh City Center. This land is suitable for constructing an apartment complex, hotel, shopping mall, skyscraper, office building, and other commercial endeavors. Map: https://goo.gl/maps/oDS7UbiFvqonVEsn9 #PPCC #phnompenhcitycenter #land #sale #bussinesdistrict #Edengarden #??? #?????? PCC #phnompenhpenhcitycenter #land #sale #bussinesdistrict #Edengarden #??? #??????? #??????????? #?????? #????????? #?????? #Boeungkak #land","$276,264,450",POINT (104.9086133 11.57920232),53926.0,9274.0,8865846aa1fffff,4,6,47,42,85,1,9,41,28,76,0,2,40,39,32,0,3,19,47,22,0,8,19,49,33,0,5,22,20,53,0,2,23,20,32,0,2,20,15,33,0,2,39,30,35,0,0,8,11,17,0,3,18,73,24,4,1,22,31,41,0,1,0,9,10,0,2,11,7,9,4,5,60,77,40
223648.0,355000.0,4.0,5.0,72.0,Phnom Penh,Russey Keo,Chrang Chamres I,Terrace,False,residential,11.59015,104.909641,4930.555555555556,"#Twin corner villa for sale urgently in Borey Chip Mong 598 (His Excellency Chea Sophara Road), located only 05 minutes from AEON2 supermarket, Macro supermarket. ?? Price $355,000 ( negotiable ) ?? Transfer of land ownership to Borey only ?? House size: 6m x 12m ?? Land size: 9.5m x 23m ?? Bedroom: 04 ?? Bathroom: 05 ?? House facing south ?? The land left in front of the house is 9m, 3.5m, back is 2m. ?? Location is in Borey Chip Mong (598), Chreang Chamrees commune, Russey Keo district, Phnom Penh","$355,000",POINT (104.909641 11.59015),54161.0,29575.0,886584681bfffff,2,0,25,50,67,4,1,26,29,68,0,0,8,34,61,1,0,8,34,43,1,3,11,27,58,0,1,14,19,46,2,2,12,16,35,1,2,6,18,29,0,1,9,36,51,0,0,3,12,13,0,0,4,52,57,2,0,11,27,43,0,2,0,8,10,0,0,3,14,9,1,3,19,73,75
246235.0,355000.0,2.0,5.0,72.0,Phnom Penh,Chamkarmon,BKK 3,Shophouse,False,residential,11.537783,104.920232,4930.555555555556,"This shophouse for sale is a fantastic opportunity for both business and living. With a land size of 4m x 18m and a house size of 4m x 14.3m, you will have ample space to operate your business and enjoy a comfortable home. The property includes 2 bedrooms and 5 bathrooms, providing convenience for residents and guests alike. The shophouse features a total of three floors: ground floor with a mezzanine, and two additional levels (E1 and E2). This versatile layout allows for various business configurations while offering a spacious living area. The property faces north, ensuring good natural light throughout the day. Located in a thriving area, this property is perfect for attracting customers. Key Features - Shophouse for sale - Title: Hard - Land size: 4m x 18m - House size: 4m x 14.3m - Total floors: E0 + mezzanine, E1, E2 - 2 bedrooms - 5 bathrooms - North orientation","$355,000",POINT (104.920232 11.537783),53912.0,18375.0,8865846ac1fffff,5,12,31,33,82,3,6,24,26,70,0,1,12,45,53,1,1,8,11,65,2,2,18,23,48,4,9,21,16,19,1,6,11,16,28,1,7,8,18,28,1,1,10,10,59,2,4,5,4,19,3,2,16,14,83,1,6,17,21,38,0,0,0,6,22,1,1,2,7,12,1,5,15,39,109
207892.0,880000.0,8.0,9.0,178.5,Phnom Penh,Toul Kork,Tuek L'ak 2,Retreat,False,residential,11.562248,104.898461,4929.971988795518,"A flat (4 floors) near Chea Sim Santhormok high school and Kilole market number 4 need to sell urgently * Price only: 880,000 dollars (negotiable) *this price plus transfer of title ownership *Land size: 10.5m x 17m * House size: 10.5m x 14m * The front land is 2.5m left and the back land is 0.5m left * 8 bedrooms and 9 bathrooms * House turning towards: north - Location: 500m from Chea Simsunthormok High School 200m from Sangkat Tuk Larok 2 and 400m from Kilolek Market 4 - Bank installment for 20 years but require 30% of the house upfront.","$880,000",POINT (104.898461 11.562248),53937.0,20882.0,8865846a87fffff,1,14,25,66,85,4,6,39,47,74,1,6,32,50,25,0,0,3,23,72,5,9,17,31,47,2,5,18,29,48,5,2,13,23,41,6,3,20,20,39,4,24,27,36,23,0,3,6,8,20,0,0,0,28,91,0,3,12,44,48,0,0,4,6,16,0,0,7,14,8,1,4,25,71,86
247227.0,340000.0,2.0,1.0,69.0,Phnom Penh,7 Makara,Mittapheap,Shophouse,False,residential,11.56866176,104.9157656,4927.536231884058,"House for sale or Rent on Kampuchea krom blvd near corner 109, Dumex market *2 Bedroom *1 Bathroom *Have Hard Tittle Great Location for living and open Business.","$340,000",POINT (104.9157656 11.56866176),53922.0,16037.0,8865846aa9fffff,3,26,36,58,61,9,7,28,33,78,14,29,40,24,6,5,9,54,15,8,1,7,49,37,15,0,6,12,49,31,1,9,21,23,25,0,5,18,24,30,2,9,21,41,33,1,3,7,11,14,4,9,85,15,7,3,14,33,27,24,0,1,2,1,15,3,9,7,3,6,15,40,80,30,23
248246.0,650000.0,5.0,3.0,132.0,Phnom Penh,Chamkarmon,BKK 1,Shophouse,False,residential,11.537783,104.920232,4924.242424242424,"This shophouse with a hard title is now available for sale, offering a flexible layout suitable for both business and residential use. The property consists of three floors (E0, E1, E2) , built on a 4m x 33m plot of land, with a house size of 3.8m x 16m . The shophouse features 5 bedrooms, 3 bathrooms , and 1 kitchen. It is non-furnished , providing the opportunity to customize the space according to your needs. Orientation: The property is north-facing , ensuring good lighting and a comfortable environment throughout the day. This shophouse is a great investment for those seeking a spacious property in a prime location. Contact us today for more details or to schedule a viewing! Key Features: - Hard title shophouse - Land size: 4m x 33m - House size: 3.8m x 16m - Three floors: E0, E1, E2 - 5 bedrooms, 3 bathrooms, 1 kitchen - Non-furnished property - North-facing orientation","$650,000",POINT (104.920232 11.537783),53912.0,18375.0,8865846ac1fffff,5,12,31,33,82,3,6,24,26,70,0,1,12,45,53,1,1,8,11,65,2,2,18,23,48,4,9,21,16,19,1,6,11,16,28,1,7,8,18,28,1,1,10,10,59,2,4,5,4,19,3,2,16,14,83,1,6,17,21,38,0,0,0,6,22,1,1,2,7,12,1,5,15,39,109
