id,headline,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,address_line_1,category_name,is_parent,type,information,latitude,longitude,price_clean
246227.0,Prime land for sale / Sen Sok ,$500.0/m²,,,2823.0,Phnom Penh,Sen Sok,Krang Thnong,  ,Land/Development,False,residential,"This 2823 sqm land is an excellent opportunity for those seeking a prime location for development or investment. The property is east-facing, ensuring great natural light, and comes with a hard title, guaranteeing secure ownership and a straightforward legal process. With its large size and flexibility, the land is ideal for a variety of uses, including commercial, residential, or mixed-use projects. Whether you’re planning a business venture or a new housing development, this property offers the space and potential to make it a reality. Take the first step toward your next big project—contact us today to learn more! Key Features: - 2823 sqm land size - East-facing orientation - Hard title ownership",11.578108,104.87022,1411500.0
251732.0,Land for Sale in Khan Dangkor,"$1,675,200",,,2792.0,Phnom Penh,Dangkao,Dangkao, ,Land/Development,False,residential,"This land is now available for sale in the convenient area of Khan Dangkor. With a total land size of 2,792sqm, it offers a good opportunity for those looking to invest or start a development project. The land is suitable for building residential housing, commercial buildings, or mixed-use projects, depending on your plan. Khan Dangkor is becoming more developed, making this location a strong choice for future growth and value. It is easily reachable from the city center, with access to main roads and nearby infrastructure. The area is attracting attention from both local and international investors due to its potential. If you are searching for land to build, expand your business, or hold for future appreciation, this plot is worth considering. Contact us today to arrange a site visit or get more information. Key Features: • Land Size: 2,792sqm • Located in Khan Dangkor • Convenient Area with Road Access • Suitable for Investment or Development Projects • Growing District with Development Potential",11.504923,104.89187,1675200.0
199540.0,TS-634 - Big Villa for Sale with Big Land in Chbar Ampov area,"$3,500,000",7.0,6.0,2731.0,Phnom Penh,Chbar Ampov,Chbar Ampov I, ,Villa,False,residential,"House for Sale in Chbar Ampov Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-634 Room Type : 7 Bedrooms / 6 Bathrooms Price : USD 3,550,000 Land Size : 500?",11.52,104.95,3500000.0
247857.0,Land for Sale Urgent ? Near Borey Chip Mong (St. Mong Rithy),"$4,473,150",,,2711.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,   ,Land/Development,False,residential,"Land for Sale Urgent ? Near Borey Chip Mong (St. Mong Rithy) ??Size : 64m x 45m = 2,711m2 ??Price : $1,650/m2 (Total: $4,473,150) ??Suitable for Warehouse, Vila, Building and Other Business ??Location : Phnom Penh Thmey, SenSok",11.57765416,104.9272275,4473150.0
203547.0,TS-701 - Land Space for Sale in  Sen Sok area,"$10,800,000",,,2700.0,Phnom Penh,Sen Sok,Krang Thnong, ,Land/Development,False,residential,"Land Space for Sale in Sen Sok Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-701 Land Size : 45m x 60m = 2,700sqm Hard Title Price : USD 10,800,000 Location : Sen Sok Area, Phnom Penh. If you interested with this property !! Please kindly contact us or leave us a message now",11.55,104.89,10800000.0
240418.0,"Land for sale 5,670,000$(Can negotiation)","$5,670,000",,,2700.0,Phnom Penh,Chbar Ampov,Nirouth,  ,Land/Development,False,residential,"Land for sale Property code: ALD23-016 Sell Price For sale price: 5,670,000$(Can negotiation) Land size Land area: 2,700m2 Location Address: Chbar Ampov district, Phnom Penh",11.52928,104.941454,5670000.0
243361.0,Urgent sale of land on Road 371 in Phnom Penh,"$3,168,000",0.0,0.0,2640.0,Phnom Penh,Meanchey,Stueng Mean chey, ,Land/Development,False,residential,"The water and electricity facilities are complete, there are ready-made factories and warehouses, and there are shops for rent, with a monthly rent of US$5,200.",11.52480699,104.8976445,3168000.0
199536.0,TS-629 - Villa for Sale in Chbar Ampov area,"$950,000",8.0,9.0,2625.0,Phnom Penh,Chbar Ampov,Preaek Aeng, ,Villa,False,residential,"Villa for Sale in Chbar Ampov Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-629 Room Type : 8 Bedrooms / 9 Bathrooms Price : USD 950,000 Land Size : 2625?",11.52,104.95,950000.0
243375.0,Corner Spacious Land With Villa for Sale/Rent I Khan Chbar Ampov,"$5,220,000",8.0,4.0,2600.0,Phnom Penh,Chbar Ampov,Nirouth,        ,Land/Development,False,residential,"Are you looking for a corner spacious land with villa for sale or rent in Khan Chbar Ampov? This property offers plenty of space with a land size of 26m x 100m . It is a great opportunity for both living and investment. The villa faces east and has three floors (E0, E1, E2) , providing ample room for a large family. There are 8 bedrooms and 4 bathrooms , ensuring comfort and convenience for everyone. The living room is large and perfect for family gatherings. The kitchen is also spacious, making meal preparation a breeze. This villa comes with some furniture , which means you can move in right away or customize it to your taste. The deed type is hard , and the title transfer fee will be covered by the owner , making the buying process smooth and hassle-free. Don’t miss out on this opportunity. Contact us today to schedule a viewing and see the potential for yourself. Key Features: • Spacious land: 26m x 100m • Hard deed type • Title transfer fee by owner • East-facing villa • Three floors (E0, E1, E2) • 8 Bedrooms • 4 Bathrooms • 1 Living room • 1 Kitchen • Some furniture included",11.51212175,104.9557742,5220000.0
239456.0,Flat house for sale ,"$2,300,000",5.0,5.0,2597.54,Phnom Penh,Russey Keo,Svay Pak, ,Flat,False,residential,"- Address: Commune Svay Pak, District  Russey Keo, Phnom Penh - Land area : 2597.54m2 - Building area : 61.82m x 50.88m - Room ( s ) : 5 - Floors ( s ) : 3 - Price : $ 2,300,000 - ID : KEY-17800",11.59015,104.909641,2300000.0
224866.0,Vacant Land for Sale,"$765,000",,,2550.0,Phnom Penh,Chbar Ampov,Preaek Aeng, ,Land/Development,False,residential,"- Address: Commune Preaek Aeng, , District Chbar Ampov , Phnom Penh - Land area :  30m x 85m - Price : $300/sqm",11.52928,104.941454,765000.0
217555.0,Luxurious Mixed Development in Toul Kork SKY31,"$250,000",2.0,2.0,2546.0,Phnom Penh,Toul Kork,Boeung Kak 1,287 Street 287 Street,Apartment,False,residential,SKY31 Freehold Luxury Mixed Development ??Freehold Development in Toul Kork. ??Luxury Living in Prime District. ??Minutes walk to Renowned International School. ??Immediate Move-In. ??Quality Finished. ??20 Minutes to Airport. ??30 Storey of 230 units ??Land Size 2546 SqM ??GFA 44181 SqM Unit Mix 2 bedroom 96.92 - 108.64 SqM 3 bedroom 140.6 - 153.72 SqM 4 bedroom 205.6 sqM Penthouse 235.34- 278.87 sqM,11.55,104.93,250000.0
251731.0,Land for Sale in Khan Dangkor,"$1,516,800",,,2528.0,Phnom Penh,Dangkao,Dangkao,  ,Land/Development,False,residential,"This 2,528sqm land is now available for sale in Khan Dangkor , one of Phnom Penh’s growing districts. The land is located in a convenient area , making it a smart choice for property investors or developers looking for long-term value. With more businesses and residential projects expanding in this zone, this property holds strong potential for future growth. It is well-suited for housing developments, warehouses, or commercial projects . The land size gives flexibility for many types of building plans. Infrastructure in the area continues to improve, adding more value to this investment. Main roads and local facilities are accessible, making it practical for construction and development. This is a good time to secure land while prices in the area remain competitive. Contact us today to discuss this opportunity or to arrange a site visit. Key Features: • Total land size: 2,528sqm • Located in Khan Dangkor • Convenient area • Suitable for investment or development projects • Flexible usage: residential, commercial, or industrial",11.504923,104.89187,1516800.0
246574.0,Luxurious Villa in Khan Por Senchey for Sale ,"$5,000,000",10.0,12.0,2520.0,Phnom Penh,Por Sen Chey,Snaor,   ,Villa,False,residential,"This luxurious villa offers a large, comfortable space for those looking to settle in a peaceful area. Sitting on a land size of 72m x 35m , the house itself spans 30m x 20m and comes fully furnished . With 10 bedrooms and 12 bathrooms , there is ample room for family members or guests. The villa also has a spacious living room, a kitchen, and plenty of parking space, making it a great fit for larger households. Outside, you can enjoy a private swimming pool , perfect for relaxation or small gatherings. Located in a convenient neighborhood, you’re just 10 minutes away from the PPSHV expressway , Royal Phnom Penh Golf Club , Techo Santepheap National Hospital , and other essential amenities like coffee shops and restaurants. Ready to make a move? This villa has everything you need for a comfortable life. Contact us today for more details! Key Features: • Luxurious Villa for sale in Khan Por Senchey • Land size: 72m x 35m • House size: 30m x 20m • Bedrooms: 10 • Bathrooms: 12 • Big living room • Kitchen: 1 • Fully furnished • Spacious parking • Swimming pool • Convenient location • Good environment • Just 10 minutes to PPSHV Expressway, Royal Phnom Penh Golf Club, Techo Santepheap National Hospital, coffee shop, restaurant, and other commercial area",11.56017615,104.7854731,5000000.0
183562.0,BLV hun sen land for sale,"$3,276,000",,,2520.0,Phnom Penh,Dangkao,Cheung Aek, ,Land/Development,False,residential,This is good land for invest or benefit next time or factory on main road especially Hard title and transfer hard title to clients *Sale price 1300$ per Sqm *Size 42x60m *Type hard title,11.4721064,104.9096846,3276000.0
180031.0,BLV hun Sen Road land for sale,"$3,276,000",1.0,1.0,2520.0,Phnom Penh,Meanchey,Chak Angrae Leu,   ,Land/Development,False,residential,Location good for invest or Building and Villa near Aeon 3 with hard title,11.5183199,104.9242843,3276000.0
204242.0,TS-712 - Land Space for Sale in  Street 2004 area,"$6,192,500",,,2477.0,Phnom Penh,Sen Sok,Khmuonh,  ,Land/Development,False,residential,"Land Space for Sale in Street 2004 Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-712 Land Size : 2,477 sqm Hard Title Price : USD 6,192,500 Location : Street 2004 Area, Phnom Penh.",11.55,104.89,6192500.0
245598.0,Land for Sale Close to Chip Mong 271 Mega Mall,"$1,700,000",,,2426.0,Phnom Penh,Meanchey,Chak Angrae Leu,,Land/Development,False,residential,"Land for Sale Close to Chip Mong 271 Mega Mall ??Price : 700$/sqm (Negotiable) ??Size : 31mx120m (2,426sqm in hard title deed) ??Ownership : Hard Title Deed (L-Map) ??100 Meters from 60M Road, Suitable for condominium project development or residential use. ??Location: Sangkat Chak Angrae Leu, Khan Mean Chey, Phnom Penh",11.50562681,104.9260197,1700000.0
252454.0,"Land for Sale Urgent ? Snor, Kombol, Phnom Penh","$216,000",,,2401.0,Phnom Penh,Por Sen Chey,Snaor,,Land/Development,False,residential,"Land Sale: At the Kambo District, Phnom Penh ?: 35m x 67 m3: Building the Warehouse: Sales: Snor, Kombol, Phnom Penh ?Isize: 35m x 67m = 2,401m2 Hard Title ? H2 Negotiate ?pret: Warehouse, Factory, and Other Business: Warehouse, Factory",11.61929117,104.8890147,216000.0
218736.0,Luxury Villa For Rent in Cambodia | Prek Eng Area ,"$3,950,000",7.0,8.0,2400.0,Phnom Penh,Chbar Ampov,Preaek Aeng,   ,Villa,False,residential,"Luxury Villa has a pool for sale in Prek Srey | Luxury Villa with Swimming Pool for Sale Or Rent in Prek Eng Area - Prices For Sale | Price FOR Sale: $ 3,950,000 - Land size | Land Size: 2,400 SQM - Bedroom | BedRrogroms: 7 - Bathroom | Bathrooms: 8 - Living Room | Living Room: 1 - Kitchen | Kitchen: 1 - Garden to Swimmer | Garden and Swimming Pool - Space Stock - Big Parking Space ?? Location / Location: Prek Selence / Prek Eng Area",11.5307648,104.9848843,3950000.0
233015.0,LAND FOR SALE Sangkat Veal Sbouv PP,"$1,440,000",,,2400.0,Phnom Penh,Chbar Ampov,Veal Sbov,007,Land/Development,False,residential,"Vacant Land for Sale • Location: Sangkat Praek Veal Sbouv, Khan Chbar Ampov, PP • Selling Price: $600/m2 (negotiate) • Total Land Size: 2,400 square meters (40m x 60m) • Hard title ownership (L-Map) • Builded the wall surrounding • Easy access road • Good electricity and water supply • Very good for build villa for living or other business purposes • Many facilities when needed • Many transportation when needed",11.52612689,104.9660455,1440000.0
233076.0,MODERN SWIMMING POOL VILLA FOR SALE,"$3,500,000",8.0,7.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng,013,Villa,False,residential,"Villa For Sale • Modern designed with seven bedrooms • Swimming pool for sale is good located in Prek Eng, Khan Chbar Ampov, Phnom Penh. • This villa is just travel a few minutes from Prek Eng Market and Boeng Trabek Plaza, or less than eight (8) minutes from Borey Peng Huoth Boeng Snor, National Road No.1 and fifteen (15) minutes from Chbar Ampov Market or Preah Monivong Bridge for driving. • Selling Price: $3,500,000 • Property Type: Modern Designed Villa • Property Stories: 02 • Land Size: 29m x 82m • Hard Title Size: 2,378 Sq.m • House Size: 1,100 Sq.m • Bedrooms: 07 • Bathrooms: 08 • Living Room: 02 • Kitchen: 01 • Some furniture providing Note: Currently under rented $10,000 per month",11.52821073,104.9892659,3500000.0
239660.0,Modern Luxury Villa For Sale,"$3,000,000",7.0,8.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng, ,Villa,False,residential,"[Modern Luxury Villa For Sale] ?? Price Dropped: $3,000,000 ??LOCATION: Prek Eng , Chbar Ompov • Property ID: V-S558 - Fully Furnished - Land Size: 2378 sqm - Total Floors: 02 - Floor Size: 1100 sqm - Bedrooms: 07 - Bathrooms: 08 - Parking Spaces: 10 - Swimming pool",11.53324178,104.9968572,3000000.0
250866.0,????????????,"$213,120",,,2368.0,Phnom Penh,Prek Pnov,Ponsang,  ,Land/Development,False,residential,"Location: Located in Khum Than Char Roke, Phnom Penh: 2368m² Price: Phnom Penh 20km is located in Phnom Penh's suburban development area and can do businesses.",11.61664733,104.7531396,213120.0
225615.0,Land for sale ,"$6,000,000",,,2323.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1, ,Land/Development,False,residential,"Chhorn Land for sale Good Location: $ 6,000,000 (Negotiate) Code: TPTP-L-082: Totize Property Code: Total Size: 2,323sqm * Hard Title: 2,323sqm * Hard Title: 2,323SQM * Hard Title LOCATION: TOL Tompoung Area",11.5445,104.913586,6000000.0
232959.0,LAND FOR SALE 2312m2. Praek Aeng,"$740,000",,,2312.0,Phnom Penh,Chbar Ampov,Preaek Aeng,002,Land/Development,False,residential,"Vacant Land for Sale • Location: Sangkat Praek Eng, Khan Chbar Ampov, PP • Selling Price: $740,000 (negotiate) • Total Land Size: 2,312 square meters (30m x 85m • Hard title ownership (L-Map) • Builded the wall surrounding • Easy access road • Good electricity and water supply • Very good for build villa for living or other business purposes • Many facilities when needed • Many transportation when needed",11.5240862,104.9891221,740000.0
153278.0,Land For Sale At Khan Sen Sok (Very good location),$980/m²,,,2260.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,  ,Land/Development,False,residential,"Location : Khan Sen Sok Sale Price: $980/sqm (Negotiable) Land Size: 61m x 34m-43m Hard title: 2260 sqm Road size: 30 meter Very good location for build warehouse, Villa or do any business.. Approximately 800 meter from Grand Phnom Penh",11.57561,104.92025,2214800.0
224007.0,"Commercial Showroom For Rent Along Charles de Gaulle BLVD, Opposite City Mall & Olympia  City ","$21,000",,,2250.0,Phnom Penh,7 Makara,Veal Vong, ,other,False,commercial,"Land Size: 50m x 45m Building Size: 40m x 40m Floors: 2floors Direction: South-East Price: 21,000$ per month (Negotiable) It is very good for Coffee shop ,show room, Garage, Restaurant, Mart and Super Market.",11.5445,104.913586,21000.0
240366.0,Building for sale ,"$8,500,000",,,2240.0,Phnom Penh,Sen Sok,Khmuonh, ,other,False,commercial,"- Address: Commune Khmounh, District  Saensokh, Phnom Penh - Land area : 32m x 70m - Building area : 8309m2 - Floors ( s ) : 12 - Price : $ 8,500,000 - ID :  KEY-18329",11.559712,104.878121,8500000.0
234231.0,"Commercial Investment Land For Sale on St.Preah Monivong Blvd, BKK3, Phnom Penh City ","$8,000/m²",,,2201.0,Phnom Penh,Chamkarmon,BKK 3, ,Land,False,commercial,"Commercial Investment Land For Sale on St.Preah Monivong Blvd, BKK3, Phnom Penh City The commercial land for sale in the best located on St.Preah Monivong Blvd, Sangkat Boeng Keng Kang3 (BKK3), Khan Boeng Keng Kang, Phnom Penh. This property is located due to south west of Independence Monument which is approximately 1,100m, three (3) minutes from Boeng Keng Kang Market or BKK High School, seven (6) minutes from Lucky Supermarket and ABA Bank, ten (10) minutes from AEON Mall-1 and fourteen (14) minutes from Riverside or Royal Palace. The detail of information is descripted as following: • Location : In Sangkat Boeng Keng Kang3 (BKK3), Khan Boeng Keng Kang, Phnom Penh. • Selling Price : $8,000/m² negotiable • Property Type : Commercial Land • Land Size : 2,201 m² • Legal Description : Hard Title Deed • Property Owner : Cambodian For this land is very closed to supermarkets, malls, apartments, condominiums, hotels, local markets, restaurants, Banks, MFI, government institutions, showrooms, shopping, NGO, school and international schools and other. It's very good for real estate investment or develop to commercial building, office building, condominium, apartment, hotel, supermarket, showroom, shopping, hospital, school and any kinds of business activities.",11.5445,104.913586,17608000.0
208488.0,THE BEST OFFICE SPACE IN TOUL KORK,"$79,894",,,2200.0,Phnom Penh,Toul Kork,Boeung Kak 1,   ,Offices,False,commercial,"Welcome to the best Office building is to be continued with the great success of high quality and luxurious designs in Toul Kork. Just 3 mins walk to TK Avenue and 5 mins drive to Aeon Mall 2; deserving you all the best in your life with cheerful ad happiness. It comes with community living with swimming pool, gym, Sky bar, entertainment room, residence, green garden, Cafe, restaurant, etc. - Sale Price from $ 79, 894 - Size from 43 sqm to 75 sqm - Unit type: Luxury, Premium, Classic - Available Floor: 24F & 28F - Hard Title - Easy Payment Method - Standard Quality Construction - Clean Office Space - 24 hours Security Screening at GF Lobby - Emergency Power 100% Back-up - High-speed Finland KONE Elevator - Hand over in 2023",11.55,104.93,79894.0
185966.0,TS-123 - Land for Sale in Chroy Changvar Area,"$5,400,000",,,2160.0,Phnom Penh,Chroy Changvar,Chroy Changvar, ,Land/Development,False,residential,"Land for Sale Now in Chroy Changvar Area  !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-123 ?? Price : 5.400,000USD ?? Floor Size : 30m x 72m Location : Chroy Changvar Area, Phnom Penh.",11.58,104.93,5400000.0
211633.0,Beautiful Land with house in Sen Sok,"$1,000,000",,,2150.0,Phnom Penh,Sen Sok,Krang Thnong, ,Land,False,commercial,"Large green land with mixed wooden and concrete house for sale between Ponchengton and Aeon 2. easy access, high development in the area. 21 meters x 101 meters with 1450sq hard title registred",11.55,104.89,1000000.0
247561.0,Land & Warehouse for sale,"$1,700.0/m²",,,2126.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,1928 Oknha Mongrithy,Land/Development,False,residential,"This land and warehouse is in good location and best price within this area. It can use for running business, warehouse, or sell automobile and other businesses.",11.58976698,104.8708518,3614200.0
202349.0,"2,121 Sqm Land For Sale in Phnom Penh Thmey - Phnom Penh","$1,000,000",,,2121.0,Phnom Penh,Sen Sok,Phnom Penh Thmey, ,Land/Development,False,residential,"The property has a total land area of 2121 sqm. The house has a traditional Khmer-inspired design, with wood and brick elements. It has three large bedrooms available and two bathrooms. A stilt-house is also available, perfect for relaxation and entertainment, further enhancing the countryside vibe and feel of the property. There is plenty more space for development, currently filled with refreshing young trees and massive green spaces throughout. A gated concrete fence is already set up and provides added security for the property. A hard title will be included in the sale.",11.57561,104.92025,1000000.0
249636.0,Land for sale l Urgent Sale,"$630,000",,,2100.0,Phnom Penh,Dangkao,Prey Veaeng,   ,Land/Development,False,residential,"Land Sale Lang in Dangkor District, Phnom Penh ?? Price L: 300 $ / M2 (Negotiable), Khan Prey Size: 21m. Well and easy repair ?? ?? Hard L Hard Titlee ??code: Re079-A149",11.504923,104.89187,630000.0
200329.0,"TS-658 - Warehouse for Sale in Kmounh, Sen Sok area","$2,500",,,2100.0,Phnom Penh,Sen Sok,Khmuonh, ,Warehouse,False,commercial,"Warehouse Big Land for Sale in Sen Sok Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-658 Land Size : 2100sqm Hard Title Price : USD 2,500 / sqm Location : Kmounh, Sen Sok Area, Phnom Penh.",11.55,104.89,2500.0
246725.0,Land for Sale ,$150.0/m²,,,2075.0,Phnom Penh,Por Sen Chey,Snaor,   ,Land/Development,False,residential,"Explore this land for sale  in a rapidly growing area, offering excellent potential for residential or business development. With a large  2,075sqm land area  and a  hard title  in place, this property is ready for immediate investment. Located just  3 minutes from the Royal Phnom Penh Golf Club  and conveniently situated near essential amenities, this land offers easy access to nearby schools, coffee shops, supermarkets, and restaurants. Positioned next to Borey William and close to the PP To PSHV expressway, this location provides an ideal balance of connectivity and accessibility for various projects. Key Features Land Area: 2,075sqm Hard Title Close to Royal Phnom Penh Golf Club, Borey William, and PP To PSHV Expressway Nearby Schools, Coffee Shops, Supermarkets, and Restaurants",11.554667,104.826843,311250.0
160647.0,King A Villa for Sale - Boeung Snor,"$3,900,000",9.0,10.0,2075.0,Phnom Penh,Chbar Ampov,Nirouth,   ,Villa,False,residential,"Rentex Property ID Code: R00278 Property detail: Located in Borey Peng Huoth Boeng Snor Type: King Villa • Price: $3,900,000 • Land size : 50m x 40m (2,075m2) • House size : 21m x 16.5m • 9 Bedrooms • 10 Bathrooms Contact to Rentex Property Services via Phone, Chat, Telegram, WhatsApp, WeChat.",11.52,104.95,3900000.0
204247.0,TS-716 - Land Space for Rend and Sale in  Dang Kao 2004 area,"$1,200,000",,,2000.0,Phnom Penh,Dangkao,Dangkao, ,Land/Development,False,residential,"Land Space for Sale in  Dang Kao Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-716 Land Size : 20m x 100m = 2,000m Hard Title Price : USD 1,200,000 Location :  Dang Kao Area, Phnom Penh.",11.48,104.9,1200000.0
233013.0,LAND FOR SALE Sangkat Praek Aeng PP,"$900,000",,,2000.0,Phnom Penh,Chbar Ampov,Preaek Aeng,006,Land/Development,False,residential,"Vacant Land for Sale • Location: Sangkat Praek Eng, Khan Chbar Ampov, Phnom Penh City, Cambodia. • Selling Price: $420/m2 (negotiate) • Land Size: (23m x 95m) • Hard title ownership (L-Map) • Builded the wall surrounding • Easy access road • Good electricity and water supply • Very good for build villa for living or other business purposes • Many facilities when needed • Many transportation when needed",11.52967219,104.9902844,900000.0
217821.0,House for sale urgently,"$95,000",6.0,5.0,2000.0,Phnom Penh,Meanchey,Stueng Mean chey 1,81 190,Unit,False,residential,House for sale in Borey Sony Stung Meanchey ?? Only 1.8 km from Stung Meanchey Pig Nose Road and only 100 meters from Borey Sony Market ?? Price 90000 $ Negotiable ??? Good location can do business 3 3 storey apartment size 4x16 square meters ?? 5 bedrooms ?? 6 bathrooms ????? Spacious kitchen ?? Large living room 100 100% layout,11.52170983,104.8779893,95000.0
150607.0,COMMERCIAL BUILDING IN DAUN PENH,"$2,800,000",45.0,,2000.0,Phnom Penh,Daun Penh,Phsar Kandal II,     ,other,False,commercial,"This commercial building is located in Daun Penh. It is surrounded by restaurants, café, market, and tourists. There are 45 bedrooms. is surrounded by schools, markets, businesses, and tourists. It takes only 5 minutes to Independence Monument. It is perfectly suitable for running a hotel. - Total Building Size: 2000 Sqm - 4 Floors - 45 Rooms - 1 Kitchen - AC - Elevator - Parking Space - Hard Title - Negotiable",11.57561,104.92025,2800000.0
162867.0,Land For Sale At Khan Sen Sok (On Business Road),"$1,800/m²",,,1980.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,  ,Land/Development,False,residential,"Location : Khan Sen Sok Sale price : $1,800/sqm Land size : 1980 sqm Very Good Location For All Kinds Of Businesses..!!! On Business Road..!!!! No Flooding Area..!!!",11.57561,104.92025,3564000.0
202387.0,"8 Bedroom Resort For Sale - Koh Kra Bei, Chbar Ampov, Phnom Penh","$3,000,000",,,1978.0,Phnom Penh,Chbar Ampov,Preaek Thmei, ,Villa,False,residential,"With a tranquil L-shaped pool and garden riddled with ornamental greenery and charming gazebos, this resort property for sale (hard title) can guarantee the buyer with a premium business venue that can provide your guests a memorable and restful stay. It would also be ideal as a private vacation home. Positioned within Phnom Penh’s Chbar Ampov District, this 1978 sqm. property was designed to cater to city residents who don’t have much travel time to spare but seek a quiet vacation that will take them close to nature, far from the bustling distractions of urban life. It is actually made up of three (3) separate properties, including a residential building with an open-layout living room, office, and large library. The other two contain multiple bedrooms with en suite bathrooms, and a backyard pool. Aside from a big garden, fishpond, and spacious, secure parking, this resort comes with a total of eight (8) deluxe suite rooms, a wide reception hall and lounge, and indoor restaurant area that can even be used for setting up buffet meals. There’s also a large U-shaped kitchen with integrated cookers and pantry space, as well as an industrial exhaust and large windows to ensure safety and good airflow. In the rooms, you’ll find ornate canopy beds, vanity desk with mirror, mini lounge with coffee table, Japanese-style bathrooms, and a small hot tub. This resort could be marketed as the perfect getaway destination, with an air of privacy and exclusivity due to the small number of rooms available. It is located within 10 minutes of Road 1 and Road 21A in Ta Khmao Province, 15 minutes from Borey Phnom Penh Sok San, the Cho Ray Phnom Penh Hospital, and Vattanac Golf Resort, and 25 minutes from the Chbar Ampov Vegetable Market.",11.52,104.95,3000000.0
148864.0,NEW LUXURY KING A VILLA IN PENG HUOTH BEONG SNOR PARADIGM,"$5,000,000",7.0,8.0,1908.0,Phnom Penh,Chbar Ampov,Nirouth,      ,Villa,False,residential,"The most luxurious way to enjoy living in a Villa King A in Cambodia on National Road #1 in Borey Peng Hout with a prestigious design based on the aesthetic value of symmetry, offers you an awesome view experience with pleasant view & fantastic modern rooms. - Building Size: 16.5m x 21m - Land Size:  36m x 53m - 7 Bedrooms - 8 Bathrooms - 1 Dining Room - 1 Living Room - 1 Kitchen - Parking Space - Facing to the South - Soft Title",11.52,104.95,5000000.0
246872.0,Prime Land for Sale – Strategic Location with Dual Access Roads I Khan Sen Sok,"$1,600.0/m²",,,1889.0,Phnom Penh,Sen Sok,Ou Baek K'am,  ,Land/Development,False,residential,"This L-shaped land with a size of 20m x 39m and a total area of 1,889sqm is now available for sale. The property comes with a hard title, ensuring secure ownership and making it ideal for development or investment purposes. The land features two access roads, providing excellent connectivity and making it suitable for a variety of uses, such as residential projects, commercial ventures, or mixed-use developments. Located just 5 minutes from Phnom Penh International Airport, the property is surrounded by amenities like international schools (North Brigade and CIA), coffee shops, supermarkets, restaurants, and even nightclubs, offering convenience and a bustling environment. Don’t miss this opportunity to own a prime piece of land in a rapidly developing area. Contact us today to learn more! Key Features: • Land size: 20m x 39m (L-shaped) • Land area: 1,889sqm • Hard title ownership • Two access roads for easy connectivity • Convenient location near key attractions and facilities",11.55942248,104.8709256,3022400.0
232960.0,LAND FOR SALE 1878m2. Praek Aeng,"$700,000",,,1878.0,Phnom Penh,Chbar Ampov,Preaek Aeng,003,Land/Development,False,residential,"Vacant Land for Sale • Location: Sangkat Praek Eng, Khan Chbar Ampov, PP • Selling Price: $700,000 (negotiate) • Total Land Size: 1,878 square meters (23m x 88m • Hard title ownership (L-Map) • Builded the wall surrounding • Easy access road • Good electricity and water supply • Very good for build villa for living or other business purposes • Many facilities when needed • Many transportation when needed",11.51911109,104.9909292,700000.0
245638.0,Land for Sale in Toul Tompoung 1,"$7,900,000",,,1866.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,   ,Land/Development,False,residential,"This is a great investment opportunity in one of Phnom Penh’s most sought-after areas. The land comes with a hard title and has a size of 32 meters by 66 meters, giving you a total land area of 1,866 square meters . The location is ideal for property development due to its proximity to key attractions. Toul Tompoung 1 area is a convenient location , offering easy access to 5-minute drive to the Beoung Trabek local market and just a short 7-minute drive to the Russian Market. Nearby, you'll find international schools, commercial areas, coffee shops, supermarkets, and restaurants. This property is perfect for anyone looking to develop in a fast-growing neighborhood. Don’t miss this chance to add a valuable asset to your portfolio. Key Features: • Land size: 32m x 66m • Land area: 1,866sqm • Hard Title • Convenient location • Nearby attractions like Beoung Trabek Market, Russian Market, schools, supermarkets, restaurants, etc.",11.54164714,104.9205779,7900000.0
181685.0,Sale Phnom Penh Chbar Ampov Nirouth 9Rooms 1841? $5000000,"$5,000,000",9.0,10.0,1841.0,Phnom Penh,Chbar Ampov,Nirouth,   ,Villa,False,residential,"Nice location for living by comfortable, Fully Furnished",11.52,104.95,5000000.0
179537.0,TRUELY AMAZING LUXURY HOME,"$4,000,000",6.0,6.0,1825.0,Phnom Penh,Chbar Ampov,Preaek Aeng,      ,Villa,False,residential,"Looking for the best luxury home? Here it is, no expense has been spared. Completed and ready for you now. Contact us for a private viewing.",11.52,104.95,4000000.0
