Unnamed: 0,id,price_display,bedrooms,bathrooms,land_area,information,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,source_url,language,latitude,longitude
3158,220671,390000,5,5,67.2,House Size : 4.2m x 16m 4 bedrooms 5 bathrooms *Sale Price: $390K *Rental Price:1K/month,Phnom Penh,Sen Sok,Tuek Thla,Shophouse,FALSE,residential,https://www.realestate.com.kh/220671/,en,11.55,104.89
3686,215147,250000,5,6,67.2,"Flat near Pig nose, Steung Meanchey, Meanchey district, need to sell urgently. * Price only: $ 250,000 (negotiable) *This price includes transfer of title * Land size: 4,2 m x 21,5 * House size: 4.2m x 16m * left front land 3,5m, and back 2m * 5 Bedrooms 6 Bathrooms * home facing : south -  Location: Good location, 270m from Stung Meanchey Pig nose and 1K. From the Iron Bridge of Chamka Doung - Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Meanchey,Stueng Mean chey,Flat,FALSE,residential,https://www.realestate.com.kh/215147/,en,11.53,104.91
1439,209544,165000,5,6,67.5,"House for sale urgently | House on Urgent Sale $ 165,000 negotiable Location in Borey Chey Chumneas or Borey Victory City by SUNWAH in Sangkat Stung Meanchey (Lour Pram area) ?? Property ID: GCR-22-0029 ?? Price | Asking Price: $ 165,000 Negotiable (Plung Tram Borey) ?? House size | House Size: 4.5mx 15m ?? Ground floor area 67.50m2 ????? First floor area 67.50m2 ??? Second floor area 67.50m2 ???? Third floor area 64.25m2 ?? Total area 266.75m2 ?? Room Sleep number | Bedroom: 5 ?? Number of bathrooms | Bathroom: 6 ?? Remaining face | Front Space: 4m ?? Rear | Back Space: 1.5m ?? North facing ?? Air-conditioned bed, sofa and a set of tables | Included: A / C, Bed, Sofa & a Set of Dinning Table. Description | Description: ?? ??Good for company office ?? 24 hour security 6 6 minutes away from K MALL ?? Location Borey Chey Chumneas, Tamnak Thom Village, Sangkat Steung Meanchey, Khan Meanchey, Phnom Penh",Phnom Penh,Meanchey,Stueng Mean chey 3,Retreat,FALSE,residential,https://www.realestate.com.kh/209544/,en,11.53638984,104.8776242
2445,223394,108000,3,4,67.5,"Hybrid villa (LC2) in Borey Peng Huoth, Boeung Snor (Mercurean1), Khan Chbar Ampov, urgent need to sell * Price only: $ 108,000 (Negotiable) * This price includes transfer of ownership * Land size: 5m x 13.5m * House size: 5m x 7m * 5m front land and 1.5m back land * 3 bedrooms and 4 bathrooms * House facing: South ?? Location: 7 minutes from Chbar Ampov bridge in Borey Peng Huoth, Boeung Snor (Mercurean1 ) Khan Chbar Ampov => Living civilized, safe, comfortable and full of big projects, markets and condos => Can pay in installments through the bank for 20 years, but need to pay 30% of the house price in advance.",Phnom Penh,Chbar Ampov,Nirouth,Villa,FALSE,residential,https://www.realestate.com.kh/223394/,en,11.52928,104.941454
3281,236350,350000,4,5,67.5,"Hot sell $350000 negotiable Size 4m X 13.5m (space entrance 1m with separated stair to 2cd floor and terrace) Total 2cd Floors 4 Bedrooms 5 Bathrooms 2 Kitchen 1 Living Rooms 1 Balcony Type Hard Title benefit location in BKK1in Phnom Penh on Preah Norodom Bivd (41) is a dynamic and upscale neighborhood that combines residential, commercial, and entertainment elements, making it a popular destination for residents and visitors looking for a vibrant urban experience.",Phnom Penh,Chamkarmon,BKK 1,residential,FALSE,residential,https://www.realestate.com.kh/236350/,en,11.54988257,104.9288655
706,207940,58000,2,3,67.65,"Villa LC1 in Borey Piphup Thmey, Chhoukva 1 (Korka) Prek Pnov district. Need to sell urgently. * Price only: 58,000 dollars (negotiable) *this price plus transfer of ownership *Land size: 4.1m x 16.5m * House size: 4.1m x 12m * 3m front land and 1.5m back land left * 2 bedrooms and 3 bathrooms * House turning towards: north * New house is clean - Civilized, safe, comfortable living - Bank installment for 20 years but require 30% of the house upfront.",Phnom Penh,Prek Pnov,Kouk Roka,Villa,FALSE,residential,https://www.realestate.com.kh/207940/,en,11.55,104.93
781,147292,115000,1,1,67.72,"There is one bedroom, one bathroom, 67.72m2, situated on the 12th floor where is located in Khan 7 makara just few minutes to Olympic Stadium. It is surrounded by many business activities and renown landmarks such as olympic stadium, olympia mall, phnom penh city center, high school, lucky supermarket, office building, and many other business acivities. It selling price included all furniture inside the unit and price is negotiable. Please contact us now to make appointment and visit the unit.",Phnom Penh,7 Makara,Boeung Prolit,Condo,FALSE,residential,https://www.realestate.com.kh/147292/,en,11.55,104.93
219,195153,160000,2,2,68,"Rentex Property id: R00421 • Price For Sale: $160,000 negotiable • Size: Net 68sqm, Gross 89sqm Location: Boeung Keng Kong 3 area • 2 Bedrooms • 2 Bathrooms • 1 Living-room • 1 Kitchen • 1 Balcony • Fully Furnished Building amenities include security, elevators, fitness center, swimming pool, and parking space. For more detail please Contact to Rentex Property Services via Phone, Chat, Telegram, WhatsApp, WeChat.",Phnom Penh,Chamkarmon,BKK 3,Condo,FALSE,residential,https://www.realestate.com.kh/195153/,en,11.55,104.93
905,222962,230000,3,4,68,"Business house, can do business, near Sovanna market and Russian hospital. Need to sell urgently. * Price only: $ 230,000 (negotiable) *This price includes the transfer of ownership * Land size: 4m x 17m * House size: 4m x 12m * 4m of front land and 1m of back land * 3 bedrooms and 4 bathrooms * House facing direction: South Chiang West ?? Location: Near Sovanna market, 100m from Russian hospital and 700m from Derm Tkov market. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Meanchey,Stueng Mean chey,House,FALSE,residential,https://www.realestate.com.kh/222962/,en,11.530293,104.898903
1327,250433,36000,2,3,68,"Flat House for sale Property code: AFL25-014 Price: 36,000$ (Can negotiation) Land size Land area: 4m x 17m House size House size: 4m x 12m Bedroom Room: 2 Bathroom Bathroom: 3 Location Address: Pou Sen Chey district, Phnom Penh",Phnom Penh,Por Sen Chey,Kakab 1,Retreat,FALSE,residential,https://www.realestate.com.kh/250433/,zh-CN,11.56872797,104.8368576
2037,186059,4488,1,1,68,Luxury Condominium for Sale at Riverside Phnom Penh !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-011A ??Room Type : 1 Bedroom ?? Room Size : 66? $  Price : 75000USD Location : Riverside Phnom Penh. ??Fully-Furnished - Fridge & Washing Machine - Balcony & Elevator - Swimming Pool & Gym/Sauna - Cable TV & Internet wifi - Parking Space - 24hrs security,Phnom Penh,Daun Penh,Phsar Chas,Condo,FALSE,residential,https://www.realestate.com.kh/186059/,en,11.57561,104.92025
2158,244518,550000,4,5,68,"This shophouse for sale or rent in Toul Sangkae 2 is a great opportunity for both living and investment. The property has a land size of 4m x 17m and a house size of 4m x 17m . It consists of three floors (E0, E1, E2) and holds a hard title . The ground floor (E0) has a mezzanine , adding extra space. Inside, there are four bedrooms and five bathrooms , perfect for a large family. The house is partially furnished , saving you the hassle of furnishing it completely. There is a living room and a kitchen, providing all the essential areas for comfortable living. Located in a convenient area , this shophouse is ideal for those who want easy access to amenities. Don't miss out on this opportunity! Contact us now for more details or to schedule a visit. Key Features: • Land size: 4m x 17m • House size: 4m x 17m • Total Floor: 3 (E0, E1, E2) • Hard title • Mezzanine on E0 • Partially furnished • Four bedrooms • Five bathrooms • Living room • Kitchen • Convenient location",Phnom Penh,Russey Keo,Tuol Sangkae 2,Shophouse,FALSE,residential,https://www.realestate.com.kh/244518/,en,11.59413207,104.8995409
2682,229607,220000,4,5,68,Shophouse for open business Land size: 68M2 House size: 4.6M x 15M Main road shophouse,Phnom Penh,Chbar Ampov,Nirouth,Shophouse,FALSE,residential,https://www.realestate.com.kh/229607/,en,11.53054719,104.9368366
3120,186992,255000,4,5,68,"Town House For Sale in Sen Sok Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-174 ??Room Type: 4 Bedroom ??Bathroom : 5 ?? Price : 255,000 USD ?? Land Size : 68? ?? Floor Size : 68? Location : Sen Sok Area",Phnom Penh,Sen Sok,Khmuonh,House,FALSE,residential,https://www.realestate.com.kh/186992/,en,11.55,104.89
3810,248829,120000,1,1,68.18,"Project: THE BRIDGE Price: $120,000 Groos Area: 68.18 sqm Net Area: 47.2 sqm Floor: 23rd Ownership: Hard Title Handover Condition: Fully Furnished Includes: TV, Refrigerator, Washing Machine, Sofa, Coffee Table, Dining Table (with 4 Chairs), TV Cabinet, Shelving Unit, Double Bed",Phnom Penh,Chamkarmon,Tonle Bassac,Condo,FALSE,residential,https://www.realestate.com.kh/248829/,en,11.537783,104.920235
3355,239922,320000,2,2,68.36,"L'attrait Boeung Keng Kang Condominium 2 Bedrooms, 2Bathroom Urgent Sale - Dropped only $320,000 ???? - 24th Floor - Size 68.36m2 - Facing to Southeast - Location BKK1 - Fully Furnished - Facility has Fitness Gym, Swimming pool, Shared Laundry room, Car parking…",Phnom Penh,Chamkarmon,BKK 1,Condo,FALSE,residential,https://www.realestate.com.kh/239922/,en,11.55046676,104.927617
4126,215505,190000,,,68.65,"This is a very rare Grade A Office for sale from THE PEAK. Shangri-La Hotel is about to open very soon, so the it is going to be Incredibly amazing. *Unit Type: Grade A Office *Unit Size: 68.65m2 *Sale price: $190,000 *Tenure: Hard Title/Freehold *Completion: Currently finished",Phnom Penh,Chamkarmon,Tonle Bassac,Offices,FALSE,commercial,https://www.realestate.com.kh/215505/,en,11.5536251,104.9383169
3523,249310,950000,5,2,68.85,"This shophouse for sale or rent is in a prime location, just opposite Ouressei Local Market . It is ideal for both living and business , thanks to its position in a busy commercial area. The property is also close to Olympia Mall, National Olympic Stadium, and many other business hubs. The land size is 68.85m² , with a house size of 4.49m x 15.5m . The building has 2 floors , including a mezzanine on both levels (E0 & E1). It faces southwest , allowing for good natural light. Inside, there are 5 bedrooms and 2 bathrooms , making it suitable for a large family or staff accommodation. The property also includes 1 living room and 1 kitchen . However, it comes unfurnished , allowing you to customize it to your needs. The property has a hard title , ensuring secure ownership. The transfer fee is negotiable between the buyer and seller. Don’t miss out on this great opportunity! Contact us now for more details or to schedule a viewing. Key Features: • Shophouse for Sale/Rent near Ouressei Local Market • Land Size: 68.85m² • House Size: 4.49m x 15.5m • Deed Type: Hard Title (Transfer fee on negotiation) • Total Floors: 2 (with mezzanine on E0 & E1) • Facing Direction: Southwest • Furniture: None • Bedrooms: 5 • Bathrooms: 2 • Living Room: 1 • Kitchen: 1 • Located in a commercial area • Close to major attractions (Orussey Market, Olympia Mall, National Olympic Stadium)",Phnom Penh,7 Makara,Ou Ruessei 2,Shophouse,FALSE,residential,https://www.realestate.com.kh/249310/,en,11.54946688,104.9184467
3118,252399,130000,3,4,68.9,"This LC2 Villa is now available for sale and is a solid choice for family living . It comes with a hard title and the transfer fee is included , giving you peace of mind in ownership. The villa is fully furnished and ready to move in. It features 3 bedrooms , 4 bathrooms , 1 living room , and 1 kitchen , spread across 3 floors . The land size is 5.3m x 13m with a house size of 5.3m x 7.3m . It faces north , which helps keep the house cool during the day. The location is convenient—just 2.5km from Chbar Ampov bridge and market , and close to Southbridge International School , Eco Park , The Park community mall , and more. Great for living in a quiet but growing area. ?? Contact now to arrange a viewing. Key Features: - Property type: LC2 Villa - For Sale - Hard Title (transfer fee included) - Fully furnished - 3 Bedrooms, 4 Bathrooms - 1 Living room, 1 Kitchen - Land size: 5.3m x 13m - House size: 5.3m x 7.3m - 3 Floors - North facing - Near schools, parks, mall, and 2.5km from Chbar Ampov bridge",Phnom Penh,Chbar Ampov,Nirouth,Villa,FALSE,residential,https://www.realestate.com.kh/252399/,en,11.522551,104.96247
2172,247227,340000,2,1,69,"House for sale or Rent on Kampuchea krom blvd near corner 109, Dumex market *2 Bedroom *1 Bathroom *Have Hard Tittle Great Location for living and open Business.",Phnom Penh,7 Makara,Mittapheap,Shophouse,FALSE,residential,https://www.realestate.com.kh/247227/,en,11.56866176,104.9157656
2652,200575,139999,1,1,69,"With transport, schools, shops, dining, and leisure facilities within easy reach, this 69 sqm. condominium on the 13th floor of Olympia City is the ideal place to call home. It consists of a single bedroom and luxury bathroom with a bathtub, mezzanine area, and balcony doubling as an outdoor laundry area; as well as a kitchen counter with a built-in sink, cooktop, and exhaust hood. There is also a convenient pantry area. Atop its smooth ceramic floors, the space is semi-furnished with a television, bed, two air-conditioner units, table and seating, washing utilities, and complete light fixtures. Safety is prioritized with a fire alarm and emergency stairwell as well as 24/7 security services. Coming home to this space will be convenient with your own parking space and an efficient elevator, while prioritizing wellness is easy with free access to the swimming pool and gym. Excluded on the sale fee are the electricity and water services, WiFi, and cleaning services. Located in a thriving hot spot of Phnom Penh, live just moments from the best the city has to offer: two (2) minutes from Olympia Mall, three (3) minutes from the Olympic Stadium, and five (5) minutes from both the VIP Sorphea Maternity Hospital and the CIMB Bank. Orussey Market is also a short distance away, as is the Phnom Penh International University.",Phnom Penh,Chamkarmon,Olympic,Condo,FALSE,residential,https://www.realestate.com.kh/200575/,en,11.55,104.93
2848,247054,189000,5,6,69,"?? Price: $189,000 Includes free transfer of hard title ownership. ?? Property Details: Land Size: 69m² Building Features: 5 Rooms 6 Bathrooms ?? Location: Dangkor, Sangkat Dangkao Situated in a prime area near schools, markets, and residential zones, making it ideal for a restaurant or other business opportunities. ? Key Highlights: Proven success as a restaurant location Flexible space, perfect for business or residential use High-traffic area ensuring strong potential for future business",Phnom Penh,Dangkao,Dangkao,House,FALSE,residential,https://www.realestate.com.kh/247054/,en,11.51060501,104.8876217
3638,190516,125000,4,5,69,"Shop House for Sale in Mean Chey Area, Phnom Penh /T’S HOME Real Estate Phnom Penh ??Property ID : TS-418 ??Bedroom : 4 ??Bathroom : 5 ?? Price : 125,000 USD ?? Land Size : 4.8m x 14.5m ?? Floor Size : 4.8m x 14.5m",Phnom Penh,Meanchey,Stueng Mean chey,Shophouse,FALSE,residential,https://www.realestate.com.kh/190516/,en,11.53,104.91
1857,223768,195000,4,5,69.3,"villa for urgent sale in Borey Vimean Phnom Penh, plan 8, only 03 minutes from Aeon 2 supermarket, Macro supermarket. ?? Price $195,000 ( negotiable ) ?? Plus a free hardware cut ?? House size/ House size: 5.5m x 12.6m ?? Land size: 5.5m x 21.5m ?? Bedroom: 04 ?? Bathroom: 05 ?? The house is facing the north Located near Ministry of Land Planning, Architecture and Construction, Phnom Penh City",Phnom Penh,Sen Sok,Phnom Penh Thmey,Villa,FALSE,residential,https://www.realestate.com.kh/223768/,en,11.569135,104.9248
830,223151,125000,1,2,69.7,"Bodaiju Residence for Rent & Sale ??Sale price: $76,000 ??Next PhnomPenh National airport ?? 1 Bedrooms, 2 Bathroom, Big Living room, Open kitchen, and Big Balcony …. ?? On 12stfloor ?? Total size 69.70m2 ?? Hard title ?? Include furniture and Management fee only ?? Car parking ?? Fitness Gym, Swimming pool, Garden ? Infrot of PhnomPenn National airport ? Close to any restaurant, Coffee shop, Bank, and etc…",Phnom Penh,Por Sen Chey,Kakap,Condo,FALSE,residential,https://www.realestate.com.kh/223151/,en,11.55557855,104.8445457
1379,223985,76000,1,1,69.7,"Urgent sale in Bodaiju Residence ??Sale price: $76,000 ??Next PhnomPenh National airport ?? 1 Bedrooms, 2 Bathroom, Big Living room, Open kitchen, and Big Balcony …. ?? On 12stfloor ?? Total size 69.70m2 ?? Hard title ?? Include furniture ?? Car parking ?? Fitness Gym, Swimming pool, Garden ? Infrot of PhnomPenn National airport ? Close to any restaurant, Coffee shop, Bank, and etc… More info please:",Phnom Penh,Por Sen Chey,Kakab 2,Apartment,FALSE,residential,https://www.realestate.com.kh/223985/,en,11.55856945,104.8489829
344,217115,116000,3,4,69.87,"Villa (LC2) in Borey Peng Hout (Peng Hout 598) His Excellency Chea Sophara Street, need to sell urgently. * Price only: $ 116,000 (negotiable) * Land size: 5.1m x 13.7m * House size: 5.1m x 7.2m * Left front land 5m, back land 1.5m * 3 bedrooms and 4 bathrooms * House facing direction: West Chiang South *front row house already ??Location: 10 minutes from AEON2 supermarket, Macro supermarket and located at Ek Oudom Chea Sophara street (598) => Civilized lifestyle, safe, comfortable and full of big plans => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Russey Keo,Tuol Sangke,Villa,FALSE,residential,https://www.realestate.com.kh/217115/,en,11.59,104.9
691,219254,107000,2,3,69.87,"LD1 villa in Borey Peng Hout 598, Ek Oudom Chea Sophara Street (598), Russey Keo District, need to sell urgently. * Price only: $ 107,000 (negotiable) *This price includes the transfer of ownership * Land size: 5.1m x 13.7m * House size: 5.1m x 7.2m * Left front land 5m, back land 15m * 2 Bedrooms & 3 Bathrooms * home facing direction : west ?? Location: 10 minutes from AEON2 Supermarket, Makro Supermarket and located at His Excellency Chea Sophara Street (598) => Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Russey Keo,Tuol Sangke,Villa,FALSE,residential,https://www.realestate.com.kh/219254/,en,11.59,104.9
1869,218193,105000,2,3,69.87,"villa in Borey Peng Hout 598, Ek Oudom Chea Sophara Street (598), Russey Keo District, need to sell urgently. * Price only: $ 105,000 (negotiable) *This price includes the transfer of ownership * Land size: 5.1m x 13.7m * House size: 5.1m x 7.2m * Left front land 5m, back land 15m * 2 Bedrooms & 3 Bathrooms * home facing direction : west ?? Location: 10 minutes from AEON2 Supermarket, Makro Supermarket and located at His Excellency Chea Sophara Street (598) => Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Russey Keo,Tuol Sangke,Villa,FALSE,residential,https://www.realestate.com.kh/218193/,en,11.59,104.9
180,207617,61000,2,3,70,"Flat (E0) in Borey Cheyudom (Prek Pra) from Chbar Ampov bridge about 2.5 km. Need to sell urgently. *Price only: 61,000 dollars (negotiable) *This price plus a free transfer *Land size: 4m x 17.5m * House size: 4m x 16m * Left of land in front of 1m and 0.5m behind land left * 2 bedrooms and 3 bathrooms * heading home: south side - Location: 5 minutes from Chbar Ampov bridge in Borey Cheyudom (Prek Pra) - Civilized, safe, comfortable living - Bank installment for 20 years but require 30% of the house upfront.",Phnom Penh,Chbar Ampov,Preaek Pra,Flat,FALSE,residential,https://www.realestate.com.kh/207617/,en,11.52,104.95
304,214067,450000,4,5,70,"Flat (3 floors) near Monivong Thom Road and Phumin Administration School need to sell urgently * Price only: $ 450,000 (negotiable) *This price includes transfer of title *Lot area: 70 sqm (size in plot) * House size: 5.2m x 12m * Parking in front of the street 5 m * 4 Bedrooms & 5 Bathrooms * house facing direction: east - Location: 150m from Phomin Administrative School, 700m from Boeung Keng Kang Market and 300m from Monivong Thom Road. - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Chamkarmon,BKK 1,Flat,FALSE,residential,https://www.realestate.com.kh/214067/,en,11.55,104.93
330,208630,127000,3,5,70,"Villa for sale (LC2) in Borey, Peng Hout, Beung Snor (Mercurean2) near National Road No. 1 need to sell urgently. * Price only: 127,000 dollars (negotiable) *this price plus transfer of title ownership *Land size: 5m x 14m * House size: 5m x 7m * 5m front land and 2m back land left * 3 bedrooms and 4 bathrooms * heading home: south side *Provide materials such as: 2 air conditioners and curtains - Location: 7 minutes from Chbar Ampov bridge which is near National Road 1 - Civilized living, safe, comfortable and full of big projects, markets and condos - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Chbar Ampov,Nirouth,Villa,FALSE,residential,https://www.realestate.com.kh/208630/,en,11.52,104.95
361,215538,62000,1,1,70,"This apartment is located in Chroy Changvar, Comprising 70 sqm, on the 12th floors, offering 1 bedrooms, 2 bathrooms, open living room over to balcony with mekong view and western style kitchen and comes with Semi furnished. The whole building is a luxury serviced apartment and condominium development with truly spectacular views over Phnom Penh city and the Mekong, Tonle Sap and Bassac Rivers. The centre boasts a raft of high-end amenities and facilities, ranging from the 16th floor bar and lounge, swimming pool and health club, to a business centre and a restaurant with banqueting and catering facilities. The accommodation is unrivaled, each spacious apartment having a wide range of comforts and accessories including cable television, broadband Internet and Wi-Fi facilities. Accessing the facilities is easy. Ample parking is provided for in both outdoor and underground parking areas We are holding many properties if you are looking for rent/sales please feel free to contact us. For more details & viewing ID ST001",Phnom Penh,Chroy Changvar,Chroy Changvar,Apartment,FALSE,residential,https://www.realestate.com.kh/215538/,en,11.58,104.93
468,229666,200000,2,2,70,"This 2 bedrooms apartment located on the 1st floor in the heart of the riverside area comprises approximately 70 sqm, offering 2 bedrooms, 2 bathrooms, balconies, living room, kitchen area, office space and comes fully furnished. The property is close to the markets, river front, mini market, bars, shops, hotels, and many restaurants. This Hard title property is being offered for $200,000.(Negotiate)",Phnom Penh,Daun Penh,Phsar Kandal I,Apartment,FALSE,residential,https://www.realestate.com.kh/229666/,en,11.569135,104.9248
483,207031,150000,2,2,70,"-Location: Hun Sen rd(60m) -2Bedroom, Size: 70sqm -Include: Management fee -Rental price: 650$/month(negotiable) -Sale price: 150000$ (negotiable)",Phnom Penh,Chbar Ampov,Chbar Ampov I,Apartment,FALSE,residential,https://www.realestate.com.kh/207031/,en,11.52609041,104.9305015
494,229976,125000,4,5,70,"- Address: Commune Prey Sa , District Dangkao , Phnom Penh - Land area :  5m x 14m - Built up area : 5m x 10m - Floors ( s ) : 2.5 - Price : $125,000",Phnom Penh,Dangkao,Prey Sa,Unit,FALSE,residential,https://www.realestate.com.kh/229976/,en,11.500658,104.856173
744,215893,270000,5,6,70,"Flat (E0,E1,E2) in front of Hengly market (Teuk Thla) Khan Sen Sok need to sell urgently. * Price only: 270,000 dollars (negotiable) * Land size: 4m x 17.5m * House size: 4m x 14m * Front land left 2m and back land 1.5m * 5 Bedrooms & 6 Bathrooms * house facing direction: east ?? Location: One piece in front of Hengly market, 100 meters from 271 and 2002 road => Civilized, safe, comfortable lifestyle => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Sen Sok,Tuek Thla,Flat,FALSE,residential,https://www.realestate.com.kh/215893/,en,11.55,104.89
789,229189,125000,2,1,70,"- Address: Commune Tonle Bassak , District Chamkarmon , Phnom Penh - Size: 70sqm - Floors ( s ) : 17 - Price : $125,000",Phnom Penh,Meanchey,Chak Angrae Leu,Condo,FALSE,residential,https://www.realestate.com.kh/229189/,en,11.5445,104.913586
1024,247640,60000,,,70,"House for $ 65,000 * 2 bedrooms * 2 bathrooms * Launching Room 5m x 9m. Near the Home of Englidh & Beltte Google Map: https://www.google.com/maps/496176176171761M/41e3e3e3e3e3e3e3.2e3e3e3e3.2e3e3e3e3e3e3e3e3.000m/dry=ttu",Phnom Penh,Chbar Ampov,Preaek Aeng,Flat,FALSE,residential,https://www.realestate.com.kh/247640/,km,11.52526763,104.9811755
1582,215616,359000,4,5,70,"Business house (Matastic shop) in Borey Peng Hout 50m, Dongkor district, need to sell urgently. * Price only: 359,000 dollars (negotiable) *This price includes the transfer of ownership * Land size: 4.5m x 21,5m * House size: 4,5m x 14m * Left 5,5m front land, and 2m back * 4 Bedrooms 5 Bathrooms * home facing : north side *70 percent of the houses are under construction ?? Location: Good location, can do business in front of Mera Mall => Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Dangkao,Dangkao,Shophouse,FALSE,residential,https://www.realestate.com.kh/215616/,en,11.48,104.9
1675,252063,79000,3,4,70,"Shophouse available for rent and sale , ideal for both living and business use. The land size is 70 sqm , with a house size of 10m x 7m . This property offers 4 floors of space, perfect for running a shop, office, or comfortable living. Inside, there are 3 bedrooms and 4 bathrooms , along with a living room and a kitchen . The house is semi furnished , giving you a head start while still allowing you to personalize the space. The property comes with a hard title , and the transfer fee is negotiable , making it easier for both buyers and renters. Contact us today for a viewing or more details. Key Features: • For rent and sale • Shophouse with 4 floors • Land Size: 70 sqm • House Size: 10m x 7m • 3 bedrooms / 4 bathrooms • Living room • Kitchen • Semi furnished • Hard title • Transfer fee negotiable",Phnom Penh,Russey Keo,Russey Keo,Shophouse,FALSE,residential,https://www.realestate.com.kh/252063/,en,11.630107,104.9043
1826,223862,175000,5,4,70,"Flat (2 floors) near Borey Kang Meng and Samnong market 12, need to sell urgently. * Price only: $ 175,000 (negotiable) *This price includes transfer of title *Lot area: 70 sqm (size in plot) * House size: 4m x 15m * Left 1.3m behind land and 2m in front of the road * 5 bedrooms and 4 bathrooms * home facing direction: north ??Location: 200m from Borey Kang Meng, 450m from Panha Cheat University and 400m from Samnong Market 12. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Toul Kork,Tuek L'ak 3,Retreat,FALSE,residential,https://www.realestate.com.kh/223862/,en,11.562248,104.898461
1836,219846,550000,6,5,70,"?? a flat house for sell behind santhormuk high school (price below average market) ?? Land 5mx14m , house size 4.5mx13.5m E3 Three floor have side space 0.5m and behind house space 0.5m have 6 bathroom and 5 bedroom ??Good location behind santhormuk highschool, around market and school (college) and can run other business. ?? price  550,000 (negotiations)",Phnom Penh,Toul Kork,Tuek L'ak 2,Shophouse,FALSE,residential,https://www.realestate.com.kh/219846/,en,11.56412721,104.8972722
1867,227963,180000,2,2,70,"SHOPHOUSE FOR SALE LOCATION: DAUN PENH This Shophouse Surrounded by Many Restaurants, Clothes shop, Banks, Coffee shops, supermarket and other Business. PRICE: $180000 Size: 70 sqm 2 Bedrooms, 2 Bathrooms, Kitchen, Mezzanine, Parking.",Phnom Penh,Daun Penh,Phsar Kandal I,Shophouse,FALSE,residential,https://www.realestate.com.kh/227963/,en,11.569135,104.9248
2378,185539,680000,4,5,70,"Shop House for Sale Now In Business Area at BKK3 !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-024 ??Room Type : 4 Bedroom / 5 Bathroom ?? Price : 680,000USD ?? Land Size : 5m × 16m ?? House Size: 4m × 16m ?? Total Floor: Ground Floor Location : BKK3 Phnom Penh.",Phnom Penh,Chamkarmon,BKK 3,House,FALSE,residential,https://www.realestate.com.kh/185539/,en,11.55,104.93
2419,206984,150000,2,2,70,"-Location: Hun Sen rd(60m) -2Bedroom, Size: 70sqm -Include: Management fee -Rental price: 650$/month(negotiable) -Sale price: 150000$ (negotiable)",Phnom Penh,Chbar Ampov,Chbar Ampov I,Apartment,FALSE,residential,https://www.realestate.com.kh/206984/,en,11.52609041,104.9305015
3073,182880,100000,2,2,70,"R & F Payment Month! 2 Bedrooms From $100,000, 3 Bedrooms from $150,000 The last few sets of pick-up furniture appliances, Fine Fitting High Returns",Phnom Penh,Meanchey,Chak Angrae Kraom,Condo,FALSE,residential,https://www.realestate.com.kh/182880/,en,11.504046,104.9330448
3122,186899,330000,4,5,70,"Villa House For Sale in Sen Sok Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-167 ??Room Type: 4 Bedroom ??Bathroom : 5 ?? Price : 330,000 USD ?? Land Size : 70? ?? Floor Size : 70? Location : Sen Sok Area",Phnom Penh,Sen Sok,Tuek Thla,Villa,FALSE,residential,https://www.realestate.com.kh/186899/,en,11.55,104.89
3823,249448,70000,2,2,70,2-Bedrooms For Sale In 7 Makara Area Sale price: $70000 (Negotiable) House size: 70 sqm 2 Bedrooms 2 Bathrooms Livingroom Kitchen Include some Furniture On 2nd floor,Phnom Penh,7 Makara,Monourom,Apartment,FALSE,residential,https://www.realestate.com.kh/249448/,en,11.537783,104.920235
