price,land_area,address_line_2,latitude,longitude,price_per_m2,geometry,index_right,population,h_id,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused
130000.0,79.0,Dangkao,11.504923,104.891869,1645.5696202531649,POINT (104.891869 11.504923),54635.0,3259.0,88658461e1fffff,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,48,0,2,2,2,42,59,0,2,9,6,42,5,0,0,0,0,5,2,0,0,0,0,2,6,0,0,0,0,6,16,1,0,0,0,15,21,1,1,1,1,17,27,0,1,0,5,21,13,0,0,1,1,11,12,0,1,0,1,10,7,0,0,0,0,7,14,0,1,0,0,13,38,0,0,5,9,24,6,0,0,0,0,6,66,0,0,0,0,66,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
295000.0,179.4,Nirouth,11.52713582,104.955836,1644.3701226309922,POINT (104.955836 11.52713582),53952.0,3952.0,8865846a53fffff,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,6,0,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,68,0,6,4,7,51,43,0,4,6,6,27,28,0,1,1,0,26,22,0,0,0,2,20,21,0,0,1,1,19,39,0,1,3,0,35,23,0,1,1,3,18,20,0,0,2,3,15,10,0,0,0,0,10,14,0,2,2,0,10,28,0,0,0,0,28,32,0,2,0,2,28,17,2,4,2,1,8,27,0,0,0,6,21,174,0,0,0,6,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
690000.0,420.0,Preaek Lieb,11.589674,104.925654,1642.857142857143,POINT (104.925654 11.589674),54162.0,11327.0,8865846819fffff,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,141,4,3,19,29,86,111,2,2,10,26,71,103,0,0,12,24,67,85,0,1,15,47,22,98,1,2,15,22,58,75,0,1,3,11,60,61,1,3,9,13,35,49,0,2,4,6,37,83,0,1,5,7,70,28,1,0,1,9,17,113,0,0,32,52,29,81,2,2,3,27,47,17,0,0,1,1,15,252,0,6,1,101,144,931,12,18,134,362,405,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
145000.0,88.4,Veal Sbov,11.51532564,104.9695009,1640.2714932126696,POINT (104.9695009 11.51532564),52969.0,490.0,88658478b7fffff,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,26,0,0,2,7,17,27,0,0,0,7,20,2,0,0,0,2,0,2,0,0,0,0,2,3,0,0,0,0,3,4,0,0,0,3,1,8,0,0,1,3,4,6,0,0,0,0,6,2,0,0,0,0,2,4,0,0,1,2,1,1,0,0,0,0,1,5,0,0,0,2,3,16,1,0,6,3,6,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
370000.0,226.0,Preaek Kampues,11.4847104,104.8888255,1637.1681415929204,POINT (104.8888255 11.4847104),54643.0,1076.0,88658461cdfffff,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,12,0,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,13,0,0,1,3,9,26,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,1,1,2,5,0,0,0,1,4,1,0,0,0,0,1,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,29,0,1,1,11,16,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000.0,67.2,Chak Angrae Kraom,11.49992104,104.9351025,1636.904761904762,POINT (104.9351025 11.49992104),54724.0,8431.0,8865846105fffff,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,42,0,0,4,11,27,43,0,1,3,4,35,2,0,0,0,1,1,4,0,0,0,0,4,5,0,0,0,0,5,16,0,0,0,0,16,18,0,0,3,1,14,14,0,0,1,1,12,3,0,0,0,0,3,10,0,0,0,1,9,6,0,0,0,1,5,11,0,0,1,0,10,20,1,2,1,2,14,24,0,0,0,6,18,36,0,0,6,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315000.0,192.5,Nirouth,11.52,104.95,1636.3636363636365,POINT (104.95 11.52),54706.0,8223.0,886584612dfffff,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,68,0,2,9,7,50,48,0,0,12,5,31,21,0,1,1,0,19,19,0,0,0,2,17,20,0,0,1,1,18,37,0,2,1,2,32,27,0,0,5,0,22,20,0,0,4,3,13,9,0,0,0,0,9,14,0,1,2,1,10,23,0,0,0,1,22,31,0,0,2,1,28,17,0,5,2,5,5,26,0,0,0,6,20,174,0,0,6,0,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165000.0,101.0,Chey Chumneah Ti Mouy,11.62538904,104.8822239,1633.6633663366338,POINT (104.8822239 11.62538904),54106.0,5723.0,88658468abfffff,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,0,0,16,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,40,0,4,1,8,27,56,0,4,7,8,37,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,20,0,0,2,2,16,18,0,0,2,1,15,6,0,0,0,1,5,7,0,0,0,1,6,11,0,0,2,1,8,0,0,0,0,0,0,8,0,0,0,1,7,25,0,2,3,4,16,18,0,0,0,12,6,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
980000.0,600.0,Nirouth,11.52928,104.941454,1633.3333333333333,POINT (104.941454 11.52928),54710.0,11754.0,8865846125fffff,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,9,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,104,2,0,10,36,56,69,5,2,6,14,42,71,0,0,1,9,61,66,0,0,2,9,55,62,1,0,1,7,53,53,1,1,4,18,29,42,0,2,4,9,27,35,1,3,3,5,23,24,0,0,1,5,18,24,0,0,1,11,12,80,0,0,1,12,67,67,0,0,4,10,53,19,0,0,6,4,9,119,0,0,6,13,100,576,0,0,0,96,480,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
245000.0,150.0,Phnom Penh Thmei,11.575837,104.920096,1633.3333333333333,POINT (104.920096 11.575837),53920.0,16252.0,8865846aadfffff,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,175,11,11,31,45,77,143,0,14,21,26,82,112,8,11,49,23,21,89,7,22,36,15,9,109,2,12,29,39,27,93,2,0,12,35,44,78,2,2,22,22,30,64,1,2,13,20,28,103,3,3,11,40,46,35,1,1,8,8,17,119,3,42,47,19,8,98,1,13,28,26,30,16,0,0,1,4,11,270,1,87,112,40,30,1027,39,208,432,162,186,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
450000.0,276.0,Preaek Lieb,11.589674,104.925654,1630.4347826086955,POINT (104.925654 11.589674),54162.0,11327.0,8865846819fffff,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,141,4,3,19,29,86,111,2,2,10,26,71,103,0,0,12,24,67,85,0,1,15,47,22,98,1,2,15,22,58,75,0,1,3,11,60,61,1,3,9,13,35,49,0,2,4,6,37,83,0,1,5,7,70,28,1,0,1,9,17,113,0,0,32,52,29,81,2,2,3,27,47,17,0,0,1,1,15,252,0,6,1,101,144,931,12,18,134,362,405,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
300000.0,184.0,Preaek Lieb,11.58942173,104.9255682,1630.4347826086955,POINT (104.9255682 11.58942173),54162.0,11327.0,8865846819fffff,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,141,3,4,21,27,86,111,2,2,10,26,71,103,0,0,13,24,66,85,0,1,20,42,22,99,1,2,17,20,59,75,0,1,3,11,60,61,1,3,9,17,31,49,0,2,4,6,37,84,0,1,5,7,71,28,1,0,1,9,17,113,0,0,39,45,29,82,2,2,3,27,48,17,0,0,1,1,15,252,0,6,33,69,144,931,12,18,179,317,405,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
300000.0,184.0,Chey Chumneah Ti Mouy,11.59,104.9,1630.4347826086955,POINT (104.9 11.59),54093.0,8037.0,88658468c9fffff,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,153,3,10,14,45,81,135,4,6,24,35,66,96,0,0,2,24,70,81,0,3,1,10,67,91,2,1,11,13,64,73,1,8,16,11,37,66,2,1,12,13,38,60,0,1,12,12,35,97,3,2,7,47,38,28,0,3,1,7,17,103,0,0,2,5,96,78,1,5,9,11,52,22,0,1,7,5,9,263,0,6,12,22,223,895,12,12,62,119,690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1500000.0,920.0,Boeng Tumpun,11.55,104.93,1630.4347826086955,POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,10,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,164,7,14,32,49,62,122,2,1,9,53,57,111,2,14,29,44,22,88,2,8,27,39,12,101,3,5,32,29,32,79,7,10,16,19,27,73,4,3,16,16,34,63,0,4,13,15,31,81,2,3,11,11,54,33,2,0,8,11,12,118,9,7,34,64,4,88,2,13,23,30,20,19,0,0,1,2,16,252,1,7,64,166,14,973,12,84,206,496,175,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
269000.0,165.0,Dangkao,11.48,104.9,1630.3030303030305,POINT (104.9 11.48),54714.0,1551.0,886584611bfffff,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,16,0,0,2,3,11,32,0,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,1,5,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,2,26,0,2,3,2,19,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
700000.0,430.65,Preaek Kampues,11.45879223,104.9098823,1625.4499013119705,POINT (104.9098823 11.45879223),54778.0,391.0,8865846067fffff,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,15,0,0,0,0,0,2,0,0,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,5,6,15,1,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,4,2,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1300000.0,800.0,Preaek Aeng,11.522551,104.962474,1625.0,POINT (104.962474 11.522551),53953.0,3342.0,8865846a51fffff,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,49,0,1,8,4,36,34,0,0,4,10,20,8,0,0,2,0,6,10,0,0,0,0,10,6,0,0,0,1,5,17,0,0,3,1,13,13,0,0,1,4,8,10,0,0,0,3,7,6,0,0,0,0,6,8,0,0,3,1,4,9,0,0,0,0,9,11,0,0,2,0,9,16,0,4,5,0,7,19,0,0,0,0,19,66,0,0,0,0,66,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1300000.0,800.0,Chhbar Ampov Ti Muoy,11.52928,104.941454,1625.0,POINT (104.941454 11.52928),54710.0,11754.0,8865846125fffff,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,9,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,104,2,0,10,36,56,69,5,2,6,14,42,71,0,0,1,9,61,66,0,0,2,9,55,62,1,0,1,7,53,53,1,1,4,18,29,42,0,2,4,9,27,35,1,3,3,5,23,24,0,0,1,5,18,24,0,0,1,11,12,80,0,0,1,12,67,67,0,0,4,10,53,19,0,0,6,4,9,119,0,0,6,13,100,576,0,0,0,96,480,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
130000.0,80.0,Phsar Chas,11.56944204,104.925933,1625.0,POINT (104.925933 11.56944204),53895.0,28799.0,8865846ae7fffff,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,171,4,20,36,38,73,142,0,9,14,39,80,111,8,15,54,23,11,90,35,20,17,10,8,109,16,13,17,32,31,94,0,6,15,22,51,76,1,9,16,19,31,66,3,3,7,20,33,93,1,7,8,17,60,36,3,4,1,9,19,120,56,26,24,5,9,95,12,12,26,17,28,12,0,0,2,1,9,258,40,40,134,20,24,1015,184,215,304,162,150,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1300000.0,800.0,Nirouth,11.52,104.95,1625.0,POINT (104.95 11.52),54706.0,8223.0,886584612dfffff,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,68,0,2,9,7,50,48,0,0,12,5,31,21,0,1,1,0,19,19,0,0,0,2,17,20,0,0,1,1,18,37,0,2,1,2,32,27,0,0,5,0,22,20,0,0,4,3,13,9,0,0,0,0,9,14,0,1,2,1,10,23,0,0,0,1,22,31,0,0,2,1,28,17,0,5,2,5,5,26,0,0,0,6,20,174,0,0,6,0,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150000.0,92.4,Nirouth,11.522551,104.96247,1623.3766233766232,POINT (104.96247 11.522551),53953.0,3342.0,8865846a51fffff,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,49,0,1,8,4,36,34,0,0,4,10,20,8,0,0,2,0,6,10,0,0,0,0,10,6,0,0,0,1,5,17,0,0,3,1,13,13,0,0,1,4,8,10,0,0,0,3,7,6,0,0,0,0,6,8,0,0,3,1,4,9,0,0,0,0,9,11,0,0,2,0,9,16,0,4,5,0,7,19,0,0,0,0,19,66,0,0,0,0,66,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
