,address_subdivision,address_locality,address_line_2,h_id,category_name,type,price_per_m2,land_area,price,longitude,latitude,population
2870,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d7fffff,Land/Development,residential,935.55,86,80457.3,104.86567425217825,11.598361781961492,4758.0
2871,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2469.93,48,118556.63999999998,104.93145177437633,11.559997092117998,20064.0
2872,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2469.93,48,118556.63999999998,104.93145177437633,11.559997092117998,20064.0
2873,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2469.93,48,118556.63999999998,104.93145177437633,11.559997092117998,20064.0
2874,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2469.93,48,118556.63999999998,104.93145177437633,11.559997092117998,20064.0
2875,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2469.93,48,118556.63999999998,104.93145177437633,11.559997092117998,20064.0
2876,Phnom Penh,Sen Sok,Kouk Khleang,88658468d1fffff,Unit,residential,2333.33,104,242666.32,104.8739460595163,11.590086463205923,4621.0
2877,Phnom Penh,Toul Kork,Tuek L'ak 3,8865846a83fffff,Land/Development,commercial,1428.57,84,119999.87999999999,104.89946543115441,11.55241604303331,29015.0
2878,Phnom Penh,Toul Kork,Tuek L'ak 3,8865846a83fffff,Land/Development,commercial,1428.57,84,119999.87999999999,104.89946543115441,11.55241604303331,29015.0
2879,Phnom Penh,Prek Pnov,Preaek Pnov,8865846d05fffff,Land/Development,residential,4050.0,64,259200.0,104.81930525460886,11.6262024483425,86.0
2880,Phnom Penh,Dangkao,Prey Veaeng,88658460adfffff,Land/Development,residential,402.78,84,33833.52,104.84514999464409,11.470249201340847,1304.0
2881,Phnom Penh,Por Sen Chey,Kakap,8865846f07fffff,Land/Development,residential,564.52,82,46290.64,104.84240609018444,11.570335072934899,2226.0
2882,Phnom Penh,Por Sen Chey,Kakap,8865846f07fffff,Land/Development,residential,564.52,82,46290.64,104.84240609018444,11.570335072934899,2226.0
2883,Phnom Penh,Por Sen Chey,Kakap,8865846f07fffff,Land/Development,residential,564.52,82,46290.64,104.84240609018444,11.570335072934899,2226.0
2884,Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846acbfffff,Condo,residential,1684.21,106,178526.26,104.91581979644343,11.533011493816103,27484.0
2885,Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846acbfffff,Condo,residential,1684.21,106,178526.26,104.91581979644343,11.533011493816103,27484.0
2886,Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846acbfffff,Condo,residential,1684.21,106,178526.26,104.91581979644343,11.533011493816103,27484.0
2887,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d9fffff,Villa,residential,1666.67,38,63333.46000000001,104.87282125780091,11.58324547627634,4023.0
2888,Phnom Penh,Meanchey,Chak Angrae Leu,8865846137fffff,Villa,residential,2471.59,60,148295.40000000002,104.91024330817906,11.519393971419072,24682.0
2889,Phnom Penh,Meanchey,Chak Angrae Leu,8865846137fffff,Villa,residential,2471.59,60,148295.40000000002,104.91024330817906,11.519393971419072,24682.0
2890,Phnom Penh,Meanchey,Chak Angrae Leu,8865846137fffff,Villa,residential,2471.59,60,148295.40000000002,104.91024330817906,11.519393971419072,24682.0
2891,Phnom Penh,Por Sen Chey,Kakap,8865846f01fffff,Apartment,residential,804.6,62,49885.200000000004,104.84398697677928,11.556911102533746,6724.0
2892,Phnom Penh,Prek Pnov,Preaek Pnov,8865846d5dfffff,Shophouse,residential,883.72,114,100744.08,104.81482697059809,11.592295870483076,2903.0
2893,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Studio,residential,2882.31,38,109527.78,104.91868767800072,11.554976759282928,18149.0
2894,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Studio,residential,2882.31,38,109527.78,104.91868767800072,11.554976759282928,18149.0
2895,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Studio,residential,2882.31,38,109527.78,104.91868767800072,11.554976759282928,18149.0
2896,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Studio,residential,2882.31,38,109527.78,104.91868767800072,11.554976759282928,18149.0
2897,Phnom Penh,Chroy Changvar,Preaek Ta Sek,886584698bfffff,Unit,residential,937.5,66,61875.0,104.90955117979394,11.651026050768174,1785.0
2898,Phnom Penh,Meanchey,Boeung Tumpun,8865846135fffff,Flat,residential,1069.42,116,124052.72,104.91658607229749,11.521724950002385,22376.0
2899,Phnom Penh,Meanchey,Boeung Tumpun,8865846135fffff,Flat,residential,1069.42,116,124052.72,104.91658607229749,11.521724950002385,22376.0
2900,Phnom Penh,Meanchey,Boeung Tumpun,8865846135fffff,Flat,residential,1069.42,116,124052.72,104.91658607229749,11.521724950002385,22376.0
2901,Phnom Penh,Russey Keo,Russey Keo,88658469dbfffff,Flat,residential,574.32,54,31013.280000000002,104.90048257146867,11.63224119463845,2574.0
2902,Phnom Penh,Russey Keo,Russey Keo,88658469dbfffff,Flat,residential,574.32,54,31013.280000000002,104.90048257146867,11.63224119463845,2574.0
2903,Phnom Penh,Russey Keo,Russey Keo,88658469dbfffff,Flat,residential,574.32,54,31013.280000000002,104.90048257146867,11.63224119463845,2574.0
2904,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468ddfffff,Unit,residential,2777.78,86,238889.08000000002,104.87615569072724,11.585984844633451,3193.0
2905,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Shophouse,residential,5532.16,114,630666.24,104.92500592358462,11.551556840946628,18149.0
2906,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Shophouse,residential,5532.16,114,630666.24,104.92500592358462,11.551556840946628,18149.0
2907,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Shophouse,residential,5532.16,114,630666.24,104.92500592358462,11.551556840946628,18149.0
2908,Phnom Penh,Chamkarmon,BKK 1,8865846aebfffff,Shophouse,residential,5532.16,114,630666.24,104.92500592358462,11.551556840946628,18149.0
2909,Phnom Penh,Sen Sok,Ou Baek K'am,8865846a93fffff,Shophouse,residential,3787.88,78,295454.64,104.86771426835799,11.550798076780053,11748.0
2910,Phnom Penh,Sen Sok,Ou Baek K'am,8865846a93fffff,Shophouse,residential,3787.88,78,295454.64,104.86771426835799,11.550798076780053,11748.0
2911,Phnom Penh,Toul Kork,Boeung Kak 2,8865846aa3fffff,Condo,residential,2083.33,64,133333.12,104.90033839737066,11.578790453642448,7618.0
2912,Phnom Penh,Toul Kork,Boeung Kak 2,8865846aa3fffff,Condo,residential,2083.33,64,133333.12,104.90033839737066,11.578790453642448,7618.0
2913,Phnom Penh,Toul Kork,Boeung Kak 2,8865846aa3fffff,Condo,residential,2083.33,64,133333.12,104.90033839737066,11.578790453642448,7618.0
2914,Phnom Penh,Toul Kork,Boeung Kak 2,8865846aa3fffff,Condo,residential,2083.33,64,133333.12,104.90033839737066,11.578790453642448,7618.0
2915,Phnom Penh,Dangkao,Cheung Aek,8865846113fffff,Villa,residential,2126.67,62,131853.54,104.89902894460658,11.495918988177449,2496.0
2916,Phnom Penh,Dangkao,Cheung Aek,8865846113fffff,Villa,residential,2126.67,62,131853.54,104.89902894460658,11.495918988177449,2496.0
2917,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,Unit,residential,1208.1,104,125642.4,104.99655661787797,11.525449325289872,2286.0
2918,Phnom Penh,Meanchey,Chak Angrae Leu,886584613dfffff,Villa,residential,2814.81,30,84444.3,104.9266742776702,11.516456744642928,2806.0
2919,Phnom Penh,Meanchey,Chak Angrae Leu,886584613dfffff,Villa,residential,2814.81,30,84444.3,104.9266742776702,11.516456744642928,2806.0
2920,Phnom Penh,Meanchey,Chak Angrae Kraom,8865846107fffff,Land,commercial,279.92,34,9517.28,104.92380819502023,11.500289464726318,2745.0
2921,Phnom Penh,Meanchey,Boeung Tumpun,8865846ac3fffff,Land/Development,residential,1312.02,110,144322.2,104.90768494410158,11.53890482579705,27697.0
2922,Phnom Penh,Meanchey,Boeung Tumpun,8865846ac3fffff,Land/Development,residential,1312.02,110,144322.2,104.90768494410158,11.53890482579705,27697.0
2923,Phnom Penh,Meanchey,Boeung Tumpun,8865846ac3fffff,Land/Development,residential,1312.02,110,144322.2,104.90768494410158,11.53890482579705,27697.0
2924,Phnom Penh,Meanchey,Boeung Tumpun,8865846ac3fffff,Land/Development,residential,1312.02,110,144322.2,104.90768494410158,11.53890482579705,27697.0
2925,Phnom Penh,Meanchey,Boeung Tumpun,8865846ac3fffff,Land/Development,residential,1312.02,110,144322.2,104.90768494410158,11.53890482579705,27697.0
2926,Phnom Penh,Sen Sok,Krang Thnong,8865846f2dfffff,House,residential,1829.27,110,201219.7,104.85901921445935,11.577874652623418,4051.0
2927,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab7fffff,Unit,residential,5263.16,36,189473.76,104.8851353673851,11.583867010231758,4071.0
2928,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab7fffff,Unit,residential,5263.16,36,189473.76,104.8851353673851,11.583867010231758,4071.0
2929,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,62,134457.54,104.90296753911956,11.544957884780786,29434.0
2930,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,62,134457.54,104.90296753911956,11.544957884780786,29434.0
2931,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,62,134457.54,104.90296753911956,11.544957884780786,29434.0
2932,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,62,134457.54,104.90296753911956,11.544957884780786,29434.0
2933,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2934,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2935,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2936,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2937,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2938,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2939,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2940,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2941,Phnom Penh,7 Makara,Ou Ruessei 3,8865846ae3fffff,House,residential,5000.0,66,330000.0,104.92117350826229,11.56515508048659,39519.0
2942,Phnom Penh,Toul Kork,Tuek L'ak 1,8865846abdfffff,Shophouse,residential,6370.37,78,496888.86,104.89278146905448,11.566368304082058,15107.0
2943,Phnom Penh,Toul Kork,Tuek L'ak 1,8865846abdfffff,Shophouse,residential,6370.37,78,496888.86,104.89278146905448,11.566368304082058,15107.0
2944,Phnom Penh,Toul Kork,Tuek L'ak 1,8865846abdfffff,Shophouse,residential,6370.37,78,496888.86,104.89278146905448,11.566368304082058,15107.0
2945,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Apartment,residential,2055.35,82,168538.69999999998,104.93926136392064,11.549370555477681,5336.0
2946,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Apartment,residential,2055.35,82,168538.69999999998,104.93926136392064,11.549370555477681,5336.0
2947,Phnom Penh,Dangkao,Preaek Kampues,88658461c7fffff,Villa,residential,1813.37,32,58027.84,104.877750669116,11.492612465033634,531.0
2948,Phnom Penh,Dangkao,Preaek Kampues,88658461c7fffff,Villa,residential,1813.37,32,58027.84,104.877750669116,11.492612465033634,531.0
2949,Phnom Penh,Por Sen Chey,Kamboul,8865846e23fffff,House,residential,885.05,54,47792.7,104.79834685089328,11.53416786809062,5043.0
2950,Phnom Penh,Por Sen Chey,Kamboul,8865846e23fffff,House,residential,885.05,54,47792.7,104.79834685089328,11.53416786809062,5043.0
2951,Phnom Penh,Por Sen Chey,Kamboul,8865846e23fffff,House,residential,885.05,54,47792.7,104.79834685089328,11.53416786809062,5043.0
2952,Phnom Penh,Russey Keo,Tuol Sangkae 2,88658469dbfffff,Condo,residential,1537.97,72,110733.84,104.9045026944315,11.631135821126886,2574.0
2953,Phnom Penh,Russey Keo,Tuol Sangkae 2,88658469dbfffff,Condo,residential,1537.97,72,110733.84,104.9045026944315,11.631135821126886,2574.0
2954,Phnom Penh,Russey Keo,Tuol Sangkae 2,88658469dbfffff,Condo,residential,1537.97,72,110733.84,104.9045026944315,11.631135821126886,2574.0
2955,Phnom Penh,Chroy Changvar,Preaek Ta Sek,886584698bfffff,Land/Development,residential,482.14,48,23142.72,104.90937759414848,11.656239553794743,1785.0
2956,Phnom Penh,Por Sen Chey,Kakab 1,8865846f0dfffff,Condo,residential,1388.89,102,141666.78,104.85362503196049,11.557591619042167,5105.0
2957,Phnom Penh,Meanchey,Chak Angrae Kraom,886584610dfffff,Land/Development,residential,1674.6,84,140666.4,104.94131802248255,11.497657418665431,5303.0
2958,Phnom Penh,Meanchey,Stueng Mean chey 1,8865846ad3fffff,Villa,residential,3854.17,104,400833.68,104.88873582151267,11.535480771238367,26248.0
2959,Phnom Penh,Dangkao,Cheung Aek,8865846157fffff,Land,commercial,1650.0,44,72600.0,104.9183561854455,11.481065513920182,977.0
2960,Phnom Penh,Dangkao,Cheung Aek,8865846157fffff,Land,commercial,1650.0,44,72600.0,104.9183561854455,11.481065513920182,977.0
2961,Phnom Penh,Sen Sok,Kouk Khleang,8865846f67fffff,Land/Development,residential,850.0,110,93500.0,104.86054692816678,11.57930668795968,4408.0
2962,Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846aa7fffff,Condo,residential,1250.04,60,75002.4,104.90386699623944,11.58096771990815,36545.0
2963,Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846aa7fffff,Condo,residential,1250.04,60,75002.4,104.90386699623944,11.58096771990815,36545.0
2964,Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846aa7fffff,Condo,residential,1250.04,60,75002.4,104.90386699623944,11.58096771990815,36545.0
2965,Phnom Penh,Chroy Changvar,Chroy Changvar,8865846857fffff,Land/Development,residential,1500.0,106,159000.0,104.92746276479417,11.590262295083875,5029.0
2966,Phnom Penh,Por Sen Chey,Snaor,88658461b7fffff,Villa,residential,521.24,102,53166.48,104.84551706001005,11.524838469580212,11389.0
2967,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,Twin Villa,residential,1605.67,88,141298.96000000002,104.96240897267633,11.5223161121883,3342.0
2968,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,Twin Villa,residential,1605.67,88,141298.96000000002,104.96240897267633,11.5223161121883,3342.0
2969,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2970,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2971,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2972,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2973,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2974,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2975,Phnom Penh,Toul Kork,Phsar Depou I,8865846aabfffff,Apartment,residential,850.0,46,39100.0,104.90726418025824,11.566279540452024,17436.0
2976,Phnom Penh,Meanchey,Stueng Mean chey 3,8865846a99fffff,Flat,residential,5000.0,48,240000.0,104.8852580151695,11.539112293539723,26319.0
2977,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2978,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2979,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2980,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2981,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2982,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2983,Phnom Penh,Meanchey,Boeung Tumpun,8865846a8dfffff,Villa,residential,3166.67,102,323000.34,104.91548886972788,11.55035545512439,23250.0
2984,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2985,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2986,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2987,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2988,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2989,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2990,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846a8dfffff,Villa,residential,1839.57,64,117732.48,104.91563285289004,11.558274751626229,23250.0
2991,Phnom Penh,Dangkao,Cheung Aek,88658461ebfffff,Retreat,residential,699.0,98,68502.0,104.88132008291291,11.50400190418124,3219.0
2992,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,House,residential,1644.37,110,180880.69999999998,104.94921216728036,11.529547934623332,3952.0
2993,Phnom Penh,Dangkao,Prey Veaeng,886584619bfffff,Land/Development,residential,190.0,90,17100.0,104.84044806934178,11.489007673485258,2075.0
2994,Phnom Penh,Dangkao,Prey Veaeng,886584619bfffff,Land/Development,residential,190.0,90,17100.0,104.84044806934178,11.489007673485258,2075.0
2995,Phnom Penh,Dangkao,Prey Veaeng,886584619bfffff,Land/Development,residential,190.0,90,17100.0,104.84044806934178,11.489007673485258,2075.0
2996,Phnom Penh,Dangkao,Prey Sa,8865846853fffff,Twin Villa,residential,1456.52,30,43695.6,104.92343951376742,11.582088681056927,2841.0
2997,Phnom Penh,Dangkao,Prey Sa,8865846853fffff,Twin Villa,residential,1456.52,30,43695.6,104.92343951376742,11.582088681056927,2841.0
2998,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Twin Villa,residential,1990.38,86,171172.68000000002,104.86775481598407,11.586843913548359,4621.0
2999,Phnom Penh,Sen Sok,Tuek Thla,8865846a93fffff,Condo,residential,1198.5,62,74307.0,104.86837203492344,11.545878929433504,11748.0
3000,Phnom Penh,Sen Sok,Tuek Thla,8865846a93fffff,Condo,residential,1198.5,62,74307.0,104.86837203492344,11.545878929433504,11748.0
3001,Phnom Penh,Chroy Changvar,Chroy Changvar,886584698bfffff,Condo,residential,2133.08,54,115186.31999999999,104.90827902361481,11.65344211255576,1785.0
3002,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Villa,residential,4262.71,56,238711.76,104.95352118958105,11.516809328558173,3829.0
3003,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Villa,residential,4262.71,56,238711.76,104.95352118958105,11.516809328558173,3829.0
3004,Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d5fffff,Shophouse,residential,2112.98,56,118326.88,104.91516447004054,11.649845517783914,2956.0
3005,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a41fffff,Villa,residential,1470.74,96,141191.04,104.97995982940458,11.52679390702485,3141.0
3006,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a41fffff,Villa,residential,1470.74,96,141191.04,104.97995982940458,11.52679390702485,3141.0
3007,Phnom Penh,Toul Kork,Boeung Kak 2,8865846a83fffff,Apartment,residential,2590.09,48,124324.32,104.89544084777366,11.5520094806061,29015.0
3008,Phnom Penh,Toul Kork,Boeung Kak 2,8865846a83fffff,Apartment,residential,2590.09,48,124324.32,104.89544084777366,11.5520094806061,29015.0
3009,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Twin Villa,residential,1960.23,106,207784.38,104.95654438843039,11.519388998421215,3829.0
3010,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Twin Villa,residential,1960.23,106,207784.38,104.95654438843039,11.519388998421215,3829.0
3011,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,64,104554.24,104.87934036334386,11.63229906695176,5723.0
3012,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,64,104554.24,104.87934036334386,11.63229906695176,5723.0
3013,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,64,104554.24,104.87934036334386,11.63229906695176,5723.0
3014,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,64,104554.24,104.87934036334386,11.63229906695176,5723.0
3015,Phnom Penh,Chroy Changvar,Preaek Ta Sek,886584698bfffff,Twin Villa,residential,1339.29,60,80357.4,104.91320249000053,11.658888238767783,1785.0
3016,Phnom Penh,Prek Pnov,Ponsang,886580d2d9fffff,Land,commercial,300.0,38,11400.0,104.79063022055269,11.643768636796565,3.0
3017,Phnom Penh,Prek Pnov,Ponsang,886580d2d9fffff,Land,commercial,300.0,38,11400.0,104.79063022055269,11.643768636796565,3.0
3018,Phnom Penh,Toul Kork,Boeung Kak 1,8865846ab5fffff,Studio,residential,1225.57,50,61278.5,104.893581242988,11.573870114823798,13220.0
3019,Phnom Penh,Toul Kork,Boeung Kak 1,8865846ab5fffff,Studio,residential,1225.57,50,61278.5,104.893581242988,11.573870114823798,13220.0
3020,Phnom Penh,Por Sen Chey,Chaom Chau 3,8865846f1dfffff,Retreat,residential,1312.17,86,112846.62000000001,104.82459730321534,11.558094296619306,2554.0
3021,Phnom Penh,Sen Sok,Krang Thnong,8865846f65fffff,Land/Development,residential,491.72,64,31470.08,104.86663917924629,11.570867214794276,3626.0
3022,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,Land/Development,residential,385.15,118,45447.7,104.96176526171453,11.54383377565968,22.0
3023,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,Land/Development,residential,385.15,118,45447.7,104.96176526171453,11.54383377565968,22.0
3024,Phnom Penh,Por Sen Chey,Kakap,8865846f45fffff,Land/Development,commercial,168.0,66,11088.0,104.85892274735293,11.547929774774278,6234.0
3025,Phnom Penh,Por Sen Chey,Kakap,8865846f45fffff,Land/Development,commercial,168.0,66,11088.0,104.85892274735293,11.547929774774278,6234.0
3026,Phnom Penh,Por Sen Chey,Kakap,8865846f45fffff,Land/Development,commercial,168.0,66,11088.0,104.85892274735293,11.547929774774278,6234.0
3027,Phnom Penh,Por Sen Chey,Kantaok,886584600dfffff,Land/Development,residential,550.0,66,36300.0,104.90633905958533,11.441004279329977,1188.0
3028,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a13fffff,Condo,residential,2004.19,58,116243.02,104.9358347076848,11.538981130240737,3446.0
3029,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a13fffff,Condo,residential,2004.19,58,116243.02,104.9358347076848,11.538981130240737,3446.0
3030,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3031,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3032,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3033,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3034,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3035,Phnom Penh,7 Makara,Veal Vong,8865846a85fffff,condo,residential,1691.18,82,138676.76,104.91206079283175,11.564409341873638,25191.0
3036,Phnom Penh,Meanchey,Chak Angrae Kraom,8865846107fffff,Villa,residential,3588.24,80,287059.19999999995,104.92341357280725,11.509109080180185,2745.0
3037,Phnom Penh,Chroy Changvar,Preaek Lieb,8865846853fffff,Unit,residential,1875.0,46,86250.0,104.92734863646113,11.587433127428952,2841.0
3038,Phnom Penh,Chroy Changvar,Preaek Lieb,8865846853fffff,Unit,residential,1875.0,46,86250.0,104.92734863646113,11.587433127428952,2841.0
3039,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Villa,residential,5102.04,42,214285.68,104.92585946397078,11.53088913833165,5626.0
3040,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Villa,residential,5102.04,42,214285.68,104.92585946397078,11.53088913833165,5626.0
3041,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Villa,residential,5102.04,42,214285.68,104.92585946397078,11.53088913833165,5626.0
3042,Phnom Penh,Chbar Ampov,Chbar Ampov II,8865846a15fffff,Land,commercial,2380.95,56,133333.19999999998,104.94702725123263,11.551461745336175,808.0
3043,Phnom Penh,Chbar Ampov,Chbar Ampov II,8865846a15fffff,Land,commercial,2380.95,56,133333.19999999998,104.94702725123263,11.551461745336175,808.0
3044,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,Land/Development,residential,430.37,112,48201.44,104.99525684153052,11.525106400249584,2286.0
3045,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d5fffff,Twin Villa,residential,1967.0,52,102284.0,104.87969856134609,11.597454024162392,2630.0
3046,Phnom Penh,Chroy Changvar,Chroy Changvar,886584698dfffff,Condo,residential,1101.69,72,79321.68000000001,104.92824409986439,11.657055686910384,1147.0
3047,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846f19fffff,Retreat,residential,785.91,88,69160.08,104.82139218398638,11.547907462262849,3163.0
3048,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846f19fffff,Retreat,residential,785.91,88,69160.08,104.82139218398638,11.547907462262849,3163.0
3049,Phnom Penh,Meanchey,Chak Angrae Kraom,8865846101fffff,Twin Villa,residential,2652.38,62,164447.56,104.93396027365318,11.500244360396156,2439.0
