,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude
1788,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a4bfffff,746.79,78,58249.619999999995,104.98196700247023,11.523266482337128
1789,Phnom Penh,Praek Pnov,Kouk Roka,8865846d05fffff,1608.01,48,77184.48,104.82310733584129,11.627506201179633
1790,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469b9fffff,2288.93,112,256360.15999999997,104.90379701742835,11.668301424524625
1791,Phnom Penh,Pur SenChey,Ovlaok,8865846c1bfffff,188.75,98,18497.5,104.74474996661942,11.554672399517038
1792,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a1fffff,1910.29,70,133720.3,104.87777233487701,11.528202510766393
1793,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468c3fffff,2484.53,66,163978.98,104.88853020022994,11.597271774517473
1794,Phnom Penh,Chamkar Mon,Tonle Basak,8865846ae1fffff,2455.21,48,117850.08,104.92595270544177,11.556879925891389
1795,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f19fffff,782.02,114,89150.28,104.81782769582466,11.542502639820903
1796,Phnom Penh,Saensokh,Tuek Thla,8865846ab1fffff,2753.14,92,253288.87999999998,104.88795423956296,11.569643770069007
1797,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a699fffff,291.57,66,19243.62,104.9294235794102,11.696410046661224
1798,Phnom Penh,Dangkao,Dangkao,8865846adbfffff,1882.11,32,60227.52,104.89306877280426,11.525051675202098
1799,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Pir,8865846ac7fffff,1216.88,104,126555.52000000002,104.91313085205287,11.541305960787204
1800,Phnom Penh,Chamkar Mon,Tonle Basak,8865846ac1fffff,4448.75,56,249130.0,104.92217932001026,11.532336666263062
1801,Phnom Penh,Praek Pnov,Kouk Roka,8865846f35fffff,679.38,42,28533.96,104.82560703522765,11.581833259644766
1802,Phnom Penh,Chraoy Chongvar,Preaek Lieb,886584698bfffff,1501.78,66,99117.48,104.91368211969429,11.660593194296377
1803,Phnom Penh,Doun Penh,Phsar Thmei Ti Bei,8865846ae3fffff,3947.34,98,386839.32,104.91550599975623,11.562439692910772
1804,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f23fffff,2124.89,66,140242.74,104.83741450011567,11.58935194143841
1805,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846aa3fffff,4540.37,52,236099.24,104.90264852521558,11.572923225119817
1806,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,197.49,34,6714.66,104.8148277973999,11.569821615264432
1807,Phnom Penh,Pur SenChey,Kakab,8865846f45fffff,705.21,66,46543.86,104.86469309240819,11.547465985618661
1808,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,886584685bfffff,3929.97,106,416576.82,104.93064929945834,11.57499338054731
1809,Phnom Penh,Saensokh,Khmuonh,8865846d69fffff,2429.2,36,87451.2,104.84510366833803,11.619502552953774
1810,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Bei,8865846a9dfffff,5410.85,38,205612.30000000002,104.88927444226783,11.550829213127917
1811,Phnom Penh,Doun Penh,Phsar Kandal Ti Muoy,886584685bfffff,4998.43,46,229927.78000000003,104.92942457678662,11.575037674115073
1812,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a41fffff,1386.21,76,105351.96,104.98140321909925,11.531498118655506
1813,Phnom Penh,Dangkao,Pong Tuek,8865846085fffff,154.9,90,13941.0,104.83166657414219,11.463516957443428
1814,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1713.88,92,157676.96000000002,104.90799374339379,11.628595889916335
1815,Phnom Penh,Tuol Kouk,Phsar Depou Ti Muoy,8865846aabfffff,1581.09,102,161271.18,104.90993724205956,11.571425389015786
1816,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865846a49fffff,355.5,114,40527.0,104.987199027267,11.52030114634805
1817,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d3fffff,1141.84,46,52524.64,104.86167860135083,11.588034694981202
1818,Phnom Penh,Chbar Ampov,Preaek Pra,886584616dfffff,1715.3,96,164668.8,104.96378549492384,11.499285283294988
1819,Phnom Penh,Prampir Meakkakra,Boeng Proluet,8865846a8dfffff,4795.76,44,211013.44,104.91576775279812,11.555128977727206
1820,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,8865846ae7fffff,5676.42,120,681170.4,104.92880984689889,11.568328972446166
1821,Phnom Penh,Pur SenChey,Kantaok,8865846e6bfffff,2348.78,40,93951.20000000001,104.82142057437837,11.508174735536512
1822,Phnom Penh,Saensokh,Khmuonh,886580d243fffff,2509.7,84,210814.8,104.86484387701783,11.657944534471328
1823,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846ae5fffff,1364.46,108,147361.68,104.93152217450263,11.570463207388801
1824,Phnom Penh,Pur SenChey,Kakab,8865846f19fffff,852.62,102,86967.24,104.8221606455574,11.549687771331616
1825,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f1bfffff,173.55,68,11801.400000000001,104.8082624484409,11.547979836826642
1826,Phnom Penh,Doun Penh,Boeng Reang,8865846ae3fffff,1889.62,114,215416.68,104.92212800792858,11.560969013295184
1827,Phnom Penh,Doun Penh,Srah Chak,8865846aa5fffff,2711.47,96,260301.12,104.91479259957076,11.585058765240174
1828,Phnom Penh,Russey Keo,Ruessei Kaev,88658468e9fffff,1146.05,100,114605.0,104.90323267290195,11.613930659216667
1829,Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,3065.86,100,306586.0,104.96429665090814,11.526585078226475
1830,Phnom Penh,Prampir Meakkakra,Boeng Proluet,8865846a85fffff,3400.23,36,122408.28,104.90945665988637,11.56022350060049
1831,Phnom Penh,Russey Keo,Svay Pak,88658468abfffff,1959.92,118,231270.56,104.8842477986218,11.630063945283156
1832,Phnom Penh,Dangkao,Prey Sa,88658461e3fffff,1144.04,30,34321.2,104.8844536946812,11.512775174840522
1833,Phnom Penh,Pur SenChey,Ovlaok,8865846c33fffff,140.91,34,4790.94,104.74959366577094,11.58985013053178
1834,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846815fffff,1548.98,108,167289.84,104.92558624729647,11.606011400822265
1835,Phnom Penh,Pur SenChey,Chaom Chau,8865846e67fffff,1006.63,78,78517.14,104.82558121728991,11.525896416259583
1836,Phnom Penh,Russey Keo,Ruessei Kaev,88658468edfffff,1659.68,50,82984.0,104.91412871525593,11.615238096878421
1837,Phnom Penh,Mean Chey,Boeng Tumpun,8865846135fffff,2001.18,70,140082.6,104.92401995671351,11.521684160837381
1838,Phnom Penh,Dangkao,Cheung Aek,88658461e9fffff,1680.38,118,198284.84000000003,104.8940174278574,11.501154894753462
1839,Phnom Penh,Dangkao,Kong Noy,88658460c5fffff,98.81,58,5730.9800000000005,104.84848136091902,11.439243074464883
1840,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846a85fffff,3225.21,58,187062.18,104.91250709766842,11.560215712938568
1841,Phnom Penh,Doun Penh,Phsar Chas,886584685bfffff,5137.43,92,472643.56000000006,104.92658892555252,11.57456822971318
1842,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f11fffff,1712.08,56,95876.48,104.81742380724648,11.555587428539214
1843,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a91fffff,3604.6,116,418133.6,104.87840502015975,11.551736008530643
1844,Phnom Penh,Doun Penh,Phsar Chas,8865846aadfffff,5847.07,116,678260.12,104.92355218019621,11.571662600019891
1845,Phnom Penh,Russey Keo,Tuol Sangke,8865846aa7fffff,1844.48,52,95912.96,104.91147796604892,11.584566342017599
1846,Phnom Penh,Saensokh,Khmuonh,886584688bfffff,1831.42,112,205119.04,104.87705521165377,11.60182786797099
1847,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658468e7fffff,1298.55,58,75315.9,104.89542901669704,11.629720017141983
1848,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Pir,8865846ae3fffff,1954.1,54,105521.4,104.91613055454519,11.56491242694941
1849,Phnom Penh,Chbar Ampov,Chbar Ampov Ti Pir,8865846acdfffff,3117.65,52,162117.80000000002,104.92973868821016,11.537768674879102
1850,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a8bfffff,1994.86,30,59845.799999999996,104.89962055069978,11.54433120944659
1851,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610dfffff,1640.66,40,65626.40000000001,104.93753485807221,11.495308849966102
1852,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584613dfffff,3037.13,56,170079.28,104.92521851164119,11.507927520682394
1853,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846837fffff,1443.92,80,115513.6,104.92076645941145,11.635629541006248
1854,Phnom Penh,Dangkao,Dangkao,886584618dfffff,2814.48,100,281448.0,104.87778785895316,11.504503538714193
1855,Phnom Penh,Saensokh,Khmuonh,88658468bbfffff,869.4,96,83462.4,104.85290777839452,11.62372586765303
1856,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Buon,8865846aa9fffff,3686.85,36,132726.6,104.91091975982908,11.572924866363671
1857,Phnom Penh,Russey Keo,Ruessei Kaev,8865846817fffff,1133.52,68,77079.36,104.91452728313165,11.611460998518298
1858,Phnom Penh,Chamkar Mon,Tonle Basak,8865846ae9fffff,4096.68,50,204834.0,104.93128061834067,11.555470508715924
1859,Phnom Penh,Dangkao,Dangkao,8865846113fffff,2324.71,84,195275.64,104.89500857688297,11.488946747989502
1860,Phnom Penh,Saensokh,Tuek Thla,8865846ab3fffff,1932.72,58,112097.76,104.88230223199596,11.575519560260114
1861,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5bfffff,1232.63,76,93679.88,104.80316180931996,11.588984310055054
1862,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,2315.86,72,166741.92,104.95110534867838,11.518423782961682
1863,Phnom Penh,Saensokh,Khmuonh,8865846d45fffff,442.03,36,15913.079999999998,104.83753161996877,11.609281236076729
1864,Phnom Penh,Pur SenChey,Samraong Kraom,8865846d5bfffff,1750.33,68,119022.44,104.80587487335792,11.584464614419558
1865,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,2730.35,76,207506.6,104.95527007488968,11.521374421269295
1866,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,1392.77,108,150419.16,104.95801581912716,11.528698162585908
1867,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846857fffff,2327.72,50,116385.99999999999,104.93157733527643,11.58891219810314
1868,Phnom Penh,Dangkao,Prey Sa,88658461c7fffff,2005.24,108,216565.92,104.87919253249498,11.494548986715284
1869,Phnom Penh,Chamkar Mon,Phsar Daeum Thkov,8865846acbfffff,1547.85,76,117636.59999999999,104.91774542731707,11.530258396712453
1870,Phnom Penh,Saensokh,Khmuonh,88658468abfffff,2677.2,78,208821.59999999998,104.87766145505793,11.627212420774274
1871,Phnom Penh,Saensokh,Tuek Thla,8865846f45fffff,816.04,70,57122.799999999996,104.86060032087386,11.549879027142206
1872,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846a89fffff,4161.6,64,266342.4,104.90648051358987,11.545431578315675
1873,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846a33fffff,2911.48,70,203803.6,104.94306498100248,11.564150282427919
1874,Phnom Penh,Pur SenChey,Chaom Chau,8865846195fffff,114.17,48,5480.16,104.84975757030267,11.509676796293984
1875,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846abdfffff,3145.85,56,176167.6,104.89764150130853,11.567318493669
1876,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846123fffff,2035.62,90,183205.8,104.92768530640826,11.523020695716088
1877,Phnom Penh,Doun Penh,Phsar Kandal Ti Muoy,8865846ae7fffff,3066.39,58,177850.62,104.9279709308495,11.569183931593475
1878,Phnom Penh,Saensokh,Phnom Penh Thmei,886584689dfffff,764.27,54,41270.58,104.86158916479005,11.601223197896317
1879,Phnom Penh,Russey Keo,Tuol Sangke,8865846819fffff,831.13,88,73139.44,104.92032165220313,11.591734975098555
1880,Phnom Penh,Pur SenChey,Chaom Chau,8865846f4bfffff,600.29,94,56427.259999999995,104.85580359492363,11.539520268630532
1881,Phnom Penh,Doun Penh,Phsar Thmei Ti Pir,8865846aadfffff,3474.74,94,326625.56,104.92184922687169,11.57565469361371
1882,Phnom Penh,Chbar Ampov,Veal Sbov,88658478b3fffff,1964.65,56,110020.40000000001,104.97079911450687,11.512431888971964
1883,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846f1bfffff,227.71,100,22771.0,104.81353462737793,11.551297529771723
1884,Phnom Penh,Dangkao,Prey Veaeng,88658460a9fffff,743.88,88,65461.44,104.84521679780441,11.464282338234508
1885,Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,4457.85,86,383375.10000000003,104.90040639822816,11.584857308159139
1886,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846e23fffff,1814.95,80,145196.0,104.80240604731108,11.530931445368973
1887,Phnom Penh,Pur SenChey,Kakab,8865846f6bfffff,1442.26,76,109611.76,104.86103826482365,11.563067242304118
1888,Phnom Penh,Dangkao,Dangkao,8865846ad9fffff,970.72,52,50477.44,104.89775185721396,11.52092630975939
1889,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846a81fffff,3596.14,90,323652.6,104.90850219681812,11.552856006787385
1890,Phnom Penh,Praek Pnov,Ponhea Pon,886580d2d9fffff,328.52,38,12483.759999999998,104.7839868320903,11.649258095290163
1891,Phnom Penh,Saensokh,Khmuonh,8865846899fffff,3538.04,34,120293.36,104.85669622167353,11.603292411764919
1892,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846c09fffff,652.95,36,23506.2,104.77789381868152,11.556609509101204
1893,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846a8dfffff,1812.12,64,115975.68,104.90983087642158,11.5562853696984
1894,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,1931.86,32,61819.52,104.95671393575981,11.550759054735344
1895,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f21fffff,783.07,90,70476.3,104.84533341506649,11.585777315748949
1896,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d7fffff,1275.16,110,140267.6,104.8693627418533,11.594993223370217
1897,Phnom Penh,Doun Penh,Srah Chak,8865846aa3fffff,3573.18,76,271561.68,104.90062462994564,11.579403526031527
1898,Phnom Penh,Saensokh,Krang Thnong,8865846f27fffff,2177.44,96,209034.24,104.84715937043242,11.595163968561513
1899,Phnom Penh,Pur SenChey,Kamboul,8865846c1bfffff,152.28,56,8527.68,104.7498538169923,11.557033229758037
1900,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1489.94,74,110255.56,104.85255292681441,11.5108703487679
1901,Phnom Penh,Dangkao,Dangkao,8865846137fffff,2131.75,70,149222.5,104.91098592842461,11.51772433254847
1902,Phnom Penh,Chbar Ampov,Preaek Pra,8865846a5bfffff,2489.2,60,149352.0,104.95550178874048,11.52208032400096
1903,Phnom Penh,Dangkao,Cheung Aek,88658461c5fffff,1000.3,50,50015.0,104.88514948190189,11.494229823510913
1904,Phnom Penh,Dangkao,Cheung Aek,886584611bfffff,2607.89,112,292083.68,104.90474710384373,11.478724120911037
1905,Phnom Penh,Dangkao,Prey Sa,886584618dfffff,2834.68,78,221105.03999999998,104.8728122138095,11.504359578683362
1906,Phnom Penh,Dangkao,Prey Sa,886584619bfffff,193.88,106,20551.28,104.84195327978124,11.487703582830006
1907,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658469dbfffff,1576.08,44,69347.51999999999,104.90138913230581,11.63615308270407
1908,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846831fffff,3478.18,98,340861.63999999996,104.92585912680781,11.617914595704308
1909,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Pir,8865846a89fffff,1597.42,30,47922.600000000006,104.91270307105285,11.550853694288309
1910,Phnom Penh,Doun Penh,Boeng Reang,8865846ae7fffff,4143.58,84,348060.72,104.9204572284725,11.566293977560289
1911,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846ae3fffff,2514.53,58,145842.74000000002,104.91618220597682,11.563523549782046
1912,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846f45fffff,573.87,48,27545.760000000002,104.86279510130272,11.55182612887924
1913,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Pir,8865846aa9fffff,2392.56,98,234470.88,104.91111791405551,11.564826789344224
1914,Phnom Penh,Tuol Kouk,Phsar Depou Ti Muoy,8865846aa3fffff,3207.23,104,333551.92,104.89939601509992,11.575246185269917
1915,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846ac7fffff,773.88,58,44885.04,104.91507871485005,11.548790147961487
1916,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d5fffff,1054.47,104,109664.88,104.87662685836915,11.594533525332139
1917,Phnom Penh,Chbar Ampov,Preaek Pra,8865846125fffff,1056.15,86,90828.90000000001,104.94636976657218,11.525323927686925
1918,Phnom Penh,Chbar Ampov,Chbar Ampov Ti Pir,8865846125fffff,3326.4,60,199584.0,104.94740297160523,11.531563724694223
1919,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f6dfffff,2287.48,100,228748.0,104.87217688624483,11.560817920605052
1920,Phnom Penh,Chbar Ampov,Kbal Kaoh,88658478a3fffff,466.46,82,38249.72,104.99100321142001,11.516241109525286
1921,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468ddfffff,1861.77,46,85641.42,104.88470315108833,11.58332951818422
1922,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846acdfffff,3235.03,50,161751.5,104.9331240626782,11.540851726816783
1923,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461abfffff,2119.76,120,254371.2,104.86630058230996,11.517042434409868
1924,Phnom Penh,Chbar Ampov,Preaek Thmei,886584616bfffff,403.75,34,13727.5,104.94801715253772,11.489609690313884
1925,Phnom Penh,Mean Chey,Boeng Tumpun,8865846addfffff,3481.98,68,236774.64,104.90859049167703,11.532225229568107
1926,Phnom Penh,Chbar Ampov,Kbal Kaoh,88658478bbfffff,321.46,82,26359.719999999998,104.9735040582869,11.50421338205152
1927,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846aa9fffff,2295.11,44,100984.84000000001,104.9127951721023,11.563823881785472
1928,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846f4dfffff,2769.72,88,243735.36,104.8705595031743,11.543837787089233
1929,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Pir,8865846a87fffff,1877.55,98,183999.9,104.90445700328341,11.562354603794233
1930,Phnom Penh,Saensokh,Tuek Thla,8865846f6dfffff,2135.22,48,102490.56,104.8779777223462,11.560114708094806
1931,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846127fffff,2506.63,48,120318.24,104.93418255612275,11.523772056993558
1932,Phnom Penh,Saensokh,Tuek Thla,8865846ab9fffff,1873.85,80,149908.0,104.89115619290381,11.562940107296802
1933,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad3fffff,3555.51,114,405328.14,104.89100987065574,11.534887782414817
1934,Phnom Penh,Dangkao,Preaek Kampues,886584600dfffff,616.04,40,24641.6,104.90509257987057,11.439928510446016
1935,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f05fffff,984.04,78,76755.12,104.84632335693804,11.566954087047572
1936,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Muoy,8865846ab1fffff,4570.35,100,457035.00000000006,104.89268109683633,11.573978928357988
1937,Phnom Penh,Doun Penh,Phsar Chas,8865846ae7fffff,4785.48,114,545544.72,104.9283698404067,11.567054360717616
1938,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584612bfffff,1488.28,110,163710.8,104.92786683776639,11.510889438568874
1939,Phnom Penh,Russey Keo,Tuol Sangke,886584681bfffff,3603.77,82,295509.14,104.91057212026142,11.595894432980488
1940,Phnom Penh,Pur SenChey,Kakab,8865846f15fffff,1641.14,118,193654.52000000002,104.82679879981524,11.560876215576155
1941,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f2dfffff,1323.32,118,156151.75999999998,104.85375795228904,11.584344828797912
1942,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad1fffff,4976.57,44,218969.08,104.89451196088116,11.529079237537598
1943,Phnom Penh,Chamkar Mon,Phsar Daeum Thkov,8865846ac9fffff,3285.63,88,289135.44,104.92913162964656,11.52610867648288
1944,Phnom Penh,Pur SenChey,Chaom Chau,88658461a1fffff,1676.75,98,164321.5,104.8702454538829,11.527662949814838
1945,Phnom Penh,Doun Penh,Chakto Mukh,8865846a33fffff,2742.58,76,208436.08,104.93872354957948,11.565897605993278
1946,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846839fffff,1111.15,58,64446.700000000004,104.93194040429512,11.610103060082857
1947,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae9fffff,2835.05,42,119072.1,104.92977333720583,11.555872855406587
1948,Phnom Penh,Mean Chey,Boeng Tumpun,8865846ac3fffff,4040.66,46,185870.36,104.91155901547775,11.53257304172566
1949,Phnom Penh,Dangkao,Cheung Aek,8865846157fffff,2567.07,74,189963.18000000002,104.92379861330593,11.47842672826112
1950,Phnom Penh,Chbar Ampov,Preaek Pra,886584616bfffff,477.08,34,16220.72,104.94832651640537,11.494140545943079
1951,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846815fffff,1572.87,44,69206.28,104.92459428821013,11.60737291788771
1952,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,8865846aa3fffff,4197.96,110,461775.6,104.90535114901591,11.576460029865446
1953,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,865.85,82,70999.7,104.8508738319561,11.564114154463958
1954,Phnom Penh,Praek Pnov,Kouk Roka,8865846f37fffff,1840.36,94,172993.84,104.82002650779727,11.587864057386728
1955,Phnom Penh,Pur SenChey,Chaom Chau,88658461abfffff,2343.18,90,210886.19999999998,104.86546609408384,11.51362739225733
1956,Phnom Penh,Doun Penh,Srah Chak,886584685bfffff,2270.73,106,240697.38,104.92803273341495,11.576244779868631
1957,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846ab1fffff,5552.47,110,610771.7000000001,104.8840934525527,11.568138796524519
1958,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,1372.45,44,60387.8,104.94406843529286,11.588370812074826
1959,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a693fffff,649.53,44,28579.32,104.92046064630674,11.705478255565472
1960,Phnom Penh,Chraoy Chongvar,Bak Kaeng,88658469bdfffff,252.96,96,24284.16,104.90791347573828,11.674092824357437
1961,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a59fffff,2149.21,106,227816.26,104.96701520196426,11.517203317333491
1962,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4bfffff,623.59,82,51134.380000000005,104.97645315966142,11.523756718550421
1963,Phnom Penh,Prampir Meakkakra,Boeng Proluet,8865846ae3fffff,3570.49,48,171383.52,104.91821628772553,11.56346016211725
1964,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Bei,8865846a83fffff,2370.23,112,265465.76,104.90029193972951,11.555793262315989
1965,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f27fffff,2033.67,50,101683.5,104.8477777951098,11.594105795158663
1966,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478b7fffff,1527.63,116,177205.08000000002,104.97356496377975,11.512395515326975
1967,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Pir,8865846a8dfffff,2549.5,58,147871.0,104.91305797904472,11.55314514020989
1968,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Pir,8865846a8dfffff,1918.59,106,203370.53999999998,104.91486220162058,11.550209742766198
1969,Phnom Penh,Doun Penh,Voat Phnum,8865846ae7fffff,5161.6,112,578099.2000000001,104.9287121456506,11.565132807529858
1970,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6dfffff,831.24,50,41562.0,104.83318773330515,11.511906743396155
1971,Phnom Penh,Chbar Ampov,Preaek Pra,8865846127fffff,1147.59,44,50493.96,104.92941472767424,11.527968359572386
1972,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Muoy,8865846ac7fffff,3983.31,48,191198.88,104.91646966565652,11.545409974932785
1973,Phnom Penh,Dangkao,Cheung Aek,8865846113fffff,2018.36,92,185689.12,104.896016712866,11.495349840132487
1974,Phnom Penh,Praek Pnov,Ponhea Pon,886580d28dfffff,1286.84,64,82357.76,104.79974284814563,11.676904546293024
1975,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Bei,8865846aa9fffff,3285.77,102,335148.54,104.91874738679397,11.572866092009857
1976,Phnom Penh,Doun Penh,Chakto Mukh,8865846ae1fffff,3344.6,52,173919.19999999998,104.92762058093007,11.55552255010644
1977,Phnom Penh,Pur SenChey,Kakab,8865846f57fffff,1003.44,54,54185.76,104.83486136341273,11.541480325296057
1978,Phnom Penh,Doun Penh,Chey Chummeah,8865846ae5fffff,1615.93,48,77564.64,104.93242499779184,11.569548675758925
1979,Phnom Penh,Chbar Ampov,Preaek Pra,8865846165fffff,1911.79,32,61177.28,104.96246556693087,11.513462752459453
1980,Phnom Penh,Chbar Ampov,Preaek Pra,88658478b3fffff,1750.71,80,140056.8,104.9722450359635,11.503215907467519
1981,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846101fffff,2716.21,102,277053.42,104.92860587366776,11.496103848686621
1982,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468c5fffff,2465.99,100,246598.99999999997,104.89608634099491,11.604639194769828
1983,Phnom Penh,Praek Pnov,Preaek Phnov,886580d243fffff,2486.47,76,188971.71999999997,104.86011894222396,11.65628975862896
1984,Phnom Penh,Pur SenChey,Chaom Chau,8865846e23fffff,1531.61,120,183793.19999999998,104.80337656809971,11.537904323235807
1985,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Muoy,8865846ac1fffff,5616.73,106,595373.38,104.92304787393083,11.536668051861263
1986,Phnom Penh,Saensokh,Khmuonh,8865846d65fffff,484.1,102,49378.200000000004,104.84429583589188,11.626792188390858
1987,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846839fffff,1134.67,76,86234.92000000001,104.92786564442785,11.613487214740077
1988,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846121fffff,2220.93,74,164348.81999999998,104.9355592552595,11.521614248978823
1989,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468cbfffff,1648.36,120,197803.19999999998,104.88630648143602,11.582876916359023
1990,Phnom Penh,Tuol Kouk,Boeng Salang,8865846a87fffff,2839.51,74,210123.74000000002,104.903739017473,11.55837790570808
1991,Phnom Penh,Dangkao,Dangkao,88658461cdfffff,964.48,108,104163.84,104.89464578404932,11.489317594544055
1992,Phnom Penh,Tuol Kouk,Phsar Daeum Kor,8865846a81fffff,2771.99,48,133055.52,104.90906773014646,11.55449509113238
1993,Phnom Penh,Dangkao,Prey Veaeng,886584619bfffff,200.44,76,15233.44,104.83428591424835,11.488754674059308
1994,Phnom Penh,Praek Pnov,Ponsang,8865846d89fffff,500.42,72,36030.24,104.75897943667624,11.62174504354903
1995,Phnom Penh,Saensokh,Phnom Penh Thmei,886584688bfffff,1752.58,116,203299.28,104.87474214614008,11.605692167640067
1996,Phnom Penh,Dangkao,Sak Sampov,88658460e5fffff,1166.17,42,48979.14,104.8570446880568,11.462271576877296
1997,Phnom Penh,Saensokh,Tuek Thla,8865846f6bfffff,1389.46,44,61136.240000000005,104.86287656088894,11.556171438589603
