id,information,type,province,price,land_area,price_per_m2,lat,long
rl-121671868,"Condo for sale and rent in Silver Town
* Location: Boeung Keng Kang 1, Khan Bangkong 1, BKK Bieng Kong, Phnom Penh
* Sale Price: $ 290,000 (Negotiable)
* Rental Price: $ 1,500 per month (Negotiable)
* Building size: 134.6 square meters
* Condo size: 81.9 square meters
* Bedrooms: 02, Bathrooms: 02
* 10th floor
* Turn to east-legs
📞 For more information: 086 / 099-436-678 (Candy)
☎️ Quick number: 078 888 165
🌍 https://reprand.ly/4E278
Thanks!
------------------
Enjoy Lifestyle, condominiums, The Best Condos For Living
The Family and Donors Are O Alo Located in The Center of The City and Near 
St. St. (63), Sangkat BKK1, Khan BKK. Phnom Penh, Cambodia.
Property Details:
-Size: 134.6sqm Gross, 81.89SQM Net
-Floor: 10th Floror
-2 BedRrogroms | 2 Bathroom
-Rental Price: $ 1,500 $ / month 
-Selling Price: $ 290,000 
-View: East and North 
The Leasing Price IS inclusive of:
-24-HRS Security
-24-HRS Front desk 
-Wifi 
-Car Parking Space
-Cable TV
-Water supply
-Swimming pool
-Gyg
-Vat
The Leasing Price IS Exclusive of:
-Oletricity AT US $ 0.3 / KWh
🌍 https://reprand.ly/4E278
Contact: line, Telegram - 086 / 099-436-678 Candy
#Team_condo",RESIDENTIAL,Phnom Penh,289999.0,134.6,2154.5245170876674,11.551418,104.923781
rl-121434157,"Flat for rent
Value: 800 $ (Negotiable)
Location in the New World Borey Laund Sok
Home Size: 4.2m x 16m
Rooms: 4
Bathrooms: 5
The rest of the face: 7m
Near Aeon 2 Market Makro near the easy school to live and business
For more information, please contact 015333316/099202020202020",RESIDENTIAL,Phnom Penh,280000.0,67.2,4166.666666666666,11.595426,104.885314
rl-134458506,"Brand New 3-BedRome with Stunning Riverning River Views
Are You In Search of New Home In One In One Most Say Say Say Say Say Say Say SayT-After Locations? LOOK NO FURTHER THAN THAN Peak - Diamond Island. That Brand New CDO IS A PERFECT OF MOGERN OF MOGERN ELEGANCE AND Comfort, Off Incredible Living Experience in A Vibrant Community.
Property Highlights
🏡 3 Spacious Bedroms | 2 modern bathrooms
Enjoy The Space Space With Three With Three Well-Sized BedRroOMs and Two Contemporary Bathrooms. This Layout is Ideal for Families, Professionals, Or Anyone Seeking a Sophisticated Environment Living Environment.
📏 128SQM Gross | 89SQM Net
With a Generous Gross Gross Arross AREA OF 128 Square Meters and A Net Arare Meters, This Square Meters, This Square Meters, This Square Meters, This Square Meters, This Square Meters Ensures Plang for Relaxation and Entertainment.
🌅 Breattaking River View
WAW UP TO Stunning River River Views Every Day. The Condo's Position Offers a Picturesque Backdrop That Enhances you living exterity.
💰 Competitive Price: $ 280,000 (Negotiable)
This Exceptivleal Property IS AVPETITIVE FOR A Competitive OF $ 280,000, with the Flexibility to Negotiate. It's an Unbeatable Deal For A Condo of this Caliber.
Who Choose The Peak - Diamond Island?
Modern amenities
The Peak - Diamond Island IS Renowned for ITS High-end Amenities and Top-Notch Facilities, Ensuring Lifestyle and Convenient Lifestyle.
Prime location
Situated on Diamond Island, This Condo Provides Easy Access to Local Shops, Dining Options, and Receative Facilities, Making IT A Prime Unban Living.
Investment Potential
WithiT ITT ATTRACTIVE Price Point and desirable Features, this properties repractents a fantastic Investment Opestunity. The Real Eestate Market In this Areea is Booming, and this CDO IS Poised For Value Appue Appue Appue Appuriation.
Schedule Your Viewing Today!
Don't Miss Out On this this Incredible IncpredInity to Own a Beautiful New CDO AT The Peak - Diamond Island. For More Information or Schedule A Viewing, Contact:
📞 Visit Appointment: 089788861
☐ Contact: T.me/panhareth_duy",RESIDENTIAL,Phnom Penh,280000.0,128.0,2187.5,11.548328,104.932617
rl-133774147,"🔥🔥bkk1- Duplex with Special Price !!
- King unit 4Bedroom, 170sqm 
- 2-Story Duupex unit 
- 38th Floror 
- Located at BKK1, Street 302
- Exclusive Offer !!!  $ 340,000 ==> $ 272,000
- Pay over 40months 
Grab the Chance Now !! Limited Offer !!
☎️☎️visit Appointment at 089 788861 | 098 889987
Direct Telegram Chat at T.ME/PANHARTH_DUY
# Timesquare6 # BKK1 #condominium #dupex",RESIDENTIAL,Phnom Penh,272000.0,170.0,1600.0,11.552596,104.922682
rl-121013862,"Olympia City is Mod Design Condominium, Giving You The Modern Living in The Bustling City.
📢available for Sale Now
PRICE: $ 272,000
👉It: 103m², 2 BedRrogroms
👉 20th Floror, South View
👉 Full decor, fully furnished
👉 Located in Central of Phnom Penh City.",RESIDENTIAL,Phnom Penh,272000.0,103.0,2640.776699029126,11.561099,104.912425
rl-121424860,"- Twin Villa for Sale (L-3346)
- Add 3 cool machines and veils every room.
- Clean house, new construction, the owner recovered from Borey Lower than the Borey Market in Chroy Changvar.
- Price: $ 265,000 (Negotiable)
- Home size: 6m x 12m
- Land size: 8m x 21m
- bedrooms: 4
- Bathrooms: 5
- The living room: 1
- Location: Borey De Mekong Royal Street National Road 6A. Housing a nobility, lifestyle and good ventilation, comfortable and good security.
- Relationships Number: 085 222 759/069 993 667 (Panha)",RESIDENTIAL,Phnom Penh,265000.0,72.0,3680.5555555555557,11.589422,104.927091
rl-133747024,"The Higher Floor J Tower 2 Resale Unit Available NOW ... 
BKK1 高楼日本项目现房出售!
- Resale Price $ 255,000
- Fully Furnished 含家具家电
- On 36th Floor 36 楼
- 2 BedRrogroms, 2 bathrooms, living room and kitchen and balcony.
- Located BKK1
- Strata Title
- Net Size 91m2 套内面积 91 平米
- The Facility Has Sky Big Fitness Gym and 2 Swimming Pool, Sky Lobby and Playground, Car Parking and etc ..
📍 map: https://goo.gl/maps/ptkaxahr4nk1VH2n8
📍 In Premium Area (BKK1) Surrounding by Restaurant, Muffer Shop, International School, Bank etc.
☎️more Info Please: 看房热线
- Call: (855) 89 666 721
- Telegram: https://t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,255000.0,91.0,2802.197802197802,11.545406,104.923412
rl-133760701,"Corner 2Bedroom on Higher Floor For Sales at ATH J-Tower 2
- absolute High View on 36th Floror
- J-Tower2 BKK1
- free Full Full Furniture 
- $ 255,000
- corner room 
- Move-in NOW 
- 91 SQM Net, 2BEDROMOM 2 Bathrooms 
Visit Appointment at 089788861
t.me/panhareth_duy 
J Tower 2
J Tower 2 IS A 42-Story Landmark Building in BKK1, Known The Unique Resident from 228SQMs 3- Berooms 153sqm Penthouse on the Top. 
Amenities Include the Uncrusive Unique Diferent Pools Pooling, Meeting Room, (4) High Speed ​​Elevators, One of Which is Pet-Friendly. 
Not Only One of the Landmark Tallest Building in BKK1, J Tower 2 Position Convenience, Brandaurants, Retail Stores, and more. 
There 3 Important Things to Consider Mosts White You Invest, Thereer ARE location, location, and locations. J Tower 2 is Highly Recommly Project Project Project in BKK1. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. For More Details of J Tower 2 Available Units for Sales Or Rent Now.",RESIDENTIAL,Phnom Penh,255000.0,91.0,2802.197802197802,11.545406,104.923519
rl-134385136,"Introducing J Tower 2 Condominium, A Landmark in Cambodia's Bustling BKK1 District, Settings a New Standard Living. Standing Tall At 43 Stories, This Prestigious Development, affiliated with Japanese, prefanced, Safety, and Convenience Advanced Japanese Engineering.
With 228 Units Fully Fully Fully Furnished and 153 Square Meters, Each Designed with Contemporary, J Tower 2 Offers 2 Range Lifestyle. Residents Exclusive Access to A Variety of Amenities Including Area, Boxing Ring, Jacuzzi, Jacuzzi, Views of Phnom Penh Phnom Penh.
Located Ambrant A vibrant Neighborhood with Easy Access to Dining, and Entertainment, J Tower 2 EPESTORS SEEKING LUXUNY AND Convenience. WHITER YOU'RE Looking to Buy to Buy to Buy to Experience The EPITOME OF URBAN LIVING at J Tower 2.
Contact us Today Today to Learn More Above Purchasing Or Renting Your Ideal CDO AT J Tower 2 in Phnom Penh!",RESIDENTIAL,Phnom Penh,255000.0,153.0,1666.6666666666667,11.545509,104.923712
rl-133299118,"#justlisted J-Tower 2 on Higher Floor 2Bedrooms For Sales
现房 BKK1 日本项目 J-Tower 2  
- 2BEDRROMS 91sqm Net | 2 房 1 厅 91 平米套内面积
- Corner Room 转角房
- On 37th Floror 第 37 楼
- $ 255,000 Negotiable Including Furniture 价格 $ 255,000 领包入住 
- BKK1, 398St 位于 BKK1 398 路
看房热线 Visit Appointment: 089 788 861
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,255000.0,91.0,2802.197802197802,11.54549,104.923841
rl-133322359,"Luxurious Corner Unit: 2-BedRoom Residence In J Tower 2, BKK1
Discover An Unparalleled Living Experience At J Tower 2, BKK1's Prime Address on 398St. This Except Excepting 2-BedRoom, 91 Square Meter Residence, Boasting A corner Location, Urban Luxury and Urban Luxury.
With OTS ATS Panoramic Views and Bathroom Offering Scenic Vistas, This Brand-New Property Stands Out As A Exclusive GEM. Priced attractively at $ 2300 Per Square Meter Net, IT Presents An Entportunity. Potential Rental Income Income Income Parts from $ 1600 per Month, Adding to ITure AS A Lucrative Investment.
As Part of the Esteemed J-Tower Sery Projects Family, J Village at $ 1870 per BEESE EXEMPLIES modern living.
Elevate Your Lifestyle and Investment Portfolio with this remarkable properth. Arrange a Visit Today to Explore This Stylish and Lucrative corner unit. Contact Us At the ProPIDEDS Appointment Details Via Phone or Messaging to Embark On Your Journe Tower Living in J Tower 2.
For Visit Appointment, Please Contacts Panhareth at 089 788861, 098889987
Telegram Link: T.me/panhareth_duy, Email: duypanhareth@gamil.com",RESIDENTIAL,Phnom Penh,254000.0,91.0,2791.2087912087914,11.54528,104.92354
rl-134963430,"J Tower 2 condominium for resale
🔥 PRICE $ 245,000 | Net 91m2
🔥 2 BedRrogroms, 2Bathrooms, Living Room and Balcony
- on 26th Floror
- Facing to S / W
- Free Hold / Private OWNERSHIP
- Fitness Gym, In-Out Door Swimming Pool, Sky Lobby, Lift, and Car Parking ...
Visit Appointment at 089 788861
T.me/panhareth_duy 
For more properties t.me/propty_brokerage
J Tower 2
J Tower 2 IS A 42-Story Landmark Building in BKK1, Known The Unique Resident from 228SQMs 3- Berooms 153sqm Penthouse on the Top. 
Amenities Include the Uncrusive Unique Diferent Pools Pooling, Meeting Room, (4) High Speed ​​Elevators, One of Which is Pet-Friendly. 
Not Only One of the Landmark Tallest Building in BKK1, J Tower 2 Position Convenience, Brandaurants, Retail Stores, and more. 
There 3 Important Things to Consider Mosts White You Invest, Thereer ARE location, location, and locations. J Tower 2 is Highly Recommly Project Project Project in BKK1. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. For More Details of J Tower 2 Available Units for Sales Or Rent Now.",RESIDENTIAL,Phnom Penh,245000.0,91.0,2692.3076923076924,11.545427,104.923626
rl-134628658,"De Castle Royal for Sale - BKK1
For Rent: $ 1000 / Month Include Only Management Fee & 1 Car Parking 
For Sale: $ 235,000
- 2 BedRouss, 2 bathrooms
- Gross 145.52 M2 Net 103.21 M2
- free hard title
- fully filned
- Fitness Gym, swimming pool, sauna, café, mini-mart, 1 
- Located in BKK1 ISA OF Phnom Penh Phnom Penh.
𝐌𝐨𝐫𝐞 𝐢𝐧𝐟𝐨 𝐩𝐥𝐞𝐚𝐬𝐞:
- Call: (855) 89 666 721
- Telegram: https://t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,235000.0,145.52,1614.8982957669048,11.553089,104.921784
rl-133233838,"DUPLEX 4BEDROMOM AT CAMKO City for Sales 
4 房复式韩国城出售!
- 4BEDRROMS 2-Story Duplex
- 14th Floor 楼
- 214.49 sqm Net 套内面积 
Stra Ta Taitle 永久产权
- remaining 6 months Rental Contract, $ 1000 / M 带 6 个月租房合约 $ 1000 / 月
For more information 089 788 861
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,230000.0,214.49,1072.3110634528416,11.593041,104.894058
rl-134406860,"J Tower 2 Corner Room 2Bedroom For Sales 
- BKK1, 398St
- 2BEDRROMS 91sqm Net 
- corner room, bathroom with view 
- Brand New Room
- Special Price: $ 2300 / SQM Net 
- Rental Market: Start from $ 1600 / M
Successful J-Tower Sery Projects
- J City - BKK1
- J Village - BKK1
- J Tower 1 - South of BKK1
- J Tower 2- BKK1
- J Tower 3 - South of BKK1 (Special Price Price Price Pre-Sale NOW $ 1870 / SQM Net)
Visit Appointment: 089788861
T.me/panhareth_duy
# Jtower2 # bkk1 #condo # 2BEDROUROMS #Forsales
Discover That Brand-New Japan Condo in BKK1, Offering A Great Location With Excellent Privacy and Security. It's Just '' Short Walker Fom Mall 1, Plenty of Restaurant, Cafes, NGOS, EMBASSIP, AND Office Buildings, and Office Buildings, and Office Buildings. The Condo Came Fully Fully Fully Fully Fully Fully with 2 BedRrooms, 2 bathrogrades, Weekly Cluding, And Access to A Gym and Swimming Pool.
Residents Can Enjoyable living Space with Modern Amenities and Extrreatal Facilities. Perfect For Individuals Or Families Looking for a Safe Coup and Cozy Place Place Place Place to Live in Central BKK1.",RESIDENTIAL,Phnom Penh,215000.0,91.0,2362.6373626373625,11.545574,104.923583
rl-132815220,"Spacious 2 BedRroOM For Sale Corner Room | Battub with view 
Location: BKK1
Status: Brand New condo
Floor: 11th
Size: 91 SQM Net
Corner unit
South West 
J Tower 2 Is The Well-Known Japanese Developer With A Very Successful Atvesting At Background at BackG Tower. $ 2307 / SQM Net in BKK1. The Rental Market of this Unit IS Between $ 1500- $ 1700- $ 1700 / M With the View of High Capital Apptreciation in The Near Future. 
If You Are Interested, PLASE Contacted +855 89 666 721 721 For An Appointment Or Visit Direct to the Unit.
Century21 Fuji Realty, With TTS Prescription In Japan, Has Been Operating in Cambodia for More 8 Years. We are Offering A Wide Of Real Eestate One-Stop Services Including Buy, Rent, Sale, and Event After-Serve Services Of Propty Management. 
Century 21 Fuji Realty Will Be Taking Offly Only Purchasing The Units But But But Also The Finding Tenants Tenants of You Care Of Your Property. 
If You Are Looking for a UNITTING AM UNITT J Tower 2 BKK1, THERE ARE PLENTY OF AVRAVERS OF OPTIONS of Extra Services. 
Give US A Call Now or Visit Our Office Located on the Center of of BKK1 on # 193Eo Street 63. 
Please Contact Panhareth at: +8589666721",RESIDENTIAL,Phnom Penh,215000.0,91.0,2362.6373626373625,11.546142,104.923519
rl-132815218,"Specious 2 BedRoom at J Tower 2 For Sale
- Floor: 13th
- FAE TO: North-West
- Brandnew corner room
- 91SQM Net
- bathroom with view view 
A WELL-Known Successful Japan Developer Offerese High Standery, Sky Bar, Sky Bar, etc with extraordinary, etc with extraordinary Japanese-Standard Management Services. 
All of THESE Lead The Project BECOMES BECOMES A POPESTINES TO INVESTASE NOLCHESE FOR OWN FOREE, Investment for Rental. A 91-SQM-2BEDROM UNIT BET BET BET ABEEN $ 1600- $ 1700 / M. 
Century21 Fuji Realty Investment of J Tower 2 recommended to Locality, Investors from Jana. 
Not Only The Purchase Advisor, Century21 Fuji Realty Will Assist Our Investment for Investment for Investment Return Return. 
We are Offering One Wide Range One-Stop Services Including Buy, Rent, Sell, Sell, and Property Management. 
Call Panhareth Now to Seeable for J Tower 2 Or the UP-coming project of J Tower 3 at: +85589666721",RESIDENTIAL,Phnom Penh,215000.0,91.0,2362.6373626373625,11.545973,104.923562
rl-132815219,"Specious 2 BedRoom at J Tower 2 For Sale
- Floor: 12th
- FAE TO: North-West
- Brandnew corner room
- 91SQM Net
- bathroom with view view 
A WELL-Known Successful Japan Developer Offerese High Standery, Sky Bar, Sky Bar, etc with extraordinary, etc with extraordinary Japanese-Standard Management Services. 
All of THESE Lead The Project BECOMES BECOMESS TO INVESTINS NODINES NOT ON THE PRUCCHASE FOR OWN FORSUE, BUTLSO The Investment For Rental. A 91-SQM-2BEDROOM UNIT CAN Rent Betweeen $ 1600- $ 1700 / M. 
Century21 Fuji Realty Investment of J Tower 2 recommended to Locality, Investors from Jana. 
Not only The Pruchase Advisor, Century21 Fuji Realty Will Assist Our Investment for Investment for Investor Our Enjoy Return Return. 
We are Offering One Wide Range One-Stop Services Including Buy, Rent, Sell, Sell, and Property Management. 
Call Panhareth Now to Seeable for J Tower 2 Or the UP-coming project of J Tower 3 at: +85589666721",RESIDENTIAL,Phnom Penh,215000.0,91.0,2362.6373626373625,11.546058,104.923283
rl-132802824,"J Tower 2 - 2BEDROUROM CORNER UNIT FOR SALES 
Location: BKK1
Status: Brand New condo
Floor: 10th
Size: 91 SQM Net
Corner unit
South West 
J Tower 2 Is The Well-Known Japanese Developer With A Very Successful Atvesting At Background at BackG Tower. $ 2307 / SQM Net in BKK1. The Rental Market of this Unit IS Between $ 1500- $ 1700- $ 1700 / M With the View of High Capital Apptreciation in The Near Future. 
Century21 Fuji Realty, With TTS Prescription In Japan, Has Been Operating in Cambodia for More 8 Years. We are Offering A Wide Of Real Eestate One-Stop Services Including Buy, Rent, Sale, and Event After-Serve Services Of Propty Management. We Will Be Taking Care of the First Time Purchasing Purchasing The Units But But But Also The Finding Tenants Tenants Tenants Tenants Tenants and Taking Care of your Property. 
If You Are Interested, PLASE Contacted +855 89 666 721 721 For An Appointment Or Visit Direct to the Unit.",RESIDENTIAL,Phnom Penh,215000.0,91.0,2362.6373626373625,11.546709,104.917275
rl-121899596,"3 Bedroom Type (2 bedroom, 2 living room, 1 kitchen, 1 bathroom)
- Net Size: 103.83 SQM 
- Gross Size: 127.04 SQM",RESIDENTIAL,Phnom Penh,210000.0,103.83,2022.5368390638544,11.589422,104.927091
rl-121607137,"Condo for sale or rent
- Price Sale $ 210,000 (Negotiable Price)
- Rental $ 1,200 $ / month
- 26th floor
- 63.42 SQM
- 1 bedroom, 1 bathroom, 1 kitchen kitchen, 1 living room
There are swimming pools, gymnasiums and security clubs 24 hours
- Best for living in center of towns and businesses in Tonle Bassac, Khan Chamkarmon, Phnom Penh.
📞 Information Contact Us 016 833 833, 017 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833
🙏 Thanks! 
-------------------------------------
Condo for Sale or Rent
- Sale Price: $ 210,000 (Negotiable)
- rent Price: 1,200 / month
- Floror: 26th
- size: 63.42 SQM
- 1 bedroom 1 bathroom 1 kitchen and living room
- Swimming Pool, Gym Club, Security 24h
- Suitable for Living Located Living Located in the Heart of Phnom Penh and Commercial Area.
- For More Information Pleation Contact 016 833 833, 017 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833 833.
Thanks You!",RESIDENTIAL,Phnom Penh,210000.0,63.42,3311.2582781456954,11.545763,104.930554
rl-133915547,"#Justlisted # 2BEDROOM # 65SQM
🔥🔥🔥
Higher Floor J-Tower 2 65sqm 2BedRrogroms for Sale
日本项目高楼层 2 房出售! 
- 37th Floror
- Brand New of 2BedRrogroms with 2Bathrooms 
-BKK1 St. 398
- $ 200,000 InCluding Aircons 
- Face to North Absolute River View 
☎️☎️看房热线 Visit Appointment at 089 666 721
T.me/panhareth_duy",RESIDENTIAL,Phnom Penh,200000.0,65.0,3076.923076923077,11.545469,104.923712
rl-121440226,"La hybrid villar sells
In Borey Peng Huoth (Merge learned)
---------------------------------
Price: $ 200,000 (L-3368)
- Home Size: 5.2m x 12m
- Room: 4 bedrooms, 5 bathrooms
- Describe: Good for living and businessmeting, located nearly located near the school, hospital, restaurant, restaurant, easy to live and high security ...
For more information: 085 222 710/069 993 668 (Mr. HY)
#Linkhouse #villala # Century21 #imperial_realty #realestate",RESIDENTIAL,Phnom Penh,200000.0,62.400000000000006,3205.1282051282046,11.517815,104.974896
rl-121434154,"💢 Business home for sale near the field of Sen Sok district
- Price: $ 190,000 (Negotiable)
- Home Size: 4m x 16m
- Facility: 3M, rest left: 2M
- bedrooms: 4
- Bathrooms: 4
- Layout: Hard layout
- For more information: 085 222 735 | 069 993 667",RESIDENTIAL,Phnom Penh,190000.0,64.0,2968.75,11.624153,104.857137
rl-134366437,"Specious 2 BedRoom at J Tower 2 For Sale
- Floror: 19th
- FACE TO: South
- fully filned 
- 65sqm net
- 2BEDRROOMS with 2 Bathrooms 
A WELL-Known Successful Japan Developer Offerese High Standery, Sky Bar, Sky Bar, etc with extraordinary, etc with extraordinary Japanese-Standard Management Services. 
All of THESE Lead The Project BECOMES BECOMESS TO INVESTINS NODINES NOT ON THE PRUCCHASE FOR OWN FORSUE, BUTLSO The Investment For Rental. A 91-SQM-2BEDROOM UNIT CAN Rent Betweeen $ 1600- $ 1700 / M. 
Century21 Fuji Realty Investment of J Tower 2 recommended to Locality, Investors from Jana. 
Not only The Pruchase Advisor, Century21 Fuji Realty Will Assist Our Investment for Investment for Investor Our Enjoy Return Return. 
We are Offering One Wide Range One-Stop Services Including Buy, Rent, Sell, Sell, and Property Management. 
Call Panhareth Now to Seeable for J Tower 2 Or the UP-coming project of J Tower 3 at: +85589666721",RESIDENTIAL,Phnom Penh,190000.0,65.0,2923.076923076923,11.545244,104.92385
rl-133709595,"Resale unit at j-tower 2- bbk1
- $ 198,000
- 2BEDROMOM
- 65sqm net 
- include fanniture 
- can rent $ 1200-1250 / m
- Sky Pools, Sky Lobby, Sky Gym 
Highly Recommend 👍👍
📲📲t.me / panhareth.duy 089 666 721
👇👇join Telegram Teelegram T.ME/propTy_brokerage
# Jtower2 # bkk1 #servicedapartments #serviedcondo #condetfriendly",RESIDENTIAL,Phnom Penh,189000.0,65.0,2907.6923076923076,11.545385,104.923433
rl-121013954,"House for sale
- ID: SR08-005
- Price for $ 183,000 (Negotiable Price)
- 4m x house size 16m
The rest of 8m
- left behind 2M
- 6 bedrooms, 7 bathrooms, 1 kitchen kitchen 1
- Hard layout
- Turn north
- Location in Toul Sangke district, Russey Keo district, Phnom Penh.
- For more information, please contact 016 833 833 833 833 833 833 833 833 (Da Van). Thanks!
-----------------
House for Sale
- ID: SR08-005
- Sale Price: $ 183,000 (Negotiable)
- House Size: 4m x 16m
- front yard: 8m
- Back yard: 2m
- 6 BedRrogroms, 7 bathrooms, 1 living Room, 1 kitchen
- Title: Hard Title
- view: NORTH
- Location: Sangkat Tool Sangkae, Khan Russey Keo, Phnom Penh.
- for More Information Pleatgo Contacts to Ms. Davan: 016 833 833/017 833 833 833 833 833 833 Thanks You!",RESIDENTIAL,Phnom Penh,183000.0,64.0,2859.375,11.590143,104.911174
rl-121013845,"House for sale in Boeung Snou near Kosal Saving Wat Savales only 100m away from Road 271
 Prexes $ 180,000
 5m x 10.5m
 There are 2 bedrooms, 3 bathrooms
 Hard layout
 Contact:
017 996 876
078 919 789
015 779 789",RESIDENTIAL,Phnom Penh,180000.0,52.5,3428.5714285714284,11.527122,104.913777
rl-121361087,"New Finished Condo at Monorom Residence (ORCHID) In ​​BKK-3, PP, For Urgent Sale:
- Gross: 84.68 m2 (Net: 73.80 M2)
- br: 2, Bath: 2, Living: 1, Kitchen: 1
- 8, Unit: 803 (South, Corner Side)
- Facility: Gym, Cafe, Parking, 24-H Security, etc.
- ADD .: St. 304, BKK 3, Khan Chamcar Mon (Addished in SEP. 2018, I.E. New)
- Selling Price: $ 180,000 (Much Below Market Price)
- Contact: 012 381 108 (Direct Owner) | vireak.va@gmail.com
#Monoromcondo, #medroomCondo, # 2BEDROOMCDO, # 2BRCForsale, # BELOWMARKEMPRICE, #urgentale",RESIDENTIAL,Phnom Penh,180000.0,84.68,2125.649504015116,11.551616,104.918519
rl-133915548,"#justlisted # BKK1 #condominium # jtower2
😍😍😍
65sqm Net 2Bedrooms on Higher Floor At J-Tower 2 For Sale
BKK1 2 房领包入住服务式公寓出售!
- $ 190,000
- J-Tower 2 AT BKK1
- Fully Furnished 2BedRrogroms with 2bathrooms 
- Face to South
- On Higher Floor with good View 
- 65sqm net 
- Full Facilities Include Indoor-Swimming Pool, Sky Gym, Skybar, Game Floor, and more ...
☎️☎️📞📞
看房热线 Visit Appointment at 089 666 721 | 098 889987
t.me/panhareth_duy
More Properties Available at T.ME/Propy_brokerage
Discover The Luxurious Lives Experience At J-Tower 2, located in the HEART OF BKK1. J-Tower 2 Offers Exquisite and Condos for rent, Perfect for Those Seeking of Comfort of the Comfort of the Comfort of the Comfort of the Comfort
At J-Tower 2, We Specialize In Offering Spacious Spacious Spacious 2-Bedeal Undroom For Rent, Ideal for individuals and AliDeal Alike. Each apartment at J-Tower 2 IS Meticulously 2 Designed With Amenities and Stylish Interiors, Ensuring A Comfortable and Contemporary Living Environment.
Located in The Prestigious BKK1 District, J-Tower 2 Provides Residents with Easy Access to A Plethora of Dining, and Entertainment Options. Whether You're Looking For A Cozy Cafe, or Trendy Boutique, Everything's Stone's Away from your Doorstep.
Experience unparalleled Convenience Convenience With Our State-of-the-art Facilities, including a Fitness to Pool, and 24-Hour Security. At J-Tower 2, We Prioritize your Safety and Well-table, Ensuring A Secure and Peaceful Living Environmentironment for All Residents.
Don't Miss Out On the Opportunity To Reside Say Say-After Locations. Contact us Today to Schedule A Viewing and Discovery J-Tower 2 IS the Perfect Choice for Your Next Home.",RESIDENTIAL,Phnom Penh,180000.0,65.0,2769.230769230769,11.545343,104.923326
rl-121561347,"Uk Condo Unit 2- bedroom selling ($ 175,000) negotiate
 Size: 82 square meters
 There are 2 bedrooms 1 living room and 2 bathrooms
 Condo room faces to the road (east east
 Material: Super & Modern Goods 2 Air Conditioner 2 and 1 modern cooker
 Have enough parking and motorcycles
 There are skimming clubs, skybar pools and restaurants on the roof floor
 There are 24-hour security security security
 Completed by a camera system and fire systems at all floor
 Construction and 80%
 Customers can pay depart from both phases or redeemed with the bank.
 Location is located on 329 trails about 5 minutes from Toul Kork Antenna or 5 minutes from Tk Avenue mall.
UK CONDO (2-BedRroom) for Sale ($ 175,000) Negotiable
 SIZE: 82sqm
 HAVING 2-BEDROMS, 1 Living-ROOM and 2 Bathrooms
It's a corning unit between the North and The East, Convenient for Sunrise View
 Equipment: 2 Aircon, set of kitchen, and 2 wardrobes
 Spacious Parking Lots
 Includes swimming pool, fitness club, sky-bar and restaurant on top Floor  
 Equipped with security camera and Fire Control Systems 
 Construction is 80% Completion
 DEPOSIT 30%
 Location: On Street 329, approximately 5 minutes from TK Avenue 
Contact Sales Agents / Contact Sales Agent:
 078 803 338/012 61 31 311/015 779 789/0789 919 919 919 919 919",RESIDENTIAL,Phnom Penh,175000.0,82.0,2134.1463414634145,11.575754,104.891908
rl-132826823,"Specious 2 BedRoom at J Tower 2 For Sale
- Floror: 26th
- FACE TO: South
- 65sqm net
A WELL-Known Successful Japan Developer Offerese High Standery, Sky Bar, Sky Bar, etc with extraordinary, etc with extraordinary Japanese-Standard Management Services. 
All of THESE Lead The Project BECOMES BECOMES A POPESTINES TO INVESTASE NOLCHESE FOR OWN FOREE, Investment for Rental. A 91-SQM-2BEDROM UNIT BET BET BET BET BET BET BET BET BET BET BET BET BET BET BET BET BET ABEEN $ 1200- $ 1300 / M. 
Century21 Fuji Realty Investment of J Tower 2 recommended to Locality, Investors from Jana. 
Not only The Purchase Advisor, Century21 Fuji Realty Will Assist Our Investment for Investment for Investor Our Enjoy Return Return. 
We are Offering One Wide Range One-Stop Services Including Buy, Rent, Sell, Sell, and Property Management. 
Call Panhareth Now to Seeable for J Tower 2 Or the UP-coming project of J Tower 3 at: +85589666721",RESIDENTIAL,Phnom Penh,175000.0,65.0,2692.3076923076924,11.546079,104.92339
rl-133832335,"Spacious 2Bedroom For O orkide The Royal Condominium 2004st.
- 2BEDROUROMS with 2Bathrooms 
- 10th Floor / 18F
- corner unit 
- Type 2c 107.5SQM Net
- Located on 2004st Inside Borney orkide Gated Community 
- Special Price: $ 170,000
Visit Appointment: 089 666721 | 098 889987
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,170000.0,107.5,1581.3953488372092,11.551692,104.878544
