latitude,longitude,population,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_3km_to_5km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_3km_to_5km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_3km_to_5km,n_resturant_in_3km_to_5km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,mean,median,max,min,category_name_Business,category_name_CommercialShophouse,category_name_Condo,category_name_Factory,category_name_Flat,category_name_Food/Hospitality,category_name_Hotel,category_name_House,category_name_Land,category_name_Land/Development,category_name_Offices,category_name_Penthouse,category_name_Retail,category_name_Retreat,category_name_ServicedApartment,category_name_Shophouse,category_name_Studio,category_name_Terrace,category_name_Twin Villa,category_name_Unit,category_name_Villa,category_name_Warehouse,category_name_condo,category_name_other,category_name_project,category_name_residential,price_per_m2
11,104,3083,16,33,83,27,28,72,12,81,66,10,66,31,12,35,13,32,39,91,11,51,22,126,2145,2022,5803,1050,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321.428571428572
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1974,1688,5921,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321.428571428572
11,104,7658,34,39,66,10,43,62,45,30,14,32,36,25,18,28,15,28,52,13,34,18,79,52,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320.185614849188
11,104,7658,34,39,66,10,43,62,45,30,14,32,36,25,18,28,15,28,52,13,34,18,79,52,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320.185614849188
11,104,5336,23,45,62,10,23,64,33,51,16,41,36,23,7,32,11,28,36,23,37,24,77,72,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319.4680686562547
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318.840579710145
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.5
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.5
11,104,1551,2,3,11,3,1,28,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,0,1494,1363,3710,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2312.447434819176
11,104,2956,1,1,10,1,2,16,0,0,0,0,0,5,0,7,2,1,2,0,0,0,0,1,1673,1559,2713,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2311.111111111112
11,104,9274,49,38,92,38,32,75,30,25,22,53,24,51,24,35,14,33,36,22,38,32,76,37,2763,2589,5000,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.8030040439053
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.692307692308
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2307.692307692308
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2022,1458,6321,600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.692307692308
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.692307692308
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2306.648575305292
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.0
11,104,5039,19,42,105,25,51,79,33,65,80,20,64,58,10,45,22,43,34,111,19,67,43,127,2807,2500,6333,700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.0
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.0
11,104,28799,38,46,65,21,38,78,17,10,7,35,22,48,17,28,23,34,49,8,17,25,26,22,2047,1754,6461,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.0
11,104,16252,31,45,77,21,26,82,23,21,9,39,27,44,22,30,20,28,46,8,26,30,27,31,2763,2589,5000,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298.410266232522
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2471,2289,5212,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296.875
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2292.3976608187136
11,104,29575,25,50,67,26,29,68,34,61,43,27,58,46,12,35,18,29,51,57,27,43,73,75,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2291.6666666666665
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2471,2289,5212,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2289.3772893772893
11,104,3259,1,1,37,10,5,37,0,6,1,0,7,15,0,15,6,21,10,7,0,14,0,11,1622,1497,4296,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2289.3772893772893
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2376,2000,6000,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287.98600311042
11,104,3626,12,33,62,15,48,71,4,35,7,7,32,28,9,24,19,34,38,3,9,25,8,36,1827,1107,4375,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2287.0333333333333
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2284.574468085106
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2730,2129,8500,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2283.379401514241
11,104,11754,9,26,52,5,10,31,2,47,40,3,45,40,1,29,5,18,17,60,3,44,7,72,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2281.6679779701026
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3009,2815,6428,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280.287663654804
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280.0
11,104,3259,2,2,42,9,6,42,0,5,2,0,6,15,1,17,5,21,11,7,0,13,0,11,1494,1363,3710,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2279.041500260462
11,104,2745,2,7,42,2,5,50,1,3,5,0,7,21,1,18,2,18,2,5,1,15,0,8,2358,2470,3702,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2277.777777777778
11,104,16637,11,31,88,32,20,68,5,86,34,18,46,45,8,38,19,39,71,33,10,52,8,77,2358,2470,3702,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2277.777777777778
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2145,2022,5803,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2276.234567901234
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2275.600505689001
11,104,3193,13,29,64,16,29,85,5,44,16,10,31,28,5,37,10,45,38,8,8,22,7,50,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2272.7272727272725
11,104,4083,6,8,57,7,5,30,2,28,36,2,32,39,1,27,3,17,11,49,4,33,1,44,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2272.7272727272725
11,104,1551,2,3,11,3,1,28,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,0,1622,1497,4296,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272.7272727272725
11,104,3829,0,11,36,0,15,23,1,3,8,1,5,6,3,9,3,6,4,2,3,7,1,7,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2272.7272727272725
11,104,4119,22,33,90,19,51,89,7,74,25,17,44,30,9,38,25,36,30,20,12,47,12,88,2066,1888,6222,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271.3864306784662
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2271.062271062271
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270.008442380751
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,1794,1875,3333,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2267.4418604651164
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2266.6666666666665
11,104,5336,24,50,61,7,24,81,44,38,11,39,32,28,11,36,15,28,38,9,38,21,86,51,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.625
11,104,25191,52,62,51,35,40,74,18,5,11,38,14,26,24,22,18,35,29,2,34,23,72,17,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.1509433962265
11,104,25191,52,62,51,35,40,74,18,5,11,38,14,26,24,22,18,35,29,2,34,23,72,17,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.1509433962265
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2263.157894736842
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260.27397260274
11,104,26838,38,61,66,34,42,69,41,16,49,32,34,31,19,29,21,38,36,58,33,36,75,61,3949,3775,6388,1318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260.232131948687
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2258.8360350783946
11,104,557,0,2,2,0,4,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1145,960,2258,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2258.064516129032
11,104,5029,18,26,89,11,20,71,24,68,22,18,57,60,10,34,7,35,67,29,28,46,67,59,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258.064516129032
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.336343115124
11,104,24762,17,33,87,16,34,61,13,88,56,22,54,35,10,41,20,38,60,66,14,54,17,105,2269,1833,6400,622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.18194254446
11,104,29575,25,47,67,26,27,64,33,62,45,27,57,45,12,36,18,27,53,57,25,44,68,81,2226,1856,5625,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2256.4102564102564
11,104,4083,3,11,58,7,3,31,2,30,39,2,34,37,2,29,3,17,11,57,3,35,1,56,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2256.4102564102564
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2022,2253,3000,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253.333333333333
11,104,23250,45,50,69,30,33,73,38,16,30,36,26,31,20,26,22,37,51,42,34,30,71,55,2730,2129,8500,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2250.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2421,2050,6363,398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.0
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2250.0
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2244.318181818182
11,104,9638,7,16,83,10,21,54,1,58,19,4,42,39,6,30,7,26,24,28,6,40,7,47,1932,1849,3913,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2243.211334120425
11,104,29575,25,50,67,26,29,68,34,61,43,27,58,46,12,35,18,29,51,57,27,43,73,75,2082,1748,6333,960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242.990654205608
11,104,1099,3,6,21,3,8,14,1,1,3,0,3,3,1,5,1,6,1,1,2,5,0,2,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2240.896358543417
11,104,16252,31,45,77,21,26,82,23,21,9,39,27,44,22,30,20,28,46,8,26,30,27,31,2955,2986,5555,1111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240.7568778787504
11,104,5039,16,44,106,24,57,86,29,69,81,15,67,56,8,48,21,41,32,114,18,70,29,138,2807,2500,6333,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.805970149254
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.7144259077527
11,104,18375,25,40,82,16,29,70,42,53,65,21,50,20,9,29,17,31,60,85,23,39,38,113,3058,2500,4342,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2235.294117647059
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2984,2590,6451,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232.729183083793
11,104,102,7,2,32,4,7,19,0,2,6,1,4,4,1,6,2,6,4,1,0,5,0,6,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2232.558139534884
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2421,2050,6363,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2232.1428571428573
11,104,29575,25,50,67,26,29,68,34,61,43,27,58,46,12,35,18,29,51,57,27,43,73,75,2082,1748,6333,960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.7073170731705
11,104,2630,7,19,56,9,20,82,2,14,7,6,26,26,4,27,9,35,62,3,10,17,7,26,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2229.2993630573246
11,104,23239,41,40,74,30,29,77,35,18,17,33,29,35,25,27,20,36,62,14,29,23,80,36,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.9156626506024
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2227.722772277228
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2421,2050,6363,398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225.0
11,104,1339,1,0,14,2,0,23,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2224.299065420561
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2222.222222222222
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,1673,1559,2713,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2222.222222222222
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,3058,2500,4342,2222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.222222222222
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2222.222222222222
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219.591595146493
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218.9262732549314
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2218.487394957984
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,1794,1875,3333,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2215.909090909091
11,104,29575,25,50,67,26,29,68,34,61,43,27,58,46,12,35,18,29,51,57,27,43,73,75,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2212.7659574468084
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2212.389380530973
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,1909,1661,5347,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211.538461538461
11,104,28799,50,45,65,22,42,74,13,7,8,29,21,45,16,31,13,39,48,4,17,28,23,20,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2210.8843537414964
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2210.8843537414964
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,1673,1559,2713,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2210.8843537414964
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2082,1748,6333,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2210.5263157894738
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2207.792207792208
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2207.792207792208
11,104,16637,13,32,86,30,26,64,6,87,37,20,47,44,9,37,19,38,68,34,9,53,6,81,2269,1833,6400,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2207.792207792208
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205.8823529411766
11,104,5336,27,55,54,7,28,75,45,37,10,38,32,28,12,37,15,27,43,8,36,23,87,45,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201.834862385321
11,104,7658,24,56,60,7,42,66,45,28,10,35,31,29,11,34,16,27,46,3,35,20,81,39,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201.217143597048
11,104,20882,25,66,85,39,47,74,50,25,72,31,47,48,13,41,20,39,23,91,44,48,71,86,2807,2500,6333,700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.0
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2200.0
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.0
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2200.0
11,104,2574,3,7,22,4,8,27,0,0,3,0,6,5,3,8,1,5,4,0,0,7,1,7,1909,1661,5347,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.0
11,104,16637,13,32,86,30,26,64,6,87,37,20,47,44,9,37,19,38,68,34,9,53,6,81,2269,1833,6400,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2200.0
