Phsar_Chas_nearest,Royal_Palace_3_5km,address_line_2,address_locality,h_id,h_id_price_min,n_atm_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,nearest_resturant,price_per_m2
0.0,0.0,24.0,8.0,737.0,1696.46,0.0,0.0,8.0,0.0,2212.14
0.0,1.0,92.0,0.0,447.0,2909.01,20.0,192.0,357.0,0.0,2909.01
0.0,0.0,27.0,2.0,397.0,195.08,0.0,0.0,0.0,0.0,240.47
0.0,0.0,66.0,2.0,47.0,550.86,0.0,0.0,0.0,0.0,555.91
0.0,0.0,12.0,5.0,190.0,1899.58,0.0,8.0,80.0,0.0,2418.59
0.0,0.0,60.0,3.0,127.0,221.29,0.0,0.0,0.0,0.0,1125.07
0.0,0.0,60.0,3.0,290.0,150.52,0.0,0.0,0.0,0.0,1163.16
0.0,0.0,0.0,2.0,820.0,528.75,0.0,0.0,0.0,0.0,535.43
0.0,0.0,29.0,10.0,339.0,983.27,0.0,0.0,4.0,0.0,1074.18
0.0,0.0,17.0,3.0,250.0,613.86,0.0,0.0,44.0,0.0,739.43
0.0,0.0,44.0,8.0,669.0,334.48,0.0,0.0,0.0,0.0,378.15
0.0,0.0,78.0,5.0,479.0,2951.98,0.0,20.0,156.0,0.0,2951.98
0.0,0.0,27.0,2.0,412.0,183.12,0.0,0.0,0.0,0.0,184.83
0.0,0.0,17.0,3.0,115.0,220.55,0.0,0.0,0.0,0.0,220.55
0.0,0.0,72.0,3.0,120.0,260.56,0.0,0.0,0.0,0.0,860.23
0.0,0.0,33.0,3.0,156.0,216.08,0.0,0.0,0.0,0.0,302.77
0.0,0.0,9.0,8.0,292.0,123.8,0.0,0.0,0.0,0.0,148.79
0.0,0.0,0.0,2.0,816.0,167.85,0.0,0.0,0.0,0.0,535.46
0.0,0.0,61.0,1.0,773.0,557.21,0.0,0.0,4.0,0.0,717.32
0.0,1.0,88.0,9.0,460.0,2235.35,22.0,335.0,187.0,0.0,2340.88
0.0,1.0,84.0,11.0,468.0,2031.02,20.0,199.0,402.0,0.0,3616.63
0.0,0.0,73.0,6.0,4.0,202.85,0.0,0.0,0.0,0.0,207.77
0.0,0.0,62.0,3.0,98.0,224.69,0.0,0.0,0.0,0.0,289.01
0.0,0.0,72.0,3.0,101.0,237.79,0.0,0.0,0.0,0.0,751.02
0.0,0.0,60.0,3.0,142.0,327.35,0.0,0.0,0.0,0.0,1151.79
0.0,0.0,31.0,3.0,153.0,94.38,0.0,0.0,0.0,0.0,94.38
0.0,0.0,59.0,6.0,609.0,176.29,0.0,0.0,0.0,0.0,219.62
0.0,0.0,27.0,2.0,397.0,195.08,0.0,0.0,0.0,0.0,238.29
0.0,0.0,15.0,8.0,635.0,965.55,0.0,0.0,0.0,0.0,1410.99
0.0,0.0,17.0,3.0,174.0,538.34,0.0,0.0,20.0,0.0,604.37
0.0,0.0,32.0,6.0,571.0,717.38,0.0,0.0,0.0,0.0,727.3
0.0,0.0,28.0,1.0,777.0,513.84,0.0,0.0,4.0,0.0,539.97
0.0,0.0,62.0,3.0,92.0,189.72,0.0,0.0,0.0,0.0,227.02
0.0,0.0,9.0,8.0,268.0,145.93,0.0,0.0,0.0,0.0,187.55
0.0,0.0,24.0,8.0,698.0,1733.91,0.0,4.0,8.0,0.0,1850.55
0.0,0.0,24.0,8.0,722.0,566.34,0.0,4.0,4.0,0.0,2030.3
0.0,0.0,93.0,1.0,430.0,822.82,0.0,0.0,16.0,0.0,877.09
0.0,0.0,26.0,8.0,642.0,922.28,0.0,0.0,0.0,0.0,1006.58
0.0,0.0,25.0,8.0,528.0,908.09,0.0,0.0,0.0,0.0,965.25
0.0,0.0,58.0,6.0,58.0,140.97,0.0,0.0,0.0,0.0,140.97
0.0,0.0,15.0,8.0,662.0,413.71,0.0,0.0,0.0,0.0,1657.97
0.0,0.0,9.0,8.0,282.0,142.41,0.0,0.0,0.0,0.0,146.59
0.0,0.0,61.0,1.0,799.0,465.92,0.0,0.0,0.0,0.0,599.22
0.0,0.0,29.0,10.0,333.0,806.2,0.0,0.0,4.0,0.0,1101.44
0.0,0.0,65.0,1.0,774.0,631.28,0.0,0.0,4.0,0.0,631.28
0.0,0.0,9.0,8.0,266.0,153.47,0.0,0.0,0.0,0.0,157.45
0.0,0.0,25.0,8.0,532.0,816.17,0.0,0.0,0.0,0.0,816.17
0.0,0.0,26.0,8.0,632.0,358.38,0.0,0.0,0.0,0.0,1262.02
0.0,0.0,33.0,3.0,126.0,215.52,0.0,0.0,0.0,0.0,256.99
0.0,0.0,82.0,8.0,646.0,413.32,0.0,0.0,0.0,0.0,417.46
0.0,0.0,45.0,10.0,717.0,2521.48,0.0,8.0,40.0,0.0,2524.7
0.0,0.0,15.0,8.0,647.0,397.42,0.0,0.0,0.0,0.0,1497.75
0.0,0.0,59.0,6.0,627.0,190.7,0.0,0.0,0.0,0.0,190.7
0.0,0.0,37.0,1.0,441.0,716.16,0.0,4.0,36.0,0.0,1439.47
0.0,1.0,16.0,1.0,424.0,1946.64,0.0,80.0,402.0,0.0,2211.83
0.0,0.0,73.0,6.0,8.0,204.74,0.0,0.0,0.0,0.0,208.29
0.0,0.0,57.0,3.0,660.0,329.02,0.0,0.0,0.0,0.0,392.76
0.0,0.0,68.0,3.0,247.0,834.99,0.0,0.0,24.0,0.0,834.99
0.0,0.0,82.0,8.0,538.0,90.23,0.0,0.0,0.0,0.0,417.01
0.0,0.0,62.0,3.0,93.0,249.28,0.0,0.0,0.0,0.0,253.63
0.0,0.0,66.0,2.0,335.0,628.18,0.0,0.0,0.0,0.0,628.18
0.0,0.0,25.0,8.0,647.0,397.42,0.0,0.0,0.0,0.0,1423.88
0.0,0.0,76.0,3.0,101.0,237.79,0.0,0.0,0.0,0.0,251.9
0.0,0.0,15.0,8.0,213.0,646.77,0.0,0.0,0.0,0.0,1810.67
0.0,0.0,57.0,3.0,666.0,314.68,0.0,0.0,0.0,0.0,421.42
0.0,0.0,9.0,8.0,280.0,144.31,0.0,0.0,0.0,0.0,149.39
0.0,0.0,87.0,0.0,447.0,2909.01,28.0,197.0,258.0,1.0,6053.12
0.0,0.0,76.0,3.0,89.0,175.42,0.0,0.0,0.0,0.0,220.64
0.0,0.0,17.0,3.0,95.0,522.82,0.0,0.0,4.0,0.0,541.75
0.0,0.0,69.0,3.0,135.0,276.26,0.0,0.0,0.0,0.0,349.53
0.0,0.0,76.0,3.0,164.0,224.7,0.0,0.0,0.0,0.0,252.14
0.0,0.0,80.0,3.0,151.0,45.52,0.0,0.0,0.0,0.0,197.49
0.0,0.0,59.0,6.0,603.0,183.65,0.0,0.0,0.0,0.0,220.33
0.0,0.0,77.0,4.0,459.0,2364.28,44.0,156.0,148.0,3.0,4414.29
0.0,0.0,70.0,3.0,112.0,212.6,0.0,0.0,0.0,0.0,275.26
0.0,0.0,25.0,8.0,655.0,1190.81,0.0,0.0,0.0,0.0,1327.86
0.0,1.0,86.0,10.0,464.0,3075.99,8.0,105.0,464.0,0.0,3430.08
0.0,0.0,66.0,2.0,405.0,647.27,0.0,4.0,20.0,0.0,666.31
0.0,0.0,57.0,3.0,128.0,57.54,0.0,0.0,0.0,0.0,312.76
0.0,1.0,83.0,11.0,452.0,2275.51,12.0,60.0,408.0,0.0,3203.39
0.0,0.0,30.0,9.0,361.0,1248.9,0.0,16.0,87.0,0.0,1266.33
0.0,0.0,69.0,3.0,161.0,269.36,0.0,0.0,0.0,0.0,299.05
0.0,0.0,15.0,8.0,736.0,1603.14,0.0,0.0,4.0,0.0,1696.22
0.0,0.0,68.0,3.0,216.0,319.26,0.0,0.0,0.0,0.0,638.61
0.0,1.0,11.0,5.0,472.0,3191.56,20.0,119.0,398.0,0.0,3191.56
0.0,0.0,28.0,1.0,755.0,469.42,0.0,0.0,0.0,0.0,555.38
0.0,0.0,9.0,8.0,280.0,144.31,0.0,0.0,0.0,0.0,168.81
0.0,0.0,2.0,11.0,351.0,3166.66,8.0,58.0,427.0,0.0,3963.98
0.0,0.0,73.0,6.0,22.0,230.75,0.0,0.0,0.0,0.0,273.52
0.0,0.0,82.0,8.0,646.0,413.32,0.0,0.0,0.0,0.0,474.21
0.0,0.0,80.0,3.0,151.0,45.52,0.0,0.0,0.0,0.0,195.36
0.0,1.0,63.0,2.0,300.0,818.7,8.0,32.0,413.0,0.0,2727.83
0.0,0.0,69.0,3.0,160.0,203.88,0.0,0.0,0.0,0.0,343.09
0.0,0.0,59.0,6.0,598.0,156.64,0.0,0.0,0.0,0.0,191.81
0.0,0.0,17.0,3.0,234.0,491.2,0.0,0.0,0.0,0.0,568.1
0.0,0.0,68.0,3.0,215.0,250.01,0.0,0.0,0.0,0.0,675.62
0.0,0.0,43.0,8.0,545.0,63.31,0.0,0.0,0.0,0.0,89.3
0.0,0.0,17.0,3.0,173.0,519.7,0.0,0.0,0.0,0.0,530.27
0.0,0.0,61.0,1.0,799.0,465.92,0.0,0.0,0.0,0.0,594.82
0.0,0.0,29.0,10.0,345.0,793.36,0.0,0.0,4.0,0.0,1114.96
0.0,0.0,28.0,1.0,809.0,449.96,0.0,0.0,0.0,0.0,518.56
0.0,0.0,26.0,8.0,650.0,1035.72,0.0,0.0,0.0,0.0,1261.24
0.0,0.0,30.0,9.0,364.0,1326.07,0.0,20.0,297.0,0.0,1453.66
0.0,1.0,66.0,2.0,300.0,818.7,8.0,32.0,413.0,0.0,883.7
0.0,1.0,89.0,0.0,447.0,2909.01,20.0,184.0,369.0,0.0,4881.58
0.0,0.0,25.0,8.0,499.0,93.61,0.0,0.0,0.0,0.0,969.73
0.0,0.0,45.0,10.0,323.0,1298.03,0.0,0.0,52.0,0.0,2694.85
0.0,0.0,63.0,2.0,393.0,594.43,0.0,0.0,0.0,0.0,1520.61
0.0,0.0,60.0,3.0,142.0,327.35,0.0,0.0,0.0,0.0,1075.65
0.0,0.0,32.0,6.0,559.0,724.89,0.0,0.0,0.0,0.0,724.89
0.0,1.0,71.0,9.0,298.0,1996.16,4.0,61.0,392.0,0.0,2350.79
0.0,0.0,74.0,8.0,534.0,368.88,0.0,0.0,0.0,0.0,368.88
0.0,0.0,44.0,8.0,636.0,396.67,0.0,0.0,0.0,0.0,406.33
0.0,0.0,27.0,2.0,398.0,203.22,0.0,0.0,12.0,0.0,257.96
0.0,0.0,65.0,1.0,441.0,716.16,0.0,4.0,44.0,0.0,743.71
0.0,0.0,69.0,3.0,216.0,319.26,0.0,0.0,0.0,0.0,325.34
0.0,0.0,69.0,3.0,666.0,314.68,0.0,0.0,0.0,0.0,354.08
0.0,0.0,59.0,6.0,554.0,90.93,0.0,0.0,0.0,0.0,196.27
0.0,0.0,59.0,6.0,621.0,191.99,0.0,0.0,0.0,0.0,193.99
0.0,0.0,62.0,3.0,83.0,202.33,0.0,0.0,0.0,0.0,260.42
0.0,1.0,2.0,11.0,464.0,3075.99,12.0,123.0,462.0,0.0,3715.32
0.0,0.0,58.0,6.0,60.0,128.68,0.0,0.0,0.0,0.0,144.72
0.0,0.0,23.0,3.0,237.0,227.23,0.0,0.0,0.0,0.0,1171.53
0.0,0.0,31.0,3.0,148.0,96.43,0.0,0.0,0.0,0.0,105.43
0.0,0.0,9.0,8.0,271.0,147.5,0.0,0.0,0.0,0.0,164.33
0.0,0.0,67.0,1.0,202.0,472.71,0.0,0.0,0.0,0.0,472.71
0.0,0.0,12.0,5.0,170.0,1128.26,0.0,4.0,8.0,0.0,2247.94
0.0,0.0,62.0,3.0,98.0,224.69,0.0,0.0,0.0,0.0,264.15
0.0,0.0,76.0,3.0,89.0,175.42,0.0,0.0,0.0,0.0,218.3
0.0,0.0,9.0,8.0,276.0,155.79,0.0,0.0,0.0,0.0,158.08
0.0,0.0,72.0,3.0,124.0,223.58,0.0,0.0,0.0,0.0,853.02
0.0,0.0,28.0,1.0,760.0,408.73,0.0,0.0,4.0,0.0,648.04
0.0,0.0,61.0,1.0,429.0,777.68,0.0,0.0,0.0,0.0,868.35
0.0,0.0,27.0,2.0,413.0,181.04,0.0,0.0,0.0,0.0,187.13
0.0,0.0,76.0,3.0,162.0,171.64,0.0,0.0,0.0,0.0,270.0
0.0,0.0,45.0,10.0,739.0,2323.29,0.0,12.0,40.0,0.0,2692.52
0.0,0.0,27.0,2.0,389.0,178.1,0.0,0.0,0.0,0.0,216.05
0.0,0.0,73.0,6.0,26.0,206.77,0.0,0.0,0.0,0.0,252.09
0.0,0.0,24.0,8.0,723.0,492.91,0.0,0.0,4.0,0.0,1885.21
0.0,0.0,32.0,6.0,590.0,491.0,0.0,0.0,0.0,0.0,762.84
0.0,1.0,88.0,9.0,303.0,2017.97,8.0,205.0,291.0,0.0,2269.83
0.0,0.0,86.0,10.0,465.0,2779.0,12.0,32.0,341.0,0.0,2957.27
0.0,0.0,93.0,1.0,434.0,734.83,0.0,0.0,4.0,0.0,927.65
0.0,0.0,25.0,8.0,529.0,183.56,0.0,0.0,0.0,0.0,978.3
0.0,0.0,60.0,3.0,141.0,1130.8,0.0,0.0,0.0,0.0,1135.78
0.0,0.0,67.0,1.0,788.0,377.11,0.0,0.0,0.0,0.0,381.87
0.0,0.0,27.0,2.0,399.0,218.5,0.0,0.0,8.0,0.0,222.05
0.0,0.0,72.0,3.0,123.0,105.62,0.0,0.0,0.0,0.0,743.89
0.0,0.0,93.0,1.0,430.0,822.82,0.0,0.0,12.0,0.0,867.55
0.0,0.0,27.0,2.0,834.0,167.52,0.0,0.0,0.0,0.0,167.52
0.0,0.0,76.0,3.0,105.0,219.55,0.0,0.0,0.0,0.0,219.55
0.0,0.0,25.0,8.0,520.0,402.64,0.0,0.0,0.0,0.0,1198.87
0.0,0.0,44.0,8.0,661.0,346.46,0.0,0.0,0.0,0.0,360.72
0.0,0.0,58.0,6.0,52.0,161.42,0.0,0.0,0.0,0.0,186.97
0.0,0.0,25.0,8.0,503.0,906.7,0.0,0.0,0.0,0.0,906.7
0.0,0.0,24.0,8.0,700.0,1334.01,0.0,4.0,12.0,0.0,2167.49
0.0,0.0,32.0,6.0,584.0,834.74,0.0,0.0,0.0,0.0,834.74
0.0,0.0,21.0,9.0,332.0,783.32,0.0,0.0,8.0,0.0,1117.48
0.0,0.0,12.0,5.0,170.0,1128.26,0.0,4.0,0.0,0.0,1128.26
0.0,0.0,44.0,8.0,668.0,154.63,0.0,0.0,0.0,0.0,330.86
0.0,1.0,88.0,9.0,352.0,2108.57,4.0,172.0,331.0,0.0,2166.49
0.0,0.0,64.0,6.0,10.0,230.5,0.0,0.0,0.0,0.0,872.94
0.0,0.0,17.0,3.0,116.0,414.37,0.0,0.0,0.0,0.0,555.32
0.0,0.0,23.0,3.0,249.0,1642.14,0.0,0.0,60.0,0.0,1663.04
0.0,0.0,66.0,2.0,377.0,567.63,0.0,0.0,0.0,0.0,574.21
0.0,0.0,71.0,9.0,346.0,1866.7,4.0,54.0,431.0,0.0,2701.32
0.0,1.0,11.0,5.0,484.0,2559.34,0.0,44.0,303.0,0.0,2559.34
0.0,0.0,68.0,3.0,209.0,680.4,0.0,0.0,0.0,0.0,680.4
0.0,0.0,28.0,1.0,758.0,355.2,0.0,0.0,0.0,0.0,456.38
0.0,0.0,65.0,1.0,184.0,781.74,4.0,4.0,116.0,0.0,863.23
0.0,0.0,86.0,10.0,451.0,2552.21,4.0,20.0,123.0,0.0,2552.21
0.0,0.0,67.0,1.0,780.0,331.61,0.0,0.0,0.0,0.0,422.85
0.0,0.0,69.0,3.0,161.0,269.36,0.0,0.0,0.0,0.0,269.36
0.0,0.0,26.0,8.0,658.0,924.46,0.0,0.0,0.0,0.0,934.95
0.0,0.0,76.0,3.0,162.0,171.64,0.0,0.0,0.0,0.0,218.47
0.0,0.0,26.0,8.0,640.0,1009.58,0.0,0.0,0.0,0.0,1020.4
0.0,0.0,78.0,5.0,730.0,2250.57,0.0,16.0,76.0,0.0,2821.21
0.0,0.0,24.0,8.0,700.0,1334.01,0.0,0.0,12.0,0.0,2219.02
0.0,1.0,71.0,9.0,298.0,1996.16,4.0,80.0,381.0,0.0,2302.94
0.0,0.0,29.0,10.0,587.0,765.17,0.0,0.0,0.0,0.0,950.43
0.0,0.0,28.0,1.0,809.0,449.96,0.0,0.0,0.0,0.0,563.25
0.0,0.0,30.0,9.0,366.0,1234.91,4.0,4.0,171.0,0.0,1277.67
0.0,0.0,59.0,6.0,599.0,184.84,0.0,0.0,0.0,0.0,190.89
0.0,0.0,44.0,8.0,667.0,338.34,0.0,0.0,0.0,0.0,383.75
0.0,0.0,60.0,3.0,288.0,151.97,0.0,0.0,0.0,0.0,1363.35
0.0,0.0,59.0,6.0,628.0,197.15,0.0,0.0,0.0,0.0,207.34
0.0,0.0,32.0,6.0,43.0,744.13,0.0,0.0,0.0,0.0,744.13
0.0,0.0,69.0,3.0,161.0,269.36,0.0,0.0,0.0,0.0,304.64
0.0,0.0,82.0,8.0,520.0,402.64,0.0,0.0,0.0,0.0,452.79
0.0,0.0,23.0,3.0,93.0,249.28,0.0,0.0,0.0,0.0,1124.3
0.0,0.0,25.0,8.0,530.0,146.01,0.0,0.0,0.0,0.0,1029.12
0.0,0.0,43.0,8.0,516.0,93.27,0.0,0.0,0.0,0.0,93.95
0.0,0.0,45.0,10.0,724.0,1246.85,0.0,4.0,8.0,0.0,2404.8
0.0,0.0,28.0,1.0,778.0,526.08,0.0,0.0,4.0,0.0,526.08
0.0,0.0,59.0,6.0,614.0,196.9,0.0,0.0,0.0,0.0,203.43
0.0,0.0,58.0,6.0,605.0,140.11,0.0,0.0,0.0,0.0,152.73
0.0,0.0,9.0,8.0,690.0,150.61,0.0,0.0,0.0,0.0,164.47
0.0,0.0,29.0,10.0,343.0,1073.23,0.0,0.0,16.0,0.0,1095.51
0.0,0.0,67.0,1.0,748.0,282.68,0.0,0.0,0.0,0.0,305.77
0.0,0.0,68.0,3.0,215.0,250.01,0.0,0.0,0.0,0.0,600.26
0.0,1.0,88.0,9.0,350.0,1928.85,16.0,132.0,403.0,0.0,2060.46
0.0,0.0,62.0,3.0,83.0,202.33,0.0,0.0,0.0,0.0,262.96
0.0,0.0,78.0,5.0,455.0,2890.07,0.0,16.0,150.0,0.0,2945.52
0.0,0.0,71.0,9.0,364.0,1326.07,0.0,36.0,356.0,0.0,2427.18
0.0,1.0,88.0,9.0,303.0,2017.97,4.0,146.0,349.0,0.0,2017.97
0.0,0.0,28.0,1.0,782.0,331.65,0.0,0.0,0.0,0.0,426.98
0.0,0.0,76.0,3.0,105.0,219.55,0.0,0.0,0.0,0.0,225.92
0.0,0.0,28.0,1.0,779.0,452.28,0.0,0.0,0.0,0.0,621.21
0.0,0.0,16.0,1.0,419.0,1938.98,0.0,72.0,423.0,0.0,2478.83
0.0,1.0,86.0,10.0,468.0,2031.02,8.0,134.0,463.0,0.0,3299.54
0.0,0.0,26.0,8.0,650.0,1035.72,0.0,0.0,0.0,0.0,1070.8
0.0,0.0,23.0,3.0,252.0,1567.73,0.0,0.0,52.0,0.0,1567.73
0.0,0.0,20.0,9.0,332.0,783.32,0.0,0.0,16.0,0.0,1316.89
0.0,0.0,27.0,2.0,395.0,206.82,0.0,0.0,4.0,0.0,213.63
0.0,0.0,43.0,8.0,502.0,65.66,0.0,0.0,0.0,0.0,95.43
0.0,0.0,65.0,1.0,201.0,434.07,0.0,0.0,4.0,0.0,569.94
0.0,0.0,60.0,3.0,291.0,219.66,0.0,0.0,0.0,0.0,1132.75
0.0,0.0,32.0,6.0,584.0,834.74,0.0,0.0,0.0,0.0,853.7
0.0,1.0,83.0,11.0,444.0,3365.54,12.0,202.0,359.0,0.0,4169.2
0.0,0.0,59.0,6.0,609.0,176.29,0.0,0.0,0.0,0.0,176.29
0.0,0.0,76.0,3.0,237.0,227.23,0.0,0.0,0.0,0.0,292.18
0.0,0.0,29.0,10.0,323.0,1298.03,0.0,12.0,98.0,0.0,1516.09
0.0,0.0,59.0,6.0,600.0,193.78,0.0,0.0,0.0,0.0,213.56
0.0,0.0,34.0,10.0,700.0,1334.01,0.0,0.0,12.0,0.0,1396.17
0.0,0.0,17.0,3.0,99.0,455.74,0.0,0.0,0.0,0.0,480.88
0.0,0.0,15.0,8.0,675.0,1006.47,0.0,0.0,0.0,0.0,1510.6
0.0,0.0,77.0,4.0,459.0,2364.28,24.0,184.0,164.0,2.0,4181.66
0.0,0.0,43.0,8.0,681.0,91.67,0.0,0.0,0.0,0.0,102.49
0.0,0.0,25.0,8.0,659.0,994.03,0.0,0.0,0.0,0.0,1360.26
0.0,0.0,9.0,8.0,292.0,123.8,0.0,0.0,0.0,0.0,157.68
0.0,0.0,45.0,10.0,713.0,2326.72,0.0,0.0,28.0,0.0,2326.72
0.0,0.0,60.0,3.0,291.0,219.66,0.0,0.0,0.0,0.0,1253.08
0.0,0.0,45.0,10.0,346.0,1866.7,8.0,50.0,409.0,0.0,3311.15
0.0,0.0,67.0,1.0,791.0,372.32,0.0,0.0,0.0,0.0,441.58
0.0,0.0,29.0,10.0,575.0,813.25,0.0,0.0,0.0,0.0,1041.56
0.0,0.0,70.0,3.0,253.0,159.47,0.0,0.0,0.0,0.0,194.64
0.0,0.0,58.0,6.0,65.0,25.94,0.0,0.0,0.0,0.0,109.95
0.0,0.0,25.0,8.0,524.0,367.69,0.0,0.0,0.0,0.0,1385.28
0.0,0.0,29.0,10.0,345.0,793.36,0.0,0.0,12.0,0.0,1103.57
0.0,0.0,44.0,8.0,661.0,346.46,0.0,0.0,0.0,0.0,396.27
0.0,0.0,32.0,6.0,588.0,740.83,0.0,0.0,0.0,0.0,778.57
0.0,0.0,72.0,3.0,164.0,224.7,0.0,0.0,0.0,0.0,927.95
0.0,0.0,18.0,4.0,491.0,5010.02,28.0,155.0,118.0,2.0,5725.91
0.0,0.0,0.0,2.0,386.0,564.62,0.0,0.0,0.0,0.0,734.14
0.0,0.0,31.0,3.0,149.0,110.1,0.0,0.0,0.0,0.0,114.33
0.0,0.0,26.0,8.0,670.0,341.92,0.0,0.0,0.0,0.0,1221.12
0.0,0.0,9.0,8.0,279.0,118.18,0.0,0.0,0.0,0.0,118.18
0.0,0.0,33.0,3.0,130.0,218.23,0.0,0.0,0.0,0.0,221.42
0.0,0.0,76.0,3.0,160.0,203.88,0.0,0.0,0.0,0.0,234.38
0.0,0.0,68.0,3.0,239.0,272.58,0.0,0.0,0.0,0.0,694.09
0.0,1.0,11.0,5.0,448.0,2747.5,12.0,202.0,327.0,0.0,3280.16
0.0,0.0,61.0,1.0,799.0,465.92,0.0,0.0,0.0,0.0,598.05
0.0,0.0,17.0,3.0,176.0,530.68,0.0,0.0,4.0,0.0,581.22
0.0,0.0,29.0,10.0,339.0,983.27,0.0,0.0,4.0,0.0,1102.79
0.0,0.0,59.0,6.0,618.0,175.29,0.0,0.0,0.0,0.0,206.89
0.0,0.0,74.0,8.0,705.0,335.27,0.0,0.0,4.0,0.0,549.22
0.0,0.0,79.0,9.0,36.0,738.92,0.0,0.0,0.0,0.0,783.15
0.0,1.0,78.0,5.0,448.0,2747.5,8.0,212.0,336.0,0.0,3682.48
0.0,0.0,70.0,3.0,86.0,248.73,0.0,0.0,0.0,0.0,267.48
0.0,0.0,25.0,8.0,524.0,367.69,0.0,0.0,0.0,0.0,1399.78
0.0,0.0,62.0,3.0,104.0,220.69,0.0,0.0,0.0,0.0,277.73
0.0,0.0,59.0,6.0,552.0,95.9,0.0,0.0,0.0,0.0,148.8
0.0,0.0,68.0,3.0,241.0,595.94,0.0,0.0,0.0,0.0,730.35
0.0,0.0,78.0,5.0,219.0,1972.08,0.0,4.0,48.0,0.0,2339.26
0.0,0.0,15.0,8.0,732.0,1663.99,0.0,0.0,4.0,0.0,1729.96
0.0,0.0,26.0,8.0,692.0,781.25,0.0,0.0,0.0,0.0,1029.02
0.0,0.0,59.0,6.0,605.0,140.11,0.0,0.0,0.0,0.0,259.28
0.0,0.0,33.0,3.0,130.0,218.23,0.0,0.0,0.0,0.0,299.99
0.0,0.0,9.0,8.0,277.0,142.55,0.0,0.0,0.0,0.0,175.81
0.0,0.0,59.0,6.0,630.0,197.98,0.0,0.0,0.0,0.0,201.81
0.0,1.0,16.0,1.0,424.0,1946.64,0.0,96.0,406.0,0.0,2333.35
0.0,0.0,34.0,10.0,722.0,566.34,0.0,4.0,4.0,0.0,1301.04
0.0,0.0,70.0,3.0,88.0,82.58,0.0,0.0,0.0,0.0,287.57
0.0,0.0,74.0,8.0,705.0,335.27,0.0,0.0,0.0,0.0,432.78
0.0,0.0,15.0,8.0,657.0,851.14,0.0,0.0,0.0,0.0,1357.41
0.0,0.0,15.0,8.0,226.0,1548.8,0.0,0.0,0.0,0.0,1794.32
0.0,1.0,86.0,10.0,464.0,3075.99,20.0,197.0,392.0,0.0,3196.34
0.0,0.0,64.0,6.0,13.0,115.88,0.0,0.0,0.0,0.0,977.05
0.0,0.0,25.0,8.0,525.0,844.65,0.0,0.0,0.0,0.0,1338.1
0.0,0.0,73.0,6.0,19.0,179.3,0.0,0.0,0.0,0.0,295.66
0.0,0.0,21.0,9.0,320.0,1222.01,0.0,4.0,48.0,0.0,1288.3
0.0,0.0,26.0,8.0,695.0,845.64,0.0,0.0,0.0,0.0,1023.97
0.0,0.0,79.0,9.0,332.0,783.32,0.0,0.0,8.0,0.0,803.11
0.0,0.0,74.0,8.0,508.0,180.6,0.0,0.0,0.0,0.0,396.72
0.0,0.0,0.0,2.0,824.0,510.28,0.0,0.0,0.0,0.0,573.57
0.0,0.0,61.0,1.0,777.0,513.84,0.0,0.0,0.0,0.0,702.45
0.0,0.0,61.0,1.0,431.0,877.71,0.0,0.0,0.0,0.0,877.71
0.0,0.0,26.0,8.0,670.0,341.92,0.0,0.0,0.0,0.0,1191.23
0.0,0.0,43.0,8.0,545.0,63.31,0.0,0.0,0.0,0.0,90.23
0.0,0.0,9.0,8.0,275.0,146.8,0.0,0.0,0.0,0.0,146.8
0.0,0.0,63.0,2.0,403.0,1765.7,0.0,0.0,8.0,0.0,1869.08
0.0,0.0,15.0,8.0,231.0,1819.42,0.0,0.0,12.0,0.0,1975.27
0.0,0.0,32.0,6.0,590.0,491.0,0.0,0.0,0.0,0.0,847.49
0.0,0.0,59.0,6.0,607.0,192.37,0.0,0.0,0.0,0.0,224.51
0.0,0.0,29.0,10.0,42.0,912.94,0.0,0.0,0.0,0.0,912.94
0.0,0.0,0.0,2.0,388.0,676.04,0.0,0.0,0.0,0.0,676.04
0.0,0.0,62.0,3.0,94.0,244.05,0.0,0.0,0.0,0.0,273.81
0.0,0.0,21.0,9.0,402.0,608.7,0.0,0.0,8.0,0.0,1166.52
0.0,0.0,15.0,8.0,635.0,965.55,0.0,0.0,0.0,0.0,1417.3
0.0,0.0,0.0,2.0,823.0,546.46,0.0,0.0,0.0,0.0,739.82
0.0,0.0,66.0,2.0,305.0,699.71,0.0,8.0,82.0,0.0,699.74
0.0,0.0,24.0,8.0,732.0,1663.99,0.0,0.0,4.0,0.0,1767.9
0.0,0.0,66.0,2.0,376.0,569.68,0.0,0.0,0.0,0.0,640.03
0.0,0.0,72.0,3.0,124.0,223.58,0.0,0.0,0.0,0.0,875.96
0.0,0.0,67.0,1.0,748.0,282.68,0.0,0.0,0.0,0.0,282.68
0.0,0.0,43.0,8.0,558.0,91.95,0.0,0.0,0.0,0.0,105.55
0.0,0.0,67.0,1.0,811.0,407.64,0.0,0.0,0.0,0.0,416.62
0.0,0.0,60.0,3.0,665.0,321.07,0.0,0.0,0.0,0.0,1324.63
0.0,0.0,23.0,3.0,245.0,252.33,0.0,0.0,0.0,0.0,1195.18
0.0,0.0,62.0,3.0,97.0,234.38,0.0,0.0,0.0,0.0,258.41
0.0,0.0,15.0,8.0,663.0,402.35,0.0,0.0,0.0,0.0,1505.74
