Koh_Norea_5_10km,Phsar_Chas_nearest,Phsar_kandal_nearest,address_line_2,address_locality,h_id_price_min,n_atm_in_1km_to_2km,n_atm_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,price_per_m2
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1024.72
1.0,0.0,0.0,13.0,5.0,1899.58,16.0,247.0,1.0,12.0,2484.5
0.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,430.61
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,322.47
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,400.93
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1002.8
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,0.0,1844.93
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,1.0,403.18
0.0,0.0,0.0,6.0,7.0,2692.57,197.0,136.0,15.0,49.0,4810.25
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,545.83
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,449.81
0.0,0.0,0.0,30.0,9.0,857.44,0.0,20.0,2.0,1.0,1081.16
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,8.0,0.0,1.0,1934.53
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,961.73
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,364.32
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,947.86
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,172.52
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1039.72
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,200.31
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,0.0,822.06
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,157.46
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,661.47
0.0,0.0,0.0,20.0,9.0,856.89,0.0,4.0,0.0,0.0,1253.84
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,529.02
1.0,0.0,0.0,47.0,11.0,3295.08,173.0,159.0,47.0,31.0,4034.85
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,917.35
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,878.06
1.0,0.0,0.0,45.0,10.0,1492.51,32.0,429.0,23.0,18.0,3331.12
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,557.44
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,142.58
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,358.64
1.0,0.0,0.0,83.0,11.0,2275.51,28.0,439.0,29.0,19.0,3638.62
0.0,0.0,0.0,93.0,1.0,715.18,0.0,16.0,0.0,0.0,892.47
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,196.67
1.0,0.0,0.0,17.0,3.0,220.55,0.0,28.0,1.0,0.0,670.55
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,468.23
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1163.23
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,928.17
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,339.72
1.0,0.0,0.0,71.0,9.0,506.86,4.0,108.0,2.0,1.0,1666.32
1.0,0.0,0.0,11.0,5.0,1321.63,40.0,427.0,13.0,18.0,3069.7
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,677.87
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,488.6
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,230.3
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1239.04
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1083.14
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,362.94
1.0,0.0,0.0,86.0,10.0,925.25,28.0,404.0,12.0,41.0,3263.23
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,151.97
1.0,0.0,0.0,30.0,9.0,857.44,16.0,406.0,4.0,9.0,1508.87
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,180.46
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,356.47
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,208.89
0.0,0.0,0.0,81.0,0.0,2390.44,118.0,233.0,11.0,14.0,5685.79
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,951.24
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,1.0,0.0,948.78
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,188.19
0.0,0.0,0.0,27.0,2.0,33.42,0.0,12.0,0.0,1.0,212.01
0.0,0.0,0.0,5.0,0.0,2616.22,257.0,80.0,21.0,44.0,4877.81
1.0,0.0,0.0,84.0,11.0,2783.48,132.0,221.0,31.0,35.0,4432.5
1.0,0.0,0.0,78.0,5.0,1549.48,36.0,375.0,9.0,11.0,3390.46
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1090.26
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,441.77
0.0,0.0,0.0,34.0,10.0,765.17,0.0,4.0,0.0,0.0,1245.23
0.0,1.0,0.0,56.0,4.0,6586.75,208.0,100.0,11.0,45.0,8847.6
1.0,0.0,0.0,11.0,5.0,1321.63,24.0,481.0,14.0,26.0,2990.39
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,95.18
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,388.11
1.0,0.0,0.0,8.0,11.0,1636.88,110.0,232.0,44.0,35.0,4176.21
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,467.4
1.0,0.0,0.0,2.0,11.0,2816.67,16.0,316.0,27.0,37.0,3893.54
0.0,0.0,0.0,16.0,1.0,1534.64,4.0,416.0,1.0,5.0,2128.72
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,523.23
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1601.08
0.0,1.0,0.0,22.0,2.0,1194.79,202.0,140.0,9.0,10.0,2721.74
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,154.09
0.0,0.0,0.0,92.0,0.0,2909.01,64.0,370.0,9.0,16.0,4802.57
1.0,0.0,0.0,17.0,3.0,220.55,0.0,8.0,0.0,1.0,603.34
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,4.0,0.0,0.0,2279.34
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1599.52
1.0,0.0,0.0,11.0,5.0,1321.63,16.0,272.0,7.0,9.0,2555.99
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,364.31
0.0,0.0,0.0,4.0,0.0,5672.4,96.0,261.0,8.0,11.0,7242.52
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,923.36
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,481.59
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,412.38
0.0,0.0,0.0,86.0,10.0,925.25,0.0,40.0,0.0,7.0,2199.49
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,60.0,1.0,19.0,2687.78
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,341.34
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,365.14
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,174.44
0.0,0.0,0.0,24.0,8.0,540.57,0.0,24.0,0.0,1.0,2353.9
0.0,0.0,0.0,21.0,9.0,573.26,0.0,28.0,1.0,1.0,1302.11
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,1.0,519.7
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,188.06
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,306.58
1.0,0.0,0.0,30.0,9.0,857.44,8.0,255.0,1.0,5.0,1362.92
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,111.3
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,154.93
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,267.06
1.0,0.0,0.0,45.0,10.0,1492.51,12.0,171.0,21.0,42.0,2962.81
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,3.0,2133.44
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,20.0,0.0,0.0,1985.91
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,487.93
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,1.0,455.83
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1093.89
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1101.44
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,0.0,1490.72
0.0,0.0,0.0,24.0,8.0,540.57,4.0,28.0,0.0,6.0,2262.95
0.0,0.0,0.0,65.0,1.0,174.47,4.0,84.0,0.0,0.0,791.69
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1270.96
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,128.0,1.0,6.0,1880.32
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,1.0,534.12
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1153.53
0.0,1.0,1.0,77.0,4.0,2857.88,187.0,116.0,10.0,13.0,4852.55
1.0,0.0,0.0,2.0,11.0,2816.67,103.0,301.0,18.0,34.0,4171.41
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,329.02
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,960.62
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,283.0,0.0,1.0,1790.78
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,190.29
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,639.03
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,347.0,1.0,4.0,1929.54
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,611.86
1.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,1.0,751.9
0.0,0.0,0.0,48.0,0.0,2054.11,16.0,226.0,1.0,5.0,3152.8
1.0,0.0,0.0,77.0,4.0,2857.88,66.0,334.0,43.0,23.0,3631.92
1.0,0.0,0.0,45.0,10.0,1492.51,20.0,325.0,35.0,25.0,3141.32
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,321.82
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,565.48
1.0,0.0,0.0,12.0,5.0,1128.26,0.0,136.0,1.0,2.0,2775.32
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,203.88
0.0,0.0,0.0,7.0,4.0,3830.82,301.0,108.0,11.0,11.0,5202.82
0.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,481.27
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,160.74
1.0,0.0,0.0,78.0,5.0,1549.48,24.0,473.0,13.0,23.0,3540.0
1.0,0.0,0.0,61.0,1.0,351.44,0.0,0.0,1.0,0.0,591.84
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,273.98
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,12.0,0.0,0.0,2239.26
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,473.3
0.0,0.0,0.0,16.0,1.0,1534.64,44.0,410.0,4.0,5.0,2569.6
0.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,0.0,1121.31
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,422.95
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,8.0,0.0,0.0,1695.56
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,24.0,0.0,2.0,2005.41
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,629.85
0.0,0.0,0.0,93.0,1.0,715.18,0.0,12.0,1.0,0.0,958.68
1.0,0.0,0.0,78.0,5.0,1549.48,8.0,206.0,11.0,42.0,3203.1
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,455.74
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,430.05
0.0,0.0,1.0,18.0,4.0,2734.46,305.0,112.0,10.0,12.0,6145.03
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,155.79
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,601.04
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1518.22
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,219.16
0.0,0.0,0.0,81.0,0.0,2390.44,145.0,135.0,14.0,10.0,6102.4
1.0,0.0,0.0,35.0,7.0,2707.91,257.0,124.0,48.0,23.0,2707.91
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,114.22
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,596.2
0.0,0.0,0.0,21.0,9.0,573.26,0.0,8.0,0.0,1.0,1223.35
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,909.89
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,20.0,0.0,1.0,2225.37
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,919.34
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,826.9
0.0,0.0,0.0,86.0,10.0,925.25,8.0,44.0,5.0,3.0,2217.9
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,190.41
0.0,0.0,0.0,79.0,9.0,455.39,0.0,36.0,0.0,1.0,934.78
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,233.53
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,541.73
0.0,0.0,0.0,7.0,4.0,3830.82,299.0,84.0,16.0,32.0,5028.13
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,36.0,1.0,5.0,2679.94
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,208.72
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,107.0,0.0,28.0,3052.24
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,342.71
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,40.0,0.0,0.0,2639.81
0.0,0.0,0.0,63.0,2.0,465.53,0.0,4.0,0.0,1.0,1796.27
0.0,0.0,1.0,7.0,4.0,3830.82,287.0,88.0,16.0,16.0,5636.36
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,231.52
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,1.0,1634.93
0.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,277.83
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,171.69
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1010.45
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,363.28
0.0,0.0,0.0,11.0,5.0,1321.63,28.0,381.0,1.0,12.0,2836.94
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,192.47
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,254.53
0.0,0.0,0.0,5.0,0.0,2616.22,173.0,114.0,15.0,14.0,5038.38
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,258.84
0.0,0.0,0.0,91.0,0.0,3017.34,20.0,365.0,4.0,9.0,4888.42
0.0,0.0,0.0,18.0,4.0,2734.46,311.0,84.0,13.0,13.0,6241.43
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1414.93
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,544.28
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1099.62
1.0,0.0,0.0,94.0,7.0,2664.9,184.0,136.0,41.0,20.0,4432.83
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1741.17
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,479.83
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,907.25
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,52.0,0.0,1.0,2690.34
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1253.36
1.0,0.0,0.0,88.0,9.0,1427.43,24.0,401.0,7.0,4.0,1427.43
1.0,0.0,0.0,47.0,11.0,3295.08,240.0,72.0,44.0,34.0,4133.52
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1137.53
0.0,0.0,0.0,29.0,10.0,491.0,0.0,16.0,0.0,1.0,1133.34
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,8.0,0.0,0.0,1836.47
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,177.18
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,597.97
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,474.36
0.0,0.0,0.0,29.0,10.0,491.0,0.0,12.0,0.0,0.0,1059.2
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,68.37
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,262.63
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,162.44
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,361.56
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1565.13
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,369.88
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,758.83
0.0,0.0,0.0,37.0,1.0,1074.98,4.0,44.0,0.0,0.0,1567.86
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,548.0
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,186.91
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,177.77
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,228.09
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,0.0,1838.4
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1076.57
1.0,0.0,0.0,83.0,11.0,2275.51,149.0,205.0,30.0,35.0,4317.27
0.0,0.0,0.0,32.0,6.0,525.36,0.0,16.0,0.0,1.0,1054.05
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,272.85
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,1139.55
0.0,0.0,0.0,11.0,5.0,1321.63,12.0,180.0,1.0,2.0,2410.07
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,240.12
0.0,0.0,0.0,86.0,10.0,925.25,0.0,56.0,3.0,12.0,2407.84
1.0,0.0,0.0,50.0,11.0,2401.48,210.0,128.0,34.0,33.0,4650.88
1.0,0.0,0.0,8.0,11.0,1636.88,48.0,454.0,39.0,35.0,3553.6
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,557.21
1.0,0.0,0.0,22.0,2.0,1194.79,32.0,302.0,0.0,7.0,2320.29
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,190.24
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,552.21
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,175.43
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,1.0,423.08
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,244.7
0.0,0.0,0.0,21.0,9.0,573.26,4.0,95.0,1.0,4.0,1504.47
1.0,0.0,0.0,8.0,11.0,1636.88,28.0,481.0,12.0,47.0,3277.46
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,190.31
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,236.54
1.0,0.0,0.0,45.0,10.0,1492.51,24.0,452.0,25.0,32.0,3450.17
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,161.75
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,325.68
1.0,0.0,0.0,88.0,9.0,1427.43,100.0,217.0,6.0,29.0,2408.81
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1228.85
0.0,0.0,0.0,13.0,5.0,1899.58,24.0,400.0,1.0,13.0,2896.82
1.0,0.0,0.0,1.0,11.0,2380.29,46.0,415.0,34.0,28.0,4245.84
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,269.5
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,617.82
0.0,0.0,0.0,30.0,9.0,857.44,4.0,101.0,1.0,4.0,1314.64
0.0,0.0,0.0,4.0,0.0,5672.4,328.0,96.0,12.0,11.0,8273.87
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,525.36
0.0,0.0,0.0,92.0,0.0,2909.01,48.0,378.0,10.0,18.0,4588.06
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,92.0,0.0,0.0,1583.07
0.0,0.0,0.0,65.0,1.0,174.47,4.0,52.0,0.0,0.0,757.02
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,975.94
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,190.9
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,186.96
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,1.0,1400.91
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,4.0,1.0,0.0,1646.83
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,562.84
1.0,0.0,0.0,11.0,5.0,1321.63,12.0,238.0,1.0,11.0,2583.06
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,514.88
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,1.0,0.0,463.7
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1500.62
1.0,0.0,0.0,86.0,10.0,925.25,44.0,478.0,33.0,44.0,3384.39
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,636.21
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,100.4
1.0,0.0,0.0,83.0,11.0,2275.51,32.0,477.0,14.0,52.0,3688.34
0.0,0.0,0.0,29.0,10.0,491.0,0.0,16.0,0.0,1.0,1234.17
0.0,0.0,0.0,21.0,9.0,573.26,0.0,72.0,0.0,3.0,1406.23
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,1.0,527.59
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,437.26
1.0,0.0,0.0,86.0,10.0,925.25,8.0,209.0,19.0,34.0,2779.0
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1343.5
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,474.51
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,371.03
1.0,0.0,0.0,12.0,5.0,1128.26,4.0,68.0,0.0,1.0,2304.43
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1202.02
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1820.07
1.0,0.0,0.0,12.0,5.0,1128.26,4.0,12.0,0.0,0.0,2278.6
0.0,0.0,0.0,10.0,0.0,2070.16,96.0,349.0,9.0,10.0,3654.98
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,1.0,398.01
0.0,0.0,0.0,34.0,10.0,765.17,0.0,8.0,0.0,0.0,1207.84
0.0,0.0,0.0,29.0,10.0,491.0,0.0,16.0,0.0,1.0,1112.7
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,230.64
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,932.18
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,98.89
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,199.43
0.0,0.0,0.0,45.0,10.0,1492.51,16.0,102.0,5.0,26.0,3076.27
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,200.78
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,666.12
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,113.3
1.0,0.0,0.0,71.0,9.0,506.86,12.0,147.0,5.0,5.0,2164.92
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1121.71
1.0,0.0,0.0,88.0,9.0,1427.43,129.0,178.0,4.0,29.0,2407.59
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,456.35
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,120.56
1.0,0.0,0.0,8.0,11.0,1636.88,168.0,132.0,42.0,32.0,4537.98
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,946.17
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,759.46
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,814.15
1.0,0.0,0.0,61.0,1.0,351.44,0.0,0.0,0.0,1.0,663.25
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,64.0,1.0,5.0,1639.93
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,191.17
1.0,0.0,0.0,2.0,11.0,2816.67,137.0,211.0,40.0,22.0,4379.88
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,32.0,1.0,1.0,2414.16
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,441.73
