address_line_2,address_locality,h_id,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_university_in_2km_to_3km,near_AEON_Mall_3_in_km,near_Phnom_Penh_Airport_in_km,price_per_m2
45.0,10.0,353.0,4.0,12.0,20.0,131.0,31.0,11.776792808287622,5.929164375636762,2845.9528220738694
43.0,8.0,558.0,0.0,0.0,0.0,0.0,0.0,20.7218123311396,10.06585380944888,55.9595463300532
0.0,2.0,383.0,0.0,0.0,0.0,0.0,0.0,22.17327151790302,17.077782374867056,436.5417736378461
86.0,10.0,744.0,4.0,20.0,28.0,247.0,35.0,10.073689610132696,3.894036140289567,2159.600338559895
66.0,2.0,305.0,0.0,4.0,4.0,56.0,1.0,15.22453232060024,12.04551316892639,705.7704390266261
75.0,8.0,529.0,0.0,0.0,0.0,0.0,0.0,16.8586497943343,5.976923537761511,275.9158668402658
62.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,3.009761253659902,12.02528861042995,191.20575545217056
43.0,8.0,558.0,0.0,0.0,0.0,0.0,0.0,21.025137616004308,9.959678273702943,69.35778549358879
74.0,8.0,648.0,0.0,0.0,0.0,0.0,0.0,11.73739722676986,2.085178676764503,387.557670041359
28.0,1.0,795.0,0.0,0.0,0.0,0.0,0.0,11.051369211439454,19.92047142472365,150.15404294562637
28.0,1.0,799.0,0.0,0.0,0.0,0.0,1.0,10.889519718812776,18.915149880311844,188.99739358939397
15.0,8.0,737.0,0.0,0.0,0.0,8.0,1.0,9.004464769166004,1.115776730208815,2172.092354591366
12.0,5.0,168.0,0.0,4.0,0.0,40.0,1.0,2.119747713541881,9.81896174325473,2702.9556156195986
29.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,18.97628119437114,11.10611496325483,850.3788047627951
32.0,6.0,567.0,0.0,0.0,0.0,0.0,0.0,17.902576725902872,6.9933317148435945,247.06133300713464
26.0,8.0,650.0,0.0,0.0,0.0,0.0,0.0,10.894697713187188,4.177793170409696,501.4588443890021
62.0,3.0,114.0,0.0,0.0,0.0,0.0,0.0,2.951913789172264,13.074243829008468,134.52514541944296
59.0,6.0,627.0,0.0,0.0,0.0,0.0,0.0,22.78351923126281,10.959841899919674,137.08517272958426
79.0,9.0,333.0,0.0,0.0,0.0,4.0,0.0,17.026023973287963,9.99312509750703,747.7397582396189
0.0,2.0,824.0,0.0,0.0,0.0,0.0,0.0,24.02303172046931,20.0104345340497,445.01528288576594
32.0,6.0,582.0,0.0,0.0,0.0,0.0,0.0,17.041504227424948,5.960038019509017,537.9939059919325
68.0,3.0,245.0,0.0,0.0,0.0,0.0,0.0,4.050319965430874,8.04657357794534,499.3080367631183
34.0,10.0,712.0,0.0,0.0,0.0,16.0,1.0,14.017177402069493,4.108049912899878,1134.039691006526
32.0,6.0,580.0,0.0,0.0,0.0,0.0,0.0,16.0577940302423,5.213826401567125,257.0031240496276
1.0,11.0,458.0,26.0,168.0,299.0,156.0,18.0,10.035193519501467,8.085129653505827,2409.5322368567404
59.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,23.73894765772945,13.046438879141952,184.57250889455804
2.0,11.0,458.0,12.0,94.0,248.0,291.0,26.0,9.870198769834571,6.957537701488471,4063.423173947756
68.0,3.0,214.0,0.0,0.0,0.0,0.0,1.0,7.994059599681201,4.008412050744415,639.1096036197316
45.0,10.0,579.0,0.0,0.0,0.0,12.0,0.0,15.006800386528198,6.006856256682128,1327.243354145599
9.0,8.0,271.0,0.0,0.0,0.0,0.0,0.0,16.010847691812895,9.934601976513513,129.252349846091
25.0,8.0,686.0,0.0,0.0,0.0,0.0,0.0,19.06657683055297,9.905898242425602,918.8672319241168
30.0,9.0,324.0,0.0,12.0,12.0,111.0,4.0,13.111335610715328,8.061610523391028,1574.5607044727524
43.0,8.0,623.0,0.0,0.0,0.0,0.0,0.0,22.1911417531422,10.9332200933775,132.20345054170866
29.0,10.0,322.0,0.0,4.0,16.0,88.0,6.0,12.83229815251126,7.977664964013763,1371.883708932775
86.0,10.0,738.0,0.0,16.0,16.0,132.0,24.0,10.008436989082227,2.8440838814945573,2033.822869987457
9.0,8.0,268.0,0.0,0.0,0.0,0.0,0.0,17.867589575537025,13.037082626919988,142.31129529555022
26.0,8.0,675.0,0.0,0.0,0.0,0.0,0.0,10.845172398646984,3.707332960090932,835.7436174484017
73.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,22.74943860334208,13.96367724391544,184.16549506061605
83.0,11.0,444.0,12.0,86.0,205.0,350.0,30.0,7.977070447672704,5.9310496554019485,3395.132704032146
26.0,8.0,638.0,0.0,0.0,0.0,0.0,1.0,11.144268820426072,4.96723506124651,510.0693182854481
15.0,8.0,680.0,0.0,0.0,0.0,0.0,1.0,8.865452599019596,3.8368559633301658,1140.5370837206035
25.0,8.0,520.0,0.0,0.0,0.0,0.0,0.0,13.988515824740954,3.9270579417878926,1224.143981042701
86.0,10.0,738.0,0.0,16.0,16.0,123.0,21.0,9.99534717426582,2.927359305406342,2564.824628136497
62.0,3.0,94.0,0.0,0.0,0.0,0.0,0.0,3.085974268083598,10.079551248055848,182.4820828678708
72.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,7.090360684425375,10.96137554029869,334.1738655893631
75.0,8.0,492.0,0.0,0.0,0.0,0.0,0.0,17.006236523715522,6.015287125309671,115.39077915829895
11.0,5.0,480.0,16.0,44.0,146.0,399.0,21.0,6.221054321532836,7.0582047379672295,2002.9346162828597
43.0,8.0,543.0,0.0,0.0,0.0,0.0,0.0,22.99098373800821,12.00801336944104,67.20142866095382
23.0,3.0,235.0,0.0,0.0,0.0,0.0,0.0,4.026949754999063,6.878272729125137,429.1017101230407
28.0,1.0,775.0,0.0,0.0,0.0,0.0,1.0,7.955898017386845,15.926027783357592,657.3826760394217
93.0,1.0,776.0,0.0,0.0,0.0,4.0,0.0,6.9639439205950335,15.093019830485051,360.3520903013411
66.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,18.99509864838429,12.019862424419408,260.23156938721525
63.0,2.0,370.0,0.0,0.0,0.0,0.0,0.0,19.04755853266168,13.9137258576549,687.6298810086955
23.0,3.0,173.0,0.0,0.0,0.0,8.0,1.0,2.0523534936524834,9.026021925885562,989.7454979417712
22.0,2.0,298.0,4.0,24.0,52.0,393.0,10.0,13.119771797195408,9.99057964307176,2339.642769633932
78.0,5.0,221.0,0.0,0.0,4.0,68.0,5.0,6.92886856326478,3.94240996577285,2808.188468936833
43.0,8.0,550.0,0.0,0.0,0.0,0.0,0.0,22.041150161878303,11.957620794692726,45.24927922690341
64.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,18.99998931374221,10.950035007101317,829.0429756398113
77.0,4.0,461.0,109.0,307.0,124.0,108.0,45.0,8.964903895829126,7.975193615303961,4329.777649044803
59.0,6.0,554.0,0.0,0.0,0.0,0.0,0.0,22.02774338645789,11.00690639084504,174.877471561774
9.0,8.0,282.0,0.0,0.0,0.0,0.0,0.0,18.107169958419565,13.088191470880265,155.04583415603742
8.0,11.0,448.0,12.0,52.0,185.0,380.0,46.0,7.064083617124923,5.899888867987264,2741.9005291578824
45.0,10.0,741.0,0.0,12.0,12.0,64.0,8.0,11.047781079885777,3.005713530349389,2250.64839977359
0.0,2.0,391.0,0.0,0.0,0.0,0.0,0.0,22.04404336159949,17.117462922063968,449.7579254304518
17.0,3.0,98.0,0.0,0.0,0.0,0.0,0.0,2.845850585087107,11.051862672494853,381.37133343474375
76.0,3.0,88.0,0.0,0.0,0.0,0.0,0.0,6.183824449337486,12.044189495968167,141.96010701347237
86.0,10.0,453.0,8.0,20.0,36.0,320.0,39.0,8.813883179345789,3.86694153846632,2290.8904793954816
70.0,3.0,87.0,0.0,0.0,0.0,0.0,0.0,7.04652638031934,11.892161056801845,218.5599075671117
34.0,10.0,724.0,0.0,0.0,4.0,8.0,1.0,13.06603202324906,1.9076252101577764,1172.4236865176626
78.0,5.0,730.0,0.0,4.0,12.0,76.0,19.0,8.126018351814423,3.03554143198158,3678.065383581584
24.0,8.0,739.0,4.0,4.0,8.0,48.0,14.0,10.830215764645391,2.031149549436628,2181.444136438288
34.0,10.0,700.0,0.0,4.0,0.0,12.0,5.0,11.885773032979982,1.016764296014688,1255.628319323065
17.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,1.999210836093964,11.996401845695493,442.6865183130852
43.0,8.0,556.0,0.0,0.0,0.0,0.0,0.0,20.86624292124755,10.99522829094508,47.79150877576557
71.0,9.0,364.0,0.0,12.0,32.0,338.0,5.0,12.967055198177052,10.158774647363735,537.9441534357996
37.0,1.0,422.0,16.0,60.0,280.0,221.0,9.0,8.076205981680951,11.153264234748695,1763.5300649183816
14.0,4.0,490.0,55.0,250.0,196.0,92.0,13.0,6.717000316572934,8.900108413328617,3713.9873048599993
64.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,19.05224973814769,11.026588731725944,568.4587558721649
78.0,5.0,218.0,0.0,0.0,0.0,64.0,3.0,6.019608644926414,3.9826931340880254,3209.209682389815
64.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,21.07839248416736,12.89771522589544,685.5418072242982
64.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,23.993246188470103,15.889596478040696,157.07709499254497
75.0,8.0,497.0,0.0,0.0,0.0,0.0,0.0,16.777583825129742,6.936612105734565,55.59228161985481
45.0,10.0,324.0,0.0,0.0,20.0,93.0,5.0,14.065926892499403,9.003234922433668,2849.326537017673
26.0,8.0,679.0,0.0,0.0,0.0,0.0,1.0,10.025980624382573,5.077769440329145,1559.0963570535523
68.0,3.0,214.0,0.0,0.0,0.0,0.0,0.0,8.151023179696526,5.0472977269659065,483.9139036080723
45.0,10.0,330.0,0.0,0.0,0.0,20.0,1.0,15.096629878460686,4.894590194036334,2327.025421062654
67.0,1.0,780.0,0.0,0.0,0.0,0.0,0.0,9.856170672806954,20.9192660639129,94.29801907535484
58.0,6.0,78.0,0.0,0.0,0.0,0.0,0.0,25.919713562283444,15.06481321288662,91.4190817297536
62.0,3.0,94.0,0.0,0.0,0.0,0.0,0.0,1.9887827329705283,10.063987934927423,270.483208247063
17.0,3.0,95.0,0.0,0.0,0.0,4.0,0.0,0.0577660080822647,11.012847662480851,682.6820215088692
0.0,2.0,820.0,0.0,0.0,0.0,0.0,0.0,25.97433901298496,21.038403916276582,307.35316656632887
87.0,0.0,447.0,28.0,112.0,205.0,276.0,47.0,6.9667449551067975,7.011043897706241,3989.159341776786
58.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,24.957193844548893,14.032384785398522,202.666210609872
59.0,6.0,620.0,0.0,0.0,0.0,0.0,0.0,22.806233861316805,11.85977234254444,130.46025115028542
72.0,3.0,244.0,0.0,0.0,0.0,0.0,0.0,6.035064026371192,8.043211475325881,686.661415084502
64.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,23.001245254365724,15.07139972699735,174.60740940477226
24.0,8.0,739.0,0.0,8.0,4.0,48.0,11.0,11.058783000204992,3.04131837234004,1981.1767169342083
82.0,8.0,538.0,0.0,0.0,0.0,0.0,0.0,14.029656316368904,3.0077466360776794,390.9608646800481
77.0,4.0,457.0,113.0,295.0,120.0,112.0,44.0,10.061174572630144,8.093394399105698,4808.373101261631
28.0,1.0,752.0,0.0,0.0,0.0,0.0,0.0,7.826596786576858,17.968623958952772,134.78259808539477
78.0,5.0,219.0,0.0,0.0,4.0,44.0,4.0,7.224326410714418,2.942658612882642,4010.646152324625
63.0,2.0,403.0,0.0,0.0,0.0,8.0,0.0,17.22554884135745,13.022612881364651,1657.6860083281044
12.0,5.0,198.0,0.0,4.0,0.0,16.0,0.0,3.876928012897137,12.01542480486688,1875.0840339254291
21.0,9.0,332.0,0.0,0.0,0.0,16.0,1.0,15.81750473918986,10.14540262347278,1314.3754966780025
32.0,6.0,718.0,0.0,0.0,0.0,4.0,0.0,14.211230563274452,3.074897883375409,999.2002322572756
69.0,3.0,121.0,0.0,0.0,0.0,0.0,0.0,7.97802071400069,8.942177169724333,148.14889743514755
82.0,8.0,646.0,0.0,0.0,0.0,0.0,0.0,12.188732454036472,3.015499024845008,336.8408647416684
74.0,8.0,708.0,0.0,0.0,0.0,4.0,1.0,12.047023120248603,1.0345688093897634,446.71616744347887
92.0,0.0,474.0,44.0,140.0,223.0,210.0,13.0,5.90940077577956,9.209673512785852,4079.628805211228
24.0,8.0,706.0,0.0,0.0,0.0,4.0,0.0,12.771224210153983,2.061442635023526,1295.3478003375249
44.0,8.0,276.0,0.0,0.0,0.0,0.0,0.0,13.88394413485872,10.129447057204166,112.94406638588158
15.0,8.0,728.0,0.0,0.0,8.0,40.0,9.0,7.979552749987158,1.9917029844929044,2696.615078733032
76.0,3.0,164.0,0.0,0.0,0.0,0.0,0.0,6.0377303346026885,10.005882611914712,173.90615911262245
74.0,8.0,723.0,0.0,0.0,0.0,4.0,0.0,13.080185352934276,2.0681934542286955,357.9757391034542
17.0,3.0,196.0,0.0,0.0,0.0,0.0,0.0,0.9954951604320283,12.020920512300371,443.2973025050866
9.0,8.0,267.0,0.0,0.0,0.0,0.0,0.0,18.92901751634502,14.924499827545066,61.61668921306493
28.0,1.0,747.0,0.0,0.0,0.0,0.0,0.0,10.973819573910973,20.894998476719785,59.57767652235589
59.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,22.0824710493064,11.04996327569576,146.74218611924735
24.0,8.0,722.0,0.0,0.0,0.0,8.0,0.0,12.8770084640234,2.040163639402398,2108.377094898487
32.0,6.0,560.0,0.0,0.0,0.0,0.0,0.0,19.158809739921853,7.847753880212519,298.0561671204724
17.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0079749486692753,10.897703992521768,323.85634542883
79.0,9.0,333.0,0.0,0.0,0.0,4.0,0.0,17.15448111830183,9.823612837829556,808.9197252957061
32.0,6.0,718.0,0.0,0.0,0.0,4.0,0.0,14.042457816715434,3.055695909642272,933.6974677023044
72.0,3.0,123.0,0.0,0.0,0.0,0.0,0.0,10.002800727608305,12.063196103767956,213.0414744495725
15.0,8.0,737.0,0.0,0.0,0.0,8.0,1.0,9.918050864230905,0.9539924470775468,2240.70568528896
23.0,3.0,246.0,0.0,0.0,0.0,52.0,1.0,2.952647574848809,6.9874684433039045,2047.2381919994464
78.0,5.0,224.0,0.0,0.0,8.0,88.0,6.0,4.954485001033715,5.015415924732572,2537.98329918244
32.0,6.0,581.0,0.0,0.0,0.0,0.0,0.0,16.914405194588777,6.021673892008308,525.1799780667411
33.0,3.0,154.0,0.0,0.0,0.0,0.0,0.0,12.333470233670846,12.803060413942948,38.82107094471807
68.0,3.0,222.0,0.0,0.0,0.0,36.0,2.0,4.875131032324857,5.1432224057020095,619.0658788308211
22.0,2.0,317.0,111.0,189.0,185.0,140.0,11.0,10.055211556545144,10.042425630109216,2883.689718019214
24.0,8.0,725.0,0.0,4.0,8.0,52.0,9.0,7.775912325669462,1.979666926814908,2476.423293617582
0.0,2.0,818.0,0.0,0.0,0.0,0.0,0.0,25.09584862751528,20.05840090625315,493.031336063732
0.0,2.0,390.0,0.0,0.0,0.0,0.0,0.0,21.971447924888963,16.070701174876938,427.1180469772671
8.0,11.0,448.0,16.0,36.0,131.0,446.0,52.0,7.287539876157219,5.948440448657269,3812.326100886193
33.0,3.0,128.0,0.0,0.0,0.0,0.0,0.0,11.83624032502083,10.078955826201897,154.7153987456117
27.0,2.0,311.0,0.0,0.0,4.0,36.0,2.0,14.854050921722454,12.93900302020926,229.71479663558569
38.0,0.0,449.0,40.0,222.0,279.0,88.0,38.0,6.949452645776257,7.885216044878772,4738.163142770219
62.0,3.0,112.0,0.0,0.0,0.0,0.0,0.0,5.779561232056707,12.897105856753038,147.08104290118033
62.0,3.0,256.0,0.0,0.0,0.0,0.0,0.0,4.88552484185283,15.873642481773077,49.8965337807065
61.0,1.0,799.0,0.0,0.0,0.0,0.0,1.0,11.99354061308786,19.044134549524596,134.62676690976355
77.0,4.0,457.0,100.0,326.0,108.0,104.0,39.0,8.975158347675256,8.029479227334654,3973.7082151603377
8.0,11.0,448.0,8.0,40.0,133.0,432.0,42.0,6.928728357420922,6.021043454137683,3012.744567006334
7.0,4.0,486.0,87.0,321.0,127.0,80.0,24.0,8.045042757871359,9.12489857679026,5234.442584145256
9.0,8.0,265.0,0.0,0.0,0.0,0.0,0.0,16.878355719224228,12.96540098024632,87.98015459543812
82.0,8.0,534.0,0.0,0.0,0.0,0.0,0.0,14.866882418891324,4.109765841445166,240.22853980060137
15.0,8.0,728.0,0.0,0.0,4.0,56.0,7.0,7.143263275071208,3.024250462816227,1515.4153886467454
67.0,1.0,791.0,0.0,0.0,0.0,0.0,0.0,7.933336315925998,18.905951200555627,320.46087190119374
70.0,3.0,110.0,0.0,0.0,0.0,0.0,0.0,7.146864337607318,14.03892695375968,172.55179849880227
44.0,8.0,290.0,0.0,0.0,0.0,0.0,0.0,14.120603660039473,9.967164700678389,124.9559704530329
26.0,8.0,658.0,0.0,0.0,0.0,0.0,0.0,14.952946650565876,6.10336922576468,156.73495379890207
66.0,2.0,338.0,0.0,0.0,0.0,24.0,2.0,15.980484544300444,11.153186189338973,664.5103559757927
88.0,9.0,303.0,12.0,65.0,220.0,272.0,13.0,12.13132490874901,9.04952453393751,1072.195248230572
72.0,3.0,158.0,0.0,0.0,0.0,0.0,0.0,6.920065408034239,9.85000575604196,363.6480003870214
33.0,3.0,286.0,0.0,0.0,0.0,0.0,0.0,14.103904795532497,12.969377781695256,88.35180957821183
49.0,11.0,446.0,39.0,160.0,295.0,163.0,33.0,8.126946864531417,6.946702200482109,3811.1374444138446
93.0,1.0,417.0,0.0,0.0,4.0,153.0,1.0,7.8757460405028,12.92926758982576,1648.1088823224434
73.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.909248102339017,17.98510353556945,53.62993279998503
62.0,3.0,106.0,0.0,0.0,0.0,0.0,0.0,4.042170472909463,11.03143001187984,198.17243560045125
91.0,0.0,472.0,12.0,40.0,76.0,441.0,13.0,5.033434203386396,7.951937219075423,3802.8630972601873
68.0,3.0,235.0,0.0,0.0,0.0,0.0,1.0,2.8305945834553303,6.897660305196449,749.9772190508769
74.0,8.0,506.0,0.0,0.0,0.0,0.0,0.0,17.783157039173847,7.064822683094126,263.7744973230789
9.0,8.0,272.0,0.0,0.0,0.0,0.0,0.0,13.899116993104055,9.117413082246472,137.83630600211393
59.0,6.0,620.0,0.0,0.0,0.0,0.0,0.0,22.87259242360147,11.941434026073347,101.14401541412276
28.0,1.0,760.0,0.0,0.0,0.0,4.0,0.0,4.052380217282002,14.918548489754528,663.7411952092515
80.0,3.0,89.0,0.0,0.0,0.0,0.0,0.0,6.15496728438083,10.922248725745488,134.12057331118464
0.0,2.0,823.0,0.0,0.0,0.0,0.0,0.0,22.90808189834606,18.02565096443376,307.8366627833307
57.0,3.0,142.0,0.0,0.0,0.0,0.0,0.0,9.879321550334009,7.909606204238714,295.2673578793714
67.0,1.0,756.0,0.0,0.0,0.0,0.0,0.0,8.092287425228655,18.134827750387792,52.20270173139578
89.0,0.0,443.0,40.0,208.0,321.0,68.0,45.0,6.974675306794212,7.021726792745196,5806.551864908512
0.0,2.0,391.0,0.0,0.0,0.0,0.0,0.0,22.13295400784011,15.853940170701968,351.9874551370281
0.0,2.0,385.0,0.0,0.0,0.0,0.0,0.0,23.144305795295335,18.015366741101868,725.6569906313885
44.0,8.0,669.0,0.0,0.0,0.0,0.0,0.0,12.065826341456802,6.913033752345243,319.68756436725505
34.0,10.0,575.0,0.0,0.0,0.0,4.0,0.0,15.87898783888368,6.060590086985417,1119.3011706354887
74.0,8.0,568.0,0.0,0.0,0.0,0.0,0.0,18.921609194242308,7.958201976942124,104.98523302742107
74.0,8.0,708.0,0.0,0.0,0.0,4.0,1.0,12.016241651016262,1.1357078208703792,512.7145921915876
75.0,8.0,516.0,0.0,0.0,0.0,0.0,0.0,19.87872217539532,8.935256869672921,168.34860960185688
11.0,5.0,187.0,0.0,12.0,20.0,185.0,3.0,3.131323016127468,8.916175442107257,1860.8851285529329
27.0,2.0,389.0,0.0,0.0,0.0,0.0,0.0,21.832215177493985,18.03890968291,74.02957553793276
82.0,8.0,498.0,0.0,0.0,0.0,0.0,0.0,15.87416910669194,5.054382235168026,261.9233497647847
24.0,8.0,729.0,0.0,0.0,0.0,12.0,1.0,9.018396648224147,2.063847114013205,3046.3886260424383
70.0,3.0,255.0,0.0,0.0,0.0,0.0,0.0,8.943501607980629,15.070575354838253,93.9943957888466
74.0,8.0,537.0,0.0,0.0,0.0,0.0,0.0,16.085387840514752,4.877026613447598,99.81340234458987
42.0,7.0,461.0,164.0,226.0,112.0,72.0,44.0,8.979334572634794,9.098348340630002,5493.050065344482
26.0,8.0,632.0,0.0,0.0,0.0,0.0,0.0,11.968173417265335,6.022172072004502,1190.3491349341596
80.0,3.0,253.0,0.0,0.0,0.0,0.0,0.0,8.030446832289249,14.028557576581068,94.13788462029387
15.0,8.0,729.0,0.0,0.0,0.0,20.0,0.0,9.006828419048045,2.0155925845115004,2058.4065256630947
31.0,3.0,151.0,0.0,0.0,0.0,0.0,0.0,9.02215194016285,12.930943513787028,81.83324693917622
69.0,3.0,666.0,0.0,0.0,0.0,0.0,0.0,9.116870341368852,6.060352347076277,291.4765837633951
45.0,10.0,699.0,4.0,0.0,4.0,28.0,4.0,10.926996911510171,2.091357491523927,3359.5847249177777
45.0,10.0,467.0,8.0,16.0,48.0,328.0,38.0,10.992846352381914,4.889567097080952,2588.639508149574
94.0,7.0,449.0,65.0,252.0,224.0,96.0,31.0,7.129792028255913,7.953943705602926,6037.632720002375
59.0,6.0,516.0,0.0,0.0,0.0,0.0,0.0,19.91644946834205,8.956900290731532,120.48423438152408
43.0,8.0,513.0,0.0,0.0,0.0,0.0,0.0,19.9711007724438,8.866554824439056,57.39390318070417
60.0,3.0,140.0,0.0,0.0,0.0,0.0,0.0,10.992359728266454,8.988023525293112,652.9662592864788
28.0,1.0,806.0,0.0,0.0,0.0,0.0,0.0,11.145385982062368,19.080909732459805,280.51479408961046
58.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,20.893460523212305,12.060237075610758,195.89507452016397
60.0,3.0,142.0,0.0,0.0,0.0,0.0,0.0,10.112594180478908,7.850806918655606,985.1892679033476
26.0,8.0,659.0,0.0,0.0,0.0,0.0,0.0,13.16479108928923,4.971342995147809,641.5603513306339
68.0,3.0,213.0,0.0,0.0,0.0,0.0,0.0,7.201853401453375,3.9347035524962832,632.8929927235672
75.0,8.0,496.0,0.0,0.0,0.0,0.0,0.0,16.88673336388254,6.002419239875798,110.3215389935004
13.0,5.0,183.0,4.0,0.0,4.0,108.0,1.0,3.0205103540620217,11.142310429458664,1695.2334406759803
15.0,8.0,205.0,0.0,0.0,0.0,0.0,0.0,5.981668263996524,4.955899374400681,1559.7401266329634
13.0,5.0,179.0,0.0,8.0,28.0,161.0,2.0,4.205053923058393,10.00975680792097,2446.6043655489534
0.0,2.0,835.0,0.0,0.0,0.0,0.0,0.0,23.106979190963333,20.09886294797432,304.79601686510307
76.0,3.0,164.0,0.0,0.0,0.0,0.0,0.0,6.057444752852578,10.03811617371853,210.360161478915
74.0,8.0,526.0,0.0,0.0,0.0,0.0,0.0,12.79148701410062,2.9185266112998587,375.2516851135975
62.0,3.0,108.0,0.0,0.0,0.0,0.0,0.0,4.95795975758337,15.120520598661964,136.2963206906739
77.0,4.0,462.0,44.0,202.0,291.0,120.0,33.0,8.877583926641506,6.847770388526632,4989.391940062184
58.0,6.0,58.0,0.0,0.0,0.0,0.0,0.0,22.10573035979464,11.986951234775058,27.97089666497523
58.0,6.0,77.0,0.0,0.0,0.0,0.0,0.0,26.873887148927757,15.873762317604246,108.8960660672511
75.0,8.0,568.0,0.0,0.0,0.0,0.0,0.0,19.113466730005538,7.804772140031448,87.55895148129925
34.0,10.0,587.0,0.0,0.0,0.0,0.0,0.0,17.14623337295836,7.98048332463203,647.5899827748011
57.0,3.0,660.0,0.0,0.0,0.0,0.0,0.0,9.929931500870572,5.903842342142491,379.2585013751592
13.0,5.0,178.0,4.0,0.0,16.0,150.0,1.0,4.145357226613686,11.031738278241743,1887.4297391249909
59.0,6.0,629.0,0.0,0.0,0.0,0.0,0.0,23.236899540102836,12.143040487262958,273.27568009857026
29.0,10.0,342.0,0.0,0.0,0.0,0.0,0.0,18.17157184780138,9.958136554799538,757.2190275455657
81.0,0.0,477.0,12.0,100.0,106.0,367.0,12.0,6.064155486603259,8.936665373716394,3377.6808070553334
88.0,9.0,459.0,9.0,253.0,191.0,164.0,33.0,11.0216860506879,8.981865300826271,1630.1285408212702
59.0,6.0,603.0,0.0,0.0,0.0,0.0,0.0,25.036125736460168,14.04064340173938,177.1726992626716
74.0,8.0,581.0,0.0,0.0,0.0,0.0,0.0,17.089591244514292,6.012284077049939,170.82518676925133
27.0,2.0,400.0,0.0,0.0,0.0,4.0,0.0,17.977433407962675,15.12372488442651,151.93535193190684
75.0,8.0,496.0,0.0,0.0,0.0,0.0,0.0,15.900156723996542,5.95533219535775,145.6033675314059
59.0,6.0,620.0,0.0,0.0,0.0,0.0,0.0,23.968167776263137,11.935109222727965,66.98320422157235
75.0,8.0,498.0,0.0,0.0,0.0,0.0,0.0,15.927413354302669,5.041965563459553,120.51170173186468
71.0,9.0,299.0,8.0,24.0,51.0,406.0,5.0,13.05916650334265,9.10798061800934,1389.2966379980824
68.0,3.0,215.0,0.0,0.0,0.0,0.0,0.0,6.8210398483586365,5.810645980167719,377.03262614549067
24.0,8.0,702.0,0.0,0.0,4.0,8.0,4.0,10.947261695433877,0.0299488104192765,2355.151211647866
58.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,24.874231640024256,15.011987654255227,170.88485876655753
27.0,2.0,394.0,0.0,0.0,0.0,8.0,1.0,16.992015089633846,13.953806183583652,100.7794670997998
23.0,3.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0944011338448294,9.989466832333957,450.84011030529945
70.0,3.0,91.0,0.0,0.0,0.0,0.0,0.0,7.106876883218799,13.117528509218646,160.73308884900905
2.0,11.0,467.0,4.0,52.0,46.0,467.0,17.0,9.895581486664154,6.061413724547816,3017.459021852384
74.0,8.0,708.0,0.0,0.0,0.0,4.0,1.0,11.953975319949496,1.9812606934993204,682.6117356672414
28.0,1.0,760.0,0.0,0.0,0.0,4.0,0.0,5.210399120214461,14.916631201801122,387.6858971178637
86.0,10.0,743.0,0.0,4.0,16.0,56.0,12.0,10.084218223758782,2.164166913804955,1972.986532309574
86.0,10.0,726.0,0.0,8.0,8.0,56.0,12.0,8.937890181763647,1.725690012870189,2578.2458194922783
25.0,8.0,684.0,0.0,0.0,0.0,0.0,0.0,20.011293657722344,10.005515695034472,276.77271254804737
45.0,10.0,356.0,0.0,4.0,20.0,82.0,13.0,13.01268027306049,6.006776582708562,3082.2750866453343
34.0,10.0,575.0,0.0,0.0,0.0,4.0,0.0,16.00660384816707,5.941935721275904,654.3116315306835
75.0,8.0,515.0,0.0,0.0,0.0,0.0,0.0,19.92600299697602,8.01546495296891,64.9164019737778
43.0,8.0,547.0,0.0,0.0,0.0,0.0,0.0,20.82816899419665,11.033081661185268,25.92019582440235
30.0,9.0,324.0,0.0,0.0,16.0,91.0,5.0,14.047263942963315,8.104671925911632,1583.6986567063054
16.0,1.0,419.0,0.0,16.0,64.0,443.0,4.0,7.0528465867001975,12.072510050996248,2080.164047978209
59.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,21.974967770850444,11.026568923983415,254.4233355729196
54.0,4.0,486.0,112.0,299.0,116.0,68.0,45.0,7.803918047744547,8.084409891815154,4944.107183053056
