address_locality,address_line_2,near_Koh_Pich_in_km,near_Bassac_Lane_in_km,near_Royal_Palace_in_km,near_Phnom_Penh_Airport_in_km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,n_primary_school_in_3km_to_5km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_resturant_in_1km,n_super_market_5km,n_super_market_in_1km_to_2km,n_bank_5km,price_per_m2
0.0,92.0,2.114987295533548,0.9691400244737518,2.0296842230426764,9.028394446996982,28.0,71.0,35.0,13.0,59.0,10.0,89.0,29.0,158.0,3689.496282136857
0.0,89.0,2.1706468204055267,0.8951287237669026,2.184117533475406,7.842197300951075,27.0,76.0,38.0,14.0,61.0,9.0,88.0,27.0,165.0,5273.3967115902005
0.0,81.0,1.8028139912027423,1.4396437401187758,2.1144422499212774,9.014559266212634,24.0,66.0,32.0,10.0,59.0,5.0,83.0,26.0,153.0,4071.755518551238
0.0,90.0,3.162487695419202,1.851162467355833,1.977895455252836,6.9721064359321,29.0,84.0,36.0,47.0,37.0,1.0,105.0,34.0,165.0,5503.651526666748
0.0,87.0,2.855512227380117,1.9882906959747564,2.9676672833848854,7.072584913509756,26.0,84.0,36.0,47.0,44.0,1.0,100.0,26.0,165.0,4149.804341881518
0.0,87.0,3.1027631689957045,1.9205535125934965,3.0381591765494766,7.028645116143667,29.0,82.0,35.0,36.0,54.0,1.0,100.0,19.0,166.0,4175.592380196829
0.0,3.0,2.746780960831324,0.851898407354114,0.8719248083501119,7.933672259597691,25.0,83.0,39.0,50.0,35.0,2.0,104.0,34.0,167.0,4205.377168677075
0.0,89.0,4.2036832175413625,1.950759720937604,2.0272443868603927,6.954291615920037,31.0,90.0,31.0,33.0,27.0,0.0,105.0,20.0,163.0,5796.274713429069
4.0,46.0,3.0479767576770733,1.865995045009536,1.054803522553183,9.118296540180658,31.0,69.0,33.0,39.0,45.0,51.0,98.0,26.0,168.0,6173.896580362948
7.0,40.0,3.069503763286575,1.7772140518167694,0.7888387461393668,7.944545564138637,26.0,83.0,34.0,33.0,31.0,5.0,104.0,36.0,181.0,5531.320436943964
0.0,89.0,2.017098338081782,0.0,1.9711452379380567,8.938756344380089,27.0,76.0,37.0,13.0,62.0,14.0,95.0,26.0,162.0,4759.826026810164
0.0,87.0,3.836952654030049,2.107881306620441,1.7052902075896388,7.039834835957882,36.0,89.0,34.0,37.0,37.0,0.0,105.0,23.0,163.0,5193.789114804456
0.0,5.0,2.0053985740160623,1.1081488984897698,0.8511024365832545,7.952288125607949,26.0,82.0,39.0,37.0,47.0,8.0,102.0,33.0,167.0,4527.459571337957
0.0,3.0,0.9034110606410112,0.0763001851114062,1.8964837252828168,8.867156550342902,26.0,68.0,32.0,11.0,58.0,11.0,90.0,26.0,159.0,4990.755315643418
0.0,87.0,2.9531121079862106,0.9292706398384232,3.0434837884359016,8.024731720299476,25.0,73.0,36.0,15.0,62.0,2.0,89.0,15.0,161.0,5997.86429088267
0.0,3.0,0.931888236147534,0.0958241234831808,0.848924276756692,8.946853855699436,36.0,72.0,40.0,13.0,55.0,8.0,93.0,32.0,164.0,4906.921750186952
4.0,46.0,2.888724459006138,1.7641100845850195,1.1214141737502696,8.905261919583603,30.0,73.0,31.0,41.0,42.0,48.0,98.0,30.0,169.0,3334.6102154297528
7.0,94.0,3.092472291569476,1.1136522073158122,0.9327206551957724,7.96344822574467,23.0,81.0,37.0,46.0,36.0,5.0,102.0,41.0,167.0,4673.082721599289
0.0,81.0,0.0,1.099949205701425,1.9685525125980745,11.143583517273903,30.0,48.0,26.0,10.0,21.0,0.0,75.0,14.0,148.0,3660.715224102451
7.0,41.0,1.930905449307431,0.8963822051043067,0.9200010272835554,7.954964287368512,21.0,81.0,36.0,40.0,39.0,7.0,102.0,39.0,170.0,4303.138217176985
0.0,3.0,2.209691196157595,1.1551411734542183,1.7729026520719546,8.127724497096274,24.0,75.0,37.0,18.0,60.0,6.0,87.0,25.0,162.0,5643.5432497241045
0.0,3.0,1.8726775950271533,0.98666408695934,2.126511763954939,7.948746798528674,24.0,77.0,33.0,17.0,65.0,6.0,93.0,27.0,166.0,5838.834178290404
7.0,42.0,3.087117462023459,0.9470030458555984,0.952546823000024,8.031522161192907,24.0,81.0,38.0,44.0,37.0,5.0,101.0,39.0,167.0,4294.24878202612
7.0,42.0,3.027041479460651,2.037174802362823,0.9613578869382202,7.986805224913753,28.0,82.0,34.0,30.0,30.0,3.0,104.0,37.0,175.0,3396.887767106953
0.0,89.0,1.8457568622133849,0.9985627100844808,0.94262641132184,8.207137803319231,26.0,81.0,37.0,33.0,52.0,4.0,102.0,34.0,166.0,2245.162548387191
4.0,7.0,3.0287995054322896,1.8548304867437613,1.1459719151330727,7.951013349078483,28.0,76.0,30.0,43.0,32.0,10.0,101.0,33.0,180.0,3769.207594081449
4.0,7.0,3.112267805341398,1.9259044339799003,1.0200852111891785,8.997413517648786,32.0,65.0,29.0,24.0,53.0,42.0,96.0,24.0,164.0,4882.262551280897
0.0,87.0,3.138040688530695,1.9422217185563413,3.0043103025204,7.015525691874399,27.0,83.0,35.0,23.0,67.0,3.0,98.0,12.0,166.0,5995.693239473416
0.0,89.0,3.121671013310682,1.1129575032449974,1.806313164749554,8.052673785356028,24.0,81.0,36.0,21.0,61.0,5.0,95.0,26.0,166.0,4038.529364603288
4.0,46.0,3.056952785279541,1.924493333700645,1.020988477604465,8.986614034103656,30.0,67.0,29.0,37.0,47.0,58.0,96.0,26.0,165.0,5278.386264982807
0.0,3.0,2.1327887549859303,1.1408172829205414,1.1300589370929244,7.9943141801131326,23.0,80.0,35.0,20.0,61.0,12.0,95.0,27.0,163.0,4132.972031824942
0.0,81.0,1.0385151375912274,0.9066834866599696,2.103970906722544,10.163131172754328,31.0,50.0,25.0,11.0,37.0,2.0,80.0,22.0,148.0,4470.854456855149
4.0,7.0,0.9642128060079158,0.8675885514850055,0.116208250241055,9.84537655988264,40.0,62.0,37.0,12.0,60.0,34.0,93.0,40.0,165.0,6074.563413665284
0.0,3.0,1.2360895867936523,0.0,2.0365160915986262,8.904524092145996,24.0,63.0,31.0,11.0,57.0,9.0,86.0,28.0,154.0,2188.334457182026
0.0,87.0,3.084833889312812,1.9963020797472253,3.0022184348985874,7.956428267231747,27.0,74.0,38.0,15.0,62.0,2.0,87.0,13.0,160.0,5211.49098321501
0.0,89.0,2.167971405146569,0.9852393962228804,0.8902615254212747,7.857445872953805,24.0,79.0,37.0,32.0,54.0,4.0,103.0,34.0,163.0,3722.704974129216
0.0,3.0,0.9521225807119168,0.0563349978734199,0.8762798743125129,8.883562596287602,34.0,73.0,38.0,13.0,55.0,9.0,94.0,34.0,165.0,3986.361100836716
0.0,92.0,3.0686596091942864,0.8383316982354899,2.1026048436594627,7.061048957984972,25.0,80.0,32.0,39.0,49.0,1.0,100.0,28.0,165.0,4243.4505760760585
0.0,81.0,0.0483595134670733,1.0030069428370147,1.0808438990279086,10.02017515759345,36.0,51.0,28.0,12.0,39.0,6.0,83.0,19.0,155.0,3853.802005323636
0.0,81.0,0.1338286334370163,0.8393291012623981,1.1570014984474553,9.942306512308075,36.0,53.0,29.0,12.0,42.0,6.0,86.0,22.0,159.0,4437.226012771972
0.0,89.0,2.99817928412518,0.8536454664884928,2.191848349392339,6.904634134613865,28.0,83.0,34.0,47.0,42.0,1.0,103.0,32.0,163.0,4495.866932950803
4.0,56.0,3.1684694641776128,2.1693723705407177,1.0593851616774956,8.961029045036657,31.0,71.0,33.0,43.0,43.0,11.0,100.0,35.0,167.0,9478.655057720416
0.0,81.0,0.937784915057388,0.0,2.069106144449507,9.038124370528656,26.0,66.0,31.0,12.0,58.0,12.0,90.0,28.0,159.0,4016.768569506025
0.0,81.0,2.096037084370861,1.0014189283910822,1.8731704843094108,8.983106731356514,26.0,60.0,30.0,11.0,56.0,4.0,81.0,21.0,148.0,4355.590573825554
0.0,3.0,2.187666291849052,1.1062126291572838,1.8669059291375687,7.92112844581688,25.0,76.0,37.0,16.0,60.0,8.0,89.0,26.0,166.0,3851.403642062541
0.0,3.0,2.0197531744498507,0.0,1.0041918037822437,7.978324497375703,28.0,81.0,37.0,18.0,60.0,11.0,95.0,30.0,171.0,3295.6341586710605
0.0,90.0,2.8424342075091,0.792129940124608,1.93647218453977,7.038509647526247,27.0,84.0,35.0,53.0,34.0,2.0,102.0,36.0,162.0,4486.185563073655
4.0,7.0,3.0037498955437045,1.902631641176847,1.062805735355851,9.030458994118757,32.0,65.0,29.0,23.0,53.0,42.0,97.0,25.0,163.0,5333.85937846468
0.0,87.0,3.034003203260639,2.050748146904488,3.012985123567642,7.921087873135844,30.0,76.0,38.0,18.0,64.0,2.0,90.0,11.0,159.0,3816.029021038552
0.0,3.0,2.1417191882487407,0.0,0.9559908834888972,8.994222004606167,30.0,75.0,34.0,14.0,59.0,10.0,96.0,34.0,159.0,4096.722271249089
4.0,7.0,2.1207501971015,1.1556598216696434,0.9869325086014008,7.952159768440437,25.0,81.0,41.0,35.0,43.0,12.0,101.0,37.0,172.0,4818.285159459793
0.0,87.0,3.103749977737107,1.1588367205013623,1.7865598507133038,8.006656328442544,23.0,81.0,35.0,34.0,54.0,3.0,100.0,27.0,165.0,2202.833707381749
4.0,7.0,3.0461577521642216,2.0066305670681945,1.215939612446068,7.979134012069961,25.0,83.0,34.0,32.0,32.0,8.0,103.0,36.0,179.0,4126.314565129466
0.0,90.0,2.121371448882417,1.1131042023405575,1.064709778429816,7.9629937493512015,27.0,81.0,37.0,30.0,52.0,5.0,100.0,33.0,163.0,4025.674716123354
0.0,81.0,0.9750960290854872,0.004351674831623,0.0047254838404989,9.987382359929972,35.0,64.0,35.0,12.0,55.0,17.0,92.0,37.0,166.0,5560.829926861538
4.0,46.0,3.1339095964296875,1.92432286302722,0.8813549098275729,8.9064344650666,29.0,73.0,33.0,46.0,40.0,25.0,98.0,27.0,175.0,5455.231297037819
0.0,5.0,0.9469240887165208,0.1922562851666218,0.9133487779544428,8.988597266982111,29.0,74.0,35.0,15.0,59.0,14.0,94.0,35.0,165.0,5266.874509097739
4.0,7.0,1.8899129690705128,0.8501774901009902,0.1224279399073684,9.05804631093563,31.0,75.0,36.0,33.0,47.0,29.0,100.0,25.0,163.0,5749.23013916562
0.0,5.0,2.26912825181153,0.9982087512920804,1.101087420407774,7.983517487182409,28.0,83.0,38.0,36.0,49.0,8.0,101.0,35.0,170.0,4656.956925765439
0.0,87.0,3.983231451198447,2.150689544097438,1.7276044301534943,6.925402528168717,31.0,89.0,32.0,32.0,26.0,0.0,105.0,19.0,163.0,3392.5524665143985
0.0,81.0,0.9086395818081524,1.9920656191201287,2.8211409023273166,11.890012660680569,35.0,35.0,22.0,4.0,22.0,0.0,68.0,4.0,148.0,3335.335737158015
0.0,4.0,2.2516228584173943,1.0172875776550203,1.96575171183435,9.041614380971522,24.0,57.0,27.0,11.0,55.0,5.0,82.0,26.0,150.0,5491.919719624882
0.0,5.0,0.9690817389478732,0.1937321936015786,0.7511874616859484,8.834448372130597,34.0,73.0,38.0,13.0,56.0,10.0,94.0,36.0,164.0,4622.056819869062
4.0,18.0,1.958967372898253,0.8225722986525291,0.0253885487012695,9.116225251436342,33.0,67.0,35.0,15.0,58.0,37.0,95.0,24.0,163.0,5928.591967334614
7.0,41.0,3.0348137316871453,2.013014375791793,0.9302245850885708,7.925333400812383,25.0,77.0,30.0,41.0,35.0,11.0,102.0,33.0,176.0,3848.570942109433
0.0,90.0,4.081600286941715,2.0139394381355373,2.196088938841449,7.028030388631229,29.0,86.0,32.0,32.0,36.0,0.0,105.0,21.0,164.0,3744.78203154936
0.0,91.0,3.129343295000155,2.1640244778378257,3.0836682492689094,7.891774059948742,26.0,80.0,38.0,21.0,68.0,3.0,92.0,16.0,166.0,4691.519464329273
0.0,91.0,1.9734874844413512,1.0886190721434827,2.874018855632771,9.172679727106708,31.0,61.0,29.0,9.0,59.0,4.0,84.0,15.0,152.0,4066.6732914478566
0.0,87.0,3.0767523170650044,1.973032350861359,2.917798888131387,7.808508973369473,28.0,74.0,39.0,15.0,65.0,2.0,88.0,12.0,161.0,5043.833642235243
0.0,91.0,3.1483171937751497,1.920223948682704,3.0324896547038658,7.808053227738374,31.0,69.0,37.0,15.0,60.0,2.0,89.0,12.0,160.0,3293.71829486978
4.0,46.0,3.0816808393590245,2.189638894921392,1.0392783563452737,9.987052814698137,38.0,61.0,38.0,12.0,65.0,33.0,96.0,24.0,164.0,5107.254929009483
0.0,81.0,2.201689972024508,0.9296169981633796,0.0,9.105439386428817,33.0,68.0,35.0,15.0,57.0,35.0,95.0,25.0,165.0,4548.335042940576
0.0,81.0,0.0057603867017406,1.922159091254299,1.870053001967573,11.005863488663437,36.0,36.0,22.0,5.0,22.0,0.0,73.0,7.0,147.0,4412.336296172029
0.0,92.0,2.001947224036172,0.841133610251615,1.9693613285788016,8.883600744495782,28.0,70.0,35.0,12.0,59.0,11.0,91.0,29.0,166.0,3606.632795116438
0.0,92.0,1.9469335453348149,1.0394260949421297,2.165329285780403,7.868822245578853,24.0,80.0,35.0,22.0,58.0,9.0,97.0,31.0,165.0,4082.763033888704
0.0,89.0,4.116162309486036,1.9447763570606973,2.045623654459517,7.0344575859211576,30.0,88.0,34.0,29.0,29.0,0.0,106.0,23.0,164.0,4957.938233694715
4.0,7.0,2.018540881704998,0.9154037536821094,0.1393809079426244,9.993853768630672,33.0,63.0,34.0,13.0,64.0,20.0,94.0,23.0,165.0,4572.784557855036
0.0,81.0,1.024314513827493,0.9126992389916287,1.9797643490622208,10.944556665589465,26.0,41.0,23.0,5.0,22.0,0.0,72.0,10.0,148.0,5280.443974298688
0.0,81.0,0.0,1.1049735953749196,2.079871238674696,10.9649255857273,33.0,38.0,23.0,4.0,23.0,0.0,78.0,7.0,148.0,6437.729329220513
4.0,46.0,2.946820491132694,2.100274065982962,1.0307355310589128,7.818483042488573,27.0,74.0,33.0,49.0,33.0,10.0,102.0,27.0,181.0,4645.262723161783
0.0,81.0,0.1818020190805991,0.8875401031325194,1.884874574315606,10.935785543199168,30.0,49.0,28.0,10.0,22.0,0.0,76.0,15.0,150.0,3532.2985581867497
0.0,3.0,2.2181603650903154,0.9332741873141488,1.9976298927259928,7.913966720797208,25.0,78.0,34.0,16.0,67.0,6.0,93.0,28.0,163.0,4526.400546774867
7.0,6.0,1.8984318521379668,1.1868969440590729,0.8336057454535339,8.160093168167071,28.0,82.0,38.0,36.0,49.0,7.0,102.0,37.0,170.0,5432.820425046453
7.0,94.0,1.9681059130286915,0.0300458997723864,0.0,8.969877558766994,28.0,79.0,39.0,31.0,48.0,14.0,98.0,32.0,166.0,4541.823586988308
4.0,46.0,3.051694629541745,2.6872109088605947,0.9969762568199968,9.095674484659222,34.0,61.0,30.0,30.0,60.0,24.0,93.0,35.0,170.0,4459.31234981301
7.0,94.0,2.9476730797242734,0.9435859706385956,1.0314239034328694,8.008262819561972,24.0,81.0,38.0,45.0,36.0,9.0,100.0,40.0,167.0,2303.714258056519
0.0,81.0,0.8018489826047411,1.1618591209431497,2.0298761400364818,9.94120946136968,32.0,52.0,20.0,12.0,49.0,9.0,85.0,23.0,149.0,3554.538869086183
4.0,7.0,3.0984904851852684,0.98301719718173,0.7572223432175175,8.929234085175974,28.0,76.0,31.0,44.0,41.0,27.0,99.0,33.0,169.0,4367.852068397774
7.0,35.0,2.832129681598391,1.937258643425952,1.005426408271083,7.867882216921971,29.0,78.0,31.0,40.0,33.0,8.0,101.0,32.0,182.0,3747.425286771427
7.0,94.0,2.2203930169022974,1.0268295729771069,0.8787698969604257,8.005898149747445,21.0,81.0,39.0,34.0,43.0,9.0,103.0,39.0,171.0,5137.8722331148565
0.0,5.0,0.8900861102091575,0.0006545315587017,0.9957692028350842,9.095265733418035,34.0,72.0,40.0,11.0,55.0,7.0,94.0,36.0,163.0,5370.820822612721
0.0,81.0,0.8186078188931579,0.9354065370765976,2.050195731031579,10.065720364163791,30.0,53.0,23.0,13.0,49.0,5.0,86.0,24.0,149.0,4134.171422652026
0.0,81.0,0.9671333587562528,0.0,2.02824308180295,10.054403078691951,27.0,60.0,28.0,11.0,55.0,9.0,86.0,26.0,151.0,5132.661399167813
7.0,6.0,3.023782766841544,1.997673481221541,0.6236802852469021,8.062015205002886,24.0,85.0,34.0,31.0,29.0,2.0,104.0,38.0,175.0,3986.550744424151
7.0,94.0,1.9490810615197705,0.8824652300715492,1.0185951672828957,7.95418505299619,26.0,79.0,39.0,37.0,42.0,9.0,102.0,38.0,170.0,3811.2088978504
4.0,18.0,0.0019534668613453,1.043671850539106,1.1823511923438017,10.97591633257603,39.0,52.0,32.0,11.0,36.0,1.0,82.0,16.0,154.0,5041.546570227308
0.0,81.0,0.9979671569788664,0.8748739382475277,2.016290698448356,9.890582420996372,29.0,57.0,30.0,12.0,48.0,2.0,81.0,24.0,149.0,4949.225546494155
7.0,94.0,2.937515038566139,2.1181057801752203,1.090988667900047,8.122112756544226,29.0,74.0,29.0,51.0,33.0,11.0,98.0,29.0,179.0,3855.2351088827286
7.0,94.0,3.1183537158822725,1.89422030012759,1.8523364405770144,7.917407477200271,25.0,83.0,33.0,29.0,30.0,1.0,103.0,27.0,185.0,3879.082072472052
0.0,81.0,1.9874190042863769,0.820490631538823,0.0441292382796922,8.94992528665488,33.0,69.0,36.0,19.0,54.0,33.0,97.0,24.0,165.0,2455.1467189160267
7.0,42.0,1.9689034402582992,1.0609543038271614,1.118817271422806,7.922285779215352,27.0,79.0,38.0,37.0,43.0,15.0,100.0,34.0,169.0,5129.808826172642
0.0,81.0,3.0116697889027337,1.9414530552174791,2.9523533223624248,8.947873301480774,33.0,62.0,30.0,13.0,57.0,3.0,84.0,14.0,148.0,4100.737399819792
0.0,91.0,3.190409853226127,2.1371276265148427,3.0178740222369784,7.9878682993443855,34.0,74.0,38.0,14.0,64.0,6.0,90.0,9.0,161.0,3761.7353261356593
0.0,92.0,2.885691448187926,0.7639873765088632,2.1921489100030995,8.108532440387215,23.0,81.0,36.0,28.0,58.0,5.0,100.0,27.0,165.0,4164.763114861628
0.0,81.0,1.932164616651851,0.7939688463781793,2.0091012478134807,9.024568323020924,26.0,65.0,30.0,14.0,57.0,7.0,85.0,28.0,154.0,4423.776177050988
7.0,6.0,2.8832610675211168,1.0310575688745829,1.0819691673592804,7.88020248474784,23.0,82.0,35.0,48.0,32.0,5.0,103.0,42.0,171.0,3417.23828073229
0.0,89.0,3.0300861474406524,1.9233508245251163,3.0702379212695936,6.921712955848095,26.0,82.0,35.0,31.0,59.0,0.0,99.0,17.0,164.0,4784.534941721558
0.0,89.0,2.0284284881560803,0.8366226753826213,1.8600968688272013,8.02035526322546,25.0,73.0,37.0,18.0,58.0,2.0,88.0,26.0,163.0,3020.7157674659293
0.0,81.0,0.9943974412701378,2.3171212159093053,3.082768370472905,11.002731506130871,35.0,37.0,24.0,5.0,21.0,0.0,71.0,6.0,147.0,5516.247176886874
0.0,81.0,0.0,0.8898487119139514,0.8945449716082037,10.965503090014046,38.0,52.0,29.0,12.0,38.0,3.0,83.0,19.0,154.0,4499.359505146551
0.0,87.0,2.926391661362448,1.949327247942793,3.05554244594806,8.09305612245067,27.0,76.0,38.0,17.0,65.0,2.0,90.0,11.0,157.0,3758.031244352848
0.0,91.0,3.144113747912751,2.0285352347030865,3.1477529904733625,7.964699508524408,31.0,67.0,33.0,12.0,61.0,3.0,86.0,11.0,161.0,4147.773123474471
0.0,87.0,3.280702474880468,2.0213253896167265,1.846082499943672,6.926296109205545,31.0,86.0,35.0,43.0,39.0,0.0,105.0,26.0,166.0,6605.463088027881
0.0,81.0,1.0919394396422937,0.0,0.960895505578972,9.01977754019435,30.0,68.0,35.0,13.0,56.0,9.0,91.0,21.0,159.0,5188.974236764853
7.0,41.0,2.059976150033868,1.099547658340276,0.0,8.938285659996032,32.0,76.0,38.0,40.0,40.0,24.0,97.0,36.0,169.0,5502.390606411613
7.0,39.0,3.02996712359682,2.109670612159336,0.7479478937686861,7.970778911314283,27.0,82.0,35.0,32.0,32.0,6.0,102.0,32.0,178.0,5709.287756483026
0.0,87.0,3.04784252988642,1.1830052302756169,1.892201490882406,7.99419779908966,22.0,82.0,36.0,37.0,49.0,2.0,102.0,30.0,163.0,5120.936691896878
0.0,89.0,2.0678697561855564,1.2008876794776957,1.9662437264091304,7.982681718624887,25.0,78.0,34.0,16.0,67.0,6.0,94.0,27.0,161.0,5063.255183229797
0.0,81.0,0.0,0.9802815591511992,1.065235886103644,9.967062706399515,33.0,49.0,27.0,12.0,36.0,2.0,83.0,15.0,151.0,3304.050209394598
0.0,81.0,1.903946710863411,1.019566644905155,2.134767400114826,9.01584834626648,24.0,60.0,30.0,10.0,55.0,4.0,81.0,22.0,149.0,4752.81550294459
0.0,87.0,2.88261508365403,1.9027926735465213,2.0566557904148235,7.035737924266189,30.0,83.0,35.0,47.0,40.0,1.0,100.0,32.0,163.0,4287.312134251625
0.0,89.0,3.0780920601593507,0.8824973327617077,1.9913002681483167,7.090851917309746,28.0,84.0,35.0,50.0,34.0,1.0,102.0,34.0,167.0,5259.651844151741
0.0,81.0,2.0316866319567275,1.923340203572247,3.1035349003164026,9.095230290462371,33.0,57.0,34.0,9.0,37.0,1.0,79.0,13.0,149.0,3957.824786511456
0.0,89.0,1.9718063318464816,1.0809041844944975,1.0535188821039734,7.779370304770468,24.0,81.0,36.0,23.0,58.0,8.0,97.0,30.0,164.0,4735.927983216575
7.0,41.0,2.001402796564632,0.9936039797384992,1.2028520593210583,8.89599229911227,28.0,75.0,34.0,43.0,40.0,32.0,98.0,33.0,168.0,6296.64885130274
0.0,89.0,2.990870776273792,0.9818607844968764,2.015026870590781,8.118340320556273,24.0,81.0,36.0,21.0,60.0,5.0,96.0,27.0,162.0,6079.354378565575
7.0,36.0,3.061203215883441,2.214602769204983,0.9150818205038288,9.142543330087507,33.0,64.0,30.0,36.0,50.0,34.0,99.0,33.0,167.0,3484.9185982194986
0.0,90.0,2.957418832203885,0.8176937225887947,1.9531368609091364,7.075294597720657,28.0,85.0,35.0,45.0,35.0,2.0,106.0,37.0,165.0,4883.605612959637
0.0,81.0,0.1725604259444491,1.0644189705711025,1.1167489328612203,10.051918875953731,32.0,50.0,24.0,11.0,40.0,5.0,84.0,16.0,150.0,3505.6193550079333
0.0,87.0,2.849340298210193,1.818289752589038,2.984113805634216,6.930220187593745,26.0,83.0,35.0,47.0,43.0,1.0,100.0,24.0,165.0,4825.66477604976
0.0,38.0,2.059897201976592,1.0453746442626055,0.8525361822153846,8.028756326939435,24.0,82.0,39.0,40.0,40.0,8.0,104.0,39.0,170.0,4812.2662729586045
0.0,3.0,2.1076618226736654,0.0,0.9469455646131074,8.840441044626118,29.0,74.0,34.0,13.0,60.0,13.0,96.0,39.0,165.0,5048.662903801215
0.0,87.0,3.151456057303928,1.9539984487681543,2.0056775311237613,6.8789440377589495,25.0,82.0,34.0,43.0,46.0,0.0,100.0,25.0,163.0,4714.042489956117
0.0,81.0,0.0,0.8906559944025889,1.2450105217435226,10.968802470748592,35.0,48.0,28.0,9.0,23.0,0.0,81.0,12.0,151.0,4963.364894882309
0.0,87.0,4.207232939223985,2.197940200703315,2.992355023980378,6.957289300227876,38.0,77.0,42.0,12.0,71.0,2.0,91.0,9.0,159.0,3940.653451026773
0.0,81.0,0.0,1.0456587169710316,1.9120632516737408,10.939858416067551,34.0,46.0,27.0,8.0,22.0,0.0,82.0,12.0,151.0,3956.6605339296575
0.0,81.0,0.0,0.8461178225805597,1.787305114234345,10.964791640807372,27.0,43.0,24.0,8.0,23.0,0.0,78.0,11.0,146.0,4997.781868496513
0.0,89.0,3.106764679450312,0.921876260546358,1.8307670261424789,8.053555998918835,27.0,83.0,37.0,38.0,47.0,2.0,101.0,28.0,166.0,3754.8067170277527
0.0,91.0,1.7945396176948427,0.7575725417439123,2.233088043122752,8.102481574669627,26.0,74.0,38.0,17.0,57.0,2.0,87.0,26.0,159.0,3326.9270098759803
4.0,7.0,3.008338051648799,1.938467794127916,0.947945414192268,8.034169525183644,26.0,84.0,33.0,29.0,29.0,3.0,103.0,34.0,178.0,4808.745491374735
4.0,7.0,2.0463902837997274,1.1061599225144805,1.23431350567154,7.8812686580460385,26.0,82.0,40.0,35.0,44.0,13.0,99.0,37.0,170.0,3848.755406436802
4.0,18.0,0.9605086068667928,1.2112513829944211,0.0793453948716696,10.013776271485533,39.0,61.0,39.0,13.0,56.0,28.0,94.0,40.0,163.0,4797.014081794063
0.0,38.0,3.319025109043016,0.9956335347659931,2.049943808778949,8.046586781841054,27.0,83.0,39.0,50.0,36.0,2.0,104.0,39.0,163.0,3907.5991102971207
0.0,87.0,2.8195065640318155,2.0915995988709826,2.9403308423776857,7.884068041529306,26.0,77.0,39.0,19.0,70.0,5.0,92.0,11.0,164.0,4673.622875820783
0.0,81.0,1.255711772655264,1.147099148620083,1.9620755659305624,9.96331152032156,28.0,58.0,28.0,13.0,51.0,4.0,83.0,26.0,149.0,4199.049947609309
0.0,3.0,1.7497576978472085,1.0856560993828317,0.971194867946268,8.018825792692466,26.0,81.0,37.0,34.0,51.0,5.0,101.0,32.0,164.0,4859.909457723067
0.0,81.0,1.1700383324498815,0.8122731113416926,2.102095243000167,9.086533874110613,26.0,59.0,27.0,11.0,54.0,3.0,81.0,27.0,147.0,4915.97100709225
0.0,81.0,0.959445400650918,1.060489758828696,2.0735900384634567,11.088429294054356,26.0,44.0,26.0,6.0,22.0,0.0,74.0,11.0,150.0,4409.056430641947
0.0,81.0,0.26937033597965,1.0704975158228216,0.791517126044279,10.048926997888929,35.0,57.0,32.0,13.0,44.0,7.0,86.0,27.0,159.0,3389.429814286152
0.0,81.0,1.07961859557501,1.069729241585368,3.05035020814803,10.003500114990144,30.0,52.0,29.0,9.0,26.0,0.0,76.0,13.0,148.0,4556.845205488639
4.0,46.0,1.957003939300704,0.9725060061244782,0.0490688252482002,9.034007846127103,34.0,68.0,36.0,16.0,56.0,48.0,96.0,25.0,165.0,4100.01263227139
11.0,2.0,2.799459276155193,1.9026965960655944,1.180715406936229,7.942601764680332,26.0,83.0,35.0,29.0,29.0,3.0,104.0,29.0,178.0,3604.796754178043
0.0,87.0,3.183095828995871,1.2190798449598357,1.9933747349864424,8.185045233294067,26.0,83.0,34.0,42.0,45.0,1.0,105.0,32.0,166.0,4027.1724236074488
4.0,7.0,2.955667790600684,0.914401968986759,0.8002734425872149,8.107411543041326,27.0,74.0,32.0,45.0,36.0,10.0,100.0,36.0,171.0,3690.274548125221
0.0,81.0,0.0594186610166777,1.0492827676444691,1.956731603173456,11.056708487087183,34.0,42.0,25.0,6.0,24.0,0.0,81.0,8.0,154.0,5296.123234839088
0.0,81.0,1.0055588814604397,1.1041680343718534,2.068137016921912,9.90510595431433,29.0,55.0,27.0,12.0,47.0,4.0,81.0,25.0,149.0,4848.174102114502
0.0,90.0,2.97200638551902,1.1770527867961873,2.0379029830623763,7.988663161707298,27.0,82.0,38.0,50.0,37.0,2.0,104.0,36.0,163.0,4126.91117406323
0.0,89.0,2.1258569703406924,0.974151263643362,0.9096261709047884,7.879085868574485,24.0,81.0,37.0,34.0,52.0,4.0,102.0,35.0,166.0,2630.264800263089
4.0,46.0,1.994825992064672,1.0853914154676418,0.0,9.013099116199095,32.0,64.0,32.0,15.0,62.0,27.0,95.0,26.0,164.0,6530.461760491031
7.0,94.0,3.1218180123161465,2.030683344256032,1.174264942189764,8.047452687303188,25.0,83.0,33.0,28.0,29.0,3.0,104.0,34.0,177.0,3228.911670882052
0.0,87.0,2.98493622478892,2.12974387357994,2.98684221562394,8.010359037879835,31.0,69.0,36.0,15.0,60.0,2.0,88.0,14.0,158.0,5173.679103314246
