latitude,longitude,n_cafe_5km,n_cafe_in_1km_to_2km,n_cafe_in_3km_to_5km,n_gas_station_5km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_in_1km_to_2km,n_mart_in_3km_to_5km,n_pre_school_5km,n_pre_school_in_3km_to_5km,n_primary_school_5km,n_university_5km,n_university_in_3km_to_5km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,n_super_market_in_3km_to_5km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,h3_price_mean,h3_price_max,h3_price_median,h3_price_min,price_per_m2
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,6250.0
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,6250.0
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,4278.571428571428
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,4278.571428571428
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,4278.571428571428
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,4278.571428571428
11.59,104.9,153,14,81,135,2,24,70,1,10,67,11,64,73,37,60,97,38,5,96,78,52,11,29,120,2044.3448078727786,5347.222222222223,1805.555555555556,500.0,2135.9223300970875
11.59,104.9,153,14,81,135,2,24,70,1,10,67,11,64,73,37,60,97,38,5,96,78,52,11,29,120,2044.3448078727786,5347.222222222223,1805.555555555556,500.0,2135.9223300970875
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,1086.41975308642
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,1086.41975308642
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,2127.9829761361907
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,4304.635761589404
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,4304.635761589404
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,6427.857142857143
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,6427.857142857143
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,6427.857142857143
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,6427.857142857143
11.62551445,104.8419258,15,1,14,25,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2400.0
11.62551445,104.8419258,15,1,14,25,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2400.0
11.62551445,104.8419258,15,1,14,25,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2400.0
11.54177567,104.970984,36,8,26,27,1,0,10,0,0,14,0,9,18,16,9,6,5,0,12,12,10,0,0,11,6435.643564356436,6435.643564356436,6435.643564356436,6435.643564356436,6435.643564356436
11.58634781,104.87101,94,9,55,124,1,3,21,1,3,10,3,29,52,27,56,81,47,2,3,33,16,4,3,27,2269.969225647758,4000.0,2173.913043478261,633.3333333333334,2095.2380952380954
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,507.77777777777777
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,507.77777777777777
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,507.77777777777777
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,507.77777777777777
11.59015,104.909641,144,25,67,128,8,34,61,8,34,43,11,58,80,46,56,97,51,52,57,83,43,19,73,75,2279.8435030274145,6333.333333333333,1847.8260869565213,783.3333333333334,4658.119658119658
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,769.0156599552573
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,769.0156599552573
11.48,104.9,16,2,11,32,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,2,0,0,0,1774.6510087940708,5902.777777777777,1574.074074074074,180.0,2045.4545454545453
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,2500.0
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,583.3333333333334
11.559712,104.878121,150,14,107,172,3,7,67,4,5,27,5,43,73,43,83,103,28,2,23,69,49,6,9,89,1965.067401161352,5922.767116796968,1851.2711483068363,450.0,3921.052631578948
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,5555.555555555556
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,5555.555555555556
11.5858306,104.8698762,91,9,58,122,1,3,16,2,1,11,2,29,51,28,53,79,47,2,0,33,18,4,3,24,2269.969225647758,4000.0,2173.913043478261,633.3333333333334,2180.851063829787
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,2408.1115335868185
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,2408.1115335868185
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,2408.1115335868185
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,2408.1115335868185
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,398.4375
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,398.4375
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,398.4375
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,398.4375
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,4000.0
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,4000.0
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,4000.0
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,4000.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,4187.604690117253
11.62583097,104.8410359,15,1,14,25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2224.299065420561
11.62583097,104.8410359,15,1,14,25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2224.299065420561
11.62583097,104.8410359,15,1,14,25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2763.6552440290757,3666.6666666666665,2400.0,2224.299065420561,2224.299065420561
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,2207.792207792208
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,2207.792207792208
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,2207.792207792208
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,2207.792207792208
11.59,104.9,153,14,81,135,2,24,70,1,10,67,11,64,73,37,60,97,38,5,96,78,52,11,29,120,2044.3448078727786,5347.222222222223,1805.555555555556,500.0,660.7142857142857
11.59,104.9,153,14,81,135,2,24,70,1,10,67,11,64,73,37,60,97,38,5,96,78,52,11,29,120,2044.3448078727786,5347.222222222223,1805.555555555556,500.0,660.7142857142857
11.559712,104.878121,150,14,107,172,3,7,67,4,5,27,5,43,73,43,83,103,28,2,23,69,49,6,9,89,1965.067401161352,5922.767116796968,1851.2711483068363,450.0,2428.5714285714284
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.55099,104.916054,183,51,65,151,65,20,14,21,54,12,27,24,91,31,81,108,54,76,8,101,25,58,86,23,2356.6823217097126,5312.5,2250.0,220.0,1839.572192513369
11.58,104.93,157,27,87,106,20,54,30,40,12,15,25,53,84,60,52,83,64,18,16,87,34,68,47,36,2221.60811084746,6461.538461538462,1728.1746031746034,246.3054187192118,3984.375
11.58,104.93,157,27,87,106,20,54,30,40,12,15,25,53,84,60,52,83,64,18,16,87,34,68,47,36,2221.60811084746,6461.538461538462,1728.1746031746034,246.3054187192118,3984.375
11.58,104.93,157,27,87,106,20,54,30,40,12,15,25,53,84,60,52,83,64,18,16,87,34,68,47,36,2221.60811084746,6461.538461538462,1728.1746031746034,246.3054187192118,3984.375
11.58,104.93,157,27,87,106,20,54,30,40,12,15,25,53,84,60,52,83,64,18,16,87,34,68,47,36,2221.60811084746,6461.538461538462,1728.1746031746034,246.3054187192118,3984.375
11.58,104.93,157,27,87,106,20,54,30,40,12,15,25,53,84,60,52,83,64,18,16,87,34,68,47,36,2221.60811084746,6461.538461538462,1728.1746031746034,246.3054187192118,3984.375
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1861.4130434782608
11.59015,104.909641,144,25,67,128,8,34,61,8,34,43,11,58,80,46,56,97,51,52,57,83,43,19,73,75,2279.8435030274145,6333.333333333333,1847.8260869565213,783.3333333333334,1833.3333333333333
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,1822.9166666666667
11.52,104.95,68,9,50,48,1,0,19,0,2,17,1,18,37,32,20,9,9,1,22,31,28,1,0,28,2069.136074663387,6333.333333333333,1829.9881936245567,166.66666666666666,1822.9166666666667
11.59015,104.909641,144,25,67,128,8,34,61,8,34,43,11,58,80,46,56,97,51,52,57,83,43,19,73,75,2279.8435030274145,6333.333333333333,1847.8260869565213,783.3333333333334,1847.8260869565213
11.52333529,104.9576959,61,8,47,42,2,0,14,0,0,15,1,15,30,26,15,8,8,0,19,21,19,0,1,20,2184.343779721194,5000.0,1988.636363636364,562.5,2500.0
11.52333529,104.9576959,61,8,47,42,2,0,14,0,0,15,1,15,30,26,15,8,8,0,19,21,19,0,1,20,2184.343779721194,5000.0,1988.636363636364,562.5,2500.0
11.522551,104.96247,49,8,36,34,2,0,6,0,0,10,0,5,17,13,10,6,6,0,9,11,9,0,0,11,2184.343779721194,5000.0,1988.636363636364,562.5,4235.294117647059
11.522551,104.96247,49,8,36,34,2,0,6,0,0,10,0,5,17,13,10,6,6,0,9,11,9,0,0,11,2184.343779721194,5000.0,1988.636363636364,562.5,4235.294117647059
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,5185.185185185185
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,5185.185185185185
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,5185.185185185185
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,5185.185185185185
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,5528.350515463918
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.569135,104.9248,171,35,71,145,52,21,10,17,10,8,19,27,94,49,66,94,51,5,9,96,27,41,26,26,2416.7006027439056,6451.612903225807,2196.7120181405894,439.1534391534392,2500.0
11.53,104.91,142,17,87,119,3,13,88,2,6,56,6,54,68,35,67,77,60,6,66,79,54,5,17,105,2190.739996894242,6400.0,1827.7777777777778,446.4196428571428,5247.311827956989
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,2408.111533586819
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,2408.111533586819
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,2408.111533586819
11.57,104.89,180,16,106,178,11,29,69,6,4,81,18,67,100,56,86,110,32,3,114,103,70,11,29,138,3126.693060543405,6427.857142857143,3109.991662034464,1003.5122930255897,2408.111533586819
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,3166.6666666666665
11.4983766,104.8800681,21,3,16,33,0,0,1,0,0,0,0,0,4,3,16,4,3,0,0,4,3,0,0,0,1813.367965367965,1813.367965367965,1813.367965367965,1813.367965367965,1813.367965367965
11.4983766,104.8800681,21,3,16,33,0,0,1,0,0,0,0,0,4,3,16,4,3,0,0,4,3,0,0,0,1813.367965367965,1813.367965367965,1813.367965367965,1813.367965367965,1813.367965367965
