id,information,type,province,price,land_size,price/m2,lat,long,translate
rl-134467832,"ដីលក់បន្ទាន់⚡️នៅផ្លូវជាតិលេខ3 ជាប់ឆៀកយានយន្ត កំពត (ID: #D3091)
👉 តម្លៃ ៖ $ 75,000 (ចរចា) 
👉 ទីតាំងស្ថិតនៅលើផ្លូវជាតិលេខ៣ ក្បែរឆៀកយានយន្តក្រុងកំពត ជិតបុរីIcon ជុំវិញដោយបុរីផ្សារ ដីពេញខ្នាតស្អាត អាចបើកអាជីវកម្មបាន។ 
👉ទំហំដី ៖ 10m x 60m  ទំហំដីសរុបក្នុងប្លង់រឹង ៖ 436 m²
👉ដីបែរមុខទៅទិសខាងលិចឈៀងខាងជើង 
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់ទន់)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kampot,75000.0,600.0,125.0,10.607232,104.230822,"Land Instant Selling Land on National Road 3 next to Kampot Vehicle (ID: # D3091)
👉 Price: $ 75,000 (Negotiable) 
👉 National Road 3 near the National Road near Kampot Vehicles near Borey Borey around Borey Market, cleansing. 
👉 Land size: 10m x 60m Total land size in Hard Layout: 436 mº
👉 Land faces west champen west 
👉 Release the Oil Transfer Service (soft plane)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-134315421,"ដីលក់បន្ទាន់​⚡️ក្បែរអនុវិទ្យាល័យព្រែកបង្កង ក្រុងអរិយក្សត្រ  (ID:​#D3024) 
👉តម្លៃ ៖ $75,000 (ចរចា)
👉ទីតាំងនៅក្បែរវិទ្យាល័យព្រែកបង្កង ជិតផ្លូវ៣៨០ ក្រុងអរិយក្សត្រ ចំងាយ5 នាទីពីកំពង់ចម្លងអរិយក្សត្រ​ ដីអាចសង់លំនៅដ្ឋានផ្សេងៗ។ 
👉ទំហំដី ៖​ 12m x 17m 
👉ទំហំសរុបក្នុងប្លង់រឹង ៖​ 188m²
👉ដីបែរទិសខាងកេីត
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,75000.0,204.0,367.6470588235294,11.750583,105.013813,"Outside of Outside Or Land near Garment School Corporation Capital (ID: # D3024) 
👉 Price: $ 75,000 (Negotiable)
👉 Location near Prek Prek High School, 380 cities, 5 minutes, 5 minutes from Kampong Thmey can build a variety of housing. 
👉 Land size: 12m x 17m 
👉 The total size in the solid layout: 188m²
👉 👉 Land turned down in the south
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-135221115,"ដីលក់បន្ទាន់⚡️ជិតស្ដុបព្រែកហូរ ក្រុងតាខ្មៅ (ID:#D3325)
👉 តម្លៃ ៖ $73,000 (ចរចា)
👉 ទីតាំងល្អ​ នៅតំបន់ទីប្រជុំជន ជិតស្តុបព្រែកហូ ក្បែរផ្លូជាតិលេខ២ ដីពេញខ្នាតស្អាត ជាប់ផ្លូវបេតុងរដ្ឋ ងាយសម្រាប់រស់នៅ។
👉 ទំហំដី ៖ 6.5m x 35m ទំហំក្នុងប្លង់រឹង 201m²
👉 បែរមុខទៅទិសខាងត្បូង
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,73000.0,227.5,320.8791208791209,11.481382,104.944869,"STOWL Land ⚡️ Next to Clear Takhmao (ID: # D3325)
👉 Price: $ 73,000 (Negotiable)
👉 A good location in the downtown area near the scatter to the scale of the number 2 Ground Favorite in the concrete state in the living state.
👉 Land size: 6.5m x 35m Size in Holids 2014m²
👉 Turn to south
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-133983495,"ដីកែងលក់បន្ទាន់⚡️នៅក្បែរបុរីហាយធិច ជិតផ្លូវថៃហ្គឺ 114  (ID:#D2882R1)
👉 តម្លៃ ៖ $72,000 (ចរចា)
👉 ទីតាំងដីល្អ ស្ថិតនៅក្បែរបុរីហាយធិក ជិតផ្លូវថៃហ្គឺ 114 ជាតំបន់ជុំវិញដោយគម្រោងបុរី និងសំណង់ផ្ទះល្វែងធំៗជាច្រើន ល្អសម្រាប់លំនៅដ្ឋាន ឬនិងឃ្លាំង។
👉 ទំហំដី ៖ 10m × 20m  ទំហំសរុបក្នុងប្លង់ ៖ 187m²
👉 ដីបែរមុខទៅទិស: ខាងជើងឈៀងលិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)  
សូមទំនាក់ទំនង ៖  
☎️ (Cellcard): 078 919 789 | 012 61 31 31    
☎️ (Smart)   : 015 779 789  
🌐https://www.c21diamondinvestment.com  
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,72000.0,200.0,360.0,11.47827,105.003213,"Appeal Land Sell Emergency ⚡️ Nays near Borey Hay National Temple of Thailand 114 (ID: # D28882R1)
👉 Price: $ 72,000 (Negotiable)
Good location location is located near Borey Hui, near Turani Tech 114, is surrounding by the Borey and largest flat.
👉 Land size: 10m × 20M Total in layout: 187m²
👉 The soil faces direction: The northwest of the line
👉 Release the Oil Transfer Service (solid layout)  
Contact:  
☎️ (Cellcard): 078 919 789 | 012 61 31113    
☎️ (smart): 015 779 789  
🌐https: //www.c21diamondices.com  
↗️telgram: https://t.me/century21diamond"
rl-133839214,"ដីលក់បន្ទាន់⚡️នៅក្រោយបុរីហាយធិកគៀនស្វាយ  (ID:#D2842)
👉តម្លៃ ៖ $70,000 (ចរចា)
👉ទីតាំងល្អ ស្ថិតនៅជិតផ្សារកៀនស្វាយផ្លាហ្សា ក្បែបុរីហាយធិក និងបុរីភ្នំពេញសុខសាន្ត ក្បែរផ្លូវជាតិលេខ១  ជុំវិញដីចម្រុះទៅដោយគម្រោងបុរីធំៗ។
👉ទំហំដី ៖ 10m x 40m
👉ដីបែរមុខទៅទិសខាង៖ ជេីង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ចុងសន្លឹកប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,70000.0,400.0,175.0,11.511346,105.003105,"Emergency Land ⚡️ Behind Borey Hankik Kiin Svay (ID: # D2842)
👉 Price: $ 70,000 (Negotiable)
👉 Good location is near Kien, Plaza, Plaza, Borey Holiday Borey, Phnom Penh and Borey Phnom Penh, in National Road 1 in the diverse lands.
👉 Land size: 10m x 40m
👉 The soil faces down the north
👉 Release the Own Transfer Service	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondices.com	
↗️telgram: https://t.me/century21diamond"
rl-134952268,"ដីលក់បន្ទាន់⚡️នៅក្បែរបុរីឃាមចាន់ណា ជិតផ្លូវ2011 (ID:#D3273)
👉 តម្លៃ ៖ $67,000 (ចរចា)
👉ទីតាំងល្អ ស្ថិតនៅក្បែរបុរីឃាមចាន់ណា ក្បែរផ្លូវ២០១១ ជាតំបន់មានការអភិវឌ្ឍ មានសំណង់បុរី ផ្ទះល្វែង ជាច្រើនព័ទ្ធជុំវិញ ។
👉ទំហំដី ៖ 5.5m x 20.6m 
👉ទំហំក្នុងប្លង់រឹង ៖ 141m²
👉 បែរមុខទៅទិសខាងត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,67000.0,100.0,670.0,11.589657,104.836959,"Prime Minister near Borey Chham Chandich Chand Chand Chand Chand Chan Channel near Road 2011 (ID: # D3273)
👉 Price: $ 67,000 (Negotiable)
👉 A good location is located near Battery Chan Channa, along the road, in the development area, has many Borey Apartments.
👉 Land size: 5.5m x 20.6m 
√ Size in Hard Layout: 141m²
👉 Turn to south
👉 Release the Oil Transfer Service (solid layout)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-130647842,"ដីលក់បន្ទាន់⚡️ក្បែវត្តព្រៃតុម្ព  ខេត្តកំពត (ID: #D1691)
👉តម្លៃ៖ $65,000 (ចរចា)
👉ទីតាំងល្អ មានផ្ទះប្រជាជនរស់នៅច្រើន ជិតកន្លែងលក់នំបញ្ចុកទឹកម្ហិច សំបូរទៅដោយផ្ទះលំហែ គំរោងResort ជិតសាលារៀនរដ្ឋ  ចំងាយត្រឹមតែ 500ម៉ែត្រពីផ្លូវជាតិលេខ3 មានចំងាយ2គម ពីការ៉ាសសាំងPTT 
👉ទំហំផ្លូវលំ8m ចុះពីផ្លូវបេតុង10m ចំងាយត្រឹម50ម៉ែត្រ
👉ទំហំដី៖ 54.4m x 90m
👉ទំហំសរុប៖ 4,523m² 
👉ដីបែរទៅទិសខាងត្បូង
👉ចេញសេវាផ្ទេកម្មសិទ្ធជូន(ចុងសន្លឹកប្លង់រឹង) 
សូមទំនាក់ទំនង ៖
☎️ (Cellcard): 078 919 789 | 012 61 31 31  
☎️ (Smart)   : 015 779 789
🌐https://www.c21diamondinvestment.com
↗️Telegram: https://t.me/century21diamond",LAND,Kampot,65000.0,4523.0,14.370992703957551,10.607232,104.230822,"Land for sale in Temple of Kampot Torang province (ID: # D1691)
👉 Price: $ 65,000 (Negotiable)
👉 Good location has a housing of people living near the resort, the resort, resort near the State School, nearly 500 meters from National Road 3, is 2km from Carassing PTT 
√ Size 8m down from concrete roads, 10m, distance 50m
👉 Land size: 54.4m x 90m
👉 Total Size: 4.523m² 
👉 The soil turns south
👉 Test Transutation Service (Hard Line) 
Contact:
☎️ (Cellcard): 078 919 789 | 012 61 31113  
☎️ (smart): 015 779 789
🌐https: //www.c21diamondices.com
↗️telgram: https://t.me/century21diamond"
rl-134467831,"ដីលក់បន្ទាន់ ⚡️  ក្បែរសាលាបឋមទួលសាគ ផ្លូវ130ព្រែកព្នៅ  (ID: #D3092)
👉 តម្លៃ ៖ $60,000 (ចរចា)
👉 ទីតាំង នៅក្បែរសាលាបឋមសិក្សាទួលសាគ ជិតផ្លូវ130 ព្រែកព្នៅ ជុំវិញដោយគម្រោងធំៗ ផ្សារនិងសាលារៀន ល្អសម្រាប់រស់នៅ។
👉 ទំហំដី ៖ 8m x 26m 
👉 បែរមុខទៅទិសត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់ទន់)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,60000.0,208.0,288.46153846153845,11.686711,104.827904,"Land Instant Selling Outs ⚡️ N near Toul Sarh Preliminary School 130 Prek Pnov (ID: # D3092)
👉 Price: $ 60,000 (Negotiable)
👉 Located near Toul Sar Primary School near Road 130 Prek Phnov to surrounding major projects, markets and schools.
👉 Land size: 8m x 26m 
👉 Turn forward to the destination
👉 Release the Oil Transfer Service (soft plane)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-135308224,"ដីលក់បន្ទាន់⚡️នៅជិតកៀនស្វាយផ្លាហ្សា ផ្លូវជាតិលេខ១ (ID:#D2842R1)
👉តម្លៃ ៖ $60,000 (ចរចា)
👉ទីតាំងស្ថិតនៅជិតផ្សារកៀនស្វាយផ្លាហ្សា នឹង បុរីភ្នំពេញសុខសាន្ត ចុះពីផ្លូវជាតិលេខ1 ចម្ងាយត្រឹមតែ1km។ 
👉 ទំហំដី ៖ 10m x 40m
👉 ដីបែរមុខទៅទិសខាង៖ លិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ចុងសន្លឹកប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,60000.0,400.0,150.0,11.511346,105.003105,"Emergency Land ⚡️ Close Near to Kampucha Plaza National Road 1 (ID: # D2842R1)
👉 Price: $ 60,000 (Negotiable)
👉 Location is near Nokangay Market Plaza to Borey Phnom Penh from National Road 1, only 1km. 
👉 Land size: 10m x 40m
👉 The soil faces the north: sink
👉 Release the Own Transfer Service	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-133262412,"ដីលក់បន្ទាន់ ⚡️ នៅលើផ្លូវបន្ទាយកងអង្គរក្ស ក្រុងតាខ្មៅ (ID: #D2594)
👉 តម្លៃ ៖ $58,000 (ចរចា)
👉 ទីតាំងល្អ​ នៅលើគម្រោងផ្លូវ15ម៉ែត្រជិតបន្ទាយកងអង្ករក្ស ក្រោយបុរីពិភពថ្មីតាខ្មៅ២ ជិតផ្លូវជាតិលេខ២  មានប្រព័ន្ធលូទឹកភ្លើងរួចស្រេច។
👉 ទំហំដី ៖ 10m x 20m
👉 ទំហំសរុប ៖ 197m²
👉 បែរមុខទៅទិសខាងលិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,58000.0,197.0,294.4162436548223,11.481382,104.944869,"Seal Land for Takhmao Municipal Bodyguard Street (ID: # D2594)
👉 Price: $ 58,000 (Negotiable)
👉 A good location on the project of 15 meters road near the next Borey Kom, the new Takhao Tai Tabercore, near National Road 2, has a drainage system.
👉 Land size: 10m x 20m
👉 Total Size: 197M²
👉 Turn to the west
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondices.com	
↗️telgram: https://t.me/century21diamond"
rl-133971614,"ដីលក់បន្ទាន់⚡️នៅស្វាយរលំជិតផ្លូវជាតិលេខ21ក្រុងតាខ្មៅ (​ ID:​ #D2853)
👉 តម្លៃ ៖ $​ 55,000 (ចរចា)
👉ទីតំងល្អ ស្ថិតនៅក្បែរផ្លូវជាតិលេខ២១ ជិតវិទ្យាស្ថានភូមិភាគតេជោសែនក្រុងតាខ្មៅ ជុំវិញដោយបុរី និងផ្សារសហគមន៍ ល្អសម្រាប់លំនៅដ្ឋាន។
👉 ទំហំដី ៖ 10m x 20m  ទំហំសរុបក្នុងប្លង់រឹង ៖ 200m²
👉 បែរមុខទៅទិសខាងលិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,55000.0,200.0,275.0,11.481382,104.944869,"Emergency Land ⚡️ Boat Road Near Road No 21st Takhmao (ID: # D2853)
👉 Price: $ 55,000 (Negotiable)
The good places are near National Road 21st of the Taijo Sen Institute of Takhmao surrounding by Borey and the Good Community Market for housing.
👉 Land size: 10m x 20m The total size in the hard layout: 200m²
👉 Turn to the west
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondices.com	
↗️telgram: https://t.me/century21diamond"
rl-121389190,"ដីលក់​បន្ទាន់ ស្ថិត​នៅ​​ផ្លូវ​កែង​15m មុខផ្សារ​ព្រែកជ្រៃ រាជធានី​ភ្នំពេញ។ លោកអ្នក​អាចទិញ​ធ្វើជាឃ្លាំង ឬសង់ជាលំនៅដ្ឋានក៏បាន។
 តមៃ្ល ：$ 54,000 (ចរចា)
 ទំហំដី : 10m x 20m
 ទំ​នាក់​ទំនង៖ 
012 61 31 31
015 779 789
078 919 789
098 828 080",LAND,Phnom Penh,54000.0,200.0,270.0,11.462871,104.874651,"Emergency Land is located on the Road 15m in front of Prek La Market, Phnom Penh. You can buy a repository or build.
 Feed: $ 54,000 (Negotiable)
 Land size: 10m x 20m
 Network: 
012 61 31113
015 779 789
078 919 789
098 828 080"
rl-134385142,"ដីកែងលក់បន្ទាន់⚡️នៅជិតផ្លូវជាតិលេខ21 ស្វាយរលំ តាខ្មៅ (​ ID:​ #D3052)
👉 តម្លៃ ៖ $​ 45,000 (ចរចា)
👉ទីតាំង នៅជិតផ្លូវជាតិលេខ21 ក្បែរផ្សារស្វាយរលំ ក្រុងតាខ្មៅ ជាតំបន់ជុំវិញដោយបុរី និងផ្សារ ល្អសម្រាប់លំនៅដ្ឋាន និងឃ្លាំង។
👉ផ្លូវមុខដី12m មិនទាល់ 
👉 ទំហំដី ៖ 10m x 20m  ទំហំសរុបក្នុងប្លង់រឹង ៖ 200m²
👉 បែរមុខទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,45000.0,200.0,225.0,11.481382,104.944869,"Porn Land Sell Emergency ⚡️ Near National Road No 21 Takho Tao (ID: # D3052)
👉 Price: $ 45,000 (Negotiable)
👉 National Road No 21 near Takhmao Market, Takhmao is surrounding by Borey and Warehouse for housing and warehouses.
👉 12m frontway is not 
👉 Land size: 10m x 20m The total size in the hard layout: 200m²
👉 Challenge north
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-121412464,"ដី​លក់ នៅ​មុខ​ផ្សារ​ព្រែក​ជ្រៃ ភ្នំ​ពេញ
ទីតាំង​ល្អ ស្ថិត​នៅ​ភាគ​ខាង​ត្បូង​នៃ​ក្រុង​ភ្នំ​ពេញ ដែ​ល​ជាទិសដៅ​​អភិវឌ្ឍន៍ខ្លាំង។ លោក​អ្នក​អាច​ទិញ​ទុក​លក់​ចំនេញ ឬសង់​ជាផ្ទះ​ល្វែង ឬឃ្លាំងក៏​បាន។​ ​ទិញ​មួយឡូតិ៍ក៏បាន ទិញ​ប្រាំ​ឡូតិ៍ជាប់​គ្នា​ក៏បាន។
 តមៃ្ល ：$ 24,000 ក្នុង​១ឡូតិ៍
 ទំហំដី : 5m x 20m
 កាត់​ប្លង់​រឹង​ជូន
 ទំ​នាក់​ទំនង៖
012 61 31 31
015 779 789
078 919 789",LAND,Phnom Penh,24000.0,100.0,240.0,11.462871,104.874651,"Land for sale in front of Prek Chrey Phnom Market
Good locations are in the south of the fulllands, a strong destination. You can buy sale or build an apartment or the warehouse. Buying one lot, also bought five straight lots.
 Fair: $ 24,000 per 1 lot
 Land size: 5m x 20m
 Cutting a hard layout
 Network:
012 61 31113
015 779 789
078 919 789"
rl-121314355,"Land for RENT on road No. 3 (3 km from Chom Chao circle):
- Land size: 1 Ha (10,000 m2, width 43m)
- Google map: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- Price: 18,000$/month
- Contact: 012 381 108 (Mr. Va Vireak)
#LandForRent
ដីជួលលេីផ្លូវជាតិលេខ 3 (3 គ.ម ពីរង្វង់មូល ចោមចៅ):
- ទំហំដី: 1 ហិចតា (10,000 ម2, ក្បាល 43 ម)
- ទីតាំង Google: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- តម្លៃជួល: 1.8$ / ម2
- លេខទូរស័ព្ទ 012 381 108 (លោក វ៉ា វីរះ)
#LandForRent",LAND,Phnom Penh,18000.0,10000.0,1.8,11.509117,104.819321,"Land for Rent on Road 3 (3 km from Chom Chao Circle):
- Land Size: 1 HA (10,000 M2, WIDTH 43M)
- Google map: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- PRICE: $ 18,000 / Month
- Contact: 012 381 108 (Mr88 (Mr88 (Mr. VA Vireak)
#LandForrent
Landborn National Rope 3 (3 km from a rounded circle):
- Land Size: 1 hectare (10,000 m2, head 43 m)
- ទីតាំង Google: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- Rental Price: 1.8 $ / m2
- 012 381 108 (Mr. Wiville)
#LandForrent"
rl-121314357,"ដីជួលលេីផ្លូវជាតិលេខ 3 (3 គ.ម ពីរង្វង់មូល ចោមចៅ):
- ទំហំដី: 1 ហិចតា (10,000 ម2, ក្បាល 43 ម)
- ទីតាំង Google: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- តម្លៃជួល: 1.8$ / ម2
- លេខទូរស័ព្ទ 012 381 108 (លោក វ៉ា វីរះ)
#LandForRent 
Land for RENT on road No. 3 (3 km from Chom Chao circle):
- Land size: 1 Ha (10,000 m2, width 43m)
- Google map: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- Price: 18,000$/month
- Contact: 012 381 108 (Mr. Va Vireak) #LandForRent",LAND,Phnom Penh,18000.0,10000.0,1.8,11.5089,104.818864,"Landborn National Rope 3 (3 km from a rounded circle):
- Land Size: 1 hectare (10,000 m2, head 43 m)
- ទីតាំង Google: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- Rental Price: 1.8 $ / m2
- 012 381 108 (Mr. Wiville)
#LandForrent 
Land for Rent on Road 3 (3 km from Chom Chao Circle):
- Land Size: 1 HA (10,000 M2, WIDTH 43M)
- Google map: https://goo.gl/maps/UReJ2DcGK4gchqgE8
- PRICE: $ 18,000 / Month
- Contact: 012 381 108 (Mr88 (Mr88 (Mr8) #landForrent) #landForrent"
rl-134385141,"ដីលក់បន្ទាន់⚡️នៅជិតផ្លូវជាតិលេខ21 ស្វាយរលំ ក្រុងតាខ្មៅ  (​ ID:​ #D3053)
👉 តម្លៃ ៖ $​ 17,000 (ចរចា)
👉ទីតាំង នៅជិតផ្លូវជាតិលេខ21 ក្បែរផ្សារស្វាយរលំ ក្រុងតាខ្មៅ ជាតំបន់ជុំវិញដោយបុរី និងផ្សារ ល្អសម្រាប់លំនៅដ្ឋាន និងឃ្លាំង។
👉 ទំហំដី ៖ 5m x 20m ទំហំសរុបក្នុងប្លង់រឹង ៖ 100m²
👉 បែរមុខទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,17000.0,100.0,170.0,11.481382,104.944869,"Land Instant Selling Land is near National Road 21, Takhmao City, Takhmao City (ID: # d3053)
👉 Price: $ 17,000 (Negotiable)
👉 National Road No 21 near Takhmao Market, Takhmao is surrounding by Borey and Warehouse for housing and warehouses.
👉 Land size: 5m x 20m The total size in the hard layout: 100m²
👉 Challenge north
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-121013978,"ដីសម្រប់ជួល
តម្លៃ 9,000$/ខែ
ទំហំដី 44 m x 150 m
កុងត្រា5ឆ្នាំឡើង
កក់6ខែ +បង់1ខែ
ទីតាំង សង្កាត់វាលស្បូវ,ខណ្ឌច្បារអំពៅ
ពិពណ៍នាតំបន់: ដីនេះនៅចំចំនុចកណ្តាលនៃព្រែកឯង និងបុរិប៉េងហួតបឹងស្នោរ ។ អាចសង់ជាហាងធំៗ រឺ បើកធ្វើអាជីវកម្មផ្សេងៗ....
☎️ទំនាក់ទំនង : 085 222 758/069 993 668 (Ms Theary)
--------------------------
Land for rent (L-1780)
- Price 9,000$ / month 
- Size 44 m x 150m 
- Contract 5 years up 
- Deposit 6months +1
- location National road 1, Sangkat veal Sbov, Khan chbar ompov 
-Description: It’s central of Prek ang and borey Penghout, can open as big Shop or business...
☎️ Tel: 085 222 758/ 069 993 668 (Mss Theary)",LAND,Phnom Penh,9000.0,6600.0,1.3636363636363635,11.532254,104.993775,"Land for rent
9,000 $ / month
Size of 44 m x 150 m
5 years of contract
6 months to pay 1 month
Location of Sbarva, Khan Changareak Chhar Ampov
In the region: The land is in the center of the Preek and Boeung Pengohat Boeung. Can build big stores or open businesses.
☎️ Relationship: 085 222 758/069 993 668 (MSA Dary)
-----------------------
Land for Rent (L-1780)
- Price 9,000 $ / month 
- size 44 m x 150m 
- Contract 5 years up 
- Deposit 6months +1
- Location National Road 1, Sangkat Veal Sbov, Khan Chbar Ompov 
-Description: It's Central of Prek Ang and Borey Penghout, Can Open As Big Shop or Business ...
☎️ Tel: 085 222 758/069 993 668 (MSS Thary)"
rl-121308578,"ដីសម្រាប់លក់បន្ទាន់កណ្តាលរាជធានីភ្នំពេញ​ (L-3266)
-price: 6500$/sqm
-size:17.2 x 55(1009 sqm/ប្លង់ស្លាបមាន់) 
ទំនាក់ទំនងៈ 085 222 768 | 085 222 868",LAND,Phnom Penh,6500.0,884.0,7.352941176470588,11.545763,104.930554,"Land for Emergency Sale, Phnom Penh (L-3266)
-price: $ 6500 $ / sqm
-Size: 17.2 x 55 (1009 SQM / Neveral wings) 
Contact: 085 222 768 | 085 222 868"
