h3,population,geometry,index_right,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn
8865846e2bfffff,2288.0,"MULTIPOLYGON (((104.8100973018636 11.522224698395547, 104.81062702813271 11.527396787292984, 104.80636763444532 11.53045481095565, 104.80157844403057 11.528340651007932, 104.80104883657414 11.523168431509172, 104.80530830070973 11.520110502550635, 104.8100973018636 11.522224698395547)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e29fffff,557.0,"MULTIPOLYGON (((104.81914529413707 11.52128072861486, 104.81967513917932 11.526452686790575, 104.81541604146852 11.5295107635038, 104.81062702813271 11.527396787292984, 104.8100973018636 11.522224698395547, 104.81435647014709 11.519166716421836, 104.81914529413707 11.52128072861486)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e29fffff,557.0,"MULTIPOLYGON (((104.81914529413707 11.52128072861486, 104.81967513917932 11.526452686790575, 104.81541604146852 11.5295107635038, 104.81062702813271 11.527396787292984, 104.8100973018636 11.522224698395547, 104.81435647014709 11.519166716421836, 104.81914529413707 11.52128072861486)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e27fffff,7177.0,"MULTIPOLYGON (((104.8116865272643 11.537740845711962, 104.81221630012793 11.542912815063184, 104.8079567515285 11.54597097479509, 104.80316735957847 11.543857070567718, 104.8026377055321 11.538684970622365, 104.80689732460846 11.5356269054897, 104.8116865272643 11.537740845711962)))",1525,0.140016132578,0.000752061601242,Trapeang Krasang,KH120901,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e25fffff,9451.0,"MULTIPOLYGON (((104.82073487586176 11.536796483773289, 104.82126476750314 11.541968322409986, 104.81700551494194 11.545026535376646, 104.81221630012793 11.542912815063184, 104.8116865272643 11.537740845711962, 104.8159458504269 11.534682727379915, 104.82073487586176 11.536796483773289)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e25fffff,9451.0,"MULTIPOLYGON (((104.82073487586176 11.536796483773289, 104.82126476750314 11.541968322409986, 104.81700551494194 11.545026535376646, 104.81221630012793 11.542912815063184, 104.8116865272643 11.537740845711962, 104.8159458504269 11.534682727379915, 104.82073487586176 11.536796483773289)))",364,0.165860651941,0.00104566291481,Kakab,KH120905,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e25fffff,9451.0,"MULTIPOLYGON (((104.82073487586176 11.536796483773289, 104.82126476750314 11.541968322409986, 104.81700551494194 11.545026535376646, 104.81221630012793 11.542912815063184, 104.8116865272643 11.537740845711962, 104.8159458504269 11.534682727379915, 104.82073487586176 11.536796483773289)))",1525,0.140016132578,0.000752061601242,Trapeang Krasang,KH120901,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e25fffff,9451.0,"MULTIPOLYGON (((104.82073487586176 11.536796483773289, 104.82126476750314 11.541968322409986, 104.81700551494194 11.545026535376646, 104.81221630012793 11.542912815063184, 104.8116865272643 11.537740845711962, 104.8159458504269 11.534682727379915, 104.82073487586176 11.536796483773289)))",1204,0.182875947241,0.00101844221023,Samraong Kraom,KH120906,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e23fffff,5043.0,"MULTIPOLYGON (((104.80636763444532 11.53045481095565, 104.80689732460846 11.5356269054897, 104.8026377055321 11.538684970622365, 104.79784832588228 11.536570846578176, 104.79731875455391 11.53139862150661, 104.80157844403057 11.528340651007932, 104.80636763444532 11.53045481095565)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e23fffff,5043.0,"MULTIPOLYGON (((104.80636763444532 11.53045481095565, 104.80689732460846 11.5356269054897, 104.8026377055321 11.538684970622365, 104.79784832588228 11.536570846578176, 104.79731875455391 11.53139862150661, 104.80157844403057 11.528340651007932, 104.80636763444532 11.53045481095565)))",368,0.173827575481,0.00152005442424,Kamboul,KH120909,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e23fffff,5043.0,"MULTIPOLYGON (((104.80636763444532 11.53045481095565, 104.80689732460846 11.5356269054897, 104.8026377055321 11.538684970622365, 104.79784832588228 11.536570846578176, 104.79731875455391 11.53139862150661, 104.80157844403057 11.528340651007932, 104.80636763444532 11.53045481095565)))",1525,0.140016132578,0.000752061601242,Trapeang Krasang,KH120901,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e21fffff,9811.0,"MULTIPOLYGON (((104.81541604146852 11.5295107635038, 104.8159458504269 11.534682727379915, 104.8116865272643 11.537740845711962, 104.80689732460846 11.5356269054897, 104.80636763444532 11.53045481095565, 104.81062702813271 11.527396787292984, 104.81541604146852 11.5295107635038)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e21fffff,9811.0,"MULTIPOLYGON (((104.81541604146852 11.5295107635038, 104.8159458504269 11.534682727379915, 104.8116865272643 11.537740845711962, 104.80689732460846 11.5356269054897, 104.80636763444532 11.53045481095565, 104.81062702813271 11.527396787292984, 104.81541604146852 11.5295107635038)))",1525,0.140016132578,0.000752061601242,Trapeang Krasang,KH120901,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e1dfffff,708.0,"MULTIPOLYGON (((104.79414165267005 11.500364438053396, 104.79467113083386 11.505536900705891, 104.79041152603168 11.508594640151971, 104.78562237283728 11.506479822128435, 104.78509301353863 11.501307229044611, 104.78935268855916 11.498249584406832, 104.79414165267005 11.500364438053396)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e1dfffff,708.0,"MULTIPOLYGON (((104.79414165267005 11.500364438053396, 104.79467113083386 11.505536900705891, 104.79041152603168 11.508594640151971, 104.78562237283728 11.506479822128435, 104.78509301353863 11.501307229044611, 104.78935268855916 11.498249584406832, 104.79414165267005 11.500364438053396)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e1bfffff,1211.0,"MULTIPOLYGON (((104.7797745963498 11.494019474853797, 104.78030387291672 11.499192192029495, 104.77604390260508 11.502249783645025, 104.77125458569921 11.500134563268514, 104.77072542805436 11.494961715838711, 104.77498546838326 11.491904219030701, 104.7797745963498 11.494019474853797)))",140,0.173426517394,0.00135117396702,Boeng Thum,KH120908,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e1bfffff,1211.0,"MULTIPOLYGON (((104.7797745963498 11.494019474853797, 104.78030387291672 11.499192192029495, 104.77604390260508 11.502249783645025, 104.77125458569921 11.500134563268514, 104.77072542805436 11.494961715838711, 104.77498546838326 11.491904219030701, 104.7797745963498 11.494019474853797)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e19fffff,728.0,"MULTIPOLYGON (((104.78882329310964 11.493076997605751, 104.78935268855916 11.498249584406832, 104.78509301353863 11.501307229044611, 104.78030387291672 11.499192192029495, 104.7797745963498 11.494019474853797, 104.78403434151214 11.490961925059013, 104.78882329310964 11.493076997605751)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e17fffff,1265.0,"MULTIPOLYGON (((104.78136247261945 11.509537508516807, 104.78189179575645 11.514710107658038, 104.77763167035636 11.517767835578027, 104.7728421517634 11.515652869645274, 104.77231294755313 11.510480140256997, 104.77657314299908 11.507422507039687, 104.78136247261945 11.509537508516807)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e15fffff,615.0,"MULTIPOLYGON (((104.79041152603168 11.508594640151971, 104.79094096805584 11.513767108925657, 104.78668113800848 11.516824890052177, 104.78189179575645 11.514710107658038, 104.78136247261945 11.509537508516807, 104.78562237283728 11.506479822128435, 104.79041152603168 11.508594640151971)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e13fffff,1629.0,"MULTIPOLYGON (((104.77604390260508 11.502249783645025, 104.77657314299908 11.507422507039687, 104.77231294755313 11.510480140256997, 104.76752344173384 11.508364955333443, 104.76699432028398 11.503192101748457, 104.77125458569921 11.500134563268514, 104.77604390260508 11.502249783645025)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e11fffff,1078.0,"MULTIPOLYGON (((104.78509301353863 11.501307229044611, 104.78562237283728 11.506479822128435, 104.78136247261945 11.509537508516807, 104.77657314299908 11.507422507039687, 104.77604390260508 11.502249783645025, 104.78030387291672 11.499192192029495, 104.78509301353863 11.501307229044611)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e0dfffff,692.0,"MULTIPOLYGON (((104.81755585219899 11.505764616372144, 104.8180856506475 11.510936693320485, 104.81382670778284 11.513994633386302, 104.80903789591572 11.511880401650561, 104.80850821623577 11.506708193973346, 104.81276722964435 11.503650348751936, 104.81755585219899 11.505764616372144)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e0dfffff,692.0,"MULTIPOLYGON (((104.81755585219899 11.505764616372144, 104.8180856506475 11.510936693320485, 104.81382670778284 11.513994633386302, 104.80903789591572 11.511880401650561, 104.80850821623577 11.506708193973346, 104.81276722964435 11.503650348751936, 104.81755585219899 11.505764616372144)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e0bfffff,675.0,"MULTIPOLYGON (((104.80318981958492 11.499421410777588, 104.80371941657431 11.504593742878301, 104.79946010737524 11.507651535268728, 104.79467113083386 11.505536900705891, 104.79414165267005 11.500364438053396, 104.79840103221201 11.4973067405067, 104.80318981958492 11.499421410777588)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e09fffff,1243.0,"MULTIPOLYGON (((104.81223751386894 11.498478147323446, 104.81276722964435 11.503650348751936, 104.80850821623577 11.506708193973346, 104.80371941657431 11.504593742878301, 104.80318981958492 11.499421410777588, 104.8074489034609 11.49636366043534, 104.81223751386894 11.498478147323446)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e07fffff,1624.0,"MULTIPOLYGON (((104.80477865713613 11.514938288849997, 104.80530830070973 11.520110502550635, 104.80104883657414 11.523168431509172, 104.79625965848331 11.521054052019391, 104.7957301337399 11.515881707774067, 104.79998966824708 11.512823873554398, 104.80477865713613 11.514938288849997)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e07fffff,1624.0,"MULTIPOLYGON (((104.80477865713613 11.514938288849997, 104.80530830070973 11.520110502550635, 104.80104883657414 11.523168431509172, 104.79625965848331 11.521054052019391, 104.7957301337399 11.515881707774067, 104.79998966824708 11.512823873554398, 104.80477865713613 11.514938288849997)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e05fffff,1404.0,"MULTIPOLYGON (((104.81382670778284 11.513994633386302, 104.81435647014709 11.519166716421836, 104.8100973018636 11.522224698395547, 104.80530830070973 11.520110502550635, 104.80477865713613 11.514938288849997, 104.80903789591572 11.511880401650561, 104.81382670778284 11.513994633386302)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e05fffff,1404.0,"MULTIPOLYGON (((104.81382670778284 11.513994633386302, 104.81435647014709 11.519166716421836, 104.8100973018636 11.522224698395547, 104.80530830070973 11.520110502550635, 104.80477865713613 11.514938288849997, 104.80903789591572 11.511880401650561, 104.81382670778284 11.513994633386302)))",188,0.266151324711,0.00221092067925,Chaom Chau,KH120904,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e03fffff,90.0,"MULTIPOLYGON (((104.79946010737524 11.507651535268728, 104.79998966824708 11.512823873554398, 104.7957301337399 11.515881707774067, 104.79094096805584 11.513767108925657, 104.79041152603168 11.508594640151971, 104.79467113083386 11.505536900705891, 104.79946010737524 11.507651535268728)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e03fffff,90.0,"MULTIPOLYGON (((104.79946010737524 11.507651535268728, 104.79998966824708 11.512823873554398, 104.7957301337399 11.515881707774067, 104.79094096805584 11.513767108925657, 104.79041152603168 11.508594640151971, 104.79467113083386 11.505536900705891, 104.79946010737524 11.507651535268728)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e01fffff,918.0,"MULTIPOLYGON (((104.80850821623577 11.506708193973346, 104.80903789591572 11.511880401650561, 104.80477865713613 11.514938288849997, 104.79998966824708 11.512823873554398, 104.79946010737524 11.507651535268728, 104.80371941657431 11.504593742878301, 104.80850821623577 11.506708193973346)))",818,0.115519358472,0.000818284223734,Phleung Chheh Roteh,KH120903,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846e01fffff,918.0,"MULTIPOLYGON (((104.80850821623577 11.506708193973346, 104.80903789591572 11.511880401650561, 104.80477865713613 11.514938288849997, 104.79998966824708 11.512823873554398, 104.79946010737524 11.507651535268728, 104.80371941657431 11.504593742878301, 104.80850821623577 11.506708193973346)))",451,0.188177193013,0.0010924227514,Kantaok,KH120910,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846debfffff,584.0,"MULTIPOLYGON (((104.77437700166516 11.62004417260248, 104.77490641298418 11.625216184312503, 104.77064461084076 11.628274745995556, 104.76585332737103 11.626161202061908, 104.76532403509019 11.620989060396699, 104.76958590723086 11.617930592611476, 104.77437700166516 11.62004417260248)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846de9fffff,315.0,"MULTIPOLYGON (((104.78342949658544 11.619099045440148, 104.78395902690308 11.624270927074484, 104.77969752016844 11.627329543481705, 104.77490641298418 11.625216184312503, 104.77437700166516 11.62004417260248, 104.77863857852178 11.616985650128509, 104.78342949658544 11.619099045440148)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846de7fffff,461.0,"MULTIPOLYGON (((104.7759652822245 11.635560083722684, 104.776494740147 11.640731971252618, 104.77223278275784 11.643790665718525, 104.76744129741017 11.64167737885268, 104.76691195853044 11.636505361375022, 104.77117398594555 11.63344676070208, 104.7759652822245 11.635560083722684)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846de5fffff,3.0,"MULTIPOLYGON (((104.7850181341452 11.634614566340746, 104.7855477110709 11.639786323802458, 104.78128604915217 11.642845073177009, 104.776494740147 11.640731971252618, 104.7759652822245 11.635560083722684, 104.78022701429393 11.63250142817652, 104.7850181341452 11.634614566340746)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846de3fffff,334.0,"MULTIPOLYGON (((104.77064461084076 11.628274745995556, 104.77117398594555 11.63344676070208, 104.76691195853044 11.636505361375022, 104.76212048605123 11.634391853504892, 104.76159123000669 11.62921970890716, 104.76585332737103 11.626161202061908, 104.77064461084076 11.628274745995556)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846de1fffff,280.0,"MULTIPOLYGON (((104.77969752016844 11.627329543481705, 104.78022701429393 11.63250142817652, 104.7759652822245 11.635560083722684, 104.77117398594555 11.63344676070208, 104.77064461084076 11.628274745995556, 104.77490641298418 11.625216184312503, 104.77969752016844 11.627329543481705)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dddfffff,502.0,"MULTIPOLYGON (((104.7584160198881 11.598185975855092, 104.75894518275025 11.603358367303061, 104.75468317084514 11.606416647188517, 104.7498919263007 11.604302441615229, 104.74936288252901 11.599129920381793, 104.7536249642013 11.596071734498253, 104.7584160198881 11.598185975855092)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846ddbfffff,189.0,"MULTIPOLYGON (((104.74404269020273 11.591842847308536, 104.74457165112554 11.597015494628637, 104.74030927473135 11.600073625816234, 104.73551786783861 11.597959015673801, 104.73498902606325 11.592786238745457, 104.73925147202311 11.589728201558932, 104.74404269020273 11.591842847308536)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd9fffff,489.0,"MULTIPOLYGON (((104.75309588417056 11.590899216906996, 104.7536249642013 11.596071734498253, 104.74936288252901 11.599129920381793, 104.74457165112554 11.597015494628637, 104.74404269020273 11.591842847308536, 104.74830484156544 11.588784755461578, 104.75309588417056 11.590899216906996)))",776,0.1757990726,0.00128871761504,Ovlaok,KH120911,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd9fffff,489.0,"MULTIPOLYGON (((104.75309588417056 11.590899216906996, 104.7536249642013 11.596071734498253, 104.74936288252901 11.599129920381793, 104.74457165112554 11.597015494628637, 104.74404269020273 11.591842847308536, 104.74830484156544 11.588784755461578, 104.75309588417056 11.590899216906996)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd7fffff,113.0,"MULTIPOLYGON (((104.74562961954886 11.607360666769246, 104.7461586270506 11.612533191419454, 104.74189609523437 11.615591455624738, 104.73710448631208 11.613477101274686, 104.73657559796246 11.608304447023569, 104.740838199373 11.605246276714555, 104.74562961954886 11.607360666769246)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd5fffff,608.0,"MULTIPOLYGON (((104.75468317084514 11.606416647188517, 104.75521229745945 11.61158904211722, 104.75095006042673 11.614647361202998, 104.7461586270506 11.612533191419454, 104.74562961954886 11.607360666769246, 104.7498919263007 11.604302441615229, 104.75468317084514 11.606416647188517)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd3fffff,366.0,"MULTIPOLYGON (((104.74030927473135 11.600073625816234, 104.740838199373 11.605246276714555, 104.73657559796246 11.608304447023569, 104.73178400238267 11.606189872494504, 104.7312551969105 11.601017092051915, 104.73551786783861 11.597959015673801, 104.74030927473135 11.600073625816234)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dd1fffff,433.0,"MULTIPOLYGON (((104.74936288252901 11.599129920381793, 104.7498919263007 11.604302441615229, 104.74562961954886 11.607360666769246, 104.740838199373 11.605246276714555, 104.74030927473135 11.600073625816234, 104.74457165112554 11.597015494628637, 104.74936288252901 11.599129920381793)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dcdfffff,2.0,"MULTIPOLYGON (((104.78184099883939 11.60358315355369, 104.78237048255423 11.60875515859463, 104.77810913099944 11.611813641640348, 104.77331822562647 11.60970002559816, 104.77278886090562 11.604527890474118, 104.77705028255372 11.601469501466518, 104.78184099883939 11.60358315355369)))",1275,0.16593238947,0.00119689108516,Snaor,KH120913,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dcdfffff,2.0,"MULTIPOLYGON (((104.78184099883939 11.60358315355369, 104.78237048255423 11.60875515859463, 104.77810913099944 11.611813641640348, 104.77331822562647 11.60970002559816, 104.77278886090562 11.604527890474118, 104.77705028255372 11.601469501466518, 104.78184099883939 11.60358315355369)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dcbfffff,380.0,"MULTIPOLYGON (((104.76746868639323 11.597241792342672, 104.76799796830635 11.602414053884626, 104.76373625143583 11.60547238838794, 104.75894518275025 11.603358367303061, 104.7584160198881 11.598185975855092, 104.76267780665052 11.595127735389166, 104.76746868639323 11.597241792342672)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dc9fffff,28.0,"MULTIPOLYGON (((104.77652088162914 11.596297369951106, 104.77705028255372 11.601469501466518, 104.77278886090562 11.604527890474118, 104.76799796830635 11.602414053884626, 104.76746868639323 11.597241792342672, 104.77173017805791 11.594183497407904, 104.77652088162914 11.596297369951106)))",1275,0.16593238947,0.00119689108516,Snaor,KH120913,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dc9fffff,28.0,"MULTIPOLYGON (((104.77652088162914 11.596297369951106, 104.77705028255372 11.601469501466518, 104.77278886090562 11.604527890474118, 104.76799796830635 11.602414053884626, 104.76746868639323 11.597241792342672, 104.77173017805791 11.594183497407904, 104.77652088162914 11.596297369951106)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dc7fffff,50.0,"MULTIPOLYGON (((104.76905657872457 11.612758454104162, 104.76958590723086 11.617930592611476, 104.76532403509019 11.620989060396699, 104.7605327645126 11.618875295733218, 104.76000355506193 11.613703027327269, 104.76426549712316 11.61064465347458, 104.76905657872457 11.612758454104162)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dc5fffff,12.0,"MULTIPOLYGON (((104.77810913099944 11.611813641640348, 104.77863857852178 11.616985650128509, 104.77437700166516 11.62004417260248, 104.76958590723086 11.617930592611476, 104.76905657872457 11.612758454104162, 104.77331822562647 11.60970002559816, 104.77810913099944 11.611813641640348)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dc3fffff,421.0,"MULTIPOLYGON (((104.76373625143583 11.60547238838794, 104.76426549712316 11.61064465347458, 104.76000355506193 11.613703027327269, 104.75521229745945 11.61158904211722, 104.75468317084514 11.606416647188517, 104.75894518275025 11.603358367303061, 104.76373625143583 11.60547238838794)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dbdfffff,77.0,"MULTIPOLYGON (((104.74880389748334 11.638395197063689, 104.74933299815889 11.643567474075228, 104.74507015548569 11.646626003133202, 104.74027814247533 11.644512161484146, 104.73974916096117 11.639339754886521, 104.74401207328597 11.63628131951517, 104.74880389748334 11.638395197063689)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846db9fffff,45.0,"MULTIPOLYGON (((104.74348305548047 11.63110891549666, 104.74401207328597 11.63628131951517, 104.73974916096117 11.639339754886521, 104.73495716124602 11.637225692509203, 104.73442826261935 11.632053158961174, 104.738691244519 11.628994817311114, 104.74348305548047 11.63110891549666)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846db5fffff,181.0,"MULTIPOLYGON (((104.74507015548569 11.646626003133202, 104.74559921988109 11.651798282562465, 104.7413361520927 11.654856849873605, 104.73654395029538 11.652743044130142, 104.73601500508344 11.647570635178818, 104.74027814247533 11.644512161484146, 104.74507015548569 11.646626003133202)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dadfffff,689.0,"MULTIPOLYGON (((104.77223278275784 11.643790665718525, 104.77276220446649 11.648962555858223, 104.76850002177262 11.652021289024654, 104.76370834738219 11.649908038319703, 104.7631790447384 11.644736018296276, 104.76744129741017 11.64167737885268, 104.77223278275784 11.643790665718525)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846dabfffff,31.0,"MULTIPOLYGON (((104.75785816347828 11.637450399190948, 104.75838738327568 11.642622546495819, 104.7541248355092 11.645681130803435, 104.74933299815889 11.643567474075228, 104.74880389748334 11.638395197063689, 104.75306651502622 11.635336706478165, 104.75785816347828 11.637450399190948)))",883,0.250078467223,0.00314065068601,Ponsang,KH121105,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
